POI_INDEX,TOTAL_REVIEWS,RANKING,POI_TYPE,TRIP_TYPE,AVERAGE_RATING,RATING_5_COUNT,RATING_4_COUNT,RATING_3_COUNT,RATING_2_COUNT,RATING_1_COUNT,ABOUT,ADDRESS,ATTRIBUTES_CRAWLED_TIME
82,69,224,"Sights & Landmarks, Sacred & Religious Sites",Friends,3.8405797101449277,10,42,14,2,1,"Singapore’s oldest Hindu temple is also one of the most popular thanks to its proximity to Chinatown and its colorful exterior. Admission is free, though a donation is requested of those taking photographs. An annual fire-walking ceremony is held here every October or November.","244 South Bridge Road Sri Mariamman Temple, Singapore 058793, Singapore",2020-01-31 17:32:24.769389
83,84,221,"Shopping, Shopping Malls",Family,3.904761904761904,22,43,12,3,4,"City Square Mall, located at the junction of Serangoon and Kitchener Roads, sits on the site of Singapore's historic New World Park. Having close proximity to Little India, one of the Top 5 must-see tourist spots, with direct connection to Farrer Park MRT station, it hopes to attract both local and tourist shoppers. With over 700,000 sq ft of gross retail space, spread over five retail levels, two basements and four levels of lifestyle services, it is home to about 200 tenants that caters to the lifestyle needs of today's discerning mid-income families. Offering a wide array of value-for-money merchandise and services, exciting promotional activities, street fare as well as international cuisine, City Square Mall is envisioned as a miniature 'town-centre' which provides the perfect setting for the community to meet, play and shop while acquiring an eco-learning experience.","180 Kitchener Road City Square Mall, Singapore 208539, Singapore",2020-01-31 17:33:21.715769
83,40,221,"Shopping, Shopping Malls",Couples,3.8249999999999997,4,28,6,1,1,"City Square Mall, located at the junction of Serangoon and Kitchener Roads, sits on the site of Singapore's historic New World Park. Having close proximity to Little India, one of the Top 5 must-see tourist spots, with direct connection to Farrer Park MRT station, it hopes to attract both local and tourist shoppers. With over 700,000 sq ft of gross retail space, spread over five retail levels, two basements and four levels of lifestyle services, it is home to about 200 tenants that caters to the lifestyle needs of today's discerning mid-income families. Offering a wide array of value-for-money merchandise and services, exciting promotional activities, street fare as well as international cuisine, City Square Mall is envisioned as a miniature 'town-centre' which provides the perfect setting for the community to meet, play and shop while acquiring an eco-learning experience.","180 Kitchener Road City Square Mall, Singapore 208539, Singapore",2020-01-31 17:34:36.119665
83,35,221,"Shopping, Shopping Malls",Solo,3.8571428571428568,7,16,12,0,0,"City Square Mall, located at the junction of Serangoon and Kitchener Roads, sits on the site of Singapore's historic New World Park. Having close proximity to Little India, one of the Top 5 must-see tourist spots, with direct connection to Farrer Park MRT station, it hopes to attract both local and tourist shoppers. With over 700,000 sq ft of gross retail space, spread over five retail levels, two basements and four levels of lifestyle services, it is home to about 200 tenants that caters to the lifestyle needs of today's discerning mid-income families. Offering a wide array of value-for-money merchandise and services, exciting promotional activities, street fare as well as international cuisine, City Square Mall is envisioned as a miniature 'town-centre' which provides the perfect setting for the community to meet, play and shop while acquiring an eco-learning experience.","180 Kitchener Road City Square Mall, Singapore 208539, Singapore",2020-01-31 17:35:23.702993
83,3,221,"Shopping, Shopping Malls",Business,4.0,1,1,1,0,0,"City Square Mall, located at the junction of Serangoon and Kitchener Roads, sits on the site of Singapore's historic New World Park. Having close proximity to Little India, one of the Top 5 must-see tourist spots, with direct connection to Farrer Park MRT station, it hopes to attract both local and tourist shoppers. With over 700,000 sq ft of gross retail space, spread over five retail levels, two basements and four levels of lifestyle services, it is home to about 200 tenants that caters to the lifestyle needs of today's discerning mid-income families. Offering a wide array of value-for-money merchandise and services, exciting promotional activities, street fare as well as international cuisine, City Square Mall is envisioned as a miniature 'town-centre' which provides the perfect setting for the community to meet, play and shop while acquiring an eco-learning experience.","180 Kitchener Road City Square Mall, Singapore 208539, Singapore",2020-01-31 17:37:02.477023
83,29,221,"Shopping, Shopping Malls",Friends,3.9655172413793105,4,20,5,0,0,"City Square Mall, located at the junction of Serangoon and Kitchener Roads, sits on the site of Singapore's historic New World Park. Having close proximity to Little India, one of the Top 5 must-see tourist spots, with direct connection to Farrer Park MRT station, it hopes to attract both local and tourist shoppers. With over 700,000 sq ft of gross retail space, spread over five retail levels, two basements and four levels of lifestyle services, it is home to about 200 tenants that caters to the lifestyle needs of today's discerning mid-income families. Offering a wide array of value-for-money merchandise and services, exciting promotional activities, street fare as well as international cuisine, City Square Mall is envisioned as a miniature 'town-centre' which provides the perfect setting for the community to meet, play and shop while acquiring an eco-learning experience.","180 Kitchener Road City Square Mall, Singapore 208539, Singapore",2020-01-31 17:37:26.883970
84,19,212,"Sights & Landmarks, Churches & Cathedrals, Sacred & Religious Sites",Family,4.210526315789474,10,5,3,0,1,"St Andrew’s Cathedral is one of Singapore’s most treasured works of architecture. Gazetted as a national monument on 1973, you’ll stand in awe at its majestic facade, with extended pinnacles and a glossy white exterior. Take a coffee break and enjoy our free wifi at The Cathedral Cafe which is conveniently located beside the City Hall MRT entrance (North Bridge Road).","11 St. Andrew's Road St. Andrew's Cathedral, Singapore 178959, Singapore",2020-01-31 17:38:11.201168
84,78,212,"Sights & Landmarks, Churches & Cathedrals, Sacred & Religious Sites",Couples,4.0256410256410255,23,38,14,2,1,"St Andrew’s Cathedral is one of Singapore’s most treasured works of architecture. Gazetted as a national monument on 1973, you’ll stand in awe at its majestic facade, with extended pinnacles and a glossy white exterior. Take a coffee break and enjoy our free wifi at The Cathedral Cafe which is conveniently located beside the City Hall MRT entrance (North Bridge Road).","11 St. Andrew's Road St. Andrew's Cathedral, Singapore 178959, Singapore",2020-01-31 17:38:48.524068
84,48,212,"Sights & Landmarks, Churches & Cathedrals, Sacred & Religious Sites",Solo,4.145833333333333,14,28,5,1,0,"St Andrew’s Cathedral is one of Singapore’s most treasured works of architecture. Gazetted as a national monument on 1973, you’ll stand in awe at its majestic facade, with extended pinnacles and a glossy white exterior. Take a coffee break and enjoy our free wifi at The Cathedral Cafe which is conveniently located beside the City Hall MRT entrance (North Bridge Road).","11 St. Andrew's Road St. Andrew's Cathedral, Singapore 178959, Singapore",2020-01-31 17:40:01.126800
84,2,212,"Sights & Landmarks, Churches & Cathedrals, Sacred & Religious Sites",Business,3.0,0,0,2,0,0,"St Andrew’s Cathedral is one of Singapore’s most treasured works of architecture. Gazetted as a national monument on 1973, you’ll stand in awe at its majestic facade, with extended pinnacles and a glossy white exterior. Take a coffee break and enjoy our free wifi at The Cathedral Cafe which is conveniently located beside the City Hall MRT entrance (North Bridge Road).","11 St. Andrew's Road St. Andrew's Cathedral, Singapore 178959, Singapore",2020-01-31 17:40:46.556704
84,23,212,"Sights & Landmarks, Churches & Cathedrals, Sacred & Religious Sites",Friends,3.826086956521739,5,12,3,3,0,"St Andrew’s Cathedral is one of Singapore’s most treasured works of architecture. Gazetted as a national monument on 1973, you’ll stand in awe at its majestic facade, with extended pinnacles and a glossy white exterior. Take a coffee break and enjoy our free wifi at The Cathedral Cafe which is conveniently located beside the City Hall MRT entrance (North Bridge Road).","11 St. Andrew's Road St. Andrew's Cathedral, Singapore 178959, Singapore",2020-01-31 17:41:12.129150
85,10,259,"Shopping, Shopping Malls",Family,3.5999999999999996,1,6,2,0,1,Certificate of Excellence,"133 New Bridge Road Chinatown Point | Metro Station: Chinatown, Singapore 059413, Singapore",2020-01-31 17:41:45.068180
85,24,259,"Shopping, Shopping Malls",Couples,3.791666666666667,5,10,8,1,0,Certificate of Excellence,"133 New Bridge Road Chinatown Point | Metro Station: Chinatown, Singapore 059413, Singapore",2020-01-31 17:42:11.561089
85,16,259,"Shopping, Shopping Malls",Solo,3.6875,1,9,6,0,0,Certificate of Excellence,"133 New Bridge Road Chinatown Point | Metro Station: Chinatown, Singapore 059413, Singapore",2020-01-31 17:42:53.683416
85,2,259,"Shopping, Shopping Malls",Business,4.0,0,2,0,0,0,Certificate of Excellence,"133 New Bridge Road Chinatown Point | Metro Station: Chinatown, Singapore 059413, Singapore",2020-01-31 17:43:27.331237
85,14,259,"Shopping, Shopping Malls",Friends,4.0,2,10,2,0,0,Certificate of Excellence,"133 New Bridge Road Chinatown Point | Metro Station: Chinatown, Singapore 059413, Singapore",2020-01-31 17:43:50.867174
86,18,280,"Outdoor Activities, Nature & Parks, Transportation, Sights & Landmarks, More",Family,4.0,3,14,0,0,1,"The city’s unique hilltop destination filled with natural serenity, spectacular views, delectable dining, cosy event venues and its own cable car network. Away from the hustle and bustle of the city, Faber Peak Singapore (formerly The Jewel Box) features a vibrant cluster of dining and entertainment, cable car joyrides and unique experiences enjoyed by local residents and international travellers at the peak of Mount Faber. Located 100 metres above the sea, this buzzing peak invites you to get HIGH ON HAPPINESS as you take in the relaxing views of the Sentosa-HarbourFront skyline, green vistas and the picturesque cable car line. Our passionate service ambassadors are on hand to create happy moments for all guests of Faber Peak Singapore. Special Mention: - Cable Car 'Joyride' - Restaurants-with-a-view: Spuds & Aprons and Faber Bistro - Programming activities - Event spaces","109 Mount Faber Road Faber Peak | Faber Peak, Singapore 099203, Singapore",2020-01-31 17:44:27.003922
86,27,280,"Outdoor Activities, Nature & Parks, Sights & Landmarks, Transportation, More",Couples,4.148148148148148,10,12,4,1,0,"The city’s unique hilltop destination filled with natural serenity, spectacular views, delectable dining, cosy event venues and its own cable car network. Away from the hustle and bustle of the city, Faber Peak Singapore (formerly The Jewel Box) features a vibrant cluster of dining and entertainment, cable car joyrides and unique experiences enjoyed by local residents and international travellers at the peak of Mount Faber. Located 100 metres above the sea, this buzzing peak invites you to get HIGH ON HAPPINESS as you take in the relaxing views of the Sentosa-HarbourFront skyline, green vistas and the picturesque cable car line. Our passionate service ambassadors are on hand to create happy moments for all guests of Faber Peak Singapore. Special Mention: - Cable Car 'Joyride' - Restaurants-with-a-view: Spuds & Aprons and Faber Bistro - Programming activities - Event spaces","109 Mount Faber Road Faber Peak | Faber Peak, Singapore 099203, Singapore",2020-01-31 17:45:02.693654
86,5,280,"Nature & Parks, Outdoor Activities, Transportation, Sights & Landmarks, More",Solo,3.8,1,3,0,1,0,"The city’s unique hilltop destination filled with natural serenity, spectacular views, delectable dining, cosy event venues and its own cable car network. Away from the hustle and bustle of the city, Faber Peak Singapore (formerly The Jewel Box) features a vibrant cluster of dining and entertainment, cable car joyrides and unique experiences enjoyed by local residents and international travellers at the peak of Mount Faber. Located 100 metres above the sea, this buzzing peak invites you to get HIGH ON HAPPINESS as you take in the relaxing views of the Sentosa-HarbourFront skyline, green vistas and the picturesque cable car line. Our passionate service ambassadors are on hand to create happy moments for all guests of Faber Peak Singapore. Special Mention: - Cable Car 'Joyride' - Restaurants-with-a-view: Spuds & Aprons and Faber Bistro - Programming activities - Event spaces","109 Mount Faber Road Faber Peak | Faber Peak, Singapore 099203, Singapore",2020-01-31 17:45:48.228745
86,3,280,"Outdoor Activities, Transportation, Sights & Landmarks, Nature & Parks, More",Business,4.0,1,1,1,0,0,"The city’s unique hilltop destination filled with natural serenity, spectacular views, delectable dining, cosy event venues and its own cable car network. Away from the hustle and bustle of the city, Faber Peak Singapore (formerly The Jewel Box) features a vibrant cluster of dining and entertainment, cable car joyrides and unique experiences enjoyed by local residents and international travellers at the peak of Mount Faber. Located 100 metres above the sea, this buzzing peak invites you to get HIGH ON HAPPINESS as you take in the relaxing views of the Sentosa-HarbourFront skyline, green vistas and the picturesque cable car line. Our passionate service ambassadors are on hand to create happy moments for all guests of Faber Peak Singapore. Special Mention: - Cable Car 'Joyride' - Restaurants-with-a-view: Spuds & Aprons and Faber Bistro - Programming activities - Event spaces","109 Mount Faber Road Faber Peak | Faber Peak, Singapore 099203, Singapore",2020-01-31 17:46:15.691859
86,11,280,"Outdoor Activities, Nature & Parks, Sights & Landmarks, Transportation, More",Friends,4.363636363636363,6,3,2,0,0,"The city’s unique hilltop destination filled with natural serenity, spectacular views, delectable dining, cosy event venues and its own cable car network. Away from the hustle and bustle of the city, Faber Peak Singapore (formerly The Jewel Box) features a vibrant cluster of dining and entertainment, cable car joyrides and unique experiences enjoyed by local residents and international travellers at the peak of Mount Faber. Located 100 metres above the sea, this buzzing peak invites you to get HIGH ON HAPPINESS as you take in the relaxing views of the Sentosa-HarbourFront skyline, green vistas and the picturesque cable car line. Our passionate service ambassadors are on hand to create happy moments for all guests of Faber Peak Singapore. Special Mention: - Cable Car 'Joyride' - Restaurants-with-a-view: Spuds & Aprons and Faber Bistro - Programming activities - Event spaces","109 Mount Faber Road Faber Peak | Faber Peak, Singapore 099203, Singapore",2020-01-31 17:46:40.895432
