POI_INDEX,ENG_NAME,TOTAL_REVIEWS,RANKING,RATINGS,ADDRESS,OPENING_HOURS,ATTRIBUTES_CRAWLED_TIME
172,KongMengSanPhorKarkSeeTemple,34,172,4.5,"88BrightHillRoad,Singapore574117,Singapore",8:00-16:00,2020-02-11 11:23:04.792243
173,RainForestLumina,33,173,4.4,RainforestLuminaatSingaporeZoo，80MandaiLakeRoad，Singapore729826,19:30-24:00（最晚入园时间10:30）,2020-02-11 11:23:22.130908
174,BedokReservoirPark,26,174,4.4,"760BedokReservoirRd,新加坡479245",全天开放,2020-02-11 11:23:38.758673
175,LianShanShuangLinTemple,24,175,4.7,"184EJalanToaPayoh,Singapore319941,Singapore",8:00-17:00,2020-02-11 11:23:49.809446
176,HajjahFatimahMosque,33,176,4.2,"4001BeachRoadHajjahFatimahMosque,Singapore199584,Singapore",9:00-21:00,2020-02-11 11:24:03.715962
177,Zouk,16,177,4.3,"3CRiverValleyRoad,TheCannery,新加坡179022",周三22:00-次日3:00，周五22:00-次日5:00，周六和节假日前夕22:00-次日4:00。,2020-02-11 11:24:22.010621
178,not available,41,178,4.7,21 Jurong Town Hall Road， Singapore 609433,"1）场次1：9:30-13:30（最后入园12:45）
						 2）场次2-：14:00-18:00（最后入场17:15）		",2020-02-11 11:24:39.603567
179,WaterWorld,19,179,4.7,"新加坡环球影城失落的世界区，8SentosaGateway,SentosaIsland,Singapore",10:30-17:00,2020-02-11 11:24:51.757297
180,JurongEcoGarden,23,180,4.6,"1CleantechLoopCleantechOne,Singapore637141,Singapore",暂无,2020-02-11 11:25:09.019345
181,not available,20,181,4.5,"2 Conservatory Drive | National University of Singapore, Singapore 117377, Singapore",周二至周日：每天10:00 AM - 7:00 PM (最后入馆时间为5:30 PM)，新加坡法定节假日正常开放； 周一闭馆 (新加坡法定节假日除外) 馆内定期设有免费导览团：周四至周日1:00 PM (节假日除外)，先到先得，直接前往柜台报名登记即,2020-02-11 11:25:19.604584
182,not available,34,182,4.7,"1 Sentosa, Singapore 099081, Singapore",全年  10:00-18:00。,2020-02-11 11:25:34.476737
183,TanahMerahFerryTerminal,18,183,4.4,"50TanahMerahFerryRoad#01-21,Singapore498833,Singapore",,2020-02-11 11:25:46.204886
184,LakeofDreams,25,184,4.5,"SentosaIsland,Singapore",10:00-20:00,2020-02-11 11:25:57.342999
185,not available,15,185,4.5,"21 Jurong Town Hall Road, Singapore 609433, Singapore",10:00-18:00（周一-周日），2小时门票最后入场时间为14:00；1小时门票最后入场时间为15:00。,2020-02-11 11:26:13.854189
186,GardenRhapsody,21,186,4.8,gardenbythebay,每日19:45、20:45各一场；高峰时间为每天19:00-21:00。,2020-02-11 11:26:26.138173
187,not available,6,187,4.8,Inside Starlight Changi Mall in Singapore Changi Airport,全年营业10:00-22:00,2020-02-11 11:26:38.220644
188,SingaporeIndoorStadium,11,188,4.5,"2StadiumWalk,Singapore397691,Singapore",9:00-18:00,2020-02-11 11:26:49.260893
189,not available,11,189,4.6,"30 Siloso Beach Walk, Sentosa Island, 099011 Singapore","周一至周四: 1pm - 7pm 
, 周五: 1pm-8pm 周六周日及公众假期 : 12pm-8pm
 平安夜和公众假期园区正常开放 园区内的餐饮服务每天11am开放 景区有可能会因为临时的活动或节日延长运营时间 景区会因为临时情况调整运营时间并不做提前通知，请您以当天实际运营时间为准。",2020-02-11 11:27:05.443261
190,MarinaBarrage,57,190,4.5,"8MarinaGardensDr,Singapore018951",,2020-02-11 11:27:23.615529
191,NationalDesignCentre,17,191,4.5,"111MiddleRoad,Singapore,Singapore",星期日 - 星期六 上午9点00分 - 下午9点00分,2020-02-11 11:27:39.566056
192,not available,6,192,4.8,"5 Campbell Lane, Singapore 209924",周二-周四：10:00-19:00，周五-周六：10:00-20:00，周日及公众假期：10:00-16:00，周一闭馆（如果公众假期在周一，当天也照旧闭馆，除非有另外的通知）,2020-02-11 11:27:50.391475
193,Padang,36,193,4.6,"BetweenSt.AndrewRoadandConnaughtDrive,Singapore179682,Singapore",,2020-02-11 11:28:01.329547
194,Woodlands,10,194,3.8,"30WoodlandsAvenue2,Singapore738343",全天开放,2020-02-11 11:28:13.975458
195,LabradorNatureReserve,20,195,4.6,"AlongLabradorVillaRoadoffPasirPanjangRoad,Singapore119187,Singapore",,2020-02-11 11:28:26.472896
196,ChurchoftheSacredHeart,19,196,4.6,"111TankRoad,Singapore238069,Singapore",9:00-17:00,2020-02-11 11:28:37.853537
197,SistersIslands,9,197,4.7,"Sisters'Island,Singapore000703",全天开放,2020-02-11 11:28:48.572487
198,Cenotaph,26,198,4.3,"EsplanadePark,Singapore,Singapore",,2020-02-11 11:29:00.339438
199,OurLadyofLourdesChurch,16,199,4.5,"50OphirRoad,Singapore,Singapore",外观全天开放，内部参观时间请参考官网。,2020-02-11 11:29:11.826724
200,JohoreBattery,25,200,3.9,CosfordRoadSingapore,每日9:00-17:00,2020-02-11 11:29:23.265832
201,,6,201,4.5,乌敏岛,,2020-02-11 11:29:34.516908
202,DigitalLightCanvas,2,202,5,10BayfrontAvenueSingapore018956,周日-周四：11:3-21:00，周五、周六及公共假日前夕：11:00-22:00。,2020-02-11 11:29:46.597237
203,LowerSeletarReservoirPark,14,203,4.5,"YishunAvenue1,Singapore,Singapore",,2020-02-11 11:29:57.869215
204,ArabStreet,4,204,4.3,"ArabStreet,KampongGlam,Singapore,Singapore",,2020-02-11 11:30:09.264625
205,SampanRides,2,205,5,新加坡滨海湾金沙购物商城运河层B2,周日至周四：上午 11:30 至晚上 9:00 周五、周六及公共节假日前夕：上午 11:00 - 晚上 10:00。,2020-02-11 11:30:21.901942
206,not available,2,206,4.5,"38C Belvedere Close, Singapore 159883",8:00-19:00,2020-02-11 11:30:37.338977
207,not available,23,207,4.5,"1 Raffles Place, Singapore 048616","1）1-Altitude摩天酒吧观景台：8:30-17:30（周一-周日）（游玩时长为30分钟，每位客人只能逗留最多30分钟）
								 2）Funvee双层巴士：9:00-17:00（周一-周日） 3）南洋咖啡或茶：11:00-18:00（周一-周日）",2020-02-11 11:30:53.218517
208,SingaporeHongSanSee,10,208,4.4,"31MohamedSultanRoad,Singapore238975,Singapore",8:00-18:00,2020-02-11 11:31:05.838235
209,SingaporeSportsHub,4,209,5,"2StadiumWalk,Singapore",,2020-02-11 11:31:16.998377
210,not available,18,210,4.6,"26 Sentosa Gateway, #01-38/39, Singapore 098138",10:00 AM - 8:00 PM（最后入场时间为7:00 PM）。,2020-02-11 11:31:32.171895
211,KliveSentosa,38,211,4.5,"26SentosaGateway,#01-37/38/39,Singapore09813",剧场于2017年10月2日起停止营业，重新开放时间待定。,2020-02-11 11:31:44.599568
212,,10,212,4.7,集合地点：牛车水附近的尼路（NeilRoad）,,2020-02-11 11:31:56.196440
213,Airzone,3,213,4.3,"CitySquareMall,180KitchenerRd，Singapore208539",11:00-21:30 上午10点45分开放售票，上午11点开放入场，最后入场时间是晚上21点~,2020-02-11 11:32:08.075505
214,TempleStreet,15,214,4.4,"TempleStreet|Chinatown,Singapore,Singapore",暂无,2020-02-11 11:32:19.306506
215,not available,15,215,4.3,"Singapore Flyer,30 Raffles Ave #02-06 S/G, Singapore 039803",	营业时间：10：00-21:30（周三时间12:00-21:30）-须提前预约时间,2020-02-11 11:32:35.202270
216,,15,216,4.7,"187964,新加坡滑铁卢街178",每天上午7.00至下午6.00,2020-02-11 11:32:47.273432
217,ArtSpaceMuseum,23,217,4.6,"MarinaBaySands,Singapore,Singapore",星期日 - 星期六 上午11点00分 - 下午7点00分,2020-02-11 11:32:59.606305
218,SupremeCourt,25,218,4.4,"1St.Andrew'sRoadNationalGallerySingapore,Singapore178957,Singapore",,2020-02-11 11:33:13.244427
219,ElginBridge,1,219,5,"Singapore,Singapore",暂无,2020-02-11 11:33:26.129048
220,SasanaransiBuddhistTemple,25,220,4.3,"14TaiGinRd,Singapore,Singapore",6:30-21:00,2020-02-11 11:33:37.287073
221,not available,3,221,5,"2 Cox Terrace, Fort Canning Park, Singapore 179622",9:30-17:00,2020-02-11 11:33:52.219537
222,EmpressPlaceBuilding,28,222,4.3,"1EmpressPlace,Singapore179555,Singapore",,2020-02-11 11:34:04.785260
223,SriVeeramakaliammanTemple,10,223,5,"141SerangoonRoad,Singapore218042,Singapore","周日 - 周六上午5:00 - 下午9:00days: 周日 - 周六, times: 上午5:00 - 下午9:00,",2020-02-11 11:34:18.026795
224,TelokAyerStreet,13,224,4.8,"Singapore,Singapore",,2020-02-11 11:34:29.372592
225,ChurchofSaintsPeterandPaul,16,225,4.3,"225AQueenStreetChurchofStPeterAndStPaul,Singapore188551,Singapore",9:00-17:00,2020-02-11 11:34:41.693780
226,not available,11,226,3.3,"1 Pasir Ris Close,Singapore (519599)","高峰 –》取票时间10:00~17:00， 入园时间 10:00~18:00 非高峰 –》取票时间12:00~17:00， 入园时间  12:00~18:00
",2020-02-11 11:34:54.088563
227,OmniTheatrebyScienceCentreSingapore,17,227,4.6,"15ScienceCentreRoad,Singapore609081,Singapore",星期日 - 星期六 上午10点00分 - 下午6点00分,2020-02-11 11:35:05.382318
228,DalhousieObelisk,17,228,4.4,"1EmpressPlaceEmpressPlaceBuilding,Singapore179555,Singapore",,2020-02-11 11:35:17.134763
229,,19,229,4.8,3TemasekBoulevard#01-330SuntecShoppingMall038983,10:00-18:00，游览约60分钟。,2020-02-11 11:35:30.437522
230,BounceSingapore,2,230,5,"CathayCineleisureOrchard,8GrangeRoad,#09-01,Singapore239695",周一-周四：10:00-22:00，周五：10:00-23:00，周六：9:00-23:00，周日：9:00-22:00。公众假日休息。 儿童跳跃者:星期一至五: 10:00am-4:00pm;星期六及日: 9:00am-12:00pm;*公众假日: 休息,2020-02-11 11:35:43.259192
231,BollywoodVeggies,7,231,4.3,"100NeoTiewRoad,Singapore719026,Singapore",周三-周五:上午9:30-下午6:30;周六-周日:上午8:00-下午6:30;,2020-02-11 11:35:55.455484
232,,5,232,5,"327874,新加坡TaiGin路12(中山广场)",周二到周天早上10点至晚5点（周一闭馆）,2020-02-11 11:36:07.983217
233,SingaporeMusicalBoxMuseum,6,233,4.5,"168TelokAyerStreet,Singapore068619,Singapore",暂无,2020-02-11 11:36:19.358422
234,,7,234,4.7,新加坡,,2020-02-11 11:36:30.985135
235,OCBCAquaticCentre,16,235,4.3,"7StadiumDrive|SingaporeSportsHub,Singapore397632,Singapore",暂无,2020-02-11 11:36:42.269839
236,UOBPlaza,22,236,4.6,"80RafflesPlaceUobPlaza,Singapore048624,Singapore",,2020-02-11 11:36:53.812645
237,SriKrishnanTemple,20,237,4.3,"152WaterlooSt,Singapore187961,Singapore",,2020-02-11 11:37:05.613560
238,EsplanadePark,24,238,4.9,"18MarinaGardensDr,Singapore018953",,2020-02-11 11:37:19.918006
239,TheCathayGallery,14,239,4.4,"2HandyRoadTheCathay,Singapore229233,Singapore",暂无,2020-02-11 11:37:31.522887
240,,3,240,4.3,"9RafflesBoulevard,Singapore039596",,2020-02-11 11:37:42.158182
241,SingaporeXDTheatre,18,241,4.4,"SingaporeFlyer,30RafflesAvenue.#02-09Singapore039803",9:00-23:00,2020-02-11 11:37:53.701911
242,PoliceHeritageCentre,13,242,4.4,"28IrrawaddyRoad,Singapore329560,Singapore",星期二 - 星期五 上午10点00分 - 下午5点30分 星期六 上午10点00分 - 下午1点00分,2020-02-11 11:38:04.817274
243,YuehHaiChingTemple,19,243,4.2,"30BPhillipStreetWanHaiChengBioTemple,Singapore048696,Singapore",,2020-02-11 11:38:17.081778
244,MegaBounceCrazyBounce,15,244,4.5,"ResortsWorldSentosa,nearCraneDanceandUniversalStudio’sGlobe(MB5)",每天11:00am to 7:00pm（最后入场时间 6:45pm)，具体开放时间以景区现场为准。,2020-02-11 11:38:27.770037
245,MadagascarACrateAdventure,17,245,4.2,"新加坡环球影城马达加斯加区，8SentosaGateway,SentosaIsland,Singapore",,2020-02-11 11:38:39.796180
246,,1,246,5,"LazarusIsland,Singapore",,2020-02-11 11:38:50.442084
247,SembawangPark,34,247,4.3,"SembawangRd,Singapore,Singapore",,2020-02-11 11:39:02.765128
248,ArmyMuseumofSingapore,15,248,4.3,"520UpperJurongRd,Singapore638367,Singapore",,2020-02-11 11:39:13.623729
249,,1,249,5,"34PulauUbin,508287",,2020-02-11 11:39:24.323239
250,OperaGallery,15,250,4.7,"2OrchardTurnIonOrchard|#04-15IONOrchard,Singapore238801,Singapore",周一-周五:上午11:00-下午8:00;周六-周日:上午10:00-下午8:00;,2020-02-11 11:39:34.949779
251,IstanaWoodneuk,11,251,4.5,"|HollandRoadandTyersallRoad,Singapore,Singapore",,2020-02-11 11:39:47.663992
252,TourAboutSingapore,19,252,4.5,"新加坡,新加坡","周日上午9:00 - 下午5:00days: 周日, times: 上午9:00 - 下午5:00,days: 周一 - 周六, times: 上午9:00 - 下午6:00,",2020-02-11 11:40:11.471350
253,SengWongBeoTemple,21,253,4,"113PeckSeahSt,Singapore079332,Singapore",,2020-02-11 11:40:28.329132
254,Mosh,11,254,4.5,"31BeachView#03-01,PalawanKidzCity,Singapore098008",10:00-21:00（周一-周日）（周六、周日、公共假期期间，游玩时间将会被限制在2个小时之内）,2020-02-11 11:40:41.076399
255,ChineseHeritageMuseum,1,255,5,"#02-21,MilleniaWalk美年径,9RafflesBoulevard,039596",Mon-Sun:10:00-22:00,2020-02-11 11:40:52.421154
256,FukTakChiMuseum,18,256,4.6,"FarEastSquare|TelokAyerStreet,Singapore,Singapore",,2020-02-11 11:41:03.773158
257,PororoParkSingapore,12,257,4.3,"6RafflesBoulevard,MarinaSquare#02-29",周日-周四：10:30-20:00，周五、周六：10:30-21:00,2020-02-11 11:41:18.054460
258,NUSBabaHouse,17,258,4.4,"157NeilRoad,Singapore,Singapore",周一 - 周二 14:00 - 15:00 周二 18:30 - 19:30 周四 10:00 - 11:00 周六 11:00 - 12:00,2020-02-11 11:41:29.278107
259,SembawangHotSpring,17,259,4.2,"GambasAve,Singapore",7：00-19：00,2020-02-11 11:41:43.174381
260,PetainRoad,11,260,4.5,"LittleIndia,Singapore,Singapore",,2020-02-11 11:41:54.237032
261,JubileeBridge,3,261,5,"|MarinaBay,Singapore018978,Singapore",暂无,2020-02-11 11:42:05.859172
262,StJosephsChurch,15,262,4.6,"143VictoriaSt,Singapore188020,Singapore",,2020-02-11 11:42:18.993178
263,ChettiarTemple,15,263,4.3,"1TankRoadChettiarTemple,Singapore238058,Singapore",,2020-02-11 11:42:29.627638
264,FreeSingaporeTour,12,264,4.6,"新加坡,新加坡","周日 - 周六上午7:00 - 下午6:30days: 周日 - 周六, times: 上午7:00 - 下午6:30,",2020-02-11 11:42:41.545227
265,TheRinkatJCube,13,265,4.5,"2JurongEastCentral1Jcube|Level3,JCube,Singapore609731,Singapore",暂无,2020-02-11 11:42:53.584155
266,ChangiBeachBoardwalk,3,266,4.3,"7AGosportRoad|ChangiBeach,Singapore509710,Singapore",暂无,2020-02-11 11:43:04.145348
267,MiajaGallery,6,267,4.5,"190BukitTimahRoad,Singapore229857,Singapore",,2020-02-11 11:43:16.644549
268,TheOtherRoom,6,268,4.6,"320OrchardRoadSingaporeMarriottTangPlazaHotel,Singapore238865,Singapore",暂无,2020-02-11 11:43:29.256099
269,AlAbrarMosque,16,269,4.4,"192TelokAyerStreet,Singapore068635,Singapore",,2020-02-11 11:43:41.829413
270,GrandTheater,1,270,5,"10BayfrontAvenueMarinaBaySands|MarinaBaySands,Singapore018956,Singapore",暂无,2020-02-11 11:43:53.151468
271,FarEastOrganizationChildrensGarden,1,271,5,"18MarinaGardensDriveGardensBytheBay,Singapore018953,Singapore",暂无,2020-02-11 11:44:06.394292
272,NationalStadium,12,272,4.6,"2StadiumWalk,Singapore397718,Singapore",,2020-02-11 11:44:18.582792
273,PunggolWaterwayPark,2,273,0,"10SentulCrescentRoad,Singapore828851,Singapore",暂无,2020-02-11 11:44:30.434599
274,SengkangSwimmingComplex,0,274,,"57AnchorvaleRd,Singapore544964,Singapore",暂无,2020-02-11 11:44:42.361916
275,SunflowerGarden,1,275,5,"AirportBoulevard|Terminal2,Singapore,Singapore",暂无,2020-02-11 11:44:53.961020
276,JacobBallasChildrensGarden,15,276,4.6,"1ClunyRoad,Singapore259569,Singapore",,2020-02-11 11:45:05.561874
277,ChineseHeritageCentre,2,277,5,"12NanyangDive,NanyangTechnologicalUniversity,Singapore637721,Singapore",周一至周五上午 9:30至下午 5 点,2020-02-11 11:45:16.013738
278,SingaporeCricketClub,5,278,4.6,"ConnaughtDr,Singapore179681",,2020-02-11 11:45:27.030006
279,NationalHeritageBoard,2,279,5,"61StamfordRd,#03-08,Singapore178892",09:00 -17:30,2020-02-11 11:45:39.112310
280,DowntownEast,11,280,4.3,"1PasirRisCloseE!Hub@DowntownEast,Singapore519599,Singapore","周日 - 周六上午10:00 - 下午10:00days: 周日 - 周六, times: 上午10:00 - 下午10:00,",2020-02-11 11:45:51.064393
281,LimBoSengMemorial,13,281,4.4,"Esplanade,Singapore,Singapore",,2020-02-11 11:46:04.655191
282,LoyangTuaKong,7,282,4,"20LoyangWay,Singapore508774",,2020-02-11 11:46:15.583912
283,ChurchofTrueLight,16,283,4.2,"25GPerakRd,Singapore208142,Singapore",,2020-02-11 11:46:27.389327
284,ChurchoftheNativityoftheBlessedVirginMary,1,284,5,"1259UpperSerangoonRoad,Singapore534795,Singapore",暂无,2020-02-11 11:46:39.774244
285,TelokAyerMarket,10,285,4.4,"|BoundedbyMaxwellRoad,CecilStreetandTelokAyerStreet,Singapore,Singapore",,2020-02-11 11:46:51.953182
286,StandardCharteredMarathonSingapore,8,286,4.6,"MarinaBayBlvd|MarinaBay,Singapore,Singapore",暂无,2020-02-11 11:47:01.970008
287,ArtPluralGallery,8,287,4.6,"38ArmenianStreet,Singapore179942,Singapore",暂无,2020-02-11 11:47:16.089496
288,NagoreDurghaShrine,17,288,4.1,"140TelokAyerSt,Singapore,Singapore",,2020-02-11 11:47:28.117968
289,KretaAyerSquare,8,289,4.6,"TrengganuStreet,Singapore,Singapore",暂无,2020-02-11 11:47:39.390277
290,ParliamentofSingapore,2,290,4.5,"1ParliamentPlace|ParliamentHouse,Singapore178880,Singapore",,2020-02-11 11:47:50.584109
291,ConeyIslandPark,0,291,,"PunggolPromenadeNatureWalk|PunggolPointPark,BesidePunggolPromenadeNatureWalk,Singapore,Singapore",暂无,2020-02-11 11:48:27.121964
292,FishBigSplash,8,292,4.5,"902EastCoastParkwayAquaticComplex(BigSplash)|#01-30,BlockH,BigSplash,Singapore449874,Singapore",暂无,2020-02-11 11:48:43.532614
293,SriSrinivasaPerumalTemple,12,293,4.4,"397SerangoonRoad,Singapore218123,Singapore",,2020-02-11 11:48:55.500454
294,,18,294,4.5,"80,SilosoRoad,Sentosa(SilosoPoint)",10:00-19:00(最后入场时间 18:30),2020-02-11 11:49:07.728520
295,LaichunYuenTheatre,7,295,4.6,"SmithStreet|Chinatown,Singapore,Singapore",暂无,2020-02-11 11:49:20.673526
296,MyLittleGiantKidsIndoorPlaypark,4,296,4.5,"BigBox,1VentureAvenueSingapore",11:00-22:00,2020-02-11 11:49:31.364899
297,SingaporePinacothèquedeParis,6,297,4.7,"5CoxTerraceFortCanningArtsCentre|FortCanningArtsCentre,Singapore179620,Singapore","周日 - 周六上午10:00 - 下午6:00days: 周日 - 周六, times: 上午10:00 - 下午6:00,",2020-02-11 11:49:43.647239
298,BedokJetty,9,298,4.3,"EastCoastParkServiceRoad,Singapore,Singapore",暂无,2020-02-11 11:49:55.480465
299,AnnSiangHillPark,8,299,4.5,"AnnSiangRoad,Singapore,Singapore",,2020-02-11 11:50:07.182507
300,OdeToArt,5,300,4.4,"252NorthBridgeRoadRafflesCityShoppingCentre|RafflesCityShoppingCentre,#01-36E/F,Singapore179103,Singapore","周日 - 周六上午11:00 - 下午9:00days: 周日 - 周六, times: 上午11:00 - 下午9:00,",2020-02-11 11:50:19.590861
301,TheCatCafe,14,301,3.9,"241BVictoriaStreet,Singapore188030,Singapore",周日:上午10:00-下午10:00;周一:下午3:00-下午10:00;周二-周四:上午10:00-下午10:00;周五-周六:上午10:00-下午11:00;,2020-02-11 11:50:30.983253
302,not available,2,302,4,"459 Jalan Ahmad, Ibrahim, 639934","星期一至六 (公众假日除外): 13:00pm - 18:30pm(最晚入园时间17:00)

 导览团时间: 1:00pm, 2:00pm, 3:00pm, 4:00pm, 5:00pm 最后参观时间: 5:00pm",2020-02-11 11:50:46.057712
303,JalanBesarStadium,6,303,4.5,"100TyrwhittRoadJalanBesarStadium,Singapore207542,Singapore",暂无,2020-02-11 11:51:02.267535
304,SwiftletGardenMuseum,7,304,4.4,"No.10NeoTiewLane2|D'KranjiFarmResort,Singapore718813,Singapore",星期日 - 星期六 上午12点00分 - 下午6点00分  下午10点00分 - 上午12点00分,2020-02-11 11:51:14.892553
305,AsianArtPlatform,10,305,4.1,"292RiverValleyRoad|Level2,Singapore238333,Singapore","周二 - 周日上午11:00 - 下午6:00days: 周二 - 周日, times: 上午11:00 - 下午6:00,",2020-02-11 11:51:25.995903
306,RobertsonQuay,12,306,4.5,"NearSingaporeRiver,Singapore,Singapore",,2020-02-11 11:51:41.623524
307,NUSMuseum,18,307,4.2,"UniversityCulturalCentreNationalUniversityofSingapore50KentRidgeCrescent,Singapore119279,Singapore",,2020-02-11 11:51:52.404312
308,TheBicycleHut,5,308,4.6,"新加坡,新加坡","周二 - 周五上午10:00 - 下午8:00days: 周二 - 周五, times: 上午10:00 - 下午8:00,days: 周六 - 周日, times: 上午10:00 - 下午9:00,",2020-02-11 11:52:04.640538
309,JurongCentralPark,14,309,4.7,"BoonLaySt.JunctionwithBoonLayWay,Singapore,Singapore",,2020-02-11 11:52:16.615923
310,PieceofPeace,1,310,5,新加坡CoxTerrace5号福康宁艺术中心,,2020-02-11 11:52:27.622762
311,KallangIceWorld,7,311,4.2,"5StadiumWalkLeisureParkKallang|LeisureParkKallang,Singapore397693,Singapore",暂无,2020-02-11 11:52:39.650132
312,,2,312,5,金沙购物商场,,2020-02-11 11:52:52.953674
313,SriSenpagaVinayagarTemple,8,313,4.8,"19CeylonRd,Singapore429613,Singapore",星期日 - 星期六 上午6点30分 - 下午12点00分  下午6点30分 - 下午9点00分,2020-02-11 11:53:03.500098
314,not available,2,314,5,"30 Merchant Road 03-18, Singapore 058282","The Round Cruise船期为每天9点至22点，每20至25分钟一班船。活动开展受天气和潮汐条件影响
 Tokidoki Boat Cruise船期每天17点/19点/21点发船 
",2020-02-11 11:53:20.078599
315,Native,5,315,4.5,"52AAmoyStreet,Singapore069878,Singapore",暂无,2020-02-11 11:53:36.508958
316,HSBCSingaporeRugbySevens,5,316,4.4,"1StadiumDrive|NationalStadium,Singapore397691,Singapore",暂无,2020-02-11 11:53:49.069146
317,LittleGuilin,8,317,3.9,"BukitBatokEastAvenue5,Singapore043359,Singapore",暂无,2020-02-11 11:54:04.863278
318,PolarBearGallery,3,318,4.7,"69AHajiLane,Singapore189262,Singapore",暂无,2020-02-11 11:54:17.246422
319,TuaPehKongTemple,10,319,4.2,"KusuIsland,Singapore,Singapore",,2020-02-11 11:54:30.388652
320,GajahGallery,5,320,4.4,"39KeppelRoadTanjongPagarDistripark|#03-04,TanjongPagarDistripar,Singapore089065,Singapore",周一-周五:上午11:00-下午7:00;周六-周日:下午12:00-下午6:00;,2020-02-11 11:54:43.996149
321,TiongBahruHaritageTrail,4,321,4.8,"300TiongBahruRoadTiongBahruMrtStation,Singapore168731,Singapore",暂无,2020-02-11 11:54:56.472921
322,FireFliesHealthFarm,3,322,4.3,"50LimChuKangLane2Lot75,Singapore718822,Singapore",暂无,2020-02-11 11:55:13.755499
323,Degiosart,4,323,4.5,"TiongBahru,Blk57|01-82EngHoonStreet,Singapore160057,Singapore",周日-周六:上午10:00-下午7:00;,2020-02-11 11:55:30.170341
324,SagoStreetStreetOfTheDead,13,324,4.7,"Chinatown,Singapore,Singapore",,2020-02-11 11:55:42.510628
325,NanyangPolytechnic,5,325,4.8,新加坡宏茂桥8街180号(180AngMoKioAvenue8Singapore569830),,2020-02-11 11:55:56.707581
326,ClementiWoods,4,326,4.8,"ClementiRoad,Singapore,Singapore",暂无,2020-02-11 11:56:39.842358
327,GOURMETbus,3,327,4.7,"新加坡,新加坡",暂无,2020-02-11 11:56:53.265998
328,HarleyDavidsonofSingapore,3,328,4.7,"253AlexandraRoad#01-04,Singapore159936,Singapore",周日-周六:上午9:00-下午7:00;,2020-02-11 11:57:06.331023
329,TheGemMuseum,3,329,4.3,"26KandaharStreet|Level2,Singapore198888,Singapore",周二-周五:下午12:00-下午5:00;周六:上午11:00-下午3:00;,2020-02-11 11:57:19.264706
330,RedseaGallery,4,330,4.3,"DempseyRoad|Block9,#01-10DempseyHill,Singapore247697,Singapore",暂无,2020-02-11 11:57:31.028599
331,LottoCarpetsGallery,3,331,4.7,"Blk26#01-04,DempseyRoad,Singapore249686,Singapore",周日-周六:上午10:00-下午8:00;,2020-02-11 11:57:43.242152
332,ParkviewSquare,16,332,4.7,"600NorthBridgeRoadParkviewSquare,Singapore188778,Singapore",,2020-02-11 11:57:54.990220
333,UpperSeletarReservoir,3,333,4,"AlongOldUpperThomsonRoad,Singapore,Singapore",暂无,2020-02-11 11:58:06.274743
334,WTAFinals,7,334,4.4,"2StadiumWalkKallangIndoorStadium|NationalStadium,Singapore397691,Singapore",暂无,2020-02-11 11:58:17.297918
335,DreamDrivePteLtd,3,335,4.3,"3TemasekBoulevardFloor1SuntecCityMall|SuntecCityMall,Singapore038983,Singapore",周日-周六:上午10:00-下午8:00;,2020-02-11 11:58:29.531981
336,EagleWingsYachtCharters,3,336,4.3,"新加坡,新加坡","周日 - 周六上午8:00 - 下午11:00days: 周日 - 周六, times: 上午8:00 - 下午11:00,",2020-02-11 11:58:41.542234
337,MADMuseumofArtDesign,4,337,4,"10TanglinRoad|#01-01/02-01,Singapore247908,Singapore",周日-周六:上午11:00-下午8:00;,2020-02-11 11:58:55.238098
338,FaberPeak,2,338,5,"109MountFaberRoadFaberPeak|FaberPeak,Singapore099203,Singapore","周日 - 周六上午9:00 - 下午10:00days: 周日 - 周六, times: 上午9:00 - 下午10:00,",2020-02-11 11:59:08.314860
339,Anjalichocolat,2,339,5,"73LoewenRoad|Units01-15&01-16,Singapore248843,Singapore",周二-周日:上午10:00-下午5:00;,2020-02-11 11:59:27.276750
340,ToaPayohTownPark,3,340,5,"JunctionofToaPayohLor2andToaPayohLor6,Singapore,Singapore",,2020-02-11 11:59:40.047386
341,BOBMarineYachtChartersSingapore,3,341,4.3,"新加坡,新加坡",暂无,2020-02-11 11:59:56.359235
342,HayDairies,3,342,4.3,"3LimChuKangLane4,Singapore718859,Singapore",周三-周一:上午9:00-下午4:00;,2020-02-11 12:00:10.506508
343,BenjaminShearesBridge,2,343,5,"Singapore,Singapore",暂无,2020-02-11 12:01:07.629992
344,NTUCentreforContemporaryArt,2,344,4.5,"Blk43MalanRoadGillmanBarracks,Singapore109443,Singapore",周二-周四:下午12:00-下午7:00;周五:下午12:00-下午9:00;周六-周日:下午12:00-下午7:00;,2020-02-11 12:01:18.451517
345,NTUCentreforContemporaryArt,2,345,4.5,"Blk43MalanRoadGillmanBarracks,Singapore109443,Singapore",周二-周四:下午12:00-下午7:00;周五:下午12:00-下午9:00;周六-周日:下午12:00-下午7:00;,2020-02-11 12:01:30.741251
346,ArtPortersGallery,2,346,4.5,"64SpottiswoodeParkRoad,Singapore088652,Singapore",周日-周六:上午10:30-下午7:00;,2020-02-11 12:02:04.858967
347,BukitBrownCemetery,13,347,4.1,"LorongHalwa,Singapore,Singapore",,2020-02-11 12:02:21.781022
