TEXT,COUNT,SENTIMENT_KEYWORD_AGG_INDEX,ASPECT_CATEGORY_NAME,ASPECT_CATEGORY,REQUIRE_CONTEXT,ASPECT_SUB_CATEGORY_NAME
一大早,31,1589,NA,,,NA
两种,31,1590,NA,,,NA
中餐,31,1591,F&B,,,Chinese
亚洲最大的海洋馆,31,1592,POI/Places,,,NA
仙境,31,1593,POI/Places,,,NA
几步,31,1594,NA,,,NA
别墅,31,1595,NA,,,NA
前提,31,1596,NA,,,NA
动植物,31,1597,Sightseeing,,,NA
北极熊,31,1598,Sightseeing,,,Animals
历史意义,31,1599,Arts and Culture,,,History
厕所,31,1600,Facilities,,,Toilets
土地,31,1601,NA,,,NA
大排档,31,1602,F&B,,,NA
宾馆,31,1603,NA,,,NA
小巷,31,1604,NA,,,NA
小码头,31,1605,Transportation and Accessibility,,,NA
房卡,31,1606,NA,,,NA
教徒,31,1607,NA,,,NA
新加坡唐人街,31,1608,POI/Places,,,NA
新加坡的游客,31,1609,NA,,,NA
晚上的灯光,31,1610,Sightseeing,,,Lights
服饰,31,1611,NA,,,NA
椰子树,31,1612,Sightseeing,,,Trees
武吉士村,31,1613,POI/Places,,,NA
泰国,31,1614,NA,,,NA
海拔,31,1615,NA,,,NA
潜水员,31,1616,NA,,,NA
爸妈,31,1617,Family/Children family/Friends,,,Family
眼底,31,1618,NA,,,NA
纸质票,31,1619,Transportation and Accessibility,,,Tickets
美女,31,1620,NA,,,NA
脚下,31,1621,NA,,,NA
脚步,31,1622,NA,,,NA
趣味性强,31,1623,Experience,,,NA
路口,31,1624,Transportation and Accessibility,,,NA
辆车,31,1625,Transportation and Accessibility,,,NA
适合年轻人,31,1626,Experience,,1,NA
适合,31,1627,NA,,,NA
逆时针,31,1628,NA,,,NA
金莎酒店,31,1629,POI/Places,,,NA
闺蜜,31,1630,Family/Children family/Friends,,,Friends
首饰,31,1631,NA,,,NA
价值,30,1632,Price,,,NA
价格也不贵,30,1633,Price,,,NA
办法,30,1634,NA,,,NA
包厢,30,1635,Facilities,,,NA
周年,30,1636,NA,,,NA
国庆,30,1637,Activities,,1,Events
图案,30,1638,NA,,,NA
地段,30,1639,Transportation and Accessibility,,,NA
坑爹,30,1640,NA,,,NA
外围,30,1641,NA,,,NA
夜店,30,1642,Activities,,,"Bars, Pubs"
女士,30,1643,NA,,,NA
完好,30,1644,NA,,,NA
室内过山车,30,1645,Activities,,,Ride
小吃店,30,1646,F&B,,,"Coffee Shops, Hawker Center"
小资,30,1647,NA,,,NA
拍出,30,1648,NA,,,NA
文字,30,1649,NA,,,NA
新加坡科学中心,30,1650,POI/Places,,,NA
时间有限,30,1651,NA,,,NA
更衣室,30,1652,Facilities,,,NA
植物园里,30,1653,POI/Places,,,NA
民族,30,1654,NA,,,NA
水平,30,1655,NA,,,NA
水库,30,1656,Sightseeing,,,NA
沙滩排球,30,1657,Activities,,,Events
海岛,30,1658,Sightseeing,,,NA
海滨,30,1659,Sightseeing,,,NA
湿身,30,1660,NA,,,NA
焰火,30,1661,NA,,,NA
环球影视城,30,1662,POI/Places,,,NA
票时,30,1663,NA,,,NA
票,30,1664,Transportation and Accessibility,,,Tickets
空中步道,30,1665,POI/Places,,,NA
观赏性,30,1666,Sightseeing,,,NA
财富,30,1667,NA,,,NA
随处可见,30,1668,NA,,,NA
雨水,30,1669,Environment and Ambiance,,,"Greenery, Nature"
鱼尾狮爸爸,30,1670,Sightseeing,,,NA
鸡肋,30,1671,NA,,,NA
麦当劳,30,1672,F&B,,,Fast Food
三个小时,29,1673,NA,,,NA
三楼,29,1674,NA,,,NA
上海的南京路,29,1675,NA,,,NA
主题公园,29,1676,Sightseeing,,,NA
事实证明,29,1677,NA,,,NA
人文,29,1678,Arts and Culture,,,Culture
侏罗纪漂流,29,1679,Activities,,,Ride
前身,29,1680,NA,,,NA
功课,29,1681,NA,,,NA
半天时间,29,1682,NA,,,NA
印度人的聚集地,29,1683,POI/Places,,,NA
双溪,29,1684,NA,,,NA
噪音,29,1685,NA,,,NA
圣陶沙,29,1686,POI/Places,,,NA
地铁口,29,1687,Transportation and Accessibility,,,MRT
坐在河边,29,1688,NA,,,NA
塔楼,29,1689,NA,,,NA
大巴,29,1690,Transportation and Accessibility,,,Bus
好玩,29,1691,NA,,,NA
好莱坞,29,1692,Activities,,,Shows
孩子大人,29,1693,Family/Children family/Friends,,,Family
实物,29,1694,NA,,,NA
对岸,29,1695,NA,,,NA
小路,29,1696,Transportation and Accessibility,,,Paths
巴拉湾海面,29,1697,POI/Places,,,NA
巴旺,29,1698,NA,,,NA
庙里,29,1699,Sightseeing,,,NA
快速通道票,29,1700,Transportation and Accessibility,,,Tickets
态度很好,29,1701,Service,,,Staff
手工艺品,29,1702,Shopping,,,NA
摄影师,29,1703,NA,,,NA
整条街,29,1704,NA,,,NA
新加坡南洋理工大学,29,1705,POI/Places,,,NA
新加坡滨海湾,29,1706,POI/Places,,,NA
明星,29,1707,NA,,,NA
景色一般,29,1708,Sightseeing,,,View
景色真的,29,1709,Sightseeing,,,View
栩栩如生,29,1710,Experience,,,NA
水雾,29,1711,NA,,,NA
海豚近距离,29,1712,Sightseeing,,,Animals
深度,29,1713,NA,,,NA
犀牛,29,1714,Sightseeing,,,Animals
留影,29,1715,NA,,,NA
看懂,29,1716,NA,,,NA
社区,29,1717,NA,,,NA
美食中心,29,1718,F&B,,,Food Court
背后,29,1719,NA,,,NA
航站楼,29,1720,Transportation and Accessibility,,,NA
观景轮,29,1721,Facilities,,,View
详情,29,1722,NA,,,NA
远观,29,1723,Sightseeing,,,NA
金店,29,1724,Shopping,,,NA
门前,29,1725,Transportation and Accessibility,,,Queue
顺序,29,1726,NA,,,NA
不出,28,1727,NA,,,NA
习俗,28,1728,Arts and Culture,,,Culture
二层,28,1729,NA,,,NA
人不算多,28,1730,Transportation and Accessibility,,,Queue
住在金沙酒店,28,1731,NA,,,NA
佛牙寺龙华院,28,1732,POI/Places,,,NA
侏罗纪河流,28,1733,Activities,,,Ride
冷室,28,1734,Environment and Ambiance,,,Air Conditioning
围栏,28,1735,Facilities,,,Safety
国度,28,1736,NA,,,NA
城市花园,28,1737,Environment and Ambiance,,,NA
大瀑布,28,1738,Sightseeing,,,"Greenery, Nature"
好奇心,28,1739,NA,,,NA
小雨,28,1740,Environment and Ambiance,,,Weather
展区,28,1741,Sightseeing,,,Exhibits
平日,28,1742,NA,,,NA
广州,28,1743,NA,,,NA
座洁白,28,1744,NA,,,NA
很适合亲子游,28,1745,Family/Children family/Friends,,,Family
损失,28,1746,NA,,,NA
新加坡总统府,28,1747,POI/Places,,,NA
新加坡最大的海滨度假区,28,1748,Sightseeing,,,NA
新加坡河口,28,1749,Sightseeing,,,NA
新加坡的全景,28,1750,Sightseeing,,,View
新加坡的金融中心,28,1751,POI/Places,,,NA
时尚潮流,28,1752,Shopping,,,NA
时间关系,28,1753,NA,,,NA
时间紧,28,1754,NA,,,NA
春节期间,28,1755,NA,,,NA
极好,28,1756,NA,,,NA
植物冷,28,1757,NA,,,NA
榴莲壳,28,1758,POI/Places,,,NA
水花,28,1759,NA,,,NA
水陆两用,28,1760,NA,,,NA
港口,28,1761,Sightseeing,,,NA
湖泊,28,1762,Sightseeing,,,"Greenery, Nature"
熊猫馆,28,1763,Sightseeing,,,Animals
猩猩,28,1764,Sightseeing,,,Animals
礼物,28,1765,NA,,,NA
种类繁多,28,1766,Sightseeing,,,NA
穹顶,28,1767,NA,,,NA
纪念品商店,28,1768,Shopping,,,NA
终点站,28,1769,Transportation and Accessibility,,,MRT
维多利亚纪念堂,28,1770,POI/Places,,,NA
绿树,28,1771,Sightseeing,,,Trees
芝水库,28,1772,POI/Places,,,NA
让人感觉,28,1773,Experience,,,NA
语音,28,1774,NA,,,NA
辣椒螃蟹,28,1775,F&B,,,NA
长裤,28,1776,Environment and Ambiance,,,Air Conditioning
长队,28,1777,Transportation and Accessibility,,,Queue
音效,28,1778,NA,,,NA
顶部,28,1779,NA,,,NA
风景线,28,1780,Sightseeing,,,View
鸽子,28,1781,Sightseeing,,,Animals
不说,27,1782,NA,,,NA
亮灯,27,1783,NA,,,NA
全球最大,27,1784,NA,,,NA
化妆品,27,1785,Shopping,,,NA
卫生间,27,1786,Facilities,,,Toilets
周四,27,1787,NA,,,NA
国内的动物园,27,1788,NA,,,NA
土生华人博物馆,27,1789,POI/Places,,,NA
圣经,27,1790,NA,,,NA
地带,27,1791,Transportation and Accessibility,,,NA
多年历史,27,1792,Arts and Culture,,,History
大阪,27,1793,NA,,,NA
太空堡垒,27,1794,Activities,,,Ride
头上,27,1795,NA,,,NA
好很多,27,1796,NA,,,NA
小山,27,1797,NA,,,NA
小朋友一起,27,1798,Family/Children family/Friends,,,Children
市民,27,1799,NA,,,NA
情节,27,1800,NA,,,NA
摩天观景轮,27,1801,POI/Places,,,NA
新加坡币,27,1802,Price,,,NA
旅途,27,1803,NA,,,NA
晚上的景色,27,1804,Sightseeing,,,View
朋友圈,27,1805,NA,,,NA
来此,27,1806,NA,,,NA
标志性景点,27,1807,POI/Places,,,NA
气温,27,1808,Environment and Ambiance,,,NA
滨海步道,27,1809,Transportation and Accessibility,,,Paths
牛车水名字的由来,27,1810,Arts and Culture,,,History
神像,27,1811,NA,,,NA
票直接,27,1812,Transportation and Accessibility,,,Tickets
第一场,27,1813,NA,,,NA
第二站,27,1814,Transportation and Accessibility,,,MRT
红灯区,27,1815,POI/Places,,,NA
网站,27,1816,Transportation and Accessibility,,1,Accessibility
老人孩子,27,1817,Family/Children family/Friends,,,Family
街头,27,1818,NA,,,NA
裕廊,27,1819,POI/Places,,,NA
视野开阔,27,1820,Sightseeing,,,View
赞赞赞,27,1821,Experience,,,NA
雾霾,27,1822,Environment and Ambiance,,,Weather
风景好,27,1823,Sightseeing,,,View
马六甲海峡,27,1824,NA,,,NA
一年,26,1825,NA,,,NA
三个海滩,26,1826,Environment and Ambiance,,,Beach
上海迪士尼,26,1827,NA,,,NA
两个项目,26,1828,Activities,,,NA
两次票,26,1829,Transportation and Accessibility,,,Tickets
个卡,26,1830,NA,,,NA
个饭,26,1831,NA,,,NA
中国游客,26,1832,NA,,,NA
主体,26,1833,NA,,,NA
五脏俱全,26,1834,NA,,,NA
价格也不,26,1835,POI/Places,,,NA
便宜些,26,1836,POI/Places,,,NA
前台,26,1837,Service,,,Staff
功能,26,1838,NA,,,NA
吊车,26,1839,NA,,,NA
商家,26,1840,Shopping,,,NA
回程,26,1841,Transportation and Accessibility,,,NA
地方很好,26,1842,POI/Places,,,NA
地球,26,1843,NA,,,NA
塔顶,26,1844,NA,,,NA
士兵,26,1845,NA,,,NA
声光电,26,1846,NA,,,NA
大众,26,1847,NA,,,NA
大门票,26,1848,Transportation and Accessibility,,,Tickets
室内花园,26,1849,Sightseeing,,,"Gardens, Parks"
小巷子,26,1850,Transportation and Accessibility,,,Streets
山坡,26,1851,NA,,,NA
座椅,26,1852,Facilities,,,Seats
态度好,26,1853,Service,,,Staff
总体感觉一般,26,1854,Experience,,,NA
总体感觉不错,26,1855,Experience,,,NA
情景,26,1856,NA,,,NA
想象力,26,1857,NA,,,NA
房屋,26,1858,Sightseeing,,1,Buildings
效果不错,26,1859,Experience,,,NA
数量,26,1860,NA,,,NA
新加坡亲子游,26,1861,Family/Children family/Friends,,,Family
新加坡博物馆,26,1862,POI/Places,,,NA
新加坡杜莎夫人蜡像馆,26,1863,POI/Places,,,NA
新馆,26,1864,NA,,,NA
早期,26,1865,NA,,,NA
时间表,26,1866,NA,,,NA
昨天,26,1867,NA,,,NA
晚上夜景,26,1868,Sightseeing,,,View
晚霞,26,1869,Environment and Ambiance,,,"Greenery, Nature"
景区地址,26,1870,Transportation and Accessibility,,,NA
景色美,26,1871,Sightseeing,,,View
最后一天,26,1872,NA,,,NA
杜莎夫人蜡像馆,26,1873,POI/Places,,,NA
桌子,26,1874,NA,,,NA
气候,26,1875,NA,,,NA
消防局,26,1876,Facilities,,1,Safety
满满的,26,1877,NA,,,NA
火焰,26,1878,NA,,,NA
特色的动物园,26,1879,POI/Places,,,NA
的很嗨,26,1880,Experience,,,NA
的很高兴,26,1881,Experience,,,NA
素质,26,1882,NA,,,NA
紫线,26,1883,Transportation and Accessibility,,,MRT
聚集地,26,1884,POI/Places,,,NA
能力,26,1885,NA,,,NA
自拍,26,1886,Sightseeing,,,Photography
艺术家,26,1887,Arts and Culture,,,Art
茂桥,26,1888,POI/Places,,1,NA
赤脚,26,1889,NA,,,NA
这次新加坡,26,1890,NA,,,NA
迪斯尼,26,1891,NA,,,NA
遥远王国,26,1892,Activities,,,Shows
长廊,26,1893,Facilities,,,Paths
集市,26,1894,Shopping,,,NA
一侧,25,1895,NA,,,NA
不用说,25,1896,NA,,,NA
两个地方,25,1897,POI/Places,,,NA
两个景点,25,1898,POI/Places,,,NA
两张,25,1899,NA,,,NA
亚热带,25,1900,Environment and Ambiance,,,NA
亨德森波浪桥,25,1901,POI/Places,,,NA
人数,25,1902,NA,,,NA
人民,25,1903,NA,,,NA
人真的,25,1904,NA,,,NA
价格贵,25,1905,Price,,,NA
位置很好,25,1906,Transportation and Accessibility,,,Position
儿童水上乐园,25,1907,Sightseeing,,,Children
冰箱,25,1908,Facilities,,,NA
印度菜,25,1909,F&B,,,Indian
印度餐厅,25,1910,F&B,,,Indian
合照,25,1911,Sightseeing,,,Photography
同学,25,1912,Family/Children family/Friends,,,Friends
味道不错,25,1913,F&B,,,NA
商圈,25,1914,Shopping,,,NA
地道,25,1915,F&B,,1,NA
多米,25,1916,NA,,,NA
夜晚的景色,25,1917,Sightseeing,,,View
大型商场,25,1918,Shopping,,,NA
学府,25,1919,NA,,,NA
孩子来说,25,1920,Family/Children family/Friends,,,Children
店面,25,1921,Shopping,,,NA
建议一定,25,1922,NA,,,NA
影片,25,1923,NA,,,NA
快捷通道,25,1924,Service,,1,Accessibility
拍拍照片,25,1925,Sightseeing,,,Photography
推车,25,1926,Facilities,,,NA
效率,25,1927,NA,,,NA
教育,25,1928,NA,,,NA
文化中心,25,1929,Arts and Culture,,,Culture
新加坡国家图书馆,25,1930,POI/Places,,,NA
新加坡夜间动物园,25,1931,POI/Places,,,NA
新加坡的人,25,1932,NA,,,NA
日子,25,1933,NA,,,NA
晚间,25,1934,NA,,,NA
景色好,25,1935,Sightseeing,,,View
暑期,25,1936,NA,,,NA
最高点,25,1937,NA,,,NA
有创意的,25,1938,Experience,,1,NA
木板,25,1939,NA,,,NA
条件,25,1940,NA,,,NA
沙一定,25,1941,NA,,,NA
游客中心,25,1942,Service,,,Information
点东西,25,1943,NA,,,NA
的人多,25,1944,Transportation and Accessibility,,,Queue
码直接,25,1945,Transportation and Accessibility,,,NA
票处,25,1946,Transportation and Accessibility,,,Tickets
程客服,25,1947,Service,,,Staff
程度,25,1948,NA,,,NA
终点,25,1949,NA,,,NA
自助机上,25,1950,Facilities,,,NA
自然环境,25,1951,Environment and Ambiance,,,NA
英国殖民时期,25,1952,NA,,,NA
荷兰,25,1953,NA,,,NA
起点,25,1954,NA,,,NA
超大,25,1955,NA,,,NA
适合全家,25,1956,Family/Children family/Friends,,,Family
风扇,25,1957,Facilities,,,NA
马来,25,1958,NA,,,NA
黄色,25,1959,NA,,,NA
不算大,24,1960,NA,,,NA
两个温室,24,1961,Facilities,,,Buildings
个好,24,1962,NA,,,NA
中国特色,24,1963,Arts and Culture,,,Chinese
云雾林和花穹,24,1964,POI/Places,,,NA
亭子,24,1965,Facilities,,,Buildings
亮点特色,24,1966,Arts and Culture,,,Culture
代表性,24,1967,NA,,,NA
傲人的特点,24,1968,Arts and Culture,,,Culture
光影效果,24,1969,NA,,,NA
光线,24,1970,NA,,,NA
关系,24,1971,NA,,,NA
内心,24,1972,NA,,,NA
凌晨,24,1973,NA,,,NA
几张,24,1974,NA,,,NA
刷卡,24,1975,NA,,1,NA
动画,24,1976,NA,,,NA
印度文化,24,1977,Arts and Culture,,,Indian
历史博物馆,24,1978,POI/Places,,,NA
古迹,24,1979,NA,,,NA
周边环境,24,1980,Environment and Ambiance,,,NA
土豪,24,1981,NA,,,NA
坐在缆车,24,1982,Transportation and Accessibility,,,Cable Car
夜游,24,1983,Activities,,1,Tour
大爱,24,1984,NA,,,NA
大门口,24,1985,Transportation and Accessibility,,,Position
大鱼尾狮,24,1986,Sightseeing,,,NA
奢侈品牌,24,1987,Shopping,,,NA
好大,24,1988,NA,,,NA
孩子的家庭,24,1989,Family/Children family/Friends,,,Family
小众,24,1990,NA,,,NA
市内,24,1991,NA,,,NA
年龄,24,1992,NA,,,NA
座小,24,1993,NA,,,NA
建议傍晚,24,1994,NA,,,NA
建议多,24,1995,NA,,,NA
彩虹,24,1996,NA,,,NA
影像,24,1997,NA,,,NA
成年人,24,1998,Family/Children family/Friends,,,NA
拍好,24,1999,Sightseeing,,,Photography
措施,24,2000,NA,,,NA
新加坡文化,24,2001,Arts and Culture,,,Culture
新加坡艺术博物馆,24,2002,POI/Places,,,NA
旅行社,24,2003,NA,,,NA
时段,24,2004,NA,,,NA
景色迷人,24,2005,Sightseeing,,,View
最初,24,2006,NA,,,NA
樟宜村,24,2007,POI/Places,,1,NA
步行街,24,2008,Transportation and Accessibility,,,Streets
民丹岛,24,2009,POI/Places,,,NA
水族箱,24,2010,Sightseeing,,,NA
水族观景窗,24,2011,Sightseeing,,,NA
沉船,24,2012,NA,,,NA
河面,24,2013,NA,,,NA
海狮,24,2014,Sightseeing,,,Animals
滨海公园,24,2015,POI/Places,,,NA
灯火,24,2016,NA,,,NA
眼镜,24,2017,NA,,,NA
科幻城市,24,2018,Activities,,,Ride
精品店,24,2019,Shopping,,,NA
纪念馆,24,2020,Arts and Culture,,,History
缆车票,24,2021,Transportation and Accessibility,,,Tickets
罗索海滩,24,2022,POI/Places,,,NA
美的夜景,24,2023,Sightseeing,,,View
美誉,24,2024,NA,,,NA
聊聊天,24,2025,NA,,,NA
肚子,24,2026,NA,,,NA
自助机,24,2027,Facilities,,,NA
花时间,24,2028,NA,,1,NA
蓝线,24,2029,Transportation and Accessibility,,,MRT
路边摊,24,2030,F&B,,1,NA
车辆,24,2031,Transportation and Accessibility,,,NA
辆自行车,24,2032,Transportation and Accessibility,,,NA
金额,24,2033,Price,,,NA
长知识,24,2034,NA,,,NA
难度,24,2035,NA,,,NA
雅曼兴都庙,24,2036,POI/Places,,,NA
需求,24,2037,NA,,,NA
霓虹灯,24,2038,Sightseeing,,,Lights
非常适合亲子,24,2039,Family/Children family/Friends,,,Family
饮食店,24,2040,F&B,,,"Coffee Shops, Hawker Center"
饰品,24,2041,Shopping,,1,NA
马来貘,24,2042,Sightseeing,,,Animals
黑暗,24,2043,NA,,,NA
一分钱,23,2044,Price,,,NA
不少人,23,2045,Transportation and Accessibility,,,Queue
专人,23,2046,Service,,,Staff
个性,23,2047,NA,,,NA
传说中的,23,2048,NA,,,NA
便宜一点,23,2049,Price,,,NA
全球最大的海洋馆,23,2050,POI/Places,,,NA
六点,23,2051,NA,,,NA
前排,23,2052,NA,,,NA
右手边,23,2053,NA,,,NA
吃完饭,23,2054,NA,,,NA
呼吸,23,2055,NA,,,NA
咖喱味,23,2056,F&B,,,NA
园林,23,2057,Sightseeing,,,"Gardens, Parks"
土生华人,23,2058,NA,,,NA
塑像,23,2059,Arts and Culture,,,Sculptures
墙壁,23,2060,NA,,,NA
多个品种,23,2061,NA,,,NA
多肉,23,2062,Sightseeing,,,Plants
大品牌,23,2063,Shopping,,,NA
大街,23,2064,NA,,,NA
头盔,23,2065,NA,,,NA
女孩子,23,2066,NA,,,NA
孙中山南洋纪念馆,23,2067,POI/Places,,,NA
实龙岗路,23,2068,Transportation and Accessibility,,,Streets
底片,23,2069,NA,,,NA
座博物馆,23,2070,POI/Places,,,NA
建议白天,23,2071,NA,,,NA
彩灯,23,2072,NA,,,NA
往上,23,2073,NA,,,NA
得很近,23,2074,Transportation and Accessibility,,,Position
心思,23,2075,NA,,,NA
心灵,23,2076,NA,,,NA
必须的,23,2077,NA,,,NA
恐龙,23,2078,NA,,,NA
手环,23,2079,NA,,,NA
新加坡的市中心,23,2080,Transportation and Accessibility,,,NA
新加坡的旅游,23,2081,NA,,,NA
新加坡的时候,23,2082,NA,,,NA
新加坡的景点,23,2083,POI/Places,,,NA
既能,23,2084,NA,,,NA
时间充足,23,2085,NA,,,NA
杯咖啡,23,2086,F&B,,,"Coffee, Tea"
椰树,23,2087,Sightseeing,,,Trees
模型,23,2088,NA,,,NA
次快捷,23,2089,NA,,,NA
欢乐宝石,23,2090,NA,,,NA
民防,23,2091,Facilities,,,Safety
水上运动,23,2092,Activities,,,Events
池子,23,2093,Sightseeing,,,NA
洛湿地保护区,23,2094,POI/Places,,,NA
海参,23,2095,Sightseeing,,,Animals
混凝土,23,2096,NA,,,NA
滨海湾附近,23,2097,Transportation and Accessibility,,,Position
特效,23,2098,NA,,,NA
环线,23,2099,Transportation and Accessibility,,,MRT
玻璃窗,23,2100,NA,,,NA
甜品,23,2101,F&B,,,NA
睡觉了,23,2102,NA,,,NA
礼品店,23,2103,Shopping,,,NA
票的时候,23,2104,Transportation and Accessibility,,,Tickets
类型,23,2105,NA,,,NA
美中不足,23,2106,Experience,,,NA
节庆酒店,23,2107,NA,,,NA
花园三个风格各异的水岸花园,23,2108,Sightseeing,,,"Gardens, Parks"
英国人,23,2109,NA,,,NA
观景平台,23,2110,Facilities,,,View
视野很好,23,2111,Sightseeing,,,View
路面,23,2112,Transportation and Accessibility,,,NA
软件,23,2113,NA,,,NA
边际泳池,23,2114,Facilities,,,Pool
追溯到,23,2115,NA,,,NA
适合家庭,23,2116,Family/Children family/Friends,,,Family
通行证,23,2117,Transportation and Accessibility,,,Tickets
速度快,23,2118,Service,,1,NA
银器,23,2119,NA,,,NA
银行,23,2120,Facilities,,,NA
门口自助,23,2121,Service,,,Information
鳄鱼,23,2122,Sightseeing,,,Animals
一段时间,22,2123,NA,,,NA
一站式,22,2124,Service,,1,NA
一般都是,22,2125,NA,,,NA
东西长,22,2126,NA,,,NA
两层,22,2127,NA,,,NA
中国的庙会,22,2128,NA,,,NA
书籍,22,2129,NA,,,NA
二战期间,22,2130,NA,,,NA
五彩斑斓,22,2131,Environment and Ambiance,,,NA
佛像,22,2132,NA,,,NA
便宜点,22,2133,Price,,,NA
保障,22,2134,NA,,,NA
其间,22,2135,NA,,,NA
几张照片,22,2136,Sightseeing,,,Photography
凹造型,22,2137,Sightseeing,,,Photography
刚刚好,22,2138,NA,,,NA
动物和谐,22,2139,Sightseeing,,,Animals
参天大树,22,2140,Sightseeing,,,Trees
口中,22,2141,NA,,,NA
右手,22,2142,NA,,,NA
售票窗口,22,2143,Transportation and Accessibility,,,Tickets
商品齐全,22,2144,Shopping,,,NA
地下通道,22,2145,Transportation and Accessibility,,,NA
大小,22,2146,NA,,,NA
太早,22,2147,NA,,,NA
好一点,22,2148,NA,,,NA
孩子超级,22,2149,Family/Children family/Friends,,,Children
安检,22,2150,Service,,,Safety
家里,22,2151,NA,,,NA
小宝宝,22,2152,Family/Children family/Friends,,,Infants
小景点,22,2153,POI/Places,,,NA
工具,22,2154,Facilities,,1,NA
差额,22,2155,Price,,,NA
干净,22,2156,Environment and Ambiance,,,NA
店家,22,2157,Shopping,,,NA
建筑群,22,2158,Sightseeing,,1,Buildings
感官,22,2159,Experience,,,NA
战争,22,2160,NA,,,NA
接地气,22,2161,Experience,,,NA
接水,22,2162,Facilities,,1,NA
新人,22,2163,NA,,,NA
新加坡夜间野生动物园,22,2164,POI/Places,,,NA
新加坡小印度,22,2165,POI/Places,,,NA
新加坡景色,22,2166,Sightseeing,,,View
新加坡滨海艺术中心,22,2167,POI/Places,,,NA
新年,22,2168,NA,,,NA
新鲜感,22,2169,Experience,,,NA
时间一定,22,2170,NA,,,NA
普通话,22,2171,NA,,,NA
景色秀丽,22,2172,Sightseeing,,,View
服务中心,22,2173,Service,,,Information
本土设计师,22,2174,NA,,,NA
正面,22,2175,NA,,,NA
每天都会,22,2176,NA,,,NA
水滑梯,22,2177,Activities,,,Ride
注意事项,22,2178,NA,,,NA
海底生物,22,2179,Sightseeing,,,Animals
海滩边,22,2180,Sightseeing,,,Beach
海豚一起,22,2181,Sightseeing,,1,Animals
滨海堤坝,22,2182,POI/Places,,,NA
点小,22,2183,NA,,,NA
熟食中心,22,2184,F&B,,,"Coffee Shops, Hawker Center"
狮身鱼尾,22,2185,Sightseeing,,1,NA
现代感,22,2186,Experience,,,NA
珍珠坊,22,2187,Shopping,,,NA
生态环境,22,2188,Environment and Ambiance,,,NA
白天的动物园,22,2189,POI/Places,,,NA
白天的景色,22,2190,Sightseeing,,,View
的人太多,22,2191,Transportation and Accessibility,,,Queue
眼帘,22,2192,NA,,,NA
磁卡,22,2193,NA,,,NA
纪念币,22,2194,Shopping,,,Souvenior
缆车站,22,2195,Transportation and Accessibility,,,Cable Car
翡翠山路,22,2196,POI/Places,,1,NA
老板,22,2197,Shopping,,1,NA
花园中的城市,22,2198,Environment and Ambiance,,,NA
莱佛士酒店,22,2199,POI/Places,,,NA
西餐,22,2200,F&B,,,NA
视觉盛宴,22,2201,Sightseeing,,1,View
角色,22,2202,NA,,,NA
较高,22,2203,NA,,,NA
造型独特,22,2204,NA,,,NA
遮阳,22,2205,Facilities,,,NA
重达,22,2206,NA,,,NA
金莎,22,2207,NA,,,NA
闹市,22,2208,NA,,,NA
阴天,22,2209,Environment and Ambiance,,,Weather
院子,22,2210,Sightseeing,,,NA
霸气,22,2211,NA,,,NA
非常适合小朋友,22,2212,Family/Children family/Friends,,,Children
项目多,22,2213,NA,,,NA
风景宜人,22,2214,Sightseeing,,,View
餐饮店,22,2215,F&B,,,"Coffee Shops, Hawker Center"
马来西亚美食街,22,2216,Transportation and Accessibility,,,Food Court
魟鱼,22,2217,Sightseeing,,,Animals
一件外套,21,2218,NA,,,NA
下午茶,21,2219,F&B,,,Cafes
不二,21,2220,NA,,,NA
两个多小时,21,2221,NA,,,NA
两天有效,21,2222,NA,,,NA
个半小时,21,2223,NA,,,NA
个热闹,21,2224,NA,,,NA
中文版,21,2225,Service,,1,Information
中的好,21,2226,NA,,,NA
主持人,21,2227,NA,,,NA
乘客,21,2228,NA,,,NA
也不累,21,2229,NA,,,NA
什么人,21,2230,NA,,,NA
价格小贵,21,2231,Price,,,NA
优惠券,21,2232,Price,,,NA
伦敦眼,21,2233,NA,,,NA
侏罗纪,21,2234,Activities,,,Ride
六个售票处,21,2235,Transportation and Accessibility,,,Tickets
其中之一,21,2236,NA,,,NA
几个景点,21,2237,POI/Places,,,NA
几圈,21,2238,NA,,,NA
台阶,21,2239,Facilities,,,Accessibility
坡币,21,2240,Price,,,NA
多人民币,21,2241,Price,,,NA
大朋友,21,2242,Family/Children family/Friends,,1,NA
大片,21,2243,NA,,,NA
大草坪,21,2244,Sightseeing,,,Grass
大陆,21,2245,NA,,,NA
太阳能,21,2246,Facilities,,,NA
奥山,21,2247,NA,,,NA
寺庙大门,21,2248,NA,,,NA
少很多,21,2249,NA,,,NA
就坐,21,2250,NA,,,NA
差额够,21,2251,Price,,,NA
帆船,21,2252,NA,,,NA
座清真寺,21,2253,NA,,,NA
当地美食,21,2254,F&B,,,"Coffee Shops, Hawker Center"
彩虹礁,21,2255,Sightseeing,,,"Greenery, Nature"
感觉新加坡,21,2256,Experience,,,NA
感觉真的,21,2257,Experience,,,NA
我会,21,2258,NA,,,NA
所在,21,2259,NA,,,NA
所有的项目,21,2260,NA,,,NA
扑面而来,21,2261,NA,,,NA
摩天塔,21,2262,Sightseeing,,1,NA
改造成,21,2263,NA,,,NA
数字码,21,2264,Transportation and Accessibility,,,Accessibility
整体来说,21,2265,NA,,,NA
