,X,url,eng_name,cn_names,num_reviews,poi_is_english
278,28,https://www.mafengwo.cn/poi/50229468.html,River Hongbao,春到河畔迎新春系列活动,（0条）,
279,29,https://www.mafengwo.cn/poi/7646131.html,Pulau Hantu,韩都岛,（0条）,
280,30,https://www.mafengwo.cn/poi/33183252.html,,Chinese and Japanese Gardens,（0条）,1
281,31,https://www.mafengwo.cn/poi/34075588.html,,文化博物馆,（0条）,
282,32,https://www.mafengwo.cn/poi/7646154.html,Kranji Countryside,克兰芝乡村,（0条）,
283,33,https://www.mafengwo.cn/poi/33181916.html,Battlebox,新加坡碉堡博物馆,（0条）,
284,34,https://www.mafengwo.cn/poi/13258180.html,Queen Elizabeth Walk,伊丽沙白大道,（0条）,
285,35,https://www.mafengwo.cn/poi/50226176.html,,Changi Airport Terminal 3,（0条）,1
286,36,https://www.mafengwo.cn/poi/7645620.html,Empress Place Building,皇后坊,（0条）,
287,37,https://www.mafengwo.cn/poi/7645241.html,Gajah Gallery,Gajah 画廊,（0条）,
288,38,https://www.mafengwo.cn/poi/77280260.html,,VivoCity SkyPark,（0条）,1
289,39,https://www.mafengwo.cn/poi/50227320.html,,Orchard Central,（0条）,1
290,40,https://www.mafengwo.cn/poi/7645188.html,,亚洲古代工艺美术馆,（0条）,
291,41,https://www.mafengwo.cn/poi/50229748.html,,The Fullerton Monument Tour,（0条）,1
292,42,https://www.mafengwo.cn/poi/7645348.html,,Artmosaic Gallery,（0条）,1
293,43,https://www.mafengwo.cn/poi/33183244.html,Changi Beach,樟宜海滩,（0条）,
294,44,https://www.mafengwo.cn/poi/33179188.html,,JBS Ayurvedic Healthcare,（0条）,1
295,45,https://www.mafengwo.cn/poi/72434548.html,,Christmas Wonderland at Gardens By The Bay,（0条）,1
296,46,https://www.mafengwo.cn/poi/34044748.html,Tiger Brewery Tour,新加坡虎牌啤酒厂之旅,（0条）,
297,47,https://www.mafengwo.cn/poi/7645746.html,Eurasian Heritage Centre,欧亚文化遗产中心,（0条）,
298,48,https://www.mafengwo.cn/poi/50228340.html,,Woodlands,（0条）,1
299,49,https://www.mafengwo.cn/poi/50229496.html,,Marina Bay Singapore Countdown,（0条）,1
300,50,https://www.mafengwo.cn/poi/50227676.html,,Changi City Point,（0条）,1
