KEYWORD,CAT_INDEX,CAT_NAME
路途,10,Sightseeing/Place
这时候,4,Experimentation
这栋,3,Environment and Ambience
适合一家大小,8,Service
途径,4,Experimentation
酒吧餐厅,6,Family/Childre family/Friends
金饰,4,Experimentation
门口直接,5,F&B
障碍,5,F&B
颗星,10,Sightseeing/Place
飞龙,7,Price
餐厅酒吧,10,Sightseeing/Place
香料的味道,6,Family/Childre family/Friends
高的人,5,F&B
鸡尾酒,10,Sightseeing/Place
一件薄,10,Sightseeing/Place
一周约用,10,Sightseeing/Place
一回,5,F&B
一大亮点,10,Sightseeing/Place
三小时,8,Service
不少设计师,10,Sightseeing/Place
不舒服,4,Experimentation
两年,5,F&B
两条线路,6,Family/Childre family/Friends
个馆,9,Shopping
中央消防局,6,Family/Childre family/Friends
临河,5,F&B
五层,5,F&B
五点,9,Shopping
亚马逊河,9,Shopping
人流量,10,Sightseeing/Place
优先证,5,F&B
会儿,11,Transportation and Accessibility
会展中心,4,Experimentation
住在金沙,10,Sightseeing/Place
作用,4,Experimentation
便利店,1,Facilities
元旦,10,Sightseeing/Place
光明山,10,Sightseeing/Place
全程英语,10,Sightseeing/Place
兰花品种,10,Sightseeing/Place
几乎没有,4,Experimentation
出口处,11,Transportation and Accessibility
刷码,5,F&B
动物也不,5,F&B
动物园好玩,5,F&B
包车,8,Service
华语,4,Experimentation
印度教寺院,6,Family/Childre family/Friends
发动机,9,Shopping
后门,8,Service
周二,2,Activities
味道一般,10,Sightseeing/Place
唯美,9,Shopping
嘴巴,10,Sightseeing/Place
四楼,4,Experimentation
团队,5,F&B
国内差不多,10,Sightseeing/Place
地方特色,10,Sightseeing/Place
地方都是,6,Family/Childre family/Friends
地铁绿线,6,Family/Childre family/Friends
坐在车上,7,Price
基础,7,Price
墓碑,10,Sightseeing/Place
夏季,7,Price
多年的沧桑,10,Sightseeing/Place
夜晚的克拉码头,10,Sightseeing/Place
大型购物中心,6,Family/Childre family/Friends
大黄蜂,5,F&B
天际滑车,10,Sightseeing/Place
奖项,7,Price
女性,11,Transportation and Accessibility
好几天,5,F&B
孙中山先生,10,Sightseeing/Place
孩子的话,5,F&B
它的历史,11,Transportation and Accessibility
小公园,6,Family/Childre family/Friends
小店铺,6,Family/Childre family/Friends
小摊,4,Experimentation
小松鼠,5,F&B
小花园,6,Family/Childre family/Friends
小道,9,Shopping
小酒,7,Price
小饰品,6,Family/Childre family/Friends
少女心,9,Shopping
山下,9,Shopping
岛国,7,Price
干净卫生,6,Family/Childre family/Friends
年味,10,Sightseeing/Place
年纪,1,Facilities
年龄段的人,10,Sightseeing/Place
建有,7,Price
当日,9,Shopping
感觉就像,11,Transportation and Accessibility
感触,4,Experimentation
技巧,5,F&B
拉茶,10,Sightseeing/Place
拍拍,5,F&B
故障,10,Sightseeing/Place
新加坡全貌,10,Sightseeing/Place
新加坡小,5,F&B
新加坡本地人,5,F&B
新加坡来说,6,Family/Childre family/Friends
新加坡河两岸,10,Sightseeing/Place
新加坡的地方,10,Sightseeing/Place
新加坡的话,5,F&B
时间紧张,11,Transportation and Accessibility
晚上过去,9,Shopping
晚风,10,Sightseeing/Place
景区门口,5,F&B
有得,10,Sightseeing/Place
条旧,10,Sightseeing/Place
条船,9,Shopping
概念,9,Shopping
榜鹅沙滩,7,Price
此时,8,Service
气候宜人,6,Family/Childre family/Friends
沙水上,10,Sightseeing/Place
沙滩酒吧,10,Sightseeing/Place
波浪,11,Transportation and Accessibility
海外,5,F&B
海洋馆不错,5,F&B
涂鸦墙,7,Price
游泳圈,3,Environment and Ambience
游泳衣,5,F&B
滨海湾项目的组成部分,6,Family/Childre family/Friends
演唱会,4,Experimentation
火锅,10,Sightseeing/Place
牛车水大厦,6,Family/Childre family/Friends
王国,7,Price
玩偶,5,F&B
环境挺好,10,Sightseeing/Place
玻璃幕墙,8,Service
生意,2,Activities
电子码,10,Sightseeing/Place
电子门票,5,F&B
百年的历史,6,Family/Childre family/Friends
的时候一定,5,F&B
票价便宜,5,F&B
票地方,10,Sightseeing/Place
等很久,9,Shopping
经济实惠,5,F&B
绿化很好,6,Family/Childre family/Friends
美术作品,11,Transportation and Accessibility
联系客服,10,Sightseeing/Place
脚踏车,7,Price
花穹馆,10,Sightseeing/Place
蚊水,5,F&B
表情,5,F&B
装备,5,F&B
觉禅寺,10,Sightseeing/Place
订单号,10,Sightseeing/Place
辣椒,4,Experimentation
运气不好,10,Sightseeing/Place
这种感觉,5,F&B
那时候,5,F&B
郁金香,4,Experimentation
金沙商场,10,Sightseeing/Place
铃铛,5,F&B
长椅,11,Transportation and Accessibility
阳台,10,Sightseeing/Place
集主题乐园,10,Sightseeing/Place
音乐剧,3,Environment and Ambience
风格独特,5,F&B
食肆,7,Price
香格里拉酒店,6,Family/Childre family/Friends
香火旺盛,10,Sightseeing/Place
马六甲,6,Family/Childre family/Friends
马山,6,Family/Childre family/Friends
马来文,9,Shopping
place,3,Environment and Ambience
一个月,4,Experimentation
一大特色,9,Shopping
一家店,10,Sightseeing/Place
一番滋味,10,Sightseeing/Place
上手,5,F&B
上海的淮海路,4,Experimentation
下雨天,11,Transportation and Accessibility
不住,5,F&B
不同于新加坡,10,Sightseeing/Place
不少动物,5,F&B
不少知识,8,Service
不起,5,F&B
专业花圃,10,Sightseeing/Place
两个小朋友,10,Sightseeing/Place
个人一起,10,Sightseeing/Place
中央,10,Sightseeing/Place
五个小时,10,Sightseeing/Place
亚洲首个,5,F&B
交通便捷,10,Sightseeing/Place
人和动物,9,Shopping
住宅,8,Service
光彩照人,10,Sightseeing/Place
克兰芝烈士纪念碑,6,Family/Childre family/Friends
入门,4,Experimentation
公元,7,Price
出彩,8,Service
出票速度快,5,F&B
分店,11,Transportation and Accessibility
办公室,10,Sightseeing/Place
半天的时间,5,F&B
华人聚集地,6,Family/Childre family/Friends
压力,8,Service
口感,11,Transportation and Accessibility
句号,10,Sightseeing/Place
名称,10,Sightseeing/Place
周围环境,10,Sightseeing/Place
周末人,10,Sightseeing/Place
和平纪念碑,10,Sightseeing/Place
品种繁多,5,F&B
商场多,10,Sightseeing/Place
四站,5,F&B
圣母堂,6,Family/Childre family/Friends
地中海,10,Sightseeing/Place
地铁直接,6,Family/Childre family/Friends
坐在小火车,5,F&B
埃及,5,F&B
城堡,9,Shopping
城市夜景,9,Shopping
城市美景,5,F&B
声光秀,10,Sightseeing/Place
声光,4,Experimentation
外部,7,Price
多人都会,3,Environment and Ambience
多米高,10,Sightseeing/Place
夜晚景色,3,Environment and Ambience
夜行动物的行踪,5,F&B
大中午,6,Family/Childre family/Friends
大意思,11,Transportation and Accessibility
大炮,10,Sightseeing/Place
大鱼,5,F&B
天际线,5,F&B
太少,5,F&B
太空,11,Transportation and Accessibility
奇迹,11,Transportation and Accessibility
好运,7,Price
姐姐,5,F&B
宝塔街,6,Family/Childre family/Friends
室内植物园,6,Family/Childre family/Friends
富尔顿酒店,6,Family/Childre family/Friends
对外,10,Sightseeing/Place
小吃街,10,Sightseeing/Place
小玩意儿,9,Shopping
小玩意,9,Shopping
小鱼尾狮,6,Family/Childre family/Friends
尔顿,6,Family/Childre family/Friends
尾巴,4,Experimentation
屠妖,10,Sightseeing/Place
岛方式,5,F&B
川菜,6,Family/Childre family/Friends
店员,5,F&B
座小山,10,Sightseeing/Place
座山,10,Sightseeing/Place
建议直接,10,Sightseeing/Place
异国他乡,3,Environment and Ambience
弯道,9,Shopping
当地特色,5,F&B
得很清楚,10,Sightseeing/Place
心中,1,Facilities
怎能,4,Experimentation
感覺,11,Transportation and Accessibility
感觉像是,10,Sightseeing/Place
慢慢地,5,F&B
懂英文,5,F&B
战前房屋的空荡街道,10,Sightseeing/Place
手续,3,Environment and Ambience
手臂,5,F&B
摩天輪,6,Family/Childre family/Friends
收藏品,1,Facilities
新加坡印度族群的聚集地,6,Family/Childre family/Friends
新加坡唐人街的意思,10,Sightseeing/Place
新加坡当地,6,Family/Childre family/Friends
新加坡新,5,F&B
新加坡期间,10,Sightseeing/Place
新加坡的滨海湾,6,Family/Childre family/Friends
新加坡的第一站,6,Family/Childre family/Friends
新桥路,6,Family/Childre family/Friends
日本人,3,Environment and Ambience
时代,5,F&B
时间刚刚好,9,Shopping
晚晴园,10,Sightseeing/Place
晴天,6,Family/Childre family/Friends
材料,4,Experimentation
条线路,6,Family/Childre family/Friends
柏多,10,Sightseeing/Place
植物世界,10,Sightseeing/Place
楼层,10,Sightseeing/Place
步行过去,9,Shopping
民族特色的珠宝,4,Experimentation
气氛很好,11,Transportation and Accessibility
水准,1,Facilities
沙天际线斜坡滑车,5,F&B
沙线,10,Sightseeing/Place
河马,5,F&B
沿岸,4,Experimentation
流光溢彩,3,Environment and Ambience
海洋博物馆,10,Sightseeing/Place
海洋生物种类,10,Sightseeing/Place
消费者,10,Sightseeing/Place
湖面,7,Price
滑索,7,Price
满分,10,Sightseeing/Place
滨海广场,6,Family/Childre family/Friends
漂流河,5,F&B
炫酷,10,Sightseeing/Place
点心,10,Sightseeing/Place
热带丛林,7,Price
热带风情,9,Shopping
爱你,5,F&B
版本,4,Experimentation
牛车水地铁站,11,Transportation and Accessibility
牛车水美食街,6,Family/Childre family/Friends
物件,9,Shopping
特别是晚上的时候,5,F&B
特别,10,Sightseeing/Place
狮头,5,F&B
环境特别,7,Price
环岛,8,Service
环球影城一定,5,F&B
生活方式,5,F&B
申请,8,Service
电影场景,3,Environment and Ambience
画作,10,Sightseeing/Place
百叶窗,10,Sightseeing/Place
的很慢,10,Sightseeing/Place
的很漂亮,10,Sightseeing/Place
皮肤,4,Experimentation
社会,10,Sightseeing/Place
票价也不贵,10,Sightseeing/Place
禧街警察局,6,Family/Childre family/Friends
种满,9,Shopping
空气特别好,10,Sightseeing/Place
站路,5,F&B
第一批,4,Experimentation
第二个,5,F&B
精品,10,Sightseeing/Place
糖果屋,3,Environment and Ambience
紫外线,5,F&B
美术,11,Transportation and Accessibility
美酒,8,Service
胆子,5,F&B
艺术博物馆,6,Family/Childre family/Friends
艺术展览,10,Sightseeing/Place
节日气氛,10,Sightseeing/Place
茂桥站,6,Family/Childre family/Friends
茉莉花环,4,Experimentation
蓄水池,5,F&B
藏书,8,Service
观景窗,9,Shopping
观音,10,Sightseeing/Place
让人失望,5,F&B
贵一点,4,Experimentation
贵点,10,Sightseeing/Place
路公交车,6,Family/Childre family/Friends
遛狗,11,Transportation and Accessibility
都是不错,10,Sightseeing/Place
野兽,5,F&B
金融区,4,Experimentation
门面,7,Price
附件,10,Sightseeing/Place
零食,10,Sightseeing/Place
非常好的地方,10,Sightseeing/Place
风景真的,10,Sightseeing/Place
魟鱼湾,5,F&B
鱼尾狮妈妈,10,Sightseeing/Place
鱼尾狮身,6,Family/Childre family/Friends
鱼尾,7,Price
麦片虾,10,Sightseeing/Place
龟屿岛,10,Sightseeing/Place
S.E.A.,5,F&B
一两个小时,4,Experimentation
一个晚上,3,Environment and Ambience
一方小岛的吊桥,5,F&B
一般游客,10,Sightseeing/Place
不仅仅是,9,Shopping
不便,4,Experimentation
不够怎么办,9,Shopping
不少游客,5,F&B
东西都是,8,Service
两三个小时,10,Sightseeing/Place
个够,10,Sightseeing/Place
个月,10,Sightseeing/Place
个章,9,Shopping
中秋节,4,Experimentation
主教座堂,4,Experimentation
乌节路地铁站,6,Family/Childre family/Friends
也不多,10,Sightseeing/Place
书法,9,Shopping
五彩的灯光,6,Family/Childre family/Friends
亚坤,10,Sightseeing/Place
亚洲最高,10,Sightseeing/Place
人体,11,Transportation and Accessibility
人性,7,Price
价格也不便宜,10,Sightseeing/Place
余地大,10,Sightseeing/Place
佛寺,5,F&B
使人,5,F&B
俱乐部,10,Sightseeing/Place
候鸟,10,Sightseeing/Place
全球最大的室内瀑布,7,Price
全球最大的海洋,10,Sightseeing/Place
冷气十足,10,Sightseeing/Place
几个地方,11,Transportation and Accessibility
几个大,10,Sightseeing/Place
几场,5,F&B
创业者,10,Sightseeing/Place
刷手机,11,Transportation and Accessibility
前院,1,Facilities
动物少,5,F&B
动画片,5,F&B
十一点,4,Experimentation
十年,4,Experimentation
印度裔,4,Experimentation
印度餐,6,Family/Childre family/Friends
原地,8,Service
史丹福,5,F&B
叻沙,6,Family/Childre family/Friends
各具特色,9,Shopping
名乘客,5,F&B
名人,5,F&B
周末的时候,5,F&B
呼吸新鲜空气,10,Sightseeing/Place
咖啡座,7,Price
喜好,9,Shopping
园时间,5,F&B
国内长,5,F&B
地铁过去,10,Sightseeing/Place
坐上摩天轮,10,Sightseeing/Place
城市通票,9,Shopping
填海,9,Shopping
多年前,10,Sightseeing/Place
大人一起,9,Shopping
大声,5,F&B
大氧,10,Sightseeing/Place
天气不好,10,Sightseeing/Place
天际线斜坡滑车,11,Transportation and Accessibility
天,5,F&B
太平洋,5,F&B
奇葩,9,Shopping
婴儿车,5,F&B
学院,7,Price
宫殿,10,Sightseeing/Place
对我来说,9,Shopping
小朋友的话,5,F&B
小朋友超级,10,Sightseeing/Place
小酒吧,6,Family/Childre family/Friends
差别,10,Sightseeing/Place
平价,7,Price
座鱼尾狮,6,Family/Childre family/Friends
弹丸之地,7,Price
快餐,8,Service
感情,10,Sightseeing/Place
感觉动物,7,Price
房价,2,Activities
拍婚纱照,10,Sightseeing/Place
摩天轮等,6,Family/Childre family/Friends
擎天柱,5,F&B
收钱,10,Sightseeing/Place
改名,10,Sightseeing/Place
整体感觉不错,10,Sightseeing/Place
新加坡国庆日,10,Sightseeing/Place
新加坡本土风情的时尚配饰,10,Sightseeing/Place
新加坡水上,11,Transportation and Accessibility
新加坡的商业中心,10,Sightseeing/Place
新加坡的特色,6,Family/Childre family/Friends
新加坡的聚集地,10,Sightseeing/Place
新加坡著名的地标,6,Family/Childre family/Friends
新加坡金沙酒店,10,Sightseeing/Place
新加坡风景,10,Sightseeing/Place
新加坡首个联合国教科文组织世界文化遗产,9,Shopping
新古典主义,4,Experimentation
旅游业,10,Sightseeing/Place
早上十点,5,F&B
映衬,7,Price
時間,10,Sightseeing/Place
晚上灯光秀,10,Sightseeing/Place
晚上的克拉码头,6,Family/Childre family/Friends
条河流,6,Family/Childre family/Friends
树冠,10,Sightseeing/Place
树顶,3,Environment and Ambience
桥头,10,Sightseeing/Place
桥身,11,Transportation and Accessibility
桥面,10,Sightseeing/Place
橡胶园,6,Family/Childre family/Friends
欧美人,6,Family/Childre family/Friends
款式,3,Environment and Ambience
此次新加坡,5,F&B
殖民,5,F&B
水陆两用船,10,Sightseeing/Place
水陆两用车,5,F&B
水,10,Sightseeing/Place
沙大自然,10,Sightseeing/Place
沙岛殖民,10,Sightseeing/Place
沙海洋馆,8,Service
浪花,7,Price
海事馆,5,F&B
海洋鱼类,5,F&B
海滨湾,6,Family/Childre family/Friends
海豚乐园,11,Transportation and Accessibility
海马,11,Transportation and Accessibility
深海,5,F&B
渡轮,3,Environment and Ambience
游戏项目,6,Family/Childre family/Friends
滨海湾地区,10,Sightseeing/Place
灯火通明,7,Price
点儿,4,Experimentation
牛车水唐人街,5,F&B
特产,7,Price
特色的餐厅,10,Sightseeing/Place
环球影城门口,6,Family/Childre family/Friends
珊瑚礁,3,Environment and Ambience
珍宝海鲜坊,10,Sightseeing/Place
珠海,11,Transportation and Accessibility
电子票直接,11,Transportation and Accessibility
男孩子,3,Environment and Ambience
的很清楚,9,Shopping
目标,4,Experimentation
真心一般,10,Sightseeing/Place
真想,3,Environment and Ambience
着装,5,F&B
着雨,10,Sightseeing/Place
知识性,5,F&B
离岛,4,Experimentation
程真的,10,Sightseeing/Place
程票,5,F&B
章鱼,5,F&B
精华,4,Experimentation
给人一种,5,F&B
给人的感觉,10,Sightseeing/Place
职业,5,F&B
股清水,10,Sightseeing/Place
脑袋,10,Sightseeing/Place
自助机器,5,F&B
臭味,5,F&B
艺术氛围,10,Sightseeing/Place
节庆,4,Experimentation
草药香料园,2,Activities
莎丽,10,Sightseeing/Place
萌萌,11,Transportation and Accessibility
蓝本,5,F&B
薄外套,5,F&B
螺旋,6,Family/Childre family/Friends
装置,10,Sightseeing/Place
观音堂,10,Sightseeing/Place
详细地址,10,Sightseeing/Place
责任,10,Sightseeing/Place
赤道,5,F&B
跑道,11,Transportation and Accessibility
这方面,3,Environment and Ambience
迷宫,9,Shopping
郊区,3,Environment and Ambience
都是商场,10,Sightseeing/Place
酒店住客,10,Sightseeing/Place
野外,1,Facilities
镜子迷宫,10,Sightseeing/Place
长一点,5,F&B
长袖,4,Experimentation
门内的高塔,10,Sightseeing/Place
门票也不贵,10,Sightseeing/Place
闺女,9,Shopping
阿拉伯,4,Experimentation
霓虹,7,Price
非要,9,Shopping
韵味,10,Sightseeing/Place
首座双螺旋人行桥,6,Family/Childre family/Friends
香料园,7,Price
鱼尾狮宝宝,10,Sightseeing/Place
of,11,Transportation and Accessibility
一夜,10,Sightseeing/Place
一定,6,Family/Childre family/Friends
一家老小,11,Transportation and Accessibility
一生,6,Family/Childre family/Friends
一种感觉,10,Sightseeing/Place
一组,10,Sightseeing/Place
下午人,11,Transportation and Accessibility
东东,7,Price
东南亚首个,6,Family/Childre family/Friends
两三天,8,Service
两趟,5,F&B
个不错,6,Family/Childre family/Friends
个人感觉一般,10,Sightseeing/Place
个外套,5,F&B
也不大,10,Sightseeing/Place
亚马逊船,10,Sightseeing/Place
人不算太多,11,Transportation and Accessibility
人为屏障的舒适环境,5,F&B
人士,11,Transportation and Accessibility
价格合适,10,Sightseeing/Place
住在附近,10,Sightseeing/Place
充值,10,Sightseeing/Place
克拉码头的酒吧,10,Sightseeing/Place
兜兜,6,Family/Childre family/Friends
全球最大的水族观景窗,11,Transportation and Accessibility
全程中文,10,Sightseeing/Place
六岁,5,F&B
军事,10,Sightseeing/Place
凉亭,10,Sightseeing/Place
几家,8,Service
出票迅速,5,F&B
分分钟,5,F&B
刷房卡,10,Sightseeing/Place
半夜,7,Price
印度人越来越多,10,Sightseeing/Place
印度风,1,Facilities
历史馆,10,Sightseeing/Place
原始树林,10,Sightseeing/Place
台湾,10,Sightseeing/Place
周围景色,6,Family/Childre family/Friends
味道好,10,Sightseeing/Place
售票员,5,F&B
四层,10,Sightseeing/Place
回事,10,Sightseeing/Place
园方,6,Family/Childre family/Friends
园艺花卉,10,Sightseeing/Place
国内的水上乐园,10,Sightseeing/Place
国家纪念碑,10,Sightseeing/Place
国花,6,Family/Childre family/Friends
圣兽栩栩如生的雕像,9,Shopping
圣诞气氛,10,Sightseeing/Place
地标景点,10,Sightseeing/Place
场视觉盛宴,11,Transportation and Accessibility
城市国家,6,Family/Childre family/Friends
处景点,6,Family/Childre family/Friends
多一点,3,Environment and Ambience
夜间的动物,5,F&B
大巴车,5,F&B
天气预报,10,Sightseeing/Place
天津,5,F&B
好几遍,11,Transportation and Accessibility
孩子来的,10,Sightseeing/Place
安全措施,10,Sightseeing/Place
实景,10,Sightseeing/Place
室外泳池,5,F&B
宾客,8,Service
尊大小鱼尾狮塑像,6,Family/Childre family/Friends
小商店,10,Sightseeing/Place
小孩一起,5,F&B
尖塔,4,Experimentation
展览品,10,Sightseeing/Place
岁孩子,10,Sightseeing/Place
工作人员态度,10,Sightseeing/Place
巧克力,2,Activities
年底,10,Sightseeing/Place
年龄段,5,F&B
广告,5,F&B
座岛,10,Sightseeing/Place
得很开心,11,Transportation and Accessibility
总会,10,Sightseeing/Place
总面积,10,Sightseeing/Place
意识,5,F&B
感觉挺好,7,Price
拍夜景,6,Family/Childre family/Friends
招牌海鲜,6,Family/Childre family/Friends
文化馆,4,Experimentation
斯里兰卡,7,Price
新加坡历史文化,10,Sightseeing/Place
新加坡唯一的悬索桥,10,Sightseeing/Place
新加坡国家,10,Sightseeing/Place
新加坡日间动物园,11,Transportation and Accessibility
新加坡最大的教堂,6,Family/Childre family/Friends
新加坡河川生态园,6,Family/Childre family/Friends
新加坡海峡,1,Facilities
新加坡的夜间动物园,5,F&B
新加坡的物价,10,Sightseeing/Place
新加坡美丽的夜景,9,Shopping
新加坡规模最大的圣公会教堂,10,Sightseeing/Place
新加坡规模最大,10,Sightseeing/Place
新开,9,Shopping
新闻,5,F&B
旅游区,5,F&B
时间也不长,10,Sightseeing/Place
明天,10,Sightseeing/Place
晚一点,10,Sightseeing/Place
晚上亮灯,10,Sightseeing/Place
景美,9,Shopping
有一次,3,Environment and Ambience
服务费,3,Environment and Ambience
条巷子,10,Sightseeing/Place
来的景点,7,Price
杯啤酒,6,Family/Childre family/Friends
杯酒,10,Sightseeing/Place
杯饮料,9,Shopping
柱子,5,F&B
桥下,7,Price
歌手,1,Facilities
武吉士站,6,Family/Childre family/Friends
水上乐园很好,10,Sightseeing/Place
水道,8,Service
法院,5,F&B
泛太平洋酒店,10,Sightseeing/Place
洛杉矶,3,Environment and Ambience
海洋王国,11,Transportation and Accessibility
海洋馆真的,11,Transportation and Accessibility
海湾花园,5,F&B
海陆,5,F&B
游人合照,10,Sightseeing/Place
游客太多,10,Sightseeing/Place
漫威,5,F&B
炎炎夏日,10,Sightseeing/Place
爱人,5,F&B
爱好,4,Experimentation
特展,4,Experimentation
特色美食,10,Sightseeing/Place
狮子口中,10,Sightseeing/Place
环球影城主题公园,5,F&B
璀璨,7,Price
甜点,9,Shopping
电影世界,10,Sightseeing/Place
电视剧,5,F&B
男生,10,Sightseeing/Place
百货公司,4,Experimentation
的人行天桥,10,Sightseeing/Place
直接刷二维码,10,Sightseeing/Place
直接刷码,3,Environment and Ambience
直接,10,Sightseeing/Place
看花,5,F&B
石斑鱼,5,F&B
石膏,10,Sightseeing/Place
碧海蓝天,10,Sightseeing/Place
礼品,10,Sightseeing/Place
社交树,10,Sightseeing/Place
票地址,5,F&B
程价格,10,Sightseeing/Place
程便宜,10,Sightseeing/Place
站名,4,Experimentation
竹脚中心,6,Family/Childre family/Friends
第一次夜间,7,Price
第三天,8,Service
第二场,3,Environment and Ambience
精品商店,10,Sightseeing/Place
纪念品店,8,Service
绝对,3,Environment and Ambience
老字号,10,Sightseeing/Place
肩膀,5,F&B
舍利塔,10,Sightseeing/Place
舞会,5,F&B
花儿,11,Transportation and Accessibility
花太多,9,Shopping
花纹,10,Sightseeing/Place
花蒂玛清真寺,10,Sightseeing/Place
莫名,1,Facilities
街道两边,10,Sightseeing/Place
装饰品,10,Sightseeing/Place
裡面,10,Sightseeing/Place
观光客,9,Shopping
警察,5,F&B
话剧,11,Transportation and Accessibility
谷歌地图,10,Sightseeing/Place
贡献,7,Price
购物者的天堂,10,Sightseeing/Place
贵宾座,10,Sightseeing/Place
距离市区,5,F&B
路牌,10,Sightseeing/Place
身心,5,F&B
运动鞋,4,Experimentation
都是人,11,Transportation and Accessibility
配套设施,7,Price
酒吧区,10,Sightseeing/Place
重要的事情,10,Sightseeing/Place
重要的清真寺,7,Price
金沙的灯光秀,10,Sightseeing/Place
金沙酒店的无边泳池,10,Sightseeing/Place
钟楼,11,Transportation and Accessibility
铁笼,7,Price
长裙,5,F&B
长,10,Sightseeing/Place
门口等,10,Sightseeing/Place
阳光明媚,10,Sightseeing/Place
陆路,5,F&B
零钱,3,Environment and Ambience
雷阵雨,10,Sightseeing/Place
音乐灯光秀,6,Family/Childre family/Friends
项目基本,5,F&B
顾客,8,Service
风味,10,Sightseeing/Place
风景美,6,Family/Childre family/Friends
风趣幽默,6,Family/Childre family/Friends
飞禽动物园,10,Sightseeing/Place
飞禽园,10,Sightseeing/Place
饭馆,8,Service
馆藏,5,F&B
香味,4,Experimentation
香水,4,Experimentation
高峰,3,Environment and Ambience
高效,4,Experimentation
高点,10,Sightseeing/Place
高,10,Sightseeing/Place
鱼狮尾,6,Family/Childre family/Friends
一两天,5,F&B
一天也不,4,Experimentation
一晚金沙,6,Family/Childre family/Friends
一行人,6,Family/Childre family/Friends
万种的海洋生物,11,Transportation and Accessibility
三个动物园,6,Family/Childre family/Friends
上岛费,6,Family/Childre family/Friends
下回,9,Shopping
不算多,10,Sightseeing/Place
不算贵,11,Transportation and Accessibility
世界一流,9,Shopping
世界最大的海洋馆,6,Family/Childre family/Friends
两个过山车,5,F&B
两个鱼尾狮,6,Family/Childre family/Friends
个字,10,Sightseeing/Place
个晚饭,10,Sightseeing/Place
个赞,5,F&B
中的大,5,F&B
中秋,5,F&B
主角,10,Sightseeing/Place
乌节路站,6,Family/Childre family/Friends
也不远,11,Transportation and Accessibility
买票的时间,10,Sightseeing/Place
买错,10,Sightseeing/Place
五星酒店,10,Sightseeing/Place
亚热带地区凉爽干燥的气候,5,F&B
亲切感,10,Sightseeing/Place
人少一点,10,Sightseeing/Place
仙人掌,4,Experimentation
会员,10,Sightseeing/Place
伦敦,8,Service
儿童游乐场,10,Sightseeing/Place
光导纤维,10,Sightseeing/Place
全新加坡,10,Sightseeing/Place
公尺,7,Price
六层,11,Transportation and Accessibility
六点多,9,Shopping
内涵,10,Sightseeing/Place
几个小,10,Sightseeing/Place
几种,10,Sightseeing/Place
凯凯,9,Shopping
列车,9,Shopping
刚才,8,Service
别样,5,F&B
前段时间,3,Environment and Ambience
动物世界,9,Shopping
动物园不错,10,Sightseeing/Place
动物太少,10,Sightseeing/Place
北京动物园,7,Price
半球形温室,10,Sightseeing/Place
卖家,5,F&B
卡丁车,11,Transportation and Accessibility
印度人聚集地,6,Family/Childre family/Friends
印度音乐,10,Sightseeing/Place
原路,7,Price
双层巴士,4,Experimentation
双手,10,Sightseeing/Place
发达国家,5,F&B
另类,10,Sightseeing/Place
可惜时间,10,Sightseeing/Place
同一天,5,F&B
后人,4,Experimentation
周边景色,10,Sightseeing/Place
咖啡屋,1,Facilities
哈芝,6,Family/Childre family/Friends
唐代,7,Price
商品全,10,Sightseeing/Place
喝水,9,Shopping
国父,5,F&B
圣殿,5,F&B
坐在摩天轮,10,Sightseeing/Place
墓地,4,Experimentation
外滩,7,Price
多大意思,5,F&B
多媒体特效,10,Sightseeing/Place
夜晚的灯光秀,10,Sightseeing/Place
夜晚的精灵,5,F&B
夜间的动物园,5,F&B
夜间精灵,9,Shopping
大公园,10,Sightseeing/Place
大动物园,6,Family/Childre family/Friends
大快朵颐,4,Experimentation
大晚上,5,F&B
大景点,6,Family/Childre family/Friends
大树林,10,Sightseeing/Place
大殿,9,Shopping
大滑梯,5,F&B
大餐,10,Sightseeing/Place
天才,10,Sightseeing/Place
天气很好,10,Sightseeing/Place
奥站,6,Family/Childre family/Friends
好时间,6,Family/Childre family/Friends
好点,10,Sightseeing/Place
婚纱照,11,Transportation and Accessibility
孙燕姿,8,Service
孟加拉湾,10,Sightseeing/Place
孩子的乐园,10,Sightseeing/Place
孩子的天堂,10,Sightseeing/Place
它的地理位置,10,Sightseeing/Place
安全性,3,Environment and Ambience
安排好时间,6,Family/Childre family/Friends
尊庄严的弥勒尊佛,10,Sightseeing/Place
小国家,10,Sightseeing/Place
小孩子特别,11,Transportation and Accessibility
小插曲,10,Sightseeing/Place
小朋友一定,10,Sightseeing/Place
小贩,3,Environment and Ambience
小马,5,F&B
少一点,5,F&B
层高,10,Sightseeing/Place
岛上交通,5,F&B
工程,10,Sightseeing/Place
巴拉湾,11,Transportation and Accessibility
帅哥美女,10,Sightseeing/Place
干旱,10,Sightseeing/Place
座桥梁,10,Sightseeing/Place
建筑设计,9,Shopping
建议早上,5,F&B
当天人,10,Sightseeing/Place
得很棒,10,Sightseeing/Place
德拉威风格,6,Family/Childre family/Friends
心心念念,7,Price
心态,4,Experimentation
心理,4,Experimentation
总要,10,Sightseeing/Place
感兴趣的话,10,Sightseeing/Place
戏剧,11,Transportation and Accessibility
我家,10,Sightseeing/Place
扶梯,10,Sightseeing/Place
披肩,9,Shopping
拱形铁门,6,Family/Childre family/Friends
指南,4,Experimentation
摩天轮一定,10,Sightseeing/Place
放松身心的好去处,7,Price
救生圈,10,Sightseeing/Place
