KEYWORD,CAT_INDEX,CAT_NAME
风景线,8,Service
鸽子,8,Service
不说,8,Service
亮灯,4,Experimentation
全球最大,4,Experimentation
化妆品,9,Shopping
卫生间,8,Service
周四,1,Facilities
国内的动物园,8,Service
土生华人博物馆,8,Service
圣经,8,Service
地带,9,Shopping
多年历史,8,Service
大阪,4,Experimentation
太空堡垒,1,Facilities
头上,8,Service
好很多,3,Environment and Ambience
小山,4,Experimentation
小朋友一起,4,Experimentation
市民,8,Service
情节,4,Experimentation
摩天观景轮,4,Experimentation
新加坡币,4,Experimentation
旅途,8,Service
晚上的景色,4,Experimentation
朋友圈,4,Experimentation
来此,8,Service
标志性景点,4,Experimentation
气温,8,Service
滨海步道,8,Service
牛车水名字的由来,8,Service
神像,8,Service
票直接,4,Experimentation
第一场,8,Service
第二站,8,Service
红灯区,3,Environment and Ambience
网站,1,Facilities
老人孩子,8,Service
街头,8,Service
裕廊,9,Shopping
视野开阔,4,Experimentation
赞赞赞,4,Experimentation
雾霾,4,Experimentation
风景好,8,Service
马六甲海峡,8,Service
一年,8,Service
三个海滩,4,Experimentation
上海迪士尼,4,Experimentation
两个项目,4,Experimentation
两次票,4,Experimentation
个卡,8,Service
个饭,4,Experimentation
中国游客,8,Service
主体,9,Shopping
五脏俱全,4,Experimentation
价格也不,8,Service
便宜些,1,Facilities
前台,8,Service
功能,4,Experimentation
吊车,4,Experimentation
商家,8,Service
回程,4,Experimentation
地方很好,1,Facilities
地球,4,Experimentation
塔顶,3,Environment and Ambience
士兵,4,Experimentation
声光电,4,Experimentation
大众,8,Service
大门票,4,Experimentation
室内花园,8,Service
小巷子,8,Service
山坡,4,Experimentation
座椅,4,Experimentation
态度好,8,Service
总体感觉一般,4,Experimentation
总体感觉不错,8,Service
情景,8,Service
想象力,8,Service
房屋,4,Experimentation
效果不错,8,Service
数量,8,Service
新加坡亲子游,1,Facilities
新加坡博物馆,8,Service
新加坡杜莎夫人蜡像馆,4,Experimentation
新馆,8,Service
早期,8,Service
时间表,8,Service
昨天,4,Experimentation
晚上夜景,8,Service
晚霞,4,Experimentation
景区地址,4,Experimentation
景色美,8,Service
最后一天,8,Service
杜莎夫人蜡像馆,8,Service
桌子,8,Service
气候,8,Service
消防局,4,Experimentation
满满的,8,Service
火焰,3,Environment and Ambience
特色的动物园,8,Service
的很嗨,4,Experimentation
的很高兴,4,Experimentation
素质,8,Service
紫线,8,Service
聚集地,8,Service
能力,3,Environment and Ambience
自拍,4,Experimentation
艺术家,9,Shopping
茂桥,8,Service
赤脚,4,Experimentation
这次新加坡,8,Service
迪斯尼,8,Service
遥远王国,1,Facilities
长廊,3,Environment and Ambience
集市,9,Shopping
一侧,3,Environment and Ambience
不用说,8,Service
两个地方,4,Experimentation
两个景点,8,Service
两张,1,Facilities
亚热带,8,Service
亨德森波浪桥,4,Experimentation
人数,8,Service
人民,8,Service
人真的,8,Service
价格贵,4,Experimentation
位置很好,8,Service
儿童水上乐园,8,Service
冰箱,8,Service
印度菜,8,Service
印度餐厅,8,Service
合照,8,Service
同学,8,Service
味道不错,4,Experimentation
商圈,9,Shopping
地道,8,Service
多米,4,Experimentation
夜晚的景色,4,Experimentation
大型商场,9,Shopping
学府,3,Environment and Ambience
孩子来说,8,Service
店面,3,Environment and Ambience
建议一定,4,Experimentation
影片,4,Experimentation
快捷通道,4,Experimentation
拍拍照片,8,Service
推车,8,Service
效率,8,Service
教育,4,Experimentation
文化中心,9,Shopping
新加坡国家图书馆,4,Experimentation
新加坡夜间动物园,4,Experimentation
新加坡的人,4,Experimentation
日子,8,Service
晚间,8,Service
景色好,8,Service
暑期,8,Service
最高点,4,Experimentation
有创意的,4,Experimentation
木板,8,Service
条件,8,Service
沙一定,4,Experimentation
游客中心,4,Experimentation
点东西,4,Experimentation
的人多,4,Experimentation
码直接,1,Facilities
票处,8,Service
程客服,8,Service
程度,8,Service
终点,8,Service
自助机上,1,Facilities
自然环境,4,Experimentation
英国殖民时期,4,Experimentation
荷兰,4,Experimentation
起点,8,Service
超大,4,Experimentation
适合全家,4,Experimentation
风扇,8,Service
马来,8,Service
黄色,9,Shopping
不算大,4,Experimentation
两个温室,4,Experimentation
个好,8,Service
中国特色,8,Service
云雾林和花穹,4,Experimentation
亭子,8,Service
亮点特色,1,Facilities
代表性,8,Service
傲人的特点,8,Service
光影效果,4,Experimentation
光线,8,Service
关系,8,Service
内心,8,Service
凌晨,4,Experimentation
几张,1,Facilities
刷卡,8,Service
动画,4,Experimentation
印度文化,8,Service
历史博物馆,8,Service
古迹,3,Environment and Ambience
周边环境,4,Experimentation
土豪,3,Environment and Ambience
坐在缆车,4,Experimentation
夜游,4,Experimentation
大爱,8,Service
大门口,4,Experimentation
大鱼尾狮,8,Service
奢侈品牌,9,Shopping
好大,4,Experimentation
孩子的家庭,4,Experimentation
小众,8,Service
市内,4,Experimentation
年龄,4,Experimentation
座小,8,Service
建议傍晚,1,Facilities
建议多,8,Service
彩虹,8,Service
影像,8,Service
成年人,8,Service
拍好,8,Service
措施,8,Service
新加坡文化,8,Service
新加坡艺术博物馆,8,Service
旅行社,8,Service
时段,8,Service
景色迷人,4,Experimentation
最初,8,Service
樟宜村,8,Service
步行街,9,Shopping
民丹岛,4,Experimentation
水族箱,4,Experimentation
水族观景窗,4,Experimentation
沉船,4,Experimentation
河面,4,Experimentation
海狮,8,Service
滨海公园,4,Experimentation
灯火,1,Facilities
眼镜,4,Experimentation
科幻城市,4,Experimentation
精品店,4,Experimentation
纪念馆,8,Service
缆车票,4,Experimentation
罗索海滩,4,Experimentation
美的夜景,8,Service
美誉,1,Facilities
聊聊天,4,Experimentation
肚子,4,Experimentation
自助机,8,Service
花时间,8,Service
蓝线,1,Facilities
路边摊,4,Experimentation
车辆,4,Experimentation
辆自行车,4,Experimentation
金额,1,Facilities
长知识,8,Service
难度,4,Experimentation
雅曼兴都庙,8,Service
需求,8,Service
霓虹灯,4,Experimentation
非常适合亲子,4,Experimentation
饮食店,9,Shopping
饰品,8,Service
马来貘,4,Experimentation
黑暗,8,Service
一分钱,8,Service
不少人,4,Experimentation
专人,8,Service
个性,8,Service
传说中的,4,Experimentation
便宜一点,8,Service
全球最大的海洋馆,4,Experimentation
六点,8,Service
前排,8,Service
右手边,8,Service
吃完饭,4,Experimentation
呼吸,8,Service
咖喱味,9,Shopping
园林,4,Experimentation
土生华人,8,Service
塑像,4,Experimentation
墙壁,3,Environment and Ambience
多个品种,8,Service
多肉,4,Experimentation
大品牌,8,Service
大街,4,Experimentation
头盔,4,Experimentation
女孩子,8,Service
孙中山南洋纪念馆,4,Experimentation
实龙岗路,8,Service
底片,8,Service
座博物馆,8,Service
建议白天,4,Experimentation
彩灯,9,Shopping
往上,8,Service
得很近,8,Service
心思,4,Experimentation
心灵,8,Service
必须的,4,Experimentation
恐龙,4,Experimentation
手环,4,Experimentation
新加坡的市中心,8,Service
新加坡的旅游,4,Experimentation
新加坡的时候,1,Facilities
新加坡的景点,8,Service
既能,4,Experimentation
时间充足,8,Service
杯咖啡,8,Service
椰树,4,Experimentation
模型,4,Experimentation
次快捷,4,Experimentation
欢乐宝石,1,Facilities
民防,8,Service
水上运动,4,Experimentation
池子,8,Service
洛湿地保护区,8,Service
海参,4,Experimentation
混凝土,8,Service
滨海湾附近,4,Experimentation
特效,4,Experimentation
环线,9,Shopping
玻璃窗,8,Service
甜品,4,Experimentation
睡觉了,3,Environment and Ambience
礼品店,9,Shopping
票的时候,4,Experimentation
类型,4,Experimentation
美中不足,4,Experimentation
节庆酒店,4,Experimentation
花园三个风格各异的水岸花园,9,Shopping
英国人,9,Shopping
观景平台,8,Service
视野很好,8,Service
路面,4,Experimentation
软件,8,Service
边际泳池,4,Experimentation
追溯到,8,Service
适合家庭,4,Experimentation
通行证,1,Facilities
速度快,4,Experimentation
银器,9,Shopping
银行,8,Service
门口自助,8,Service
鳄鱼,8,Service
一段时间,4,Experimentation
一站式,8,Service
一般都是,4,Experimentation
东西长,8,Service
两层,8,Service
中国的庙会,8,Service
书籍,4,Experimentation
二战期间,8,Service
五彩斑斓,8,Service
佛像,4,Experimentation
便宜点,1,Facilities
保障,1,Facilities
其间,8,Service
几张照片,8,Service
凹造型,8,Service
刚刚好,4,Experimentation
动物和谐,8,Service
参天大树,3,Environment and Ambience
口中,8,Service
右手,3,Environment and Ambience
售票窗口,8,Service
商品齐全,4,Experimentation
地下通道,9,Shopping
大小,8,Service
太早,4,Experimentation
好一点,4,Experimentation
孩子超级,4,Experimentation
安检,1,Facilities
家里,4,Experimentation
小宝宝,1,Facilities
小景点,4,Experimentation
工具,3,Environment and Ambience
差额,1,Facilities
干净,4,Experimentation
店家,4,Experimentation
建筑群,4,Experimentation
感官,8,Service
战争,8,Service
接地气,8,Service
接水,4,Experimentation
新人,8,Service
新加坡夜间野生动物园,8,Service
新加坡小印度,8,Service
新加坡景色,8,Service
新加坡滨海艺术中心,4,Experimentation
新年,8,Service
新鲜感,8,Service
时间一定,8,Service
普通话,8,Service
景色秀丽,4,Experimentation
服务中心,8,Service
本土设计师,8,Service
正面,8,Service
每天都会,4,Experimentation
水滑梯,4,Experimentation
注意事项,8,Service
海底生物,4,Experimentation
海滩边,4,Experimentation
海豚一起,4,Experimentation
滨海堤坝,4,Experimentation
点小,4,Experimentation
熟食中心,8,Service
狮身鱼尾,4,Experimentation
现代感,8,Service
珍珠坊,3,Environment and Ambience
生态环境,8,Service
白天的动物园,8,Service
白天的景色,8,Service
的人太多,4,Experimentation
眼帘,8,Service
磁卡,1,Facilities
纪念币,8,Service
缆车站,4,Experimentation
翡翠山路,8,Service
老板,8,Service
花园中的城市,4,Experimentation
莱佛士酒店,8,Service
西餐,8,Service
视觉盛宴,4,Experimentation
角色,8,Service
较高,4,Experimentation
造型独特,8,Service
遮阳,8,Service
重达,8,Service
金莎,4,Experimentation
闹市,4,Experimentation
阴天,8,Service
院子,8,Service
霸气,4,Experimentation
非常适合小朋友,8,Service
项目多,4,Experimentation
风景宜人,8,Service
餐饮店,8,Service
马来西亚美食街,4,Experimentation
魟鱼,8,Service
一件外套,8,Service
下午茶,4,Experimentation
不二,8,Service
两个多小时,8,Service
两天有效,4,Experimentation
个半小时,8,Service
个热闹,4,Experimentation
中文版,8,Service
中的好,4,Experimentation
主持人,8,Service
乘客,8,Service
也不累,4,Experimentation
什么人,8,Service
价格小贵,1,Facilities
优惠券,8,Service
伦敦眼,4,Experimentation
侏罗纪,4,Experimentation
六个售票处,8,Service
其中之一,4,Experimentation
几个景点,4,Experimentation
几圈,4,Experimentation
台阶,8,Service
坡币,4,Experimentation
多人民币,1,Facilities
大朋友,4,Experimentation
大片,4,Experimentation
大草坪,8,Service
大陆,4,Experimentation
太阳能,8,Service
奥山,8,Service
寺庙大门,8,Service
少很多,4,Experimentation
就坐,8,Service
差额够,8,Service
帆船,8,Service
座清真寺,8,Service
当地美食,8,Service
彩虹礁,4,Experimentation
感觉新加坡,8,Service
感觉真的,8,Service
我会,8,Service
所在,8,Service
所有的项目,4,Experimentation
扑面而来,8,Service
摩天塔,4,Experimentation
改造成,1,Facilities
数字码,8,Service
整体来说,4,Experimentation
新加坡夜生活,5,F&B
新加坡当地人,4,Experimentation
新加坡的海洋馆,4,Experimentation
新加坡的风景,4,Experimentation
新加坡穆斯林的聚居区,3,Environment and Ambience
新加坡都会,4,Experimentation
旅游团,4,Experimentation
旅游期间每天,8,Service
景色非常好,4,Experimentation
朋友一定,8,Service
望去,8,Service
本地,8,Service
条小,9,Shopping
条路上,9,Shopping
来的时候,8,Service
柜子,1,Facilities
每个景点,4,Experimentation
气味,4,Experimentation
水流,4,Experimentation
水獭,8,Service
水边,8,Service
河道,8,Service
沿街,9,Shopping
海底隧道,1,Facilities
海牛,8,Service
消防,8,Service
滨海湾全景,4,Experimentation
激流勇,4,Experimentation
灯笼,8,Service
理由,8,Service
用法,8,Service
相片,1,Facilities
看台,9,Shopping
礼拜,8,Service
票机上,8,Service
科学知识,4,Experimentation
笔两张,4,Experimentation
纱丽,9,Shopping
缘故,8,Service
网友,8,Service
美食广场,8,Service
老人家,4,Experimentation
老人票,1,Facilities
老师,4,Experimentation
脏乱差,8,Service
自然保护区,1,Facilities
舞蹈,4,Experimentation
艺术作品,8,Service
花芭山,4,Experimentation
英文小火车,8,Service
蝴蝶馆,8,Service
记载,8,Service
车费,1,Facilities
这个时候,4,Experimentation
都是一头雾水,4,Experimentation
铜器,9,Shopping
隧道,8,Service
雪糕,1,Facilities
音响,4,Experimentation
鸭子,8,Service
Singapore,8,Service
一句话,8,Service
一般,4,Experimentation
上海的外滩,4,Experimentation
不久,8,Service
两个孩子,4,Experimentation
两条,4,Experimentation
中国各地的小吃,8,Service
习性,8,Service
二战时期,4,Experimentation
交通方式,1,Facilities
人行道,1,Facilities
价位,8,Service
佛教寺庙,8,Service
佛教徒的圣物,8,Service
全方位,4,Experimentation
全身,8,Service
兴致,4,Experimentation
动物亲密,4,Experimentation
午后,4,Experimentation
南部山脊,4,Experimentation
印度尼西亚,4,Experimentation
印度美食,8,Service
参观者,4,Experimentation
变形金钢,4,Experimentation
号码,1,Facilities
吃完晚饭,4,Experimentation
国内的海洋馆,4,Experimentation
地下一层,4,Experimentation
城市景观,8,Service
大堂,9,Shopping
大蜥蜴,4,Experimentation
大道,9,Shopping
家人一起,4,Experimentation
寓意,8,Service
小东西,4,Experimentation
小印度站,1,Facilities
小火车票,8,Service
小狮子,4,Experimentation
小的孩子,4,Experimentation
小礼品,8,Service
工匠林浪新,9,Shopping
帽子,8,Service
很适合孩子,4,Experimentation
总能,4,Experimentation
想看,4,Experimentation
感兴趣的朋友,8,Service
排档,4,Experimentation
文艺青年,8,Service
斜坡,4,Experimentation
新加坡乌节路,8,Service
新加坡人民,8,Service
新加坡国花,8,Service
新加坡的天气,8,Service
日光浴,8,Service
早一点,4,Experimentation
时间多,4,Experimentation
星巴克,8,Service
星空,9,Shopping
更有,4,Experimentation
棒极了,8,Service
植物种类,1,Facilities
次日,4,Experimentation
汇率,1,Facilities
汽车,9,Shopping
沿途的风景,8,Service
海滨公园,4,Experimentation
游艇,4,Experimentation
滨海湾的夜景,4,Experimentation
点钟,1,Facilities
爸爸妈妈,4,Experimentation
独木舟,4,Experimentation
现代购物中心,8,Service
白天动物园,8,Service
的很不错,4,Experimentation
的话一定,8,Service
石头,4,Experimentation
童趣,8,Service
米其林,8,Service
米处,4,Experimentation
绿地,8,Service
美的景色,8,Service
肯德基,4,Experimentation
花都,8,Service
英国海军基地,4,Experimentation
英式,8,Service
英文不好,8,Service
蚊虫,8,Service
设备齐全的海上乐园,8,Service
误机,8,Service
走道,8,Service
超级美,1,Facilities
躺椅,4,Experimentation
车程,8,Service
轿厢,4,Experimentation
适合大人,4,Experimentation
道锋味,8,Service
都是中国人,8,Service
都是华人,8,Service
闪闪发光,4,Experimentation
雨季,4,Experimentation
非常适合孩子,4,Experimentation
项目都是,4,Experimentation
风趣,8,Service
鱼尾狮雕塑,8,Service
鸟类公园,4,Experimentation
黄昏,4,Experimentation
一段路,8,Service
一片区域,8,Service
万圣节,8,Service
上校,8,Service
两个场馆,8,Service
两座,8,Service
两张票,4,Experimentation
两栋,4,Experimentation
中规中矩,8,Service
价格不菲,4,Experimentation
位特别的人物,9,Shopping
侧面,8,Service
假日,8,Service
卡夫清真寺,8,Service
印度的助手,8,Service
员工,8,Service
品种多,4,Experimentation
商厦,9,Shopping
圣诞,9,Shopping
地方小,4,Experimentation
地铁紫,4,Experimentation
场灯光秀,4,Experimentation
块新币,8,Service
多媒体,8,Service
多新币,8,Service
多花,8,Service
夜景很好,4,Experimentation
夜行动物,8,Service
大多数人,4,Experimentation
大屏幕,8,Service
大自然的感觉,4,Experimentation
天色,4,Experimentation
女人,8,Service
好位置,8,Service
妈祖,8,Service
娃娃,4,Experimentation
官方,8,Service
尽头,8,Service
屋子,4,Experimentation
左手边,8,Service
差远,8,Service
已故新加坡著名,4,Experimentation
巴拉望海滩,4,Experimentation
帐篷,8,Service
年轻创业者,8,Service
建议下午,4,Experimentation
强力,4,Experimentation
形状,8,Service
很适合亲子,4,Experimentation
想法,4,Experimentation
意境,8,Service
愿望,8,Service
才行,8,Service
打不开,8,Service
拍完,8,Service
文化区,8,Service
新加坡南部,4,Experimentation
新加坡国庆,4,Experimentation
新加坡景点,4,Experimentation
新加坡的印度人,8,Service
新加坡的小印度,8,Service
新加坡的摩天轮,4,Experimentation
新加坡的新地标,4,Experimentation
新加坡网红,8,Service
新加坡著名的旅游,9,Shopping
明年,8,Service
晚上七点,8,Service
景点门口,8,Service
更能,8,Service
有多,8,Service
条商业街,8,Service
杯新加坡司令,9,Shopping
树荫,8,Service
欲望,8,Service
死角,4,Experimentation
殖民地,8,Service
每个区域,4,Experimentation
河里,8,Service
治安,8,Service
波浪桥,4,Experimentation
洗手间,8,Service
渔村,8,Service
游完,8,Service
灯饰,4,Experimentation
烈日,8,Service
热的时候,8,Service
片区域,8,Service
猛兽,8,Service
玫瑰,4,Experimentation
珍宝海鲜楼,4,Experimentation
画展,8,Service
直接手机,4,Experimentation
看多,8,Service
眼界,8,Service
空地,8,Service
箱子,8,Service
米其林餐厅,8,Service
纪念堂,8,Service
纯白色,8,Service
维多利亚,4,Experimentation
绿色植物,4,Experimentation
老实说,8,Service
色彩艳丽的印度教,4,Experimentation
节日的时候来临,8,Service
花园国家,4,Experimentation
蕨类植物,8,Service
街景,8,Service
袋鼠,8,Service
视线,8,Service
谢霆锋,8,Service
贝壳,4,Experimentation
转机,8,Service
过后,4,Experimentation
都市,8,Service
都是酒吧,8,Service
镜头,8,Service
面貌,8,Service
风洞,1,Facilities
风貌,8,Service
高尔夫球场,4,Experimentation
鱼尾狮塑像,4,Experimentation
鱼尾狮广场,8,Service
黑胡椒蟹,4,Experimentation
一不小心,8,Service
一去的景点,8,Service
三岁,8,Service
两个大,8,Service
个人建议,8,Service
个地方,8,Service
个生态区,4,Experimentation
事物,8,Service
云雾森林玻璃屋,1,Facilities
人不少,4,Experimentation
件薄,4,Experimentation
住在乌节路,4,Experimentation
便会,3,Environment and Ambience
做出,8,Service
克拉码头的夜景,4,Experimentation
克拉码头附近,4,Experimentation
军事基地,1,Facilities
勇气,4,Experimentation
原貌,8,Service
只会,8,Service
史密斯街,8,Service
后来的移民,4,Experimentation
噱头,4,Experimentation
图,8,Service
圣约翰岛,4,Experimentation
地方真的,8,Service
坑人,4,Experimentation
基本上都,4,Experimentation
夜市的牛车水灯火辉煌,8,Service
天热,8,Service
天鹅,8,Service
太多人,8,Service
奢侈品店,9,Shopping
它的名字,9,Shopping
小商品市场,8,Service
小猴子,8,Service
平方千米,4,Experimentation
平民,8,Service
当初,4,Experimentation
彩绘,4,Experimentation
战士,8,Service
摩天,3,Environment and Ambience
放松心情,4,Experimentation
新加坡克拉码头,8,Service
新加坡南部岛屿,8,Service
新加坡历史博物馆,8,Service
新加坡天气,4,Experimentation
新加坡形象的鱼尾狮,8,Service
新加坡旅游局,1,Facilities
新加坡的城市景观,4,Experimentation
新加坡的生命,8,Service
新加坡美食,4,Experimentation
新加坡这种,8,Service
旧国会大厦,8,Service
服务台,4,Experimentation
木乃伊过山车,4,Experimentation
条小路,8,Service
标准,8,Service
梦想,1,Facilities
棕榈树,4,Experimentation
正门,4,Experimentation
步行小径,8,Service
毛病,8,Service
汇演,4,Experimentation
池塘,4,Experimentation
流程,8,Service
消防车,4,Experimentation
游客都会,3,Environment and Ambience
游轮,8,Service
滑滑梯,4,Experimentation
漂流池,4,Experimentation
灯寺院,8,Service
热带的奇异花卉,8,Service
热门景点,8,Service
热,4,Experimentation
特色小店,8,Service
猛禽,4,Experimentation
现金,1,Facilities
班次,8,Service
百年老店,8,Service
的人来说,8,Service
皇后坊,8,Service
盖章,4,Experimentation
看清楚,1,Facilities
礼拜堂,8,Service
神秘感,4,Experimentation
票时间,8,Service
私人,8,Service
种族,8,Service
移民,4,Experimentation
空中栈道,8,Service
空中缆车,4,Experimentation
签证,4,Experimentation
美的风景,8,Service
老妈,4,Experimentation
舱内,4,Experimentation
色彩鲜艳,8,Service
范克里夫水族馆,4,Experimentation
菜市场,8,Service
蔬菜,8,Service
表面,8,Service
许多人,4,Experimentation
货物,4,Experimentation
路人,8,Service
车道,4,Experimentation
辣椒蟹,4,Experimentation
送人,8,Service
适合情侣,4,Experimentation
遊客,8,Service
酒店附近,4,Experimentation
里头,1,Facilities
雨天,8,Service
项目很好,4,Experimentation
顿饭,8,Service
饮用水,8,Service
饺子,8,Service
高岛屋,9,Shopping
高症,4,Experimentation
鬼蝠魟,4,Experimentation
鱼群,4,Experimentation
黄线,9,Shopping
一大圈,8,Service
一段距离,8,Service
一班,8,Service
一瞬间,4,Experimentation
三个项目,4,Experimentation
上都,8,Service
不过是,4,Experimentation
世界最高,8,Service
世界著名,8,Service
中国元素,8,Service
中国文化,8,Service
中国菜,8,Service
丽宫,9,Shopping
了一下午,4,Experimentation
了一场,4,Experimentation
五个,4,Experimentation
亚洲四小龙,1,Facilities
享受到,8,Service
人物等,4,Experimentation
今日,1,Facilities
伴手礼,8,Service
停车场,8,Service
全岛,4,Experimentation
全长,8,Service
公共汽车,8,Service
公车,9,Shopping
农场,8,Service
前一天,4,Experimentation
动物品种,4,Experimentation
动物园很好,4,Experimentation
区内,4,Experimentation
十几分钟,8,Service
单程,8,Service
南洋风情,4,Experimentation
古董,4,Experimentation
同伴,8,Service
名店,9,Shopping
嘴里,8,Service
围墙,4,Experimentation
坐在岸边,4,Experimentation
坐在海边,4,Experimentation
多家,3,Environment and Ambience
大型动物,8,Service
大城市,8,Service
大太阳,8,Service
大教堂,8,Service
大莲花,4,Experimentation
大酒店,8,Service
大队,8,Service
大鱼缸,4,Experimentation
大鲨鱼,4,Experimentation
孙中山,8,Service
宗教信仰,8,Service
客户,4,Experimentation
小孩玩得,4,Experimentation
小房子,8,Service
小而精致,4,Experimentation
小聚居地,8,Service
小龙,4,Experimentation
尔顿一号,1,Facilities
左手,1,Facilities
座舱,4,Experimentation
徜徉,8,Service
戏水,4,Experimentation
成了新加坡的土地,4,Experimentation
拍拍拍,4,Experimentation
整体不错,4,Experimentation
新加坡地铁,8,Service
新加坡城,4,Experimentation
新加坡牛车水,4,Experimentation
新加坡的历史文化,8,Service
新加坡的城市,8,Service
新加坡的朋友,8,Service
新加坡鱼尾狮公园,4,Experimentation
新家坡,8,Service
新西兰,8,Service
旗舰店,8,Service
日期,8,Service
旧名,8,Service
时间点,8,Service
晚上景色,4,Experimentation
景点地址,8,Service
暑假人,8,Service
木箱漂流记,8,Service
本岛,8,Service
条马路,8,Service
标本,8,Service
栏杆,4,Experimentation
树叶,8,Service
栖息地,8,Service
椰子壳,4,Experimentation
欧式风格,8,Service
歌德式,8,Service
沙全景,4,Experimentation
沙滩边,8,Service
沙爹,4,Experimentation
浴巾,1,Facilities
海岸,8,Service
海水清澈,8,Service
海洋知识,4,Experimentation
海豚馆,8,Service
消防历史博物廊,8,Service
温泉,8,Service
游记,8,Service
滨海区,8,Service
滨海湾亲水黄金位置,1,Facilities
滨海湾金沙酒店无边,4,Experimentation
滨海站,1,Facilities
玩法,8,Service
环境保护,4,Experimentation
环境特别好,8,Service
环球乐园,4,Experimentation
现场直接,8,Service
珍贵树木,8,Service
电脑,4,Experimentation
电车,8,Service
痕迹,4,Experimentation
百年,8,Service
看清,8,Service
短裤,8,Service
码头边,4,Experimentation
礁石,4,Experimentation
种动物,4,Experimentation
程门票,8,Service
第一批的印度移民,4,Experimentation
糖果,1,Facilities
给人感觉,4,Experimentation
老年人,8,Service
良心,8,Service
色彩艳丽,8,Service
艺术性,8,Service
花园占地,3,Environment and Ambience
花香,4,Experimentation
蛋白,8,Service
街头艺人,8,Service
西山,8,Service
贵宾,8,Service
路径,8,Service
路标,8,Service
路途,8,Service
这时候,8,Service
这栋,4,Experimentation
适合一家大小,4,Experimentation
途径,8,Service
酒吧餐厅,4,Experimentation
金饰,8,Service
门口直接,4,Experimentation
障碍,8,Service
颗星,4,Experimentation
飞龙,4,Experimentation
餐厅酒吧,4,Experimentation
香料的味道,9,Shopping
高的人,4,Experimentation
鸡尾酒,8,Service
一件薄,8,Service
一周约用,8,Service
一回,4,Experimentation
一大亮点,4,Experimentation
三小时,8,Service
不少设计师,4,Experimentation
不舒服,8,Service
两年,1,Facilities
两条线路,4,Experimentation
个馆,4,Experimentation
中央消防局,4,Experimentation
临河,4,Experimentation
五层,8,Service
五点,4,Experimentation
亚马逊河,4,Experimentation
人流量,9,Shopping
优先证,4,Experimentation
会儿,8,Service
会展中心,8,Service
住在金沙,4,Experimentation
作用,8,Service
便利店,4,Experimentation
元旦,8,Service
光明山,8,Service
全程英语,8,Service
兰花品种,8,Service
几乎没有,8,Service
出口处,4,Experimentation
刷码,4,Experimentation
动物也不,8,Service
动物园好玩,4,Experimentation
包车,4,Experimentation
华语,8,Service
印度教寺院,8,Service
发动机,4,Experimentation
后门,4,Experimentation
周二,1,Facilities
味道一般,8,Service
唯美,4,Experimentation
嘴巴,8,Service
四楼,8,Service
团队,4,Experimentation
国内差不多,8,Service
地方特色,8,Service
地方都是,9,Shopping
地铁绿线,1,Facilities
坐在车上,4,Experimentation
基础,4,Experimentation
墓碑,8,Service
夏季,4,Experimentation
多年的沧桑,8,Service
夜晚的克拉码头,8,Service
大型购物中心,8,Service
大黄蜂,4,Experimentation
天际滑车,4,Experimentation
奖项,8,Service
女性,4,Experimentation
好几天,1,Facilities
孙中山先生,4,Experimentation
孩子的话,4,Experimentation
它的历史,4,Experimentation
小公园,8,Service
小店铺,8,Service
小摊,9,Shopping
小松鼠,4,Experimentation
小花园,8,Service
小道,4,Experimentation
小酒,3,Environment and Ambience
小饰品,8,Service
少女心,4,Experimentation
山下,4,Experimentation
岛国,8,Service
干净卫生,8,Service
年味,8,Service
年纪,8,Service
年龄段的人,8,Service
建有,4,Experimentation
当日,4,Experimentation
感觉就像,4,Experimentation
感触,8,Service
技巧,4,Experimentation
拉茶,8,Service
拍拍,8,Service
故障,4,Experimentation
新加坡全貌,4,Experimentation
新加坡小,4,Experimentation
新加坡本地人,4,Experimentation
新加坡来说,4,Experimentation
新加坡河两岸,8,Service
新加坡的地方,4,Experimentation
新加坡的话,8,Service
时间紧张,4,Experimentation
晚上过去,4,Experimentation
晚风,8,Service
景区门口,8,Service
有得,4,Experimentation
条旧,8,Service
条船,8,Service
概念,4,Experimentation
榜鹅沙滩,4,Experimentation
此时,4,Experimentation
气候宜人,8,Service
沙水上,4,Experimentation
沙滩酒吧,4,Experimentation
波浪,4,Experimentation
海外,4,Experimentation
海洋馆不错,4,Experimentation
涂鸦墙,4,Experimentation
游泳圈,1,Facilities
游泳衣,4,Experimentation
滨海湾项目的组成部分,1,Facilities
演唱会,8,Service
火锅,4,Experimentation
牛车水大厦,8,Service
王国,8,Service
玩偶,8,Service
环境挺好,8,Service
玻璃幕墙,4,Experimentation
生意,4,Experimentation
电子码,8,Service
电子门票,4,Experimentation
百年的历史,8,Service
的时候一定,4,Experimentation
票价便宜,8,Service
票地方,4,Experimentation
等很久,8,Service
经济实惠,4,Experimentation
绿化很好,8,Service
美术作品,8,Service
联系客服,4,Experimentation
脚踏车,8,Service
花穹馆,4,Experimentation
蚊水,8,Service
表情,8,Service
装备,4,Experimentation
觉禅寺,4,Experimentation
订单号,8,Service
辣椒,8,Service
运气不好,8,Service
这种感觉,8,Service
那时候,8,Service
郁金香,8,Service
金沙商场,4,Experimentation
铃铛,8,Service
长椅,4,Experimentation
阳台,8,Service
集主题乐园,9,Shopping
音乐剧,4,Experimentation
风格独特,8,Service
食肆,3,Environment and Ambience
香格里拉酒店,4,Experimentation
香火旺盛,8,Service
马六甲,8,Service
