KEYWORD,COUNT,SENTIMENT_KEYWORD_AGG_INDEX,CAT_NAME,ASPECT_CATEGORY,REQUIRE_CONTEXT
数字码,21,2264,,,
整体来说,21,2265,,,
新加坡夜生活,21,2266,,,
新加坡当地人,21,2267,,,
新加坡的海洋馆,21,2268,,,
新加坡的风景,21,2269,,,
新加坡穆斯林的聚居区,21,2270,,,
新加坡都会,21,2271,,,
旅游团,21,2272,,,
旅游期间每天,21,2273,,,
景色非常好,21,2274,,,
朋友一定,21,2275,,,
望去,21,2276,,,
本地,21,2277,,,
条小,21,2278,,,
条路上,21,2279,,,
来的时候,21,2280,,,
柜子,21,2281,,,
每个景点,21,2282,,,
气味,21,2283,,,
水流,21,2284,,,
水獭,21,2285,,,
水边,21,2286,,,
河道,21,2287,,,
沿街,21,2288,,,
海底隧道,21,2289,,,
海牛,21,2290,,,
消防,21,2291,,,
滨海湾全景,21,2292,,,
激流勇,21,2293,,,
灯笼,21,2294,,,
理由,21,2295,,,
用法,21,2296,,,
相片,21,2297,,,
看台,21,2298,,,
礼拜,21,2299,,,
票机上,21,2300,,,
科学知识,21,2301,,,
笔两张,21,2302,,,
纱丽,21,2303,,,
缘故,21,2304,,,
网友,21,2305,,,
美食广场,21,2306,,,
老人家,21,2307,,,
老人票,21,2308,,,
老师,21,2309,,,
脏乱差,21,2310,,,
自然保护区,21,2311,,,
舞蹈,21,2312,,,
艺术作品,21,2313,,,
花芭山,21,2314,,,
英文小火车,21,2315,,,
蝴蝶馆,21,2316,,,
记载,21,2317,,,
车费,21,2318,,,
这个时候,21,2319,,,
都是一头雾水,21,2320,,,
铜器,21,2321,,,
隧道,21,2322,,,
雪糕,21,2323,,,
音响,21,2324,,,
鸭子,21,2325,,,
Singapore,21,2326,,,
一句话,20,2327,,,
一般,20,2328,,,
上海的外滩,20,2329,,,
不久,20,2330,,,
两个孩子,20,2331,,,
两条,20,2332,,,
中国各地的小吃,20,2333,,,
习性,20,2334,,,
二战时期,20,2335,,,
交通方式,20,2336,,,
人行道,20,2337,,,
价位,20,2338,,,
佛教寺庙,20,2339,,,
佛教徒的圣物,20,2340,,,
全方位,20,2341,,,
全身,20,2342,,,
兴致,20,2343,,,
动物亲密,20,2344,,,
午后,20,2345,,,
南部山脊,20,2346,,,
印度尼西亚,20,2347,,,
印度美食,20,2348,,,
参观者,20,2349,,,
变形金钢,20,2350,,,
号码,20,2351,,,
吃完晚饭,20,2352,,,
国内的海洋馆,20,2353,,,
地下一层,20,2354,,,
城市景观,20,2355,,,
大堂,20,2356,,,
大蜥蜴,20,2357,,,
大道,20,2358,,,
家人一起,20,2359,,,
寓意,20,2360,,,
小东西,20,2361,,,
小印度站,20,2362,,,
小火车票,20,2363,,,
小狮子,20,2364,,,
小的孩子,20,2365,,,
小礼品,20,2366,,,
工匠林浪新,20,2367,,,
帽子,20,2368,,,
很适合孩子,20,2369,,,
总能,20,2370,,,
想看,20,2371,,,
感兴趣的朋友,20,2372,,,
排档,20,2373,,,
文艺青年,20,2374,,,
斜坡,20,2375,,,
新加坡乌节路,20,2376,,,
新加坡人民,20,2377,,,
新加坡国花,20,2378,,,
新加坡的天气,20,2379,,,
日光浴,20,2380,,,
早一点,20,2381,,,
时间多,20,2382,,,
星巴克,20,2383,,,
星空,20,2384,,,
更有,20,2385,,,
棒极了,20,2386,,,
植物种类,20,2387,,,
次日,20,2388,,,
汇率,20,2389,,,
汽车,20,2390,,,
沿途的风景,20,2391,,,
海滨公园,20,2392,,,
游艇,20,2393,,,
滨海湾的夜景,20,2394,,,
点钟,20,2395,,,
爸爸妈妈,20,2396,,,
独木舟,20,2397,,,
现代购物中心,20,2398,,,
白天动物园,20,2399,,,
的很不错,20,2400,,,
的话一定,20,2401,,,
石头,20,2402,,,
童趣,20,2403,,,
米其林,20,2404,,,
米处,20,2405,,,
绿地,20,2406,,,
美的景色,20,2407,,,
肯德基,20,2408,,,
花都,20,2409,,,
英国海军基地,20,2410,,,
英式,20,2411,,,
英文不好,20,2412,,,
蚊虫,20,2413,,,
设备齐全的海上乐园,20,2414,,,
误机,20,2415,,,
走道,20,2416,,,
超级美,20,2417,,,
躺椅,20,2418,,,
车程,20,2419,,,
轿厢,20,2420,,,
适合大人,20,2421,,,
道锋味,20,2422,,,
都是中国人,20,2423,,,
都是华人,20,2424,,,
闪闪发光,20,2425,,,
雨季,20,2426,,,
非常适合孩子,20,2427,,,
项目都是,20,2428,,,
风趣,20,2429,,,
鱼尾狮雕塑,20,2430,,,
鸟类公园,20,2431,,,
黄昏,20,2432,,,
一段路,19,2433,,,
一片区域,19,2434,,,
万圣节,19,2435,,,
上校,19,2436,,,
两个场馆,19,2437,,,
两座,19,2438,,,
两张票,19,2439,,,
两栋,19,2440,,,
中规中矩,19,2441,,,
价格不菲,19,2442,,,
位特别的人物,19,2443,,,
侧面,19,2444,,,
假日,19,2445,,,
卡夫清真寺,19,2446,,,
印度的助手,19,2447,,,
员工,19,2448,,,
品种多,19,2449,,,
商厦,19,2450,,,
圣诞,19,2451,,,
地方小,19,2452,,,
地铁紫,19,2453,,,
场灯光秀,19,2454,,,
块新币,19,2455,,,
多媒体,19,2456,,,
多新币,19,2457,,,
多花,19,2458,,,
夜景很好,19,2459,,,
夜行动物,19,2460,,,
大多数人,19,2461,,,
大屏幕,19,2462,,,
大自然的感觉,19,2463,,,
天色,19,2464,,,
女人,19,2465,,,
好位置,19,2466,,,
妈祖,19,2467,,,
娃娃,19,2468,,,
官方,19,2469,,,
尽头,19,2470,,,
屋子,19,2471,,,
左手边,19,2472,,,
差远,19,2473,,,
已故新加坡著名,19,2474,,,
巴拉望海滩,19,2475,,,
帐篷,19,2476,,,
年轻创业者,19,2477,,,
建议下午,19,2478,,,
强力,19,2479,,,
形状,19,2480,,,
很适合亲子,19,2481,,,
想法,19,2482,,,
意境,19,2483,,,
愿望,19,2484,,,
才行,19,2485,,,
打不开,19,2486,,,
拍完,19,2487,,,
文化区,19,2488,,,
新加坡南部,19,2489,,,
新加坡国庆,19,2490,,,
新加坡景点,19,2491,,,
新加坡的印度人,19,2492,,,
新加坡的小印度,19,2493,,,
新加坡的摩天轮,19,2494,,,
新加坡的新地标,19,2495,,,
新加坡网红,19,2496,,,
新加坡著名的旅游,19,2497,,,
明年,19,2498,,,
晚上七点,19,2499,,,
景点门口,19,2500,,,
更能,19,2501,,,
有多,19,2502,,,
条商业街,19,2503,,,
杯新加坡司令,19,2504,,,
树荫,19,2505,,,
欲望,19,2506,,,
死角,19,2507,,,
殖民地,19,2508,,,
每个区域,19,2509,,,
河里,19,2510,,,
治安,19,2511,,,
波浪桥,19,2512,,,
洗手间,19,2513,,,
渔村,19,2514,,,
游完,19,2515,,,
灯饰,19,2516,,,
烈日,19,2517,,,
热的时候,19,2518,,,
片区域,19,2519,,,
猛兽,19,2520,,,
玫瑰,19,2521,,,
珍宝海鲜楼,19,2522,,,
画展,19,2523,,,
直接手机,19,2524,,,
看多,19,2525,,,
眼界,19,2526,,,
空地,19,2527,,,
箱子,19,2528,,,
米其林餐厅,19,2529,,,
纪念堂,19,2530,,,
纯白色,19,2531,,,
维多利亚,19,2532,,,
绿色植物,19,2533,,,
老实说,19,2534,,,
色彩艳丽的印度教,19,2535,,,
节日的时候来临,19,2536,,,
花园国家,19,2537,,,
蕨类植物,19,2538,,,
街景,19,2539,,,
袋鼠,19,2540,,,
视线,19,2541,,,
谢霆锋,19,2542,,,
贝壳,19,2543,,,
转机,19,2544,,,
过后,19,2545,,,
都市,19,2546,,,
都是酒吧,19,2547,,,
镜头,19,2548,,,
面貌,19,2549,,,
风洞,19,2550,,,
风貌,19,2551,,,
高尔夫球场,19,2552,,,
鱼尾狮塑像,19,2553,,,
鱼尾狮广场,19,2554,,,
黑胡椒蟹,19,2555,,,
一不小心,18,2556,,,
一去的景点,18,2557,,,
三岁,18,2558,,,
两个大,18,2559,,,
个人建议,18,2560,,,
个地方,18,2561,,,
个生态区,18,2562,,,
事物,18,2563,,,
云雾森林玻璃屋,18,2564,,,
人不少,18,2565,,,
件薄,18,2566,,,
住在乌节路,18,2567,,,
便会,18,2568,,,
做出,18,2569,,,
克拉码头的夜景,18,2570,,,
克拉码头附近,18,2571,,,
军事基地,18,2572,,,
勇气,18,2573,,,
原貌,18,2574,,,
只会,18,2575,,,
史密斯街,18,2576,,,
后来的移民,18,2577,,,
噱头,18,2578,,,
图,18,2579,,,
圣约翰岛,18,2580,,,
地方真的,18,2581,,,
坑人,18,2582,,,
基本上都,18,2583,,,
夜市的牛车水灯火辉煌,18,2584,,,
天热,18,2585,,,
天鹅,18,2586,,,
太多人,18,2587,,,
奢侈品店,18,2588,,,
它的名字,18,2589,,,
小商品市场,18,2590,,,
小猴子,18,2591,,,
平方千米,18,2592,,,
平民,18,2593,,,
当初,18,2594,,,
彩绘,18,2595,,,
战士,18,2596,,,
摩天,18,2597,,,
放松心情,18,2598,,,
新加坡克拉码头,18,2599,,,
新加坡南部岛屿,18,2600,,,
新加坡历史博物馆,18,2601,,,
新加坡天气,18,2602,,,
新加坡形象的鱼尾狮,18,2603,,,
新加坡旅游局,18,2604,,,
新加坡的城市景观,18,2605,,,
新加坡的生命,18,2606,,,
新加坡美食,18,2607,,,
新加坡这种,18,2608,,,
旧国会大厦,18,2609,,,
服务台,18,2610,,,
木乃伊过山车,18,2611,,,
条小路,18,2612,,,
标准,18,2613,,,
梦想,18,2614,,,
棕榈树,18,2615,,,
正门,18,2616,,,
步行小径,18,2617,,,
毛病,18,2618,,,
汇演,18,2619,,,
池塘,18,2620,,,
流程,18,2621,,,
消防车,18,2622,,,
游客都会,18,2623,,,
游轮,18,2624,,,
滑滑梯,18,2625,,,
漂流池,18,2626,,,
灯寺院,18,2627,,,
热带的奇异花卉,18,2628,,,
热门景点,18,2629,,,
热,18,2630,,,
特色小店,18,2631,,,
猛禽,18,2632,,,
现金,18,2633,,,
班次,18,2634,,,
百年老店,18,2635,,,
的人来说,18,2636,,,
皇后坊,18,2637,,,
盖章,18,2638,,,
看清楚,18,2639,,,
礼拜堂,18,2640,,,
神秘感,18,2641,,,
票时间,18,2642,,,
私人,18,2643,,,
种族,18,2644,,,
移民,18,2645,,,
空中栈道,18,2646,,,
空中缆车,18,2647,,,
签证,18,2648,,,
美的风景,18,2649,,,
老妈,18,2650,,,
舱内,18,2651,,,
色彩鲜艳,18,2652,,,
范克里夫水族馆,18,2653,,,
菜市场,18,2654,,,
蔬菜,18,2655,,,
表面,18,2656,,,
许多人,18,2657,,,
货物,18,2658,,,
路人,18,2659,,,
车道,18,2660,,,
辣椒蟹,18,2661,,,
送人,18,2662,,,
适合情侣,18,2663,,,
遊客,18,2664,,,
酒店附近,18,2665,,,
里头,18,2666,,,
雨天,18,2667,,,
项目很好,18,2668,,,
顿饭,18,2669,,,
饮用水,18,2670,,,
饺子,18,2671,,,
高岛屋,18,2672,,,
高症,18,2673,,,
鬼蝠魟,18,2674,,,
鱼群,18,2675,,,
黄线,18,2676,,,
一大圈,17,2677,,,
一段距离,17,2678,,,
一班,17,2679,,,
一瞬间,17,2680,,,
三个项目,17,2681,,,
上都,17,2682,,,
不过是,17,2683,,,
世界最高,17,2684,,,
世界著名,17,2685,,,
中国元素,17,2686,,,
中国文化,17,2687,,,
中国菜,17,2688,,,
丽宫,17,2689,,,
了一下午,17,2690,,,
了一场,17,2691,,,
五个,17,2692,,,
亚洲四小龙,17,2693,,,
享受到,17,2694,,,
人物等,17,2695,,,
今日,17,2696,,,
伴手礼,17,2697,,,
停车场,17,2698,,,
全岛,17,2699,,,
全长,17,2700,,,
公共汽车,17,2701,,,
公车,17,2702,,,
农场,17,2703,,,
前一天,17,2704,,,
动物品种,17,2705,,,
动物园很好,17,2706,,,
区内,17,2707,,,
十几分钟,17,2708,,,
单程,17,2709,,,
南洋风情,17,2710,,,
古董,17,2711,,,
同伴,17,2712,,,
名店,17,2713,,,
嘴里,17,2714,,,
围墙,17,2715,,,
坐在岸边,17,2716,,,
坐在海边,17,2717,,,
多家,17,2718,,,
大型动物,17,2719,,,
大城市,17,2720,,,
大太阳,17,2721,,,
大教堂,17,2722,,,
大莲花,17,2723,,,
大酒店,17,2724,,,
大队,17,2725,,,
大鱼缸,17,2726,,,
大鲨鱼,17,2727,,,
孙中山,17,2728,,,
宗教信仰,17,2729,,,
客户,17,2730,,,
小孩玩得,17,2731,,,
小房子,17,2732,,,
小而精致,17,2733,,,
小聚居地,17,2734,,,
小龙,17,2735,,,
尔顿一号,17,2736,,,
左手,17,2737,,,
座舱,17,2738,,,
徜徉,17,2739,,,
戏水,17,2740,,,
成了新加坡的土地,17,2741,,,
拍拍拍,17,2742,,,
整体不错,17,2743,,,
新加坡地铁,17,2744,,,
新加坡城,17,2745,,,
新加坡牛车水,17,2746,,,
新加坡的历史文化,17,2747,,,
新加坡的城市,17,2748,,,
新加坡的朋友,17,2749,,,
新加坡鱼尾狮公园,17,2750,,,
新家坡,17,2751,,,
新西兰,17,2752,,,
旗舰店,17,2753,,,
日期,17,2754,,,
旧名,17,2755,,,
时间点,17,2756,,,
晚上景色,17,2757,,,
景点地址,17,2758,,,
暑假人,17,2759,,,
木箱漂流记,17,2760,,,
本岛,17,2761,,,
条马路,17,2762,,,
标本,17,2763,,,
栏杆,17,2764,,,
树叶,17,2765,,,
栖息地,17,2766,,,
椰子壳,17,2767,,,
欧式风格,17,2768,,,
歌德式,17,2769,,,
沙全景,17,2770,,,
沙滩边,17,2771,,,
沙爹,17,2772,,,
浴巾,17,2773,,,
海岸,17,2774,,,
海水清澈,17,2775,,,
海洋知识,17,2776,,,
海豚馆,17,2777,,,
消防历史博物廊,17,2778,,,
温泉,17,2779,,,
游记,17,2780,,,
滨海区,17,2781,,,
滨海湾亲水黄金位置,17,2782,,,
滨海湾金沙酒店无边,17,2783,,,
滨海站,17,2784,,,
玩法,17,2785,,,
环境保护,17,2786,,,
环境特别好,17,2787,,,
环球乐园,17,2788,,,
现场直接,17,2789,,,
珍贵树木,17,2790,,,
电脑,17,2791,,,
电车,17,2792,,,
痕迹,17,2793,,,
百年,17,2794,,,
看清,17,2795,,,
短裤,17,2796,,,
码头边,17,2797,,,
礁石,17,2798,,,
种动物,17,2799,,,
程门票,17,2800,,,
第一批的印度移民,17,2801,,,
糖果,17,2802,,,
给人感觉,17,2803,,,
老年人,17,2804,,,
良心,17,2805,,,
色彩艳丽,17,2806,,,
艺术性,17,2807,,,
花园占地,17,2808,,,
花香,17,2809,,,
蛋白,17,2810,,,
街头艺人,17,2811,,,
西山,17,2812,,,
贵宾,17,2813,,,
路径,17,2814,,,
路标,17,2815,,,
路途,17,2816,,,
这时候,17,2817,,,
这栋,17,2818,,,
适合一家大小,17,2819,,,
途径,17,2820,,,
酒吧餐厅,17,2821,,,
金饰,17,2822,,,
门口直接,17,2823,,,
障碍,17,2824,,,
颗星,17,2825,,,
飞龙,17,2826,,,
餐厅酒吧,17,2827,,,
香料的味道,17,2828,,,
高的人,17,2829,,,
鸡尾酒,17,2830,,,
一件薄,16,2831,,,
一周约用,16,2832,,,
一回,16,2833,,,
一大亮点,16,2834,,,
三小时,16,2835,,,
不少设计师,16,2836,,,
不舒服,16,2837,,,
两年,16,2838,,,
两条线路,16,2839,,,
个馆,16,2840,,,
中央消防局,16,2841,,,
临河,16,2842,,,
五层,16,2843,,,
五点,16,2844,,,
亚马逊河,16,2845,,,
人流量,16,2846,,,
优先证,16,2847,,,
会儿,16,2848,,,
会展中心,16,2849,,,
住在金沙,16,2850,,,
作用,16,2851,,,
便利店,16,2852,,,
元旦,16,2853,,,
光明山,16,2854,,,
全程英语,16,2855,,,
兰花品种,16,2856,,,
几乎没有,16,2857,,,
出口处,16,2858,,,
刷码,16,2859,,,
动物也不,16,2860,,,
动物园好玩,16,2861,,,
包车,16,2862,,,
华语,16,2863,,,
印度教寺院,16,2864,,,
发动机,16,2865,,,
后门,16,2866,,,
周二,16,2867,,,
味道一般,16,2868,,,
唯美,16,2869,,,
嘴巴,16,2870,,,
四楼,16,2871,,,
团队,16,2872,,,
国内差不多,16,2873,,,
地方特色,16,2874,,,
地方都是,16,2875,,,
地铁绿线,16,2876,,,
坐在车上,16,2877,,,
基础,16,2878,,,
墓碑,16,2879,,,
夏季,16,2880,,,
多年的沧桑,16,2881,,,
夜晚的克拉码头,16,2882,,,
大型购物中心,16,2883,,,
大黄蜂,16,2884,,,
天际滑车,16,2885,,,
奖项,16,2886,,,
女性,16,2887,,,
好几天,16,2888,,,
孙中山先生,16,2889,,,
孩子的话,16,2890,,,
它的历史,16,2891,,,
小公园,16,2892,,,
小店铺,16,2893,,,
小摊,16,2894,,,
小松鼠,16,2895,,,
小花园,16,2896,,,
小道,16,2897,,,
小酒,16,2898,,,
小饰品,16,2899,,,
少女心,16,2900,,,
山下,16,2901,,,
岛国,16,2902,,,
干净卫生,16,2903,,,
年味,16,2904,,,
年纪,16,2905,,,
年龄段的人,16,2906,,,
建有,16,2907,,,
当日,16,2908,,,
感觉就像,16,2909,,,
感触,16,2910,,,
技巧,16,2911,,,
拉茶,16,2912,,,
拍拍,16,2913,,,
故障,16,2914,,,
新加坡全貌,16,2915,,,
新加坡小,16,2916,,,
新加坡本地人,16,2917,,,
新加坡来说,16,2918,,,
新加坡河两岸,16,2919,,,
新加坡的地方,16,2920,,,
新加坡的话,16,2921,,,
时间紧张,16,2922,,,
晚上过去,16,2923,,,
晚风,16,2924,,,
景区门口,16,2925,,,
有得,16,2926,,,
条旧,16,2927,,,
条船,16,2928,,,
概念,16,2929,,,
榜鹅沙滩,16,2930,,,
此时,16,2931,,,
气候宜人,16,2932,,,
沙水上,16,2933,,,
沙滩酒吧,16,2934,,,
波浪,16,2935,,,
海外,16,2936,,,
海洋馆不错,16,2937,,,
涂鸦墙,16,2938,,,
游泳圈,16,2939,,,
游泳衣,16,2940,,,
滨海湾项目的组成部分,16,2941,,,
演唱会,16,2942,,,
火锅,16,2943,,,
牛车水大厦,16,2944,,,
王国,16,2945,,,
玩偶,16,2946,,,
环境挺好,16,2947,,,
玻璃幕墙,16,2948,,,
生意,16,2949,,,
电子码,16,2950,,,
电子门票,16,2951,,,
百年的历史,16,2952,,,
的时候一定,16,2953,,,
票价便宜,16,2954,,,
票地方,16,2955,,,
等很久,16,2956,,,
经济实惠,16,2957,,,
绿化很好,16,2958,,,
美术作品,16,2959,,,
联系客服,16,2960,,,
脚踏车,16,2961,,,
花穹馆,16,2962,,,
蚊水,16,2963,,,
表情,16,2964,,,
装备,16,2965,,,
觉禅寺,16,2966,,,
订单号,16,2967,,,
辣椒,16,2968,,,
运气不好,16,2969,,,
这种感觉,16,2970,,,
那时候,16,2971,,,
郁金香,16,2972,,,
金沙商场,16,2973,,,
铃铛,16,2974,,,
长椅,16,2975,,,
阳台,16,2976,,,
集主题乐园,16,2977,,,
音乐剧,16,2978,,,
风格独特,16,2979,,,
食肆,16,2980,,,
香格里拉酒店,16,2981,,,
香火旺盛,16,2982,,,
马六甲,16,2983,,,
马山,16,2984,,,
马来文,16,2985,,,
place,16,2986,,,
一个月,15,2987,,,
一大特色,15,2988,,,
一家店,15,2989,,,
一番滋味,15,2990,,,
上手,15,2991,,,
上海的淮海路,15,2992,,,
下雨天,15,2993,,,
不住,15,2994,,,
不同于新加坡,15,2995,,,
不少动物,15,2996,,,
不少知识,15,2997,,,
不起,15,2998,,,
专业花圃,15,2999,,,
两个小朋友,15,3000,,,
个人一起,15,3001,,,
中央,15,3002,,,
五个小时,15,3003,,,
亚洲首个,15,3004,,,
交通便捷,15,3005,,,
人和动物,15,3006,,,
住宅,15,3007,,,
光彩照人,15,3008,,,
克兰芝烈士纪念碑,15,3009,,,
入门,15,3010,,,
公元,15,3011,,,
出彩,15,3012,,,
出票速度快,15,3013,,,
分店,15,3014,,,
办公室,15,3015,,,
半天的时间,15,3016,,,
华人聚集地,15,3017,,,
压力,15,3018,,,
口感,15,3019,,,
句号,15,3020,,,
名称,15,3021,,,
周围环境,15,3022,,,
周末人,15,3023,,,
和平纪念碑,15,3024,,,
品种繁多,15,3025,,,
商场多,15,3026,,,
四站,15,3027,,,
圣母堂,15,3028,,,
地中海,15,3029,,,
地铁直接,15,3030,,,
坐在小火车,15,3031,,,
埃及,15,3032,,,
城堡,15,3033,,,
城市夜景,15,3034,,,
城市美景,15,3035,,,
声光秀,15,3036,,,
声光,15,3037,,,
外部,15,3038,,,
多人都会,15,3039,,,
多米高,15,3040,,,
夜晚景色,15,3041,,,
夜行动物的行踪,15,3042,,,
大中午,15,3043,,,
大意思,15,3044,,,
大炮,15,3045,,,
大鱼,15,3046,,,
天际线,15,3047,,,
太少,15,3048,,,
太空,15,3049,,,
奇迹,15,3050,,,
好运,15,3051,,,
姐姐,15,3052,,,
宝塔街,15,3053,,,
室内植物园,15,3054,,,
富尔顿酒店,15,3055,,,
对外,15,3056,,,
小吃街,15,3057,,,
小玩意儿,15,3058,,,
小玩意,15,3059,,,
小鱼尾狮,15,3060,,,
尔顿,15,3061,,,
尾巴,15,3062,,,
屠妖,15,3063,,,
岛方式,15,3064,,,
川菜,15,3065,,,
店员,15,3066,,,
座小山,15,3067,,,
座山,15,3068,,,
建议直接,15,3069,,,
异国他乡,15,3070,,,
弯道,15,3071,,,
当地特色,15,3072,,,
得很清楚,15,3073,,,
心中,15,3074,,,
怎能,15,3075,,,
感覺,15,3076,,,
感觉像是,15,3077,,,
慢慢地,15,3078,,,
懂英文,15,3079,,,
战前房屋的空荡街道,15,3080,,,
手续,15,3081,,,
手臂,15,3082,,,
摩天輪,15,3083,,,
收藏品,15,3084,,,
新加坡印度族群的聚集地,15,3085,,,
新加坡唐人街的意思,15,3086,,,
新加坡当地,15,3087,,,
新加坡新,15,3088,,,
新加坡期间,15,3089,,,
新加坡的滨海湾,15,3090,,,
新加坡的第一站,15,3091,,,
新桥路,15,3092,,,
日本人,15,3093,,,
时代,15,3094,,,
时间刚刚好,15,3095,,,
晚晴园,15,3096,,,
晴天,15,3097,,,
材料,15,3098,,,
条线路,15,3099,,,
柏多,15,3100,,,
植物世界,15,3101,,,
楼层,15,3102,,,
步行过去,15,3103,,,
民族特色的珠宝,15,3104,,,
气氛很好,15,3105,,,
水准,15,3106,,,
沙天际线斜坡滑车,15,3107,,,
沙线,15,3108,,,
河马,15,3109,,,
沿岸,15,3110,,,
流光溢彩,15,3111,,,
海洋博物馆,15,3112,,,
海洋生物种类,15,3113,,,
消费者,15,3114,,,
湖面,15,3115,,,
滑索,15,3116,,,
满分,15,3117,,,
滨海广场,15,3118,,,
漂流河,15,3119,,,
炫酷,15,3120,,,
点心,15,3121,,,
热带丛林,15,3122,,,
热带风情,15,3123,,,
爱你,15,3124,,,
版本,15,3125,,,
牛车水地铁站,15,3126,,,
牛车水美食街,15,3127,,,
物件,15,3128,,,
特别是晚上的时候,15,3129,,,
特别,15,3130,,,
狮头,15,3131,,,
环境特别,15,3132,,,
环岛,15,3133,,,
环球影城一定,15,3134,,,
生活方式,15,3135,,,
申请,15,3136,,,
电影场景,15,3137,,,
画作,15,3138,,,
百叶窗,15,3139,,,
的很慢,15,3140,,,
的很漂亮,15,3141,,,
皮肤,15,3142,,,
社会,15,3143,,,
票价也不贵,15,3144,,,
禧街警察局,15,3145,,,
种满,15,3146,,,
空气特别好,15,3147,,,
站路,15,3148,,,
第一批,15,3149,,,
第二个,15,3150,,,
精品,15,3151,,,
糖果屋,15,3152,,,
紫外线,15,3153,,,
美术,15,3154,,,
美酒,15,3155,,,
胆子,15,3156,,,
艺术博物馆,15,3157,,,
艺术展览,15,3158,,,
节日气氛,15,3159,,,
茂桥站,15,3160,,,
茉莉花环,15,3161,,,
蓄水池,15,3162,,,
藏书,15,3163,,,
观景窗,15,3164,,,
观音,15,3165,,,
让人失望,15,3166,,,
贵一点,15,3167,,,
贵点,15,3168,,,
路公交车,15,3169,,,
遛狗,15,3170,,,
都是不错,15,3171,,,
野兽,15,3172,,,
金融区,15,3173,,,
门面,15,3174,,,
附件,15,3175,,,
零食,15,3176,,,
非常好的地方,15,3177,,,
风景真的,15,3178,,,
魟鱼湾,15,3179,,,
鱼尾狮妈妈,15,3180,,,
鱼尾狮身,15,3181,,,
鱼尾,15,3182,,,
麦片虾,15,3183,,,
龟屿岛,15,3184,,,
S.E.A.,15,3185,,,
一两个小时,14,3186,,,
一个晚上,14,3187,,,
一方小岛的吊桥,14,3188,,,
一般游客,14,3189,,,
不仅仅是,14,3190,,,
不便,14,3191,,,
不够怎么办,14,3192,,,
不少游客,14,3193,,,
东西都是,14,3194,,,
两三个小时,14,3195,,,
个够,14,3196,,,
个月,14,3197,,,
个章,14,3198,,,
中秋节,14,3199,,,
主教座堂,14,3200,,,
乌节路地铁站,14,3201,,,
也不多,14,3202,,,
书法,14,3203,,,
五彩的灯光,14,3204,,,
亚坤,14,3205,,,
亚洲最高,14,3206,,,
人体,14,3207,,,
人性,14,3208,,,
价格也不便宜,14,3209,,,
余地大,14,3210,,,
佛寺,14,3211,,,
使人,14,3212,,,
俱乐部,14,3213,,,
候鸟,14,3214,,,
全球最大的室内瀑布,14,3215,,,
全球最大的海洋,14,3216,,,
冷气十足,14,3217,,,
几个地方,14,3218,,,
几个大,14,3219,,,
几场,14,3220,,,
创业者,14,3221,,,
刷手机,14,3222,,,
前院,14,3223,,,
动物少,14,3224,,,
动画片,14,3225,,,
十一点,14,3226,,,
十年,14,3227,,,
印度裔,14,3228,,,
印度餐,14,3229,,,
原地,14,3230,,,
史丹福,14,3231,,,
叻沙,14,3232,,,
各具特色,14,3233,,,
名乘客,14,3234,,,
名人,14,3235,,,
周末的时候,14,3236,,,
呼吸新鲜空气,14,3237,,,
咖啡座,14,3238,,,
喜好,14,3239,,,
园时间,14,3240,,,
国内长,14,3241,,,
地铁过去,14,3242,,,
坐上摩天轮,14,3243,,,
城市通票,14,3244,,,
填海,14,3245,,,
多年前,14,3246,,,
大人一起,14,3247,,,
大声,14,3248,,,
大氧,14,3249,,,
天气不好,14,3250,,,
天际线斜坡滑车,14,3251,,,
天,14,3252,,,
太平洋,14,3253,,,
奇葩,14,3254,,,
婴儿车,14,3255,,,
学院,14,3256,,,
宫殿,14,3257,,,
对我来说,14,3258,,,
小朋友的话,14,3259,,,
小朋友超级,14,3260,,,
小酒吧,14,3261,,,
差别,14,3262,,,
平价,14,3263,,,
座鱼尾狮,14,3264,,,
弹丸之地,14,3265,,,
快餐,14,3266,,,
感情,14,3267,,,
感觉动物,14,3268,,,
房价,14,3269,,,
拍婚纱照,14,3270,,,
摩天轮等,14,3271,,,
擎天柱,14,3272,,,
收钱,14,3273,,,
改名,14,3274,,,
整体感觉不错,14,3275,,,
新加坡国庆日,14,3276,,,
新加坡本土风情的时尚配饰,14,3277,,,
新加坡水上,14,3278,,,
新加坡的商业中心,14,3279,,,
新加坡的特色,14,3280,,,
新加坡的聚集地,14,3281,,,
新加坡著名的地标,14,3282,,,
新加坡金沙酒店,14,3283,,,
新加坡风景,14,3284,,,
新加坡首个联合国教科文组织世界文化遗产,14,3285,,,
新古典主义,14,3286,,,
旅游业,14,3287,,,
早上十点,14,3288,,,
映衬,14,3289,,,
時間,14,3290,,,
晚上灯光秀,14,3291,,,
晚上的克拉码头,14,3292,,,
条河流,14,3293,,,
树冠,14,3294,,,
树顶,14,3295,,,
桥头,14,3296,,,
桥身,14,3297,,,
桥面,14,3298,,,
橡胶园,14,3299,,,
欧美人,14,3300,,,
款式,14,3301,,,
此次新加坡,14,3302,,,
殖民,14,3303,,,
水陆两用船,14,3304,,,
水陆两用车,14,3305,,,
水,14,3306,,,
沙大自然,14,3307,,,
沙岛殖民,14,3308,,,
沙海洋馆,14,3309,,,
浪花,14,3310,,,
海事馆,14,3311,,,
