"TEXT","COUNT","SENTIMENT_KEYWORD_AGG_INDEX","ASPECT_CATEGORY_NAME","ASPECT_CATEGORY","REQUIRE_CONTEXT"
"工作日",35,1428,"NA",,
"布局合理",35,1429,"NA",,
"平方米",35,1430,"NA",,
"怎么说",35,1431,"NA",,
"才可以",35,1432,"NA",,
"新加坡和平",35,1433,"NA",,
"新加坡的华人",35,1434,"NA",,
"旅行团",35,1435,"NA",,
"时刻",35,1436,"NA",,
"时间段",35,1437,"NA",,
"晚上人",35,1438,"NA",,
"棒",35,1439,"Experience",,
"欧洲",35,1440,"NA",,
"武吉士",35,1441,"POI/Places",,
"比赛",35,1442,"NA",,
"毛巾",35,1443,"Service",,
"水质",35,1444,"NA",,
"激情",35,1445,"NA",,
"神灵",35,1446,"NA",,
"绿线",35,1447,"Transportation and Accessibility",,
"船票",35,1448,"Transportation and Accessibility",,
"营业时间",35,1449,"Transportation and Accessibility",,
"西乐索炮台",35,1450,"POI/Places",,
"赞",35,1451,"Experience",,
"赶时间",35,1452,"NA",,
"金沙大酒店",35,1453,"POI/Places",,
"隔壁",35,1454,"NA",,
"世界最大",34,1455,"NA",,
"两遍",34,1456,"NA",,
"个项目",34,1457,"NA",,
"主题乐园",34,1458,"POI/Places",,
"原始森林",34,1459,"Sightseeing",,
"名气",34,1460,"NA",,
"地铁直达",34,1461,"Transportation and Accessibility",,
"好用",34,1462,"NA",,1
"尖顶",34,1463,"NA",,
"层楼高",34,1464,"NA",,
"店里",34,1465,"NA",,
"感觉非常好",34,1466,"Experience",,
"才会",34,1467,"NA",,
"拍照片",34,1468,"Sightseeing",,
"新加坡时",34,1469,"NA",,
"新加坡最高",34,1470,"NA",,
"明信片",34,1471,"Shopping",,
"景象",34,1472,"Sightseeing",,
"条形码",34,1473,"Transportation and Accessibility",,
"条街道",34,1474,"NA",,
"欧式",34,1475,"NA",,1
"此次",34,1476,"NA",,
"游走",34,1477,"NA",,
"演员",34,1478,"NA",,
"物超所值",34,1479,"Price",,
"环保",34,1480,"Environment and Ambiance",,1
"现已",34,1481,"NA",,
"直达",34,1482,"Transportation and Accessibility",,
"程网",34,1483,"Transportation and Accessibility",,
"穿着",34,1484,"NA",,
"红蓝过山车",34,1485,"Activities",,
"缩影",34,1486,"NA",,
"老人小孩",34,1487,"Family/Children family/Friends",,
"老婆",34,1488,"Family/Children family/Friends",,
"艺术馆",34,1489,"POI/Places",,
"节日",34,1490,"NA",,
"花草树木",34,1491,"Sightseeing",,
"角落",34,1492,"NA",,
"还不如",34,1493,"NA",,
"郑和",34,1494,"NA",,
"金融中心",34,1495,"Sightseeing",,
"防晒霜",34,1496,"Environment and Ambiance",,
"食品",34,1497,"F&B",,
"黑夜",34,1498,"NA",,
"一块",33,1499,"NA",,
"一端",33,1500,"NA",,
"三遍",33,1501,"NA",,
"下次一定",33,1502,"NA",,
"亲民",33,1503,"NA",,
"人特别多",33,1504,"Transportation and Accessibility",,
"佛教",33,1505,"NA",,
"历程",33,1506,"NA",,
"受不了",33,1507,"NA",,
"台风剧场",33,1508,"NA",,
"夜景真的",33,1509,"Sightseeing",,
"天气炎热",33,1510,"Environment and Ambiance",,
"姿势",33,1511,"NA",,
"巴西",33,1512,"NA",,
"影院",33,1513,"NA",,
"很像",33,1514,"NA",,
"怕怕",33,1515,"NA",,
"摩天大楼",33,1516,"Facilities",,1
"效果很好",33,1517,"NA",,
"救生衣",33,1518,"Facilities",,
"新加坡滨海湾金沙酒店",33,1519,"POI/Places",,
"时长",33,1520,"NA",,
"条码",33,1521,"NA",,1
"条街上",33,1522,"NA",,
"次数",33,1523,"NA",,
"此地",33,1524,"NA",,
"水池",33,1525,"Sightseeing",,
"河川动物园",33,1526,"POI/Places",,
"清晨",33,1527,"NA",,
"滑车很好",33,1528,"Activities",,
"激光秀",33,1529,"Activities",,
"火焰山",33,1530,"POI/Places",,
"球幕电影",33,1531,"Activities",,
"空气很好",33,1532,"Environment and Ambiance",,
"第三次",33,1533,"NA",,
"纽约",33,1534,"NA",,
"网络",33,1535,"Facilities",,
"美极",33,1536,"Experience",,
"范围",33,1537,"NA",,
"跟团",33,1538,"NA",,
"饲养员",33,1539,"NA",,
"马来文化",33,1540,"Arts and Culture",,
"一分钟",32,1541,"NA",,
"一行",32,1542,"NA",,
"一身",32,1543,"NA",,
"不同角度",32,1544,"NA",,
"中英文",32,1545,"Service",,
"乌龟",32,1546,"Sightseeing",,
"人潮",32,1547,"Transportation and Accessibility",,
"傍晚的时候",32,1548,"NA",,
"凉风",32,1549,"Environment and Ambiance",,
"动物园门口",32,1550,"Transportation and Accessibility",,
"单车",32,1551,"Transportation and Accessibility",,
"印尼",32,1552,"NA",,
"去年",32,1553,"NA",,
"同事",32,1554,"Family/Children family/Friends",,
"咖啡店",32,1555,"F&B",,
"商城",32,1556,"Shopping",,
"国会大厦",32,1557,"POI/Places",,
"外国游客",32,1558,"NA",,
"大热天",32,1559,"Environment and Ambiance",,
"大花园",32,1560,"Sightseeing",,
"婚礼",32,1561,"NA",,
"小",32,1562,"NA",,
"就好像",32,1563,"NA",,
"所有人",32,1564,"NA",,
"招牌",32,1565,"NA",,1
"捷运站",32,1566,"Transportation and Accessibility",,
"新加坡特色",32,1567,"Arts and Culture",,
"日出",32,1568,"Environment and Ambiance",,
"旺季",32,1569,"NA",,
"景点门票",32,1570,"Transportation and Accessibility",,
"档次",32,1571,"NA",,
"每天晚上",32,1572,"NA",,
"沙鱼尾狮塔",32,1573,"POI/Places",,
"海面",32,1574,"NA",,
"热带鱼",32,1575,"Sightseeing",,
"牛车水附近",32,1576,"Transportation and Accessibility",,
"生活环境",32,1577,"Environment and Ambiance",,
"电视",32,1578,"Facilities",,
"科学馆",32,1579,"Sightseeing",,
"维拉玛卡",32,1580,"NA",,
"艺术气息",32,1581,"Arts and Culture",,
"融入",32,1582,"NA",,
"视角",32,1583,"NA",,
"赤道的地方",32,1584,"NA",,
"适合小孩",32,1585,"Family/Children family/Friends",,
"适合晚上",32,1586,"NA",,
"非常适合亲子游",32,1587,"Family/Children family/Friends",,
"鸭奶奶",32,1588,"Family/Children family/Friends",,
"一大早",31,1589,"NA",,
"两种",31,1590,"NA",,
"中餐",31,1591,"F&B",,
"亚洲最大的海洋馆",31,1592,"POI/Places",,
"仙境",31,1593,"POI/Places",,
"几步",31,1594,"NA",,
"别墅",31,1595,"NA",,
"前提",31,1596,"NA",,
"动植物",31,1597,"Sightseeing",,
"北极熊",31,1598,"Sightseeing",,
"历史意义",31,1599,"Arts and Culture",,
"厕所",31,1600,"Facilities",,
"土地",31,1601,"NA",,
"大排档",31,1602,"F&B",,
"宾馆",31,1603,"NA",,
"小巷",31,1604,"NA",,
"小码头",31,1605,"Sightseeing",,
"房卡",31,1606,"NA",,
"教徒",31,1607,"NA",,
"新加坡唐人街",31,1608,"POI/Places",,
"新加坡的游客",31,1609,"NA",,
"晚上的灯光",31,1610,"Sightseeing",,
"服饰",31,1611,"NA",,
"椰子树",31,1612,"Sightseeing",,
"武吉士村",31,1613,"POI/Places",,
"泰国",31,1614,"NA",,
"海拔",31,1615,"NA",,
"潜水员",31,1616,"NA",,
"爸妈",31,1617,"Family/Children family/Friends",,
"眼底",31,1618,"NA",,
"纸质票",31,1619,"Transportation and Accessibility",,
"美女",31,1620,"NA",,
"脚下",31,1621,"NA",,
"脚步",31,1622,"NA",,
"趣味性强",31,1623,"Experience",,
"路口",31,1624,"Transportation and Accessibility",,
"辆车",31,1625,"Transportation and Accessibility",,
"适合年轻人",31,1626,"Experience",,1
"适合",31,1627,"NA",,
"逆时针",31,1628,"NA",,
"金莎酒店",31,1629,"POI/Places",,
"闺蜜",31,1630,"Family/Children family/Friends",,
"首饰",31,1631,"NA",,
"价值",30,1632,"Price",,
"价格也不贵",30,1633,"Price",,
"办法",30,1634,"NA",,
"包厢",30,1635,"Facilities",,
"周年",30,1636,"NA",,
"国庆",30,1637,"Activities",,1
"图案",30,1638,"NA",,
"地段",30,1639,"Transportation and Accessibility",,
"坑爹",30,1640,"NA",,
"外围",30,1641,"NA",,
"夜店",30,1642,"Activities",,
"女士",30,1643,"NA",,
"完好",30,1644,"NA",,
"室内过山车",30,1645,"Activities",,
"小吃店",30,1646,"F&B",,
"小资",30,1647,"NA",,
"拍出",30,1648,"NA",,
"文字",30,1649,"NA",,
"新加坡科学中心",30,1650,"POI/Places",,
"时间有限",30,1651,"NA",,
"更衣室",30,1652,"Facilities",,
"植物园里",30,1653,"POI/Places",,
"民族",30,1654,"NA",,
"水平",30,1655,"NA",,
"水库",30,1656,"Sightseeing",,
"沙滩排球",30,1657,"Activities",,
"海岛",30,1658,"Sightseeing",,
"海滨",30,1659,"Sightseeing",,
"湿身",30,1660,"NA",,
"焰火",30,1661,"NA",,
"环球影视城",30,1662,"POI/Places",,
"票时",30,1663,"NA",,
"票",30,1664,"Transportation and Accessibility",,
"空中步道",30,1665,"POI/Places",,
"观赏性",30,1666,"Sightseeing",,
"财富",30,1667,"NA",,
"随处可见",30,1668,"NA",,
"雨水",30,1669,"Environment and Ambiance",,
"鱼尾狮爸爸",30,1670,"Sightseeing",,
"鸡肋",30,1671,"NA",,
"麦当劳",30,1672,"F&B",,
"三个小时",29,1673,"NA",,
"三楼",29,1674,"NA",,
"上海的南京路",29,1675,"NA",,
"主题公园",29,1676,"Sightseeing",,
"事实证明",29,1677,"NA",,
"人文",29,1678,"Arts and Culture",,
"侏罗纪漂流",29,1679,"Activities",,
"前身",29,1680,"NA",,
"功课",29,1681,"NA",,
"半天时间",29,1682,"NA",,
"印度人的聚集地",29,1683,"POI/Places",,
"双溪",29,1684,"NA",,
"噪音",29,1685,"NA",,
"圣陶沙",29,1686,"POI/Places",,
"地铁口",29,1687,"Transportation and Accessibility",,
"坐在河边",29,1688,"NA",,
"塔楼",29,1689,"NA",,
"大巴",29,1690,"Transportation and Accessibility",,
"好玩",29,1691,"NA",,
"好莱坞",29,1692,"Activities",,
"孩子大人",29,1693,"Family/Children family/Friends",,
"实物",29,1694,"NA",,
"对岸",29,1695,"NA",,
"小路",29,1696,"Transportation and Accessibility",,
"巴拉湾海面",29,1697,"POI/Places",,
"巴旺",29,1698,"NA",,
"庙里",29,1699,"Sightseeing",,
"快速通道票",29,1700,"Transportation and Accessibility",,
"态度很好",29,1701,"Service",,
"手工艺品",29,1702,"Shopping",,
"摄影师",29,1703,"NA",,
"整条街",29,1704,"NA",,
"新加坡南洋理工大学",29,1705,"POI/Places",,
"新加坡滨海湾",29,1706,"POI/Places",,
"明星",29,1707,"NA",,
"景色一般",29,1708,"Sightseeing",,
"景色真的",29,1709,"Sightseeing",,
"栩栩如生",29,1710,"Experience",,
"水雾",29,1711,"NA",,
"海豚近距离",29,1712,"Sightseeing",,
"深度",29,1713,"NA",,
"犀牛",29,1714,"Sightseeing",,
"留影",29,1715,"NA",,
"看懂",29,1716,"NA",,
"社区",29,1717,"NA",,
"美食中心",29,1718,"F&B",,
"背后",29,1719,"NA",,
"航站楼",29,1720,"Transportation and Accessibility",,
"观景轮",29,1721,"Facilities",,
"详情",29,1722,"NA",,
"远观",29,1723,"Sightseeing",,
"金店",29,1724,"Shopping",,
"门前",29,1725,"Transportation and Accessibility",,
"顺序",29,1726,"NA",,
"不出",28,1727,"NA",,
"习俗",28,1728,"Arts and Culture",,
"二层",28,1729,"NA",,
"人不算多",28,1730,"Transportation and Accessibility",,
"住在金沙酒店",28,1731,"NA",,
"佛牙寺龙华院",28,1732,"POI/Places",,
"侏罗纪河流",28,1733,"Activities",,
"冷室",28,1734,"Environment and Ambiance",,
"围栏",28,1735,"Facilities",,
"国度",28,1736,"NA",,
"城市花园",28,1737,"Environment and Ambiance",,
"大瀑布",28,1738,"Sightseeing",,
"好奇心",28,1739,"NA",,
"小雨",28,1740,"Environment and Ambiance",,
"展区",28,1741,"Sightseeing",,
"平日",28,1742,"NA",,
"广州",28,1743,"NA",,
"座洁白",28,1744,"NA",,
"很适合亲子游",28,1745,"Family/Children family/Friends",,
"损失",28,1746,"NA",,
"新加坡总统府",28,1747,"POI/Places",,
"新加坡最大的海滨度假区",28,1748,"Sightseeing",,
"新加坡河口",28,1749,"Sightseeing",,
"新加坡的全景",28,1750,"Sightseeing",,
"新加坡的金融中心",28,1751,"POI/Places",,
"时尚潮流",28,1752,"Shopping",,
"时间关系",28,1753,"NA",,
"时间紧",28,1754,"NA",,
"春节期间",28,1755,"NA",,
"极好",28,1756,"NA",,
"植物冷",28,1757,"NA",,
"榴莲壳",28,1758,"POI/Places",,
"水花",28,1759,"NA",,
"水陆两用",28,1760,"NA",,
"港口",28,1761,"Sightseeing",,
"湖泊",28,1762,"Sightseeing",,
"熊猫馆",28,1763,"Sightseeing",,
"猩猩",28,1764,"Sightseeing",,
"礼物",28,1765,"NA",,
"种类繁多",28,1766,"Sightseeing",,
"穹顶",28,1767,"NA",,
"纪念品商店",28,1768,"Shopping",,
"终点站",28,1769,"Transportation and Accessibility",,
"维多利亚纪念堂",28,1770,"POI/Places",,
"绿树",28,1771,"Sightseeing",,
"芝水库",28,1772,"POI/Places",,
"让人感觉",28,1773,"Experience",,
"语音",28,1774,"NA",,
"辣椒螃蟹",28,1775,"F&B",,
"长裤",28,1776,"Environment and Ambiance",,
"长队",28,1777,"Transportation and Accessibility",,
"音效",28,1778,"NA",,
"顶部",28,1779,"NA",,
"风景线",28,1780,"Sightseeing",,
"鸽子",28,1781,"Sightseeing",,
"不说",27,1782,"NA",,
"亮灯",27,1783,"NA",,
"全球最大",27,1784,"NA",,
"化妆品",27,1785,"Shopping",,
"卫生间",27,1786,"Facilities",,
"周四",27,1787,"NA",,
"国内的动物园",27,1788,"NA",,
"土生华人博物馆",27,1789,"POI/Places",,
"圣经",27,1790,"NA",,
"地带",27,1791,"Transportation and Accessibility",,
"多年历史",27,1792,"Arts and Culture",,
"大阪",27,1793,"NA",,
"太空堡垒",27,1794,"Activities",,
"头上",27,1795,"NA",,
"好很多",27,1796,"NA",,
"小山",27,1797,"NA",,
"小朋友一起",27,1798,"Family/Children family/Friends",,
"市民",27,1799,"NA",,
"情节",27,1800,"NA",,
"摩天观景轮",27,1801,"POI/Places",,
"新加坡币",27,1802,"Price",,
"旅途",27,1803,"NA",,
"晚上的景色",27,1804,"Sightseeing",,
"朋友圈",27,1805,"NA",,
"来此",27,1806,"NA",,
"标志性景点",27,1807,"Sightseeing",,
"气温",27,1808,"Environment and Ambiance",,
"滨海步道",27,1809,"Transportation and Accessibility",,
"牛车水名字的由来",27,1810,"Arts and Culture",,
"神像",27,1811,"NA",,
"票直接",27,1812,"Transportation and Accessibility",,
"第一场",27,1813,"NA",,
"第二站",27,1814,"Transportation and Accessibility",,
"红灯区",27,1815,"POI/Places",,
"网站",27,1816,"Transportation and Accessibility",,1
"老人孩子",27,1817,"Family/Children family/Friends",,
"街头",27,1818,"NA",,
"裕廊",27,1819,"POI/Places",,
"视野开阔",27,1820,"Sightseeing",,
"赞赞赞",27,1821,"Experience",,
"雾霾",27,1822,"Environment and Ambiance",,
"风景好",27,1823,"Sightseeing",,
"马六甲海峡",27,1824,"NA",,
"一年",26,1825,"NA",,
"三个海滩",26,1826,"Environment and Ambiance",,
"上海迪士尼",26,1827,"NA",,
"两个项目",26,1828,"Activities",,
"两次票",26,1829,"Transportation and Accessibility",,
"个卡",26,1830,"NA",,
"个饭",26,1831,"NA",,
"中国游客",26,1832,"NA",,
"主体",26,1833,"NA",,
"五脏俱全",26,1834,"NA",,
"价格也不",26,1835,"POI/Places",,
"便宜些",26,1836,"POI/Places",,
"前台",26,1837,"Service",,
"功能",26,1838,"NA",,
"吊车",26,1839,"NA",,
"商家",26,1840,"Shopping",,
"回程",26,1841,"Transportation and Accessibility",,
"地方很好",26,1842,"POI/Places",,
"地球",26,1843,"NA",,
"塔顶",26,1844,"NA",,
"士兵",26,1845,"NA",,
"声光电",26,1846,"NA",,
"大众",26,1847,"NA",,
"大门票",26,1848,"Transportation and Accessibility",,
"室内花园",26,1849,"Sightseeing",,
"小巷子",26,1850,"Transportation and Accessibility",,
"山坡",26,1851,"NA",,
"座椅",26,1852,"Facilities",,
"态度好",26,1853,"Service",,
"总体感觉一般",26,1854,"Experience",,
"总体感觉不错",26,1855,"Experience",,
"情景",26,1856,"NA",,
"想象力",26,1857,"NA",,
"房屋",26,1858,"Sightseeing",,1
"效果不错",26,1859,"Experience",,
"数量",26,1860,"NA",,
"新加坡亲子游",26,1861,"Family/Children family/Friends",,
"新加坡博物馆",26,1862,"POI/Places",,
"新加坡杜莎夫人蜡像馆",26,1863,"POI/Places",,
"新馆",26,1864,"NA",,
"早期",26,1865,"NA",,
"时间表",26,1866,"NA",,
"昨天",26,1867,"NA",,
"晚上夜景",26,1868,"Sightseeing",,
"晚霞",26,1869,"Environment and Ambiance",,
"景区地址",26,1870,"Transportation and Accessibility",,
"景色美",26,1871,"Sightseeing",,
"最后一天",26,1872,"NA",,
"杜莎夫人蜡像馆",26,1873,"POI/Places",,
"桌子",26,1874,"NA",,
"气候",26,1875,"NA",,
"消防局",26,1876,"Facilities",,1
"满满的",26,1877,"NA",,
"火焰",26,1878,"NA",,
"特色的动物园",26,1879,"POI/Places",,
"的很嗨",26,1880,"Experience",,
"的很高兴",26,1881,"Experience",,
"素质",26,1882,"NA",,
"紫线",26,1883,"Transportation and Accessibility",,
"聚集地",26,1884,"POI/Places",,
"能力",26,1885,"NA",,
"自拍",26,1886,"Sightseeing",,
"艺术家",26,1887,"Arts and Culture",,
"茂桥",26,1888,"POI/Places",,1
"赤脚",26,1889,"NA",,
"这次新加坡",26,1890,"NA",,
"迪斯尼",26,1891,"NA",,
"遥远王国",26,1892,"Activities",,
"长廊",26,1893,"Facilities",,
"集市",26,1894,"Shopping",,
"一侧",25,1895,"NA",,
"不用说",25,1896,"NA",,
"两个地方",25,1897,"POI/Places",,
"两个景点",25,1898,"POI/Places",,
"两张",25,1899,"NA",,
"亚热带",25,1900,"Environment and Ambiance",,
"亨德森波浪桥",25,1901,"POI/Places",,
"人数",25,1902,"NA",,
"人民",25,1903,"NA",,
"人真的",25,1904,"NA",,
"价格贵",25,1905,"Price",,
"位置很好",25,1906,"Transportation and Accessibility",,
"儿童水上乐园",25,1907,"Sightseeing",,
"冰箱",25,1908,"Facilities",,
"印度菜",25,1909,"F&B",,
"印度餐厅",25,1910,"F&B",,
"合照",25,1911,"Sightseeing",,
"同学",25,1912,"Family/Children family/Friends",,
"味道不错",25,1913,"F&B",,
"商圈",25,1914,"Shopping",,
"地道",25,1915,"F&B",,1
"多米",25,1916,"NA",,
"夜晚的景色",25,1917,"Sightseeing",,
"大型商场",25,1918,"Shopping",,
"学府",25,1919,"NA",,
"孩子来说",25,1920,"Family/Children family/Friends",,
"店面",25,1921,"Shopping",,
"建议一定",25,1922,"NA",,
"影片",25,1923,"NA",,
"快捷通道",25,1924,"Service",,1
"拍拍照片",25,1925,"Sightseeing",,
"推车",25,1926,"Facilities",,
"效率",25,1927,"NA",,
"教育",25,1928,"NA",,
"文化中心",25,1929,"Arts and Culture",,
"新加坡国家图书馆",25,1930,"POI/Places",,
"新加坡夜间动物园",25,1931,"POI/Places",,
"新加坡的人",25,1932,"NA",,
"日子",25,1933,"NA",,
"晚间",25,1934,"NA",,
"景色好",25,1935,"Sightseeing",,
"暑期",25,1936,"NA",,
"最高点",25,1937,"NA",,
"有创意的",25,1938,"Experience",,1
"木板",25,1939,"NA",,
"条件",25,1940,"NA",,
"沙一定",25,1941,"NA",,
"游客中心",25,1942,"Service",,
"点东西",25,1943,"NA",,
"的人多",25,1944,"Transportation and Accessibility",,
"码直接",25,1945,"Transportation and Accessibility",,
"票处",25,1946,"Transportation and Accessibility",,
"程客服",25,1947,"Service",,
"程度",25,1948,"NA",,
"终点",25,1949,"NA",,
"自助机上",25,1950,"Facilities",,
"自然环境",25,1951,"Environment and Ambiance",,
"英国殖民时期",25,1952,"NA",,
"荷兰",25,1953,"NA",,
"起点",25,1954,"NA",,
"超大",25,1955,"NA",,
"适合全家",25,1956,"Family/Children family/Friends",,
"风扇",25,1957,"Facilities",,
"马来",25,1958,"NA",,
"黄色",25,1959,"NA",,
"不算大",24,1960,"NA",,
"两个温室",24,1961,"Facilities",,
"个好",24,1962,"NA",,
"中国特色",24,1963,"Arts and Culture",,
"云雾林和花穹",24,1964,"POI/Places",,
"亭子",24,1965,"Facilities",,
"亮点特色",24,1966,"Arts and Culture",,
"代表性",24,1967,"NA",,
"傲人的特点",24,1968,"Arts and Culture",,
"光影效果",24,1969,"NA",,
"光线",24,1970,"NA",,
"关系",24,1971,"NA",,
"内心",24,1972,"NA",,
"凌晨",24,1973,"NA",,
"几张",24,1974,"NA",,
"刷卡",24,1975,"NA",,1
"动画",24,1976,"NA",,
"印度文化",24,1977,"Arts and Culture",,
"历史博物馆",24,1978,"POI/Places",,
"古迹",24,1979,"NA",,
"周边环境",24,1980,"Environment and Ambiance",,
"土豪",24,1981,"NA",,
"坐在缆车",24,1982,"Activities",,
"夜游",24,1983,"Activities",,1
"大爱",24,1984,"NA",,
"大门口",24,1985,"Transportation and Accessibility",,
"大鱼尾狮",24,1986,"Sightseeing",,
"奢侈品牌",24,1987,"Shopping",,
"好大",24,1988,"NA",,
"孩子的家庭",24,1989,"Family/Children family/Friends",,
"小众",24,1990,"NA",,
"市内",24,1991,"NA",,
"年龄",24,1992,"NA",,
"座小",24,1993,"NA",,
"建议傍晚",24,1994,"NA",,
"建议多",24,1995,"NA",,
"彩虹",24,1996,"NA",,
"影像",24,1997,"NA",,
"成年人",24,1998,"Family/Children family/Friends",,
"拍好",24,1999,"Sightseeing",,
"措施",24,2000,"NA",,
"新加坡文化",24,2001,"Arts and Culture",,
"新加坡艺术博物馆",24,2002,"POI/Places",,
"旅行社",24,2003,"NA",,
"时段",24,2004,"NA",,
"景色迷人",24,2005,"Sightseeing",,
"最初",24,2006,"NA",,
"樟宜村",24,2007,"POI/Places",,1
"步行街",24,2008,"Transportation and Accessibility",,
"民丹岛",24,2009,"POI/Places",,
"水族箱",24,2010,"Sightseeing",,
"水族观景窗",24,2011,"Sightseeing",,
"沉船",24,2012,"NA",,
"河面",24,2013,"NA",,
"海狮",24,2014,"Sightseeing",,
"滨海公园",24,2015,"POI/Places",,
"灯火",24,2016,"NA",,
"眼镜",24,2017,"NA",,
"科幻城市",24,2018,"Activities",,
"精品店",24,2019,"Shopping",,
"纪念馆",24,2020,"Sightseeing",,
"缆车票",24,2021,"Transportation and Accessibility",,
"罗索海滩",24,2022,"POI/Places",,
"美的夜景",24,2023,"Sightseeing",,
"美誉",24,2024,"NA",,
"聊聊天",24,2025,"NA",,
"肚子",24,2026,"NA",,
"自助机",24,2027,"Facilities",,
"花时间",24,2028,"NA",,1
"蓝线",24,2029,"Transportation and Accessibility",,
"路边摊",24,2030,"F&B",,1
"车辆",24,2031,"Transportation and Accessibility",,
"辆自行车",24,2032,"Transportation and Accessibility",,
"金额",24,2033,"Price",,
"长知识",24,2034,"NA",,
"难度",24,2035,"NA",,
"雅曼兴都庙",24,2036,"POI/Places",,
"需求",24,2037,"NA",,
"霓虹灯",24,2038,"Sightseeing",,
"非常适合亲子",24,2039,"Family/Children family/Friends",,
"饮食店",24,2040,"F&B",,
"饰品",24,2041,"Shopping",,1
"马来貘",24,2042,"Sightseeing",,
"黑暗",24,2043,"NA",,
"一分钱",23,2044,"Price",,
"不少人",23,2045,"Transportation and Accessibility",,
"专人",23,2046,"Service",,
"个性",23,2047,"NA",,
"传说中的",23,2048,"NA",,
"便宜一点",23,2049,"Price",,
"全球最大的海洋馆",23,2050,"POI/Places",,
"六点",23,2051,"NA",,
"前排",23,2052,"NA",,
"右手边",23,2053,"NA",,
"吃完饭",23,2054,"NA",,
"呼吸",23,2055,"NA",,
"咖喱味",23,2056,"F&B",,
"园林",23,2057,"Sightseeing",,
"土生华人",23,2058,"NA",,
"塑像",23,2059,"Arts and Culture",,
"墙壁",23,2060,"NA",,
"多个品种",23,2061,"NA",,
"多肉",23,2062,"Sightseeing",,
"大品牌",23,2063,"Shopping",,
"大街",23,2064,"NA",,
"头盔",23,2065,"NA",,
"女孩子",23,2066,"NA",,
"孙中山南洋纪念馆",23,2067,"POI/Places",,
"实龙岗路",23,2068,"Transportation and Accessibility",,
"底片",23,2069,"NA",,
"座博物馆",23,2070,"POI/Places",,
"建议白天",23,2071,"NA",,
"彩灯",23,2072,"NA",,
"往上",23,2073,"NA",,
"得很近",23,2074,"Transportation and Accessibility",,
"心思",23,2075,"NA",,
"心灵",23,2076,"NA",,
"必须的",23,2077,"NA",,
"恐龙",23,2078,"NA",,
"手环",23,2079,"NA",,
"新加坡的市中心",23,2080,"Transportation and Accessibility",,
"新加坡的旅游",23,2081,"NA",,
"新加坡的时候",23,2082,"NA",,
"新加坡的景点",23,2083,"POI/Places",,
"既能",23,2084,"NA",,
"时间充足",23,2085,"NA",,
"杯咖啡",23,2086,"F&B",,
"椰树",23,2087,"Sightseeing",,
"模型",23,2088,"NA",,
"次快捷",23,2089,"NA",,
"欢乐宝石",23,2090,"NA",,
"民防",23,2091,"Facilities",,
"水上运动",23,2092,"Activities",,
"池子",23,2093,"Sightseeing",,
"洛湿地保护区",23,2094,"POI/Places",,
"海参",23,2095,"Sightseeing",,
"混凝土",23,2096,"NA",,
"滨海湾附近",23,2097,"Transportation and Accessibility",,
"特效",23,2098,"NA",,
"环线",23,2099,"Transportation and Accessibility",,
"玻璃窗",23,2100,"NA",,
"甜品",23,2101,"F&B",,
"睡觉了",23,2102,"NA",,
"礼品店",23,2103,"Shopping",,
"票的时候",23,2104,"Transportation and Accessibility",,
"类型",23,2105,"NA",,
"美中不足",23,2106,"Experience",,
"节庆酒店",23,2107,"NA",,
"花园三个风格各异的水岸花园",23,2108,"Sightseeing",,
"英国人",23,2109,"NA",,
"观景平台",23,2110,"Facilities",,
"视野很好",23,2111,"Sightseeing",,
"路面",23,2112,"Transportation and Accessibility",,
"软件",23,2113,"NA",,
"边际泳池",23,2114,"Facilities",,
"追溯到",23,2115,"NA",,
"适合家庭",23,2116,"Family/Children family/Friends",,
"通行证",23,2117,"Transportation and Accessibility",,
"速度快",23,2118,"Service",,1
"银器",23,2119,"NA",,
"银行",23,2120,"Facilities",,
"门口自助",23,2121,"Service",,
"鳄鱼",23,2122,"Sightseeing",,
"一段时间",22,2123,"NA",,
"一站式",22,2124,"Service",,1
"一般都是",22,2125,"NA",,
"东西长",22,2126,"NA",,
"两层",22,2127,"NA",,
"中国的庙会",22,2128,"NA",,
"书籍",22,2129,"NA",,
"二战期间",22,2130,"NA",,
"五彩斑斓",22,2131,"Environment and Ambiance",,
"佛像",22,2132,"NA",,
"便宜点",22,2133,"Price",,
"保障",22,2134,"NA",,
"其间",22,2135,"NA",,
"几张照片",22,2136,"Sightseeing",,
"凹造型",22,2137,"Sightseeing",,
"刚刚好",22,2138,"NA",,
"动物和谐",22,2139,"Sightseeing",,
"参天大树",22,2140,"Sightseeing",,
"口中",22,2141,"NA",,
"右手",22,2142,"NA",,
"售票窗口",22,2143,"Transportation and Accessibility",,
"商品齐全",22,2144,"Shopping",,
"地下通道",22,2145,"Transportation and Accessibility",,
"大小",22,2146,"NA",,
"太早",22,2147,"NA",,
"好一点",22,2148,"NA",,
"孩子超级",22,2149,"Family/Children family/Friends",,
"安检",22,2150,"Service",,
"家里",22,2151,"NA",,
"小宝宝",22,2152,"Family/Children family/Friends",,
"小景点",22,2153,"POI/Places",,
"工具",22,2154,"Facilities",,1
"差额",22,2155,"Price",,
"干净",22,2156,"Environment and Ambiance",,
"店家",22,2157,"Shopping",,
"建筑群",22,2158,"Sightseeing",,1
"感官",22,2159,"Experience",,
"战争",22,2160,"NA",,
