TEXT,COUNT,SENTIMENT_KEYWORD_AGG_INDEX,ASPECT_CATEGORY_NAME,COVID_RELATED
人员,15,1275,,
人文,15,1276,,
程度,15,1277,,
明代,15,1278,,
望去,15,1279,,
路公交车,15,1280,,
田峪,15,1281,,
大半天,15,1282,,
石头,15,1283,,
瞬间,15,1284,,
宋城,15,1285,,
都江堰景区,15,1286,,
国宝大熊猫,15,1287,,
的很不错,15,1288,,
帝王,15,1289,,
浦江,15,1290,,
北门,15,1291,,
对了,15,1292,,
长队,15,1293,,
女朋友一起,15,1294,,
百鸟园,15,1295,,
黄埔江边,15,1296,,
游客特别多,15,1297,,
呼吸,15,1298,,
中国历史,15,1299,,
长知识,15,1300,,
烟水鱼庄区域,14,1301,,
气候宜人,14,1302,,
溪人家,14,1303,,
电视剧,14,1304,,
湖面分割成若干水面,14,1305,,
温度,14,1306,,
感觉真的,14,1307,,
等电梯,14,1308,,
原名上海,14,1309,,
全天,14,1310,,
香港迪士尼乐园度假区,14,1311,,
柳树,14,1312,,
周村,14,1313,,
海浪,14,1314,,
四面,14,1315,,
清两代帝王,14,1316,,
个球,14,1317,,
几张照片,14,1318,,
看不完,14,1319,,
冬季,14,1320,,
两个球,14,1321,,
有了,14,1322,,
湿地公园的主景区,14,1323,,
上海标志性建筑物,14,1324,,
青城天下幽,14,1325,,
胆量,14,1326,,
日子,14,1327,,
课本,14,1328,,
几百,14,1329,,
腿软,14,1330,,
动物园里,14,1331,,
两天一晚,14,1332,,
海洋动物,14,1333,,
视频,14,1334,,
学校,14,1335,,
教育意义,14,1336,,
浦东陆家嘴,14,1337,,
古刹,14,1338,,
童趣,14,1339,,
成都锦,14,1340,,
长春园,14,1341,,
给人,14,1342,,
七大主题园区,14,1343,,
个好,14,1344,,
此地,14,1345,,
模式,14,1346,,
礁石,14,1347,,
花车,14,1348,,
上海的豫园,14,1349,,
上海市的代表性,14,1350,,
价值,14,1351,,
皓月园,14,1352,,
城楼,14,1353,,
龙骨水车,14,1354,,
第一个,14,1355,,
健康码,14,1356,,
时节,14,1357,,
四川,14,1358,,
已有,14,1359,,
等疫情过去,14,1360,,
教育基地,14,1361,,
圆沙洲,14,1362,,
相机,14,1363,,
总体不错,14,1364,,
外滩万国,14,1365,,
了解到,14,1366,,
天都,14,1367,,
服务员,14,1368,,
成都一定,14,1369,,
岛西南方海滩,14,1370,,
地铁直达,14,1371,,
生产力,14,1372,,
人物,14,1373,,
第三个球,14,1374,,
玻璃走廊,14,1375,,
集旅游,14,1376,,
风景美,14,1377,,
展厅,14,1378,,
通票,14,1379,,
上海东方明珠电视塔,14,1380,,
半价,14,1381,,
没办法,14,1382,,
绿色,14,1383,,
夜景特别,14,1384,,
木质结构古建筑,14,1385,,
沿路,14,1386,,
米处,14,1387,,
人头,14,1388,,
品种繁多,14,1389,,
不少游客,14,1390,,
物超所值,14,1391,,
小朋友特别,14,1392,,
景色很好,14,1393,,
亚洲最大的迪斯尼乐园,14,1394,,
内廷,14,1395,,
植被,14,1396,,
十里南京路,14,1397,,
价格优惠,14,1398,,
大地,14,1399,,
书本,14,1400,,
老年人,14,1401,,
中国文化,14,1402,,
半天时间,14,1403,,
大雨,14,1404,,
地堡,14,1405,,
桑蚕丝绸故事馆,14,1406,,
西藏中路,14,1407,,
通行证,14,1408,,
中国国家林业局,14,1409,,
疫情过去,14,1410,,
上海动物园,14,1411,,
三遍,14,1412,,
展品,14,1413,,
大门票,14,1414,,
亲子游,14,1415,,
都是人,14,1416,,
眼球,14,1417,,
世纪广场,14,1418,,
孩童,14,1419,,
杭州市区,14,1420,,
文人墨客,14,1421,,
运气,14,1422,,
大悲殿,14,1423,,
程船票,14,1424,,
秋天,14,1425,,
大典礼的地方,14,1426,,
谷坛,14,1427,,
浦东新区世纪大道,14,1428,,
好玩 人,14,1429,,
外滩景色,14,1430,,
顶层,14,1431,,
溪国家湿地公园,14,1432,,
沿途,14,1433,,
咖啡,14,1434,,
茅屋,14,1435,,
武门,14,1436,,
所在,14,1437,,
沈大成,14,1438,,
黄埔江畔,14,1439,,
华严,14,1440,,
情怀,14,1441,,
毛主席纪念堂,14,1442,,
小朋友的乐园,14,1443,,
历史遗迹,13,1444,,
美中不足,13,1445,,
佛教,13,1446,,
都市,13,1447,,
日出,13,1448,,
夜里,13,1449,,
停车费,13,1450,,
老上海的味道,13,1451,,
旅游好,13,1452,,
明清,13,1453,,
明信片,13,1454,,
京城,13,1455,,
停车位,13,1456,,
左手,13,1457,,
天公不作美,13,1458,,
宫门,13,1459,,
正门,13,1460,,
东侧,13,1461,,
上海的景色,13,1462,,
来的地方,13,1463,,
皇城,13,1464,,
适合情侣,13,1465,,
距离市中心,13,1466,,
每个城市,13,1467,,
单车,13,1468,,
寓意,13,1469,,
红墙黄,13,1470,,
措施,13,1471,,
好想再,13,1472,,
放松心情,13,1473,,
不起,13,1474,,
新意,13,1475,,
适合全家,13,1476,,
伙伴,13,1477,,
亲戚,13,1478,,
适合亲子,13,1479,,
春夏秋冬,13,1480,,
等疫情过后,13,1481,,
客流量,13,1482,,
九龙壁,13,1483,,
装修,13,1484,,
百年,13,1485,,
天气晴朗,13,1486,,
道路,13,1487,,
外滩的景色,13,1488,,
信息,13,1489,,
中国古代,13,1490,,
方向,13,1491,,
水中,13,1492,,
方便实惠,13,1493,,
空中,13,1494,,
观景点,13,1495,,
外滩风景,13,1496,,
晚上灯光,13,1497,,
上海最高,13,1498,,
之意,13,1499,,
上海经典景点,13,1500,,
冬日,13,1501,,
线上,13,1502,,
北京城,13,1503,,
幢风格迥异,13,1504,,
所有的,13,1505,,
晚餐,13,1506,,
座城市,13,1507,,
态度好,13,1508,,
一番,13,1509,,
风景名胜,13,1510,,
往上,13,1511,,
芙蓉隧道,13,1512,,
环岛路上,13,1513,,
价位,13,1514,,
所有人,13,1515,,
万历年间,13,1516,,
人民币,13,1517,,
学生票,13,1518,,
总面积,13,1519,,
一行,13,1520,,
人间天堂,13,1521,,
浦江美景,13,1522,,
品种多,13,1523,,
声音,13,1524,,
清代,13,1525,,
三小时,13,1526,,
一回,13,1527,,
黄埔江,13,1528,,
周年,13,1529,,
海水,13,1530,,
清朝,13,1531,,
上海全貌,13,1532,,
英国租界,13,1533,,
蓝天,13,1534,,
感触,13,1535,,
音乐,13,1536,,
后山,13,1537,,
主观光层,12,1538,,
香火旺盛,12,1539,,
花瓣,12,1540,,
商店街等游客景点,12,1541,,
宅家,12,1542,,
海滨浴场,12,1543,,
动物和谐,12,1544,,
动物品种多,12,1545,,
动物应有尽有,12,1546,,
新鲜事物,12,1547,,
坛域,12,1548,,
名云林寺,12,1549,,
上海的游客,12,1550,,
坛墙南方,12,1551,,
树木,12,1552,,
商业街区,12,1553,,
西式,12,1554,,
孩子勇敢,12,1555,,
迪士尼真的,12,1556,,
新建,12,1557,,
人间仙境,12,1558,,
游戏厅,12,1559,,
象征天圆,12,1560,,
一睹风采,12,1561,,
观光台,12,1562,,
恐龙馆,12,1563,,
诗人杜甫,12,1564,,
上海十里洋场的真实写照,12,1565,,
热门景点,12,1566,,
罗汉堂,12,1567,,
亲民,12,1568,,
鼓浪洞天,12,1569,,
个小,12,1570,,
小的时候,12,1571,,
号线,12,1572,,
上海城市,12,1573,,
江边,12,1574,,
右手,12,1575,,
视角,12,1576,,
电瓶船,12,1577,,
内廷的中心,12,1578,,
草堂遗址,12,1579,,
高症,12,1580,,
陆地,12,1581,,
高的人,12,1582,,
色彩,12,1583,,
上海标志性景点,12,1584,,
圆洲仔,12,1585,,
地震,12,1586,,
孩子的天堂,12,1587,,
功能,12,1588,,
花都,12,1589,,
白城沙滩,12,1590,,
海狮,12,1591,,
小孩子特别,12,1592,,
东门,12,1593,,
痕迹,12,1594,,
熊猫可爱,12,1595,,
房间,12,1596,,
恢宏大气,12,1597,,
座君臣,12,1598,,
上海历史博物馆,12,1599,,
全家一起,12,1600,,
前提,12,1601,,
明永乐,12,1602,,
童话的世界,12,1603,,
阳光明媚,12,1604,,
主题风格的酒店,12,1605,,
烽火台,12,1606,,
上海特色景点,12,1607,,
一个半小时,12,1608,,
上海的全貌,12,1609,,
足迹的艺术长廊,12,1610,,
一体的主题公园,12,1611,,
五龙屿,12,1612,,
风景宜人,12,1613,,
此处,12,1614,,
模型,12,1615,,
十元,12,1616,,
南宋时期命,12,1617,,
中的,12,1618,,
成果,12,1619,,
城市广场,12,1620,,
位置方便,12,1621,,
风景好,12,1622,,
中国重要的,12,1623,,
楼下,12,1624,,
上海野生动物园的动物种类,12,1625,,
太空仓,12,1626,,
三层,12,1627,,
时间充裕,12,1628,,
能力,12,1629,,
普陀山,12,1630,,
成都时的故居,12,1631,,
工部祠,12,1632,,
天风海涛,12,1633,,
欢乐谷现在,12,1634,,
太多人,12,1635,,
得很,12,1636,,
欧式,12,1637,,
一块,12,1638,,
中山路,12,1639,,
周家村入口,12,1640,,
太和门,12,1641,,
午餐,12,1642,,
特色的地方,12,1643,,
次年,12,1644,,
超大,12,1645,,
亚洲第三个,12,1646,,
万圣节,12,1647,,
中外游客,12,1648,,
时间不够,12,1649,,
下午的时候,12,1650,,
工艺品,12,1651,,
下到,12,1652,,
物品,12,1653,,
妈妈一起,12,1654,,
饲养员,12,1655,,
残垣断壁,12,1656,,
山小的感觉,12,1657,,
英法联军,12,1658,,
历史意义,12,1659,,
科学技术,12,1660,,
成了,12,1661,,
西蜀历史上,12,1662,,
造型独特,12,1663,,
北京市西城区景山西街,12,1664,,
北京天安门,12,1665,,
八国联军,12,1666,,
历史的地方,12,1667,,
文艺,12,1668,,
的人特别多,12,1669,,
青华路,12,1670,,
海底世界,12,1671,,
上海的迪士尼乐园,12,1672,,
屏晚钟,12,1673,,
屋顶,12,1674,,
品种齐全,12,1675,,
许仙,12,1676,,
景点门票,12,1677,,
皇乾殿,12,1678,,
棒极了,12,1679,,
山色空,12,1680,,
本地人,12,1681,,
绮春园,12,1682,,
一分钟,12,1683,,
上海迪士尼度假区占地,12,1684,,
皇后,12,1685,,
城外,12,1686,,
邮轮,12,1687,,
小吃街,12,1688,,
梦幻的王国,12,1689,,
座长方形城池,12,1690,,
北京的制高点,12,1691,,
山桃花,12,1692,,
上海近代城市,12,1693,,
多年历史,12,1694,,
绿化,12,1695,,
梦境,12,1696,,
小宝宝,12,1697,,
坛墙两重,12,1698,,
中国历史文化街区,12,1699,,
儿童乐园,12,1700,,
身高,12,1701,,
美仑美奂,12,1702,,
米奇,12,1703,,
地理位置,12,1704,,
古树,12,1705,,
米高空,12,1706,,
灯笼,12,1707,,
清两代皇帝,12,1708,,
上海有名的景点,12,1709,,
小浣熊,12,1710,,
现象,12,1711,,
球联票,12,1712,,
袋鼠,12,1713,,
天坛东门,12,1714,,
烟火,12,1715,,
诗圣,12,1716,,
圆明,12,1717,,
心灵,12,1718,,
个风格各异的主题展区,12,1719,,
鸽子,12,1720,,
去得,12,1721,,
鸳鸯,12,1722,,
孔雀,12,1723,,
灵魂,12,1724,,
日落,12,1725,,
旧上海租界区,12,1726,,
雷峰夕照,12,1727,,
技术,12,1728,,
众多国内外游客,12,1729,,
雍正,12,1730,,
米主观光层,12,1731,,
晚上的烟火,12,1732,,
衣服,12,1733,,
隧道,12,1734,,
人人,12,1735,,
外地朋友,12,1736,,
中国内地首座迪士尼主题,12,1737,,
圆明园遗址公园,12,1738,,
几个同学一起,12,1739,,
一大早,11,1740,,
绿树,11,1741,,
十元钱,11,1742,,
五元,11,1743,,
雪天,11,1744,,
大爱,11,1745,,
黄浦江夜景,11,1746,,
颗明珠,11,1747,,
山下,11,1748,,
有一天,11,1749,,
贼鸟会,11,1750,,
历史文化底蕴,11,1751,,
岸边,11,1752,,
近代,11,1753,,
顶楼,11,1754,,
姐姐,11,1755,,
小偷,11,1756,,
老人家,11,1757,,
特色的景点,11,1758,,
孤山,11,1759,,
园内的鸟类,11,1760,,
观赏性,11,1761,,
地方不错,11,1762,,
力量,11,1763,,
小长假,11,1764,,
不仅仅是,11,1765,,
鸟类几十种,11,1766,,
此时,11,1767,,
最大面额,11,1768,,
遛娃好,11,1769,,
上海肯定,11,1770,,
吸引力,11,1771,,
灯火通明,11,1772,,
南京西路,11,1773,,
积分,11,1774,,
都江堰水利工程,11,1775,,
手臂,11,1776,,
两千余,11,1777,,
周六,11,1778,,
面的琴园内,11,1779,,
西湖景区,11,1780,,
白色,11,1781,,
日光岩游览区管理处,11,1782,,
环境真的,11,1783,,
不算,11,1784,,
老妈,11,1785,,
园里,11,1786,,
外贸机构的集中地,11,1787,,
英文,11,1788,,
鼓浪屿日光岩景区,11,1789,,
广场鸽等六大类别,11,1790,,
苏州,11,1791,,
兴趣,11,1792,,
宝贵财富,11,1793,,
二月兰,11,1794,,
环球金融中心,11,1795,,
记载,11,1796,,
爱好者,11,1797,,
一体的大型鸟类,11,1798,,
一日游,11,1799,,
特别棒,11,1800,,
天气热,11,1801,,
业务,11,1802,,
雾气,11,1803,,
冬至,11,1804,,
大小,11,1805,,
西湖的景色,11,1806,,
千古情,11,1807,,
除夕,11,1808,,
座大型,11,1809,,
上海的话,11,1810,,
条件,11,1811,,
就有,11,1812,,
饮料,11,1813,,
环节,11,1814,,
共分为水禽类,11,1815,,
白娘子,11,1816,,
路边,11,1817,,
奢侈品,11,1818,,
差距,11,1819,,
又能,11,1820,,
花儿,11,1821,,
苏州河上,11,1822,,
旅途,11,1823,,
游完,11,1824,,
飞机,11,1825,,
组织,11,1826,,
大上海的夜景,11,1827,,
一段历史,11,1828,,
特产,11,1829,,
杭州市,11,1830,,
一路上,11,1831,,
普陀,11,1832,,
梦想的地方,11,1833,,
座集,11,1834,,
小的,11,1835,,
国家旅游局正式,11,1836,,
场不错,11,1837,,
西湖真的,11,1838,,
整体感觉,11,1839,,
时间关系,11,1840,,
几道红印,11,1841,,
危险,11,1842,,
能见度,11,1843,,
霓虹灯,11,1844,,
四月份,11,1845,,
专业,11,1846,,
地理位置好,11,1847,,
手法,11,1848,,
第一站,11,1849,,
游客多,11,1850,,
地方真的,11,1851,,
这个时候,11,1852,,
周末人,11,1853,,
江风,11,1854,,
赶时间,11,1855,,
旧上海金融,11,1856,,
鸟艺,11,1857,,
大厅,11,1858,,
日本,11,1859,,
时间多,11,1860,,
上海热门,11,1861,,
个导游,11,1862,,
来的景点,11,1863,,
南起延安,11,1864,,
街边,11,1865,,
火锅,11,1866,,
申码,11,1867,,
上海市黄浦区,11,1868,,
康熙帝,10,1869,,
环境保护好,10,1870,,
爱你,10,1871,,
风格独特,10,1872,,
糖油果子,10,1873,,
超市,10,1874,,
外形,10,1875,,
云林禅寺,10,1876,,
风景区,10,1877,,
大人孩子,10,1878,,
建国,10,1879,,
活力,10,1880,,
卡通人物,10,1881,,
餐馆,10,1882,,
卡通,10,1883,,
棒棒的网站,10,1884,,
能量,10,1885,,
王府井,10,1886,,
物种,10,1887,,
使人,10,1888,,
商业气息的街道,10,1889,,
日本的日光山,10,1890,,
程网上,10,1891,,
丹陛桥,10,1892,,
馆内,10,1893,,
原名,10,1894,,
距离市区,10,1895,,
空中玻璃栈道,10,1896,,
客人,10,1897,,
成都武侯祠,10,1898,,
米大厅,10,1899,,
两个多小时,10,1900,,
亚洲最大的迪士尼乐园,10,1901,,
上海野生动物园的位置,10,1902,,
美伦美,10,1903,,
世人,10,1904,,
不少项目,10,1905,,
岩仔山,10,1906,,
天气很好,10,1907,,
项目特别多,10,1908,,
状态,10,1909,,
我国历史上,10,1910,,
超级美,10,1911,,
孩子的爱心,10,1912,,
交通枢纽,10,1913,,
正宫,10,1914,,
三国圣地,10,1915,,
海底隧道,10,1916,,
纪念品店,10,1917,,
黄色,10,1918,,
花木行政文化中心区,10,1919,,
理念,10,1920,,
蜡像馆,10,1921,,
总称,10,1922,,
名气大,10,1923,,
要塞,10,1924,,
集团,10,1925,,
东城区永定门内大街东侧,10,1926,,
钱王祠,10,1927,,
苏州园林,10,1928,,
科学技术博物馆,10,1929,,
上下电梯,10,1930,,
爸爸妈妈,10,1931,,
历史故事,10,1932,,
游客少,10,1933,,
多处公园景点,10,1934,,
夜场,10,1935,,
明清两代皇帝,10,1936,,
暑期,10,1937,,
的很详细,10,1938,,
全面声音优美,10,1939,,
三国遗迹博物馆,10,1940,,
馆子,10,1941,,
食品店,10,1942,,
杭州市民,10,1943,,
时刻,10,1944,,
文化气息,10,1945,,
莫名,10,1946,,
大品牌,10,1947,,
苏州河,10,1948,,
大名园,10,1949,,
井巷子,10,1950,,
种类多,10,1951,,
遗迹,10,1952,,
好几年,10,1953,,
全中国,10,1954,,
明清皇帝,10,1955,,
永恒话题,10,1956,,
教育的公益性机构,10,1957,,
山水园林,10,1958,,
车程,10,1959,,
琼华岛,10,1960,,
玉兰,10,1961,,
光轮,10,1962,,
中华商业,10,1963,,
布局,10,1964,,
详略得当,10,1965,,
石植物园,10,1966,,
玉带桥,10,1967,,
科技知识,10,1968,,
时尚商业街区,10,1969,,
七点,10,1970,,
北京的中轴线,10,1971,,
日票,10,1972,,
街景,10,1973,,
风采,10,1974,,
巨幕影院,10,1975,,
钢琴博物馆,10,1976,,
文鱼,10,1977,,
科技的力量,10,1978,,
大公园,10,1979,,
绿树成荫,10,1980,,
福建省厦门市,10,1981,,
项目众多,10,1982,,
中国唐代大,10,1983,,
上海小吃,10,1984,,
弟弟,10,1985,,
足够了,10,1986,,
王国,10,1987,,
音乐喷泉,10,1988,,
演员,10,1989,,
味道很好,10,1990,,
北京市南部,10,1991,,
多座博物馆,10,1992,,
透明走廊,10,1993,,
牡丹,10,1994,,
精神文明,10,1995,,
文华殿,10,1996,,
孩子的乐园,10,1997,,
上海新十大,10,1998,,
方丈楼等,10,1999,,
受益匪浅,10,2000,,
方形,10,2001,,
大熊猫基地,10,2002,,
国际,10,2003,,
方法,10,2004,,
写字楼,10,2005,,
病毒,10,2006,,
主题乐园,10,2007,,
海盗船,10,2008,,
西印度僧人慧理和尚,10,2009,,
清两代,10,2010,,
时空,10,2011,,
游客如织,10,2012,,
下雪天,10,2013,,
童心,10,2014,,
起点,10,2015,,
建筑设计,10,2016,,
客栈,10,2017,,
風景,10,2018,,
下次等,10,2019,,
指南,10,2020,,
中学,10,2021,,
建议多,10,2022,,
影院,10,2023,,
野生动物园的动物,10,2024,,
小孩一起,10,2025,,
两年,10,2026,,
生物,10,2027,,
少点,10,2028,,
厦门园林植物园,10,2029,,
公主,10,2030,,
看人,10,2031,,
上海南京步行街,10,2032,,
最能,10,2033,,
站在玻璃,10,2034,,
早餐,10,2035,,
人不少,10,2036,,
感觉挺好,10,2037,,
非常好的地方,10,2038,,
中国国家博物馆,10,2039,,
少女心,10,2040,,
旅游中心,10,2041,,
周末人太多,10,2042,,
童话王国,10,2043,,
黄山尖,10,2044,,
明长城,10,2045,,
春风,10,2046,,
彩灯,10,2047,,
陆家嘴金融中心,10,2048,,
年龄,10,2049,,
中山路步行街,10,2050,,
地道,10,2051,,
地方特色,10,2052,,
条线,10,2053,,
折扣,10,2054,,
半径,10,2055,,
青少年,10,2056,,
现场买票便宜,10,2057,,
度假区特别,10,2058,,
这一天,10,2059,,
高端个性消费,10,2060,,
湖南,10,2061,,
一家动物园,10,2062,,
游客众多,10,2063,,
电话,10,2064,,
童话般的世界,10,2065,,
小西天,10,2066,,
感觉上海迪士尼特别,10,2067,,
这种模式的导游,10,2068,,
制高点,10,2069,,
高塔,10,2070,,
小资,10,2071,,
亲子游的好地方,10,2072,,
汽车,10,2073,,
厦门植物园,10,2074,,
民俗,10,2075,,
年纪,10,2076,,
歌声,10,2077,,
好大,10,2078,,
笑容,10,2079,,
不出,10,2080,,
条街上,10,2081,,
内容具体,10,2082,,
园中园,10,2083,,
还不如,10,2084,,
岷江,10,2085,,
成都平原,10,2086,,
环境清幽,10,2087,,
熊猫馆,10,2088,,
周末的时候,10,2089,,
新安江水库,10,2090,,
观景台,10,2091,,
杭州本地人,10,2092,,
客服,10,2093,,
日光岩寺,10,2094,,
若干个,10,2095,,
非常好非常好,10,2096,,
尽头,10,2097,,
一天足够,10,2098,,
设施设备,10,2099,,
外滩美景,10,2100,,
玻璃球,10,2101,,
个高科技特种影院,10,2102,,
标志性文化景观,10,2103,,
岳王庙,10,2104,,
迪斯尼的原因,10,2105,,
天气原因,10,2106,,
下回,10,2107,,
商品应有尽有,10,2108,,
新建宫门,10,2109,,
娃好,10,2110,,
既能,10,2111,,
自助餐厅,10,2112,,
院落,10,2113,,
家庭,10,2114,,
雷锋塔,10,2115,,
代表性的地方,10,2116,,
代表性的景点,10,2117,,
算得上,10,2118,,
小学,10,2119,,
香港迪士尼,10,2120,,
米世博,10,2121,,
上海的朋友,10,2122,,
排长队,10,2123,,
两个项目,10,2124,,
第一批全国重点文物,9,2125,,
寺院,9,2126,,
不错哈,9,2127,,
景点多,9,2128,,
海洋,9,2129,,
情操,9,2130,,
画面,9,2131,,
趣味十足,9,2132,,
小船,9,2133,,
晚上的景色,9,2134,,
中国十大,9,2135,,
上海国际大都市,9,2136,,
味道一般,9,2137,,
上海的时候,9,2138,,
留影,9,2139,,
心情不好,9,2140,,
半个多小时,9,2141,,
这段时间,9,2142,,
自然环境,9,2143,,
阴霾,9,2144,,
这段,9,2145,,
夜景不错,9,2146,,
以后再来,9,2147,,
西山,9,2148,,
身份证原件,9,2149,,
价格合理,9,2150,,
近期,9,2151,,
三个字,9,2152,,
拍婚纱照,9,2153,,
老板,9,2154,,
视线,9,2155,,
级风景区,9,2156,,
上海市著名,9,2157,,
当地,9,2158,,
让人心旷神怡,9,2159,,
孩子来的,9,2160,,
渡轮,9,2161,,
内涵,9,2162,,
一辈子,9,2163,,
建议错,9,2164,,
愿望,9,2165,,
一周,9,2166,,
了一,9,2167,,
个月,9,2168,,
屁股,9,2169,,
生命,9,2170,,
作品,9,2171,,
天地,9,2172,,
一次旅游,9,2173,,
住所,9,2174,,
回程,9,2175,,
外国友人,9,2176,,
贵点,9,2177,,
细细的,9,2178,,
台风,9,2179,,
视觉,9,2180,,
岩石,9,2181,,
二楼,9,2182,,
重庆,9,2183,,
景色特别,9,2184,,
票的时候,9,2185,,
团队,9,2186,,
总要,9,2187,,
气势雄伟,9,2188,,
轮船,9,2189,,
门前,9,2190,,
漂亮极了,9,2191,,
四月,9,2192,,
清康熙,9,2193,,
票价贵,9,2194,,
淤泥,9,2195,,
再也,9,2196,,
必不可少,9,2197,,
如意门,9,2198,,
多年前,9,2199,,
白天的风景,9,2200,,
名声在外,9,2201,,
芙蓉湖,9,2202,,
脚步,9,2203,,
历程,9,2204,,
西蜀,9,2205,,
夏季,9,2206,,
其间,9,2207,,
夜晚的景色,9,2208,,
老师,9,2209,,
眼里,9,2210,,
上海的老地标,9,2211,,
人巨多,9,2212,,
段时间,9,2213,,
门票便宜,9,2214,,
系列,9,2215,,
外滩的风景,9,2216,,
贡献,9,2217,,
上海真的,9,2218,,
上海景点,9,2219,,
建筑师,9,2220,,
上海的名片,9,2221,,
海滩,9,2222,,
上海市浦东新区陆家嘴,9,2223,,
天气不错,9,2224,,
黄浦江外滩,9,2225,,
天气炎热,9,2226,,
玩法,9,2227,,
的人一起,9,2228,,
的很快,9,2229,,
它的美,9,2230,,
座城,9,2231,,
水果,9,2232,,
指示牌,9,2233,,
小可爱,9,2234,,
宋城千古情,9,2235,,
历史沿革,9,2236,,
国际化大都市,9,2237,,
一大圈,9,2238,,
旅游团,9,2239,,
适合晚上,9,2240,,
一次上海,9,2241,,
景区门口,9,2242,,
上海环球金融中心,9,2243,,
疫情原因,9,2244,,
百货,9,2245,,
一条龙,9,2246,,
遛弯,9,2247,,
前一天,9,2248,,
公园附近,9,2249,,
联系,9,2250,,
前几年,9,2251,,
春色,9,2252,,
火车,9,2253,,
价格公道,9,2254,,
眼底,9,2255,,
红墙绿,9,2256,,
上海著名的景点,9,2257,,
乾隆,9,2258,,
雷锋夕照,9,2259,,
好机会,9,2260,,
歌曲,9,2261,,
春游,9,2262,,
灯火阑珊,9,2263,,
滑道,9,2264,,
游人众多,8,2265,,
灵隐寺开山祖师,8,2266,,
西湖的湖体轮廓,8,2267,,
不少人,8,2268,,
华东地区最大的动物园,8,2269,,
浦东机场,8,2270,,
岁月,8,2271,,
有一次,8,2272,,
更有,8,2273,,
得人,8,2274,,
总会,8,2275,,
耳边,8,2276,,
故宫绝对,8,2277,,
城市综合,8,2278,,
经济实惠,8,2279,,
天鹅湖,8,2280,,
夜游,8,2281,,
重点文物,8,2282,,
七个主题园区,8,2283,,
不尽人意,8,2284,,
丁香,8,2285,,
车子,8,2286,,
经典的景点,8,2287,,
区内,8,2288,,
全上海,8,2289,,
车站,8,2290,,
味道不错,8,2291,,
浦江两岸风情,8,2292,,
区里,8,2293,,
知识的好地方,8,2294,,
风大,8,2295,,
冰雪奇缘,8,2296,,
旧上海,8,2297,,
崇祯皇帝,8,2298,,
颜色,8,2299,,
特别美的地方,8,2300,,
公司 层数,8,2301,,
硬币,8,2302,,
千年古刹,8,2303,,
学生半价,8,2304,,
地带,8,2305,,
颜值,8,2306,,
车票,8,2307,,
夜间,8,2308,,
俶塔,8,2309,,
藏品,8,2310,,
大熊猫等,8,2311,,
两座主题酒店,8,2312,,
天桥,8,2313,,
熊猫大道,8,2314,,
运气好,8,2315,,
加勒比海盗船,8,2316,,
地方大,8,2317,,
等着,8,2318,,
清乾隆,8,2319,,
著名商业街,8,2320,,
大熊猫太阳产房,8,2321,,
迪士尼·皮克斯玩具,8,2322,,
竞争力,8,2323,,
乾清门,8,2324,,
人潮拥挤,8,2325,,
人潮汹涌,8,2326,,
观赏性淡水湖泊,8,2327,,
仙灵,8,2328,,
老人小孩,8,2329,,
童真,8,2330,,
杭州的名片,8,2331,,
迪士尼公主,8,2332,,
动物亲密,8,2333,,
迪士尼站,8,2334,,
老城隍庙,8,2335,,
迪斯尼小镇,8,2336,,
首批国家,8,2337,,
首都,8,2338,,
迪士尼酒店,8,2339,,
新时代大,8,2340,,
地板,8,2341,,
兵营区,8,2342,,
新科技,8,2343,,
运动,8,2344,,
好很多,8,2345,,
新西湖,8,2346,,
两岸,8,2347,,
熊猫文化,8,2348,,
观景平台,8,2349,,
条集,8,2350,,
杭州灵隐寺,8,2351,,
柳枝,8,2352,,
四合院,8,2353,,
个一天,8,2354,,
适合一家人,8,2355,,
大都市上海,8,2356,,
松柏,8,2357,,
路程,8,2358,,
小孩老人,8,2359,,
仙境,8,2360,,
感冒,8,2361,,
路等,8,2362,,
四方游客生动,8,2363,,
再也不想,8,2364,,
视野很好,8,2365,,
小玩意,8,2366,,
大自然和谐,8,2367,,
个球体,8,2368,,
小熊维尼历险记,8,2369,,
四维影院,8,2370,,
繁华都市,8,2371,,
大自然的好机会,8,2372,,
这么多,8,2373,,
美的景点,8,2374,,
烟花秀,8,2375,,
规范,8,2376,,
园林清幽秀丽,8,2377,,
创意,8,2378,,
老上海风情,8,2379,,
场疫情,8,2380,,
地理位置不错,8,2381,,
一点意思,8,2382,,
个主题特展,8,2383,,
煤山,8,2384,,
海鸥,8,2385,,
园林景观,8,2386,,
一家店,8,2387,,
典范,8,2388,,
近椭圆形,8,2389,,
中国文学史上的一块圣地,8,2390,,
大牌,8,2391,,
规模宏大,8,2392,,
小蛮腰,8,2393,,
极限,8,2394,,
个古今中外科学家,8,2395,,
花车游行,8,2396,,
美的景色,8,2397,,
鲜肉月饼,8,2398,,
好景色,8,2399,,
杭州一定,8,2400,,
六和,8,2401,,
大厦,8,2402,,
城堡面积,8,2403,,
园时间,8,2404,,
早一点,8,2405,,
俗话说,8,2406,,
米老鼠,8,2407,,
有一些,8,2408,,
演职人员,8,2409,,
光绪时,8,2410,,
中国的首都,8,2411,,
潮流,8,2412,,
东方明珠上海的地标,8,2413,,
科幻城等,8,2414,,
