address,block,coordinates,cuisine_type,dining_category,feature,index,meal,name,phonenumber,price,rating,rating_atmosphere,rating_food,rating_service,rating_value,review_number,special_diets
"7 Wallich Street Floor 01 Tanjong Pagar Centre 15 Tanjong Pagar Centre, Singapore 078884 Singapore",Central Business District,"1.276743,103.84665",,[],Reservations,1891,"Lunch, Dinner",Ippudo,tel:+65 6235 2547,,4.5,,,,,10 reviews,
"33 Sengkang West Avenue The Seletar Mall #03-10, The Seletar Mall, Singapore 797653 Singapore",Fernvale,"1.391316,103.87611",Chinese,"[u'Chinese, Vegetarian Friendly']",,1892,"Lunch, Dinner",Paradise Inn,,,4.5,,,,,15 reviews,Vegetarian Friendly
"93 Stamford Road # 01 National Museum of Singapore 06, Singapore 178897 Singapore",Museum,"1.29682,103.84877","Chinese, Asian","[u'$$$$, Chinese, Asian']",,1893,"Lunch, Dinner",Chef Chan's Restrant,tel:+65 6333 0073,S$28 - S$35,4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,32 reviews,
"136 Casuarina Road Sembawang Hills Estate, Singapore 579524 Singapore",Ang Mo Kio,"1.377191,103.82806","Indian, Asian, Singaporean","[u'$, Indian, Asian, Singaporean']",,1894,"Breakfast, Lunch, Dinner",Casuarina Curry,tel:+65 6455 9093,,3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,85 reviews,Halal
"335 Smith Street Chinatown Complex #02-58, Singapore 050335 Singapore",Outram,"1.28218,103.84317",Pub,"[u'$, Pub']",,1895,Dinner,The Good Beer Company,tel:+65 9430 2750,,4.5,,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,14 reviews,
"1 Rochor Canal Road Sim Lim Square Shop #02-04, Singapore 188504 Singapore",Central Area/City Area,"1.303192,103.85333","Chinese, Asian","[u'$, Chinese, Asian']",,1896,,Taste Good,tel:+65 6336 6298,,4.5,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_50,12 reviews,
"12 West Coast Walk, #01-04/05/06 West Coast Recreation Centre, Singapore 127157 Singapore",Clementi,"1.30975,103.76418",,[],"Reservations, Seating, Table Service",1897,"Dinner, Lunch",Jack’s Place,tel:+65 6776 2775,,4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,13 reviews,
"110 Killiney Road Tai Wah Building, Singapore 239549 Singapore",Central Area/City Area,"1.298169,103.83856",,"[u'$$ - $$$, Vegetarian Friendly, Vegan Options, Gluten Free Options']","Seating, Takeout, Reservations",1898,"Lunch, Brunch, Breakfast, Dinner",Real food,,,3.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,84 reviews,"Vegetarian Friendly, Vegan Options, Gluten Free Options"
"180 Kitchener Road #03-23 City Square Mall City Square Mall, Singapore 208539 Singapore",Lavender,"1.311339,103.857056",Japanese,[u'Japanese'],,1899,"Lunch, Dinner",Saute-San,tel:+65 8788 4284,,4.5,,,,,9 reviews,
"120 Bukit Merah Lane 1 #01-56 Alexandra Village Food Centre, Singapore 150120 Singapore",Bukit Merah,"1.28638,103.80461",,[u'$'],,1900,,Shanghai La Mian Xiao Long Bao,,,4.5,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_30,ui_bubble_rating bubble_45,11 reviews,
"51 Old Airport Road #01-162 Old Airport Road Hawkers' Centre Old Airport Road Food Centre, Singapore 390051 Singapore",Aljunied,"1.30793,103.8857","Asian, Singaporean","[u'Asian, Singaporean']","Takeout, Parking Available, Street Parking, Validated Parking, Wheelchair Accessible, Free Wifi",1901,"Lunch, Dinner, Brunch",J & J Special Beef Noodle,tel:+65 9862 7592,,4.5,,,,,11 reviews,
"21 Choa Chu Kang Avenue 4 Lot One 4 #B1-32/33, Lot One, Singapore 689812 Singapore",Choa Chu Kang,"1.38512,103.74498","Chinese, Asian","[u'Chinese, Asian']","Reservations, Seating, Table Service",1902,"Lunch, Dinner",Dian Xiao Er,tel:+65 6766 1776,,4,ui_bubble_rating bubble_35,ui_bubble_rating bubble_45,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,16 reviews,
"11 Bussorah Street, Singapore 199432 Singapore", from Little India,"1.30112,103.86018",,[],Reservations,1903,,Aroy Thai Kitchen by Aroy-Dee,tel:+65 6909 7935,,4.5,,,,,9 reviews,
"118 Holland Avenue Raffles Holland V Raffles Medical Holland Village, Singapore 278997 Singapore",Holland Village,"1.310719,103.79594","Chinese, Asian, Soups","[u'$$ - $$$, Chinese, Asian, Soups']",,1904,"Lunch, Dinner","Soup Restaurant, Holland Village.",tel:+65 6352 6606,,3.5,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,23 reviews,Vegan Options
"28 Mosque Street, Singapore 059506 Singapore",Outram,"1.283415,103.845505","Chinese, Seafood, Barbecue, Asian, Singaporean, Malaysian","[u'Chinese, Seafood, Barbecue, Asian']",Reservations,1905,"Lunch, Dinner",Yuen Seafood,tel:+65 6223 9700,,4.5,,,,,10 reviews,
"2 Jalan Kelulut #16-18, Singapore 809023 Singapore",Serangoon,"1.383179,103.87587","Seafood, Chinese, Asian","[u'$$ - $$$, Seafood, Chinese, Asian']","Reservations, Seating, Table Service",1906,"Dinner, Lunch",Orchid Live Seafood,,,4,ui_bubble_rating bubble_30,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,20 reviews,
"30 Raffles Avenue Singapore Flyer, Singapore 039803 Singapore",Marina Centre,"1.288928,103.86291","Seafood, Asian, Chinese, Singaporean","[u'$$ - $$$, Seafood, Asian, Chinese']",,1907,"Dinner, Lunch, After-hours",Seafood Paradise,tel:+65 6336 5101,S$35 - S$69,3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_30,ui_bubble_rating bubble_30,73 reviews,
"20 Ah Hood Road Zhongshan Mall #01-12 Zhongshan Mall, Singapore 329984 Singapore",Novena,"1.326832,103.84651","Mediterranean, Greek, Middle Eastern","[u'$, Mediterranean, Greek, Middle Eastern']",,1908,"Lunch, Dinner",Yeero Gyro by Pistachio,tel:+65 6268 6877,S$11 - S$17,4.5,,,,,11 reviews,
"1 Raffles Place #03-23/24 #03-23/24 One Raffles Place, Singapore 048616 Singapore",Central Area/City Area,"1.28433,103.85103",Asian,"[u'$$ - $$$, Asian, Vegetarian Friendly']",,1909,"Lunch, Dinner",Greendot,tel:+65 6203 4923,,4.5,,,,,13 reviews,Vegetarian Friendly
"350 Orchard Road Shaw House #B1 Shaw House, Singapore 238868 Singapore",Boulevard,"1.30579,103.8315",,[u'$'],,1910,Brunch,MOS Burger,tel:+65 6735 0507,,4,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,20 reviews,
"3A River Valley Road Merchants' Court Clarke Quay #01-03, Singapore 179020 Singapore",Central Area/City Area,"1.289931,103.84485","Chinese, Asian","[u'$$ - $$$, Chinese, Asian']","Seating, Table Service, Highchairs Available, Serves Alcohol, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards",1911,"Lunch, Dinner, Brunch, After-hours, Drinks",Tsui Wah Clarke Quay,tel:+65 6250 9270,,3.5,,ui_bubble_rating bubble_30,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,48 reviews,
"226 East Coast Road, Singapore 428923 Singapore",Marine Parade,"1.307654,103.90755","American, Singaporean, Cafe, Asian","[u'American, Singaporean, Cafe, Asian']","Reservations, Seating, Takeout",1912,"Breakfast, Lunch",Forty Hands,tel:+65 6877 4860,,4,,,,,16 reviews,
"26 Sentosa Gateway #01-208 Resorts World Sentosa Resorts World Sentosa, Singapore 098138 Singapore",Sentosa Island,"1.25505,103.82292",Cafe,"[u'$, Cafe']",,1913,Lunch,LiHO Tea @ RWS,tel:+65 6570 9326,,4.5,,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,14 reviews,
"14 Scotts Road Far East Plaza Kiosk 14A, Singapore 228213 Singapore",Central Area/City Area,"1.30691,103.83354",Italian,"[u'$$ - $$$, Italian']","Takeout, Seating, Delivery",1914,"Lunch, Dinner",Pastamania,tel:+65 6735 6369,,4,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,ui_bubble_rating bubble_30,29 reviews,
"165 Tyrwhitt Road Parc Sovereign Hotel - Tyrwhitt, Singapore 207569 Singapore", from Little India,"1.312299,103.86062","Cafe, International, European, Central European, South American, Central American","[u'Cafe, International, European, Central European']",,1915,,Tyrwhitt Little Cafe,,,4.5,,,,,8 reviews,
"321 Alexandra Road Alexandra Central #01-15, Alexandra Central Mall, Singapore 159971 Singapore",Bukit Merah,"1.287606,103.805","Bar, Pub","[u'$$ - $$$, Bar, Pub']","Seating, Serves Alcohol, Reservations",1916,"Lunch, Dinner",Alibabar Dining Cafe Bar,tel:+65 6250 2633,,3.5,,ui_bubble_rating bubble_30,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,37 reviews,
"8 Sentosa Gateway Resorts World Sentosa #01-00, The Forum Resorts World Sentosa, Resorts World Sentosa, Singapore 098269 Singapore",Sentosa Island,"1.256505,103.82","Italian, Pizza","[u'$$ - $$$, Italian, Pizza, Vegetarian Friendly']",,1917,,Tino's Pizza Cafe,tel:+65 6570 5812,S$15 - S$31,3.5,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,35 reviews,Vegetarian Friendly
"9 Raffles Boulevard Millenia Walk, Singapore 039596 Singapore",Marina Centre,"1.293267,103.85925","Cafe, European, Scandinavian","[u'$$ - $$$, Cafe, European, Scandinavian']","Seating, Reservations, Wheelchair Accessible",1918,"Breakfast, Lunch, Dinner, Brunch",Fika Swedish Cafe & Bistro Millenia Walk,tel:+65 6336 7234,,3.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,44 reviews,
"53 Craig Road #01-01, Singapore 089691 Singapore",Outram,"1.27778,103.84224","Asian, Contemporary, Singaporean","[u'$$ - $$$, Asian, Contemporary, Singaporean']",,1920,"Dinner, Drinks, Lunch",Kite,tel:+65 9729 7988,S$25 - S$50,4.5,,,,,15 reviews,
"122 Pasir Panjang Road, Singapore 118544 Singapore",Pasir Panjang 2,"1.275892,103.7932","American, Bar, Pub","[u'$$ - $$$, American, Bar, Pub']","Seating, Takeout, Reservations",1921,"Dinner, Brunch, Lunch",Fat Boy's,tel:+65 6471 3224,,4,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,30 reviews,
"15 Smith Street Chinatown, Singapore 058929 Singapore",Outram,"1.282119,103.84449","Chinese, Asian, Seafood","[u'$$ - $$$, Chinese, Asian, Seafood']","Takeout, Seating, Table Service",1922,"Lunch, Dinner, Brunch",Holland Village XO Fish Head Bee Hun,tel:+65 6227 3345,,4,ui_bubble_rating bubble_20,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,ui_bubble_rating bubble_30,24 reviews,
"991B Alexandra Road #01-10, Singapore 119970 Singapore",Telok Blangah Drive,"1.27471,103.80214","Italian, International","[u'$$ - $$$, Italian, International']",,1923,"Dinner, Lunch",Blue Lotus @ Alexandra (Kitchen Bar),tel:+65 6665 0880,S$44 - S$80,4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,30 reviews,
"2 Jalan Klapa, Singapore 199314 Singapore",Central Area/City Area,"1.30419,103.86007",,[],"Reservations, Seating, Table Service",1924,"Lunch, Dinner",KINS Restaurant,tel:+65 291 4842,,4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,12 reviews,
"30 Merchant Road Riverside Point #01-04, Singapore 058282 Singapore",Central Area/City Area,"1.28917,103.84411","Bar, Pub","[u'$$ - $$$, Bar, Pub']","Reservations, Seating, Table Service",1925,"Lunch, Dinner",Harry's - Riverside Point,tel:+65 6438 8852,,4,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,25 reviews,
"46A Prinsep Street Prinsep Place #01-01 & 02-01, Singapore 188676 Singapore",Central Area/City Area,"1.299836,103.84968","Mediterranean, Greek","[u'$$ - $$$, Mediterranean, Greek']","Reservations, Seating, Table Service",1926,"Dinner, Lunch",Place To R.E.A.D.,tel:+65 6333 0689,,4,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,17 reviews,
"785 North Bridge Road, Singapore 198753 Singapore", from Little India,"1.30391,103.8599",Italian,[u'Italian'],Reservations,1927,,Tipo,tel:+65 8768 0785,,4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,16 reviews,
"2 Orchard Turn Ion Orchard Ste #B3-21, Singapore 238801 Singapore",Boulevard,"1.304781,103.83132","Asian, Thai","[u'$$ - $$$, Asian, Thai']","Takeout, Seating, Wheelchair Accessible, Serves Alcohol, Reservations, Highchairs Available, Table Service",1928,"Lunch, Dinner",Nara Thai Singapore,tel:+65 6634 5787,,3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,209 reviews,
"501 Bukit Timah Road #01-05 Cluny Court, Singapore 259760 Singapore",Tanglin,"1.322327,103.814865","Cafe, Italian, European","[u'$$ - $$$, Cafe, Italian, European']",,1929,"Breakfast, Lunch, Dinner",Da Paolo Gastronomia - Bukit Timah,tel:+65 6468 7010,,3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,ui_bubble_rating bubble_30,94 reviews,Vegetarian Friendly
"190 Middle Road Fortune Centre Fortune Centre #01-33, Singapore 188979 Singapore",Central Area/City Area,"1.30044,103.85225","Cafe, Pizza","[u'$$ - $$$, Cafe, Pizza, Vegan Options']",,1930,,HOTCAKES VEGETARIAN BAKERY & CAFE,tel:+65 9782 6835,S$4 - S$10,4.5,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,12 reviews,Vegan Options
"501 Orchard Road Wheelock Place, Singapore 238880 Singapore",Boulevard,"1.30457,103.83057",Seafood,"[u'$$ - $$$, Seafood']","Takeout, Seating, Wheelchair Accessible, Reservations, Table Service",1931,"Lunch, Dinner",Fish & Co.,tel:+65 6509 8259,,3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,157 reviews,
"9 Kent Ridge Drive Guild House, Singapore 119241 Singapore",National University of Singapore,"1.29329,103.77292","Chinese, Asian","[u'$$ - $$$, Chinese, Asian']","Reservations, Seating, Wheelchair Accessible",1932,"Lunch, Dinner, Brunch",Cafe On The Ridge,tel:+65 6586 3722,,4.5,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,12 reviews,
"924 E East Coast Road, Singapore 459115 Singapore",Bedok,"1.31236,103.92487","Bar, Pub","[u'$$ - $$$, Bar, Pub']","Seating, Television, Wheelchair Accessible",1933,"Dinner, Lunch",Sidewalk Tavern,tel:+65 6448 5979,,4,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,20 reviews,
"51 Old Airport Road Old Airport Road Hawkers' Centre #01-108 Old Airport Road Food Centre, Singapore 390051 Singapore",Aljunied,"1.30793,103.8857",,[],,1934,"Lunch, Dinner",Toa Payoh Rojak,,,4.5,,,,,13 reviews,
"435 Orchard Road Wisma Atria #B1-50, Wisma Atria, Singapore 238877 Singapore",Boulevard,"1.303946,103.83289",,[],Reservations,1935,,Ben's Cookies,tel:+65 6235 5340,,4,,,,,14 reviews,
"3 Pickering Street #01-38 Nankin Row Raffles Place, Singapore 048660 Singapore",Outram,"1.28491,103.84766","Brazilian, South American","[u'$, Brazilian, South American']",,1936,"Lunch, Dinner",Absolute Acai,tel:+65 6224 4088,S$6 - S$15,4.5,,,,,13 reviews,
"665 Buffalo Road Floor 01 Zhujiao Centre (Tekka Market) 297, Singapore 210665 Singapore",Little India,"1.305776,103.85116","Indian, Asian","[u'$, Indian, Asian, Vegetarian Friendly']",,1937,"Lunch, Dinner",Allauddin's Briyani,,,3.5,ui_bubble_rating bubble_25,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,ui_bubble_rating bubble_35,43 reviews,"Vegetarian Friendly, Halal"
"16 Ah Hood Road Ramada Singapore At Zhongshan Park Ramada by Wyndham Singapore at Zhongshan Park, Singapore 329982 Singapore", from Little India,"1.327091,103.84658","Seafood, Asian, Singaporean","[u'$$$$, Seafood, Asian, Singaporean']",,1938,"Lunch, Dinner",New Ubin Zhongshan Park,tel:+65 9740 6870,S$14 - S$108,4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,23 reviews,
"88 East Coast Road #01-12 Katong Square Katong Square, Singapore 423371 Singapore",Marine Parade,"1.304741,103.9044",Italian,"[u'$$ - $$$, Italian']",,1939,"Dinner, Lunch",Rebel Chefs,tel:+65 9823 8882,S$19 - S$60,4.5,,,,,17 reviews,
"331 North Bridge Road #01-04 Odeon Towers Odeon Towers, Singapore 188720 Singapore",Central Area/City Area,"1.296469,103.8531","Japanese, Wine Bar","[u'$$$$, Japanese, Wine Bar']",,1940,"After-hours, Drinks, Lunch, Dinner",Ginza Rokukakutei Singapore,tel:+65 6266 1077,S$25 - S$215,4.5,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_35,11 reviews,
"9D Dempsey Hill #03-03/04, Singapore 247697 Singapore",Tanglin,"1.303764,103.8099",Cafe,"[u'$$ - $$$, Cafe, Vegetarian Friendly, Vegan Options']",,1941,,Jones the Grocer,tel:+65 6476 1518,S$8 - S$33,3,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,ui_bubble_rating bubble_30,422 reviews,"Vegetarian Friendly, Vegan Options"
"65 Airport Boulevard Changi Airport Terminal 3 # 04-01 South Mall Viewing Level 4, Changi Airport Terminal 3, Singapore 819663 Singapore",Changi,"1.3561,103.98685","French, International","[u'$$ - $$$, French, International']","Reservations, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Accepts Mastercard, Accepts Visa, Delivery, Takeout, Accepts Credit Cards, Table Service",1942,"Dinner, Lunch",Poulet,tel:+65 6238 0525,,4,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,32 reviews,
"201 Victoria Street Bugis+, Singapore 188067 Singapore",Central Area/City Area,"1.29941,103.85431",,[u'$$ - $$$'],,1943,"Lunch, Dinner",Buta God,tel:+65 6238 1011,,4,,,,,13 reviews,
"3 Temasek Boulevard Suntec City Mall East Wing #B1-107, Singapore 038983 Singapore",Central Area/City Area,"1.29605,103.85865","Korean, Asian","[u'$$ - $$$, Korean, Asian']","Seating, Table Service",1944,,Dookki Singapore,tel:+65 6266 2425,,4,,,,,14 reviews,
"435 Orchard Road Wisma Atria 4F Wisma Atria Unit 04-39/54, Singapore 238877 Singapore",Boulevard,"1.30379,103.83319",,[u'$$ - $$$'],,1945,"Lunch, Dinner",Bar Nippon,tel:+65 6694 6535,S$10 - S$50,4.5,,,,,9 reviews,
"Clarke Quay, Singapore Singapore",Central Area/City Area,"1.289081,103.84609","Asian, Indonesian, Singaporean, Malaysian","[u'$$ - $$$, Asian, Indonesian, Singaporean']","Takeout, Reservations, Serves Alcohol, Seating, Table Service",1946,"Dinner, Lunch",Rendezvous,,,4,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,32 reviews,
"175A Chin Swee Road, Singapore 169879 Singapore",Outram,"1.28545,103.83845","International, Asian","[u'$$ - $$$, International, Asian']",,1947,"Breakfast, Lunch, Dinner",Re!Fill Restaurant,tel:+65 6827 8226,S$14 - S$42,4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,32 reviews,
"60A Boat Quay Level 2 Above Express Mart, Singapore 049848 Singapore",Central Area/City Area,"1.28748,103.84923",,"[u'$$ - $$$, Pub, Singaporean']",,1948,,Ah Sam Cold Drink Stall,tel:+65 6535 0838,,4,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,26 reviews,
"540 Macpherson Road, Singapore 368223 Singapore",Joo Seng,"1.332733,103.884834","Chinese, Asian","[u'$$ - $$$, Chinese, Asian']","Takeout, Reservations, Seating, Highchairs Available, Table Service",1949,"Dinner, Lunch",Swa Garden Teochew Restaurant,,,4,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,29 reviews,
"335 Smith Street Chinatown Complex 02-089, Singapore 050335 Singapore",Outram,"1.282072,103.84348","Japanese, Asian, Fusion, Singaporean","[u'$, Japanese, Asian, Fusion']",Reservations,1950,,FUSE The World Kitchen,tel:+65 9137 0794,S$4 - S$12,5,,,,,7 reviews,
"22, Lor Telok, #01-01, Singapore 049034 Singapore",Central Area/City Area,"1.286498,103.84867","Barbecue, Asian, Korean","[u'$$ - $$$, Barbecue, Asian, Korean']",,1951,"Lunch, Dinner",Han Pan Pte Ltd,tel:+65 3161 3000,S$10 - S$31,4.5,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,19 reviews,
"5B Portsdown Road Singapore Automative Engineering, Singapore 139296 Singapore",One North,"1.294561,103.79608",Italian,"[u'$$ - $$$, Italian']",Reservations,1952,,La bussola - Vegetarian Restaurant,tel:+65 9114 5087,,4.5,,,,,8 reviews,
"3 Cheong Chin Nam Road, Singapore 599728 Singapore",Anak Bukit,"1.342567,103.77553","Chinese, Asian, Singaporean","[u'$$ - $$$, Chinese, Asian, Singaporean']",,1953,"Dinner, Lunch",G7 Sinma Live Bull Frog Claypot Porridge,tel:+65 6467 7317,,4,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,ui_bubble_rating bubble_30,34 reviews,Vegetarian Friendly
"6 Scotts Road #18-19 Scotts Square Scotts Square, Singapore 228209 Singapore",Boulevard,"1.305697,103.83276","French, Cafe, Contemporary, Healthy, Wine Bar","[u'$$ - $$$, French, Cafe, Contemporary']",,1954,"Lunch, Dinner",Time & Flow,tel:+65 9060 2984,S$40 - S$150,4,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,20 reviews,
"31 Tanjong Pagar Road, Singapore 088454 Singapore",Outram,"1.279346,103.84387",Korean,"[u'$$ - $$$, Korean']","Seating, Reservations, Table Service",1955,"Lunch, Dinner",Todamgol,tel:+65 6224 7077,,4,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,22 reviews,
"14 Lorong Telok, Singapore 049027 Singapore",Central Area/City Area,"1.28668,103.84842","Mediterranean, Turkish, Greek, Healthy, Middle Eastern, Persian, Lebanese","[u'$$ - $$$, Mediterranean, Turkish, Greek']",,1956,"Lunch, Dinner, After-hours, Drinks",Pita Tree Mediterranean Kitchen & Bar,tel:+65 6532 2098,S$4 - S$36,4.5,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,14 reviews,
"12 Gopeng St Icon Village, Singapore 078877 Singapore",Central Business District,"1.275,103.84452","Italian, Pizza","[u'$$ - $$$, Italian, Pizza']","Delivery, Takeout, Reservations, Seating, Street Parking, Free Off-Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Accepts Credit Cards",1957,"Lunch, Dinner",Pizzeria L'Operetta,tel:+65 6222 9487,,3.5,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,52 reviews,
"31 Ocean Way Quayside Isle #01-03, Singapore 098375 Singapore",Sentosa Island,"1.247899,103.84184","American, Cafe, Deli, Caucasian","[u'$$ - $$$, American, Cafe, Deli']",,1958,,Schmear,tel:+65 6334 3832,S$3 - S$31,3.5,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,41 reviews,Vegetarian Friendly
"125/127 E Coast Rd, Singapore Singapore",Marine Parade,"1.305903,103.90494","Chinese, Asian","[u'$, Chinese, Asian']",,1959,"Breakfast, Lunch, Dinner",Yong Huat,tel:+65 9630 1370,,4.5,,,,,12 reviews,
"188L Tanjong Katong Road Golden Lodge Building, Singapore 437156 Singapore",Marine Parade,"1.308479,103.89479","Asian, Korean","[u'Asian, Korean']",,1960,,Danji Korean Bbq Buffet,tel:+65 6348 1244,,5,,,,,8 reviews,
"201 Victoria Street #01-02/K1 Bugis+, Singapore 188067 Singapore",Central Area/City Area,"1.29971,103.85414",,[u'$'],,1961,"Breakfast, Lunch, Dinner","Encik Tan, Bugis+",,,4,,,,,12 reviews,
"68 Orchard Road Plaza Singapura #04-65 Plaza Singapura, Singapore 238839 Singapore",Museum,"1.299665,103.84512","Japanese, Asian","[u'$$ - $$$, Japanese, Asian']","Seating, Wheelchair Accessible, Table Service",1962,"Lunch, Dinner",Akimitsu,tel:+65 6264 3390,,3.5,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,32 reviews,
"9 Raffles Boulevard Millenia Walk, Singapore 039596 Singapore",Marina Centre,"1.29276,103.85974","Japanese, Asian","[u'$$ - $$$, Japanese, Asian']","Seating, Wheelchair Accessible",1963,"Lunch, Dinner",Chabuton Rahmen,tel:+65 6837 0335,,4,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,24 reviews,
"73 Bussorah Street, Singapore 199486 Singapore",Central Area/City Area,"1.30086,103.86","French, Bar, Spanish, Pub","[u'$$ - $$$, French, Bar, Spanish']",,1964,Dinner,Le Frenchie,tel:+65 6291 3783,S$12 - S$40,4.5,,,,,12 reviews,
"Marina Square #02-203/4, Singapore Singapore",Marina Centre,"1.291585,103.85859","Chinese, Asian","[u'$$ - $$$, Chinese, Asian']","Takeout, Reservations, Seating, Table Service",1965,"Lunch, Dinner",Dian Xiao Er,tel:+65 8128 6916,,4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,40 reviews,
"28 Cavenagh Road Hotel Chancellor @ Orchard Hotel Chancellor, Singapore 229635 Singapore",Tanglin,"1.301016,103.842","Asian, Singaporean","[u'$$ - $$$, Asian, Singaporean']",,1966,"Lunch, Dinner, Drinks",Simply Peranakan Cuisine,tel:+65 6836 2388,S$14 - S$42,3.5,ui_bubble_rating bubble_25,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,35 reviews,
"391A Orchard Road Ngee Ann City Tower a #02-11 Takashimaya Shopping Centre, Singapore 238873 Singapore",Boulevard,"1.302658,103.83383","Japanese, Cafe, Fusion","[u'Japanese, Cafe, Fusion']",,1967,,Grand Jete Cafe & Bar,tel:+65 6235 4267,,4.5,,,,,8 reviews,
