"X";"POI";"link";"num_reviews";"address";"translatedContent"
3159;"Soon Huat Heng Trading";"https://you.ctrip.com/shopping/singapore53/2293384.html";0;"957 Upper Serangoon Road";"Soon Huat Heng Trading"
3160;"7-Eleven";"https://you.ctrip.com/shopping/singapore53/2293480.html";0;"285 Yishun Street 22";"7-Eleven"
3161;"Ong Kim Seng";"https://you.ctrip.com/shopping/singapore53/2293599.html";0;"HDB Hougang #01-917, 683 Hougang Avenue 8";"Ong Kim Seng"
3162;"Kamal Ali Store";"https://you.ctrip.com/shopping/singapore53/2293618.html";0;"Singapore General Hospital (SGH) #01-00, 1 Hospital Drive";"Kamal Ali Store"
3163;"Lian Soon Huat Kim Hwa";"https://you.ctrip.com/shopping/singapore53/2293697.html";0;"HDB Ang Mo Kio #01-1825, 330 Ang Mo Kio Avenue 1";"Lian Soon Huat Kim Hwa"
3164;"Teo Chuan Kee Chop";"https://you.ctrip.com/shopping/singapore53/2293738.html";0;"629 Ang Mo Kio Avenue 4";"Teo Chuan Kee Chop"
3165;"Yahyah B Amudin";"https://you.ctrip.com/shopping/singapore53/2294054.html";0;"HDB Ang Mo Kio #01-4020, 538 Ang Mo Kio Avenue 5";"Yahyah B Amudin"
3166;"Him Ai Lye";"https://you.ctrip.com/shopping/singapore53/2294172.html";0;"HDB Ang Mo Kio #01-56, 409 Ang Mo Kio Avenue 10";"Him Ai Lye"
3167;"People's Island Cetre";"https://you.ctrip.com/shopping/singapore53/2294196.html";0;"People's Park Complex #01-85, 1 Park Road";"People&#39;s Island Cetre"
3168;"Chop Thye Bee";"https://you.ctrip.com/shopping/singapore53/2294236.html";0;"105 Frankel Avenue";"Chop Thye Bee"
3169;"Indian Store";"https://you.ctrip.com/shopping/singapore53/2294341.html";0;"77 Telok Blangah Drive";"Indian Store"
3170;"Ong Pang Keng";"https://you.ctrip.com/shopping/singapore53/2294342.html";0;"Regional Patientcare Medical Group Pte Ltd (Yishun N4 Branch) #01-1837, 414 Yishun Ring Road";"Ong Pang Keng"
3171;"Lee Cheok Cher";"https://you.ctrip.com/shopping/singapore53/2294385.html";0;"37A Teban Gardens Road";"Lee Cheok Cher"
3172;"Goh Ser Lee";"https://you.ctrip.com/shopping/singapore53/2294437.html";0;"#01-530, 27 Teban Gardens Road";"Goh Ser Lee"
3173;"Yamakawa Super";"https://you.ctrip.com/shopping/singapore53/2294461.html";0;"#B1-28b, Clarke Quay Central, 6 Eu Tong Sen Street, 059817";"Yamakawa Super"
3174;"Ng Hong Heng Dept Store(branch)";"https://you.ctrip.com/shopping/singapore53/2294463.html";0;"HDB Ang Mo Kio #01-1711, 449 Ang Mo Kio Avenue 10";"Ng Hong Heng Dept Store(branch)"
3175;"Ng Peng Huat";"https://you.ctrip.com/shopping/singapore53/2294474.html";0;"Ang Mo Kio Avenue 10 Block 453A Market And Food Centre #01-82, 453A Ang Mo Kio Avenue 10";"Ng Peng Huat"
3176;"Bu Koh Seng Heng";"https://you.ctrip.com/shopping/singapore53/2294506.html";0;"379 Woodlands Road";"Bu Koh Seng Heng"
3177;"Nam Ho Chop";"https://you.ctrip.com/shopping/singapore53/2294559.html";0;"6 Hougang Avenue 3";"Nam Ho Chop"
3178;"Soon Soon Mini-supermarket";"https://you.ctrip.com/shopping/singapore53/2294567.html";0;"HDB Yishun #01-362, 761 Yishun Street 72";"Soon Soon Mini-supermarket"
3179;"7-Eleven";"https://you.ctrip.com/shopping/singapore53/2294575.html";0;"627 Yishun Street 61";"7-Eleven"
3180;"Lee Cheok Cher";"https://you.ctrip.com/shopping/singapore53/2294385.html";0;"37A Teban Gardens Road";"Lee Cheok Cher"
3181;"Goh Ser Lee";"https://you.ctrip.com/shopping/singapore53/2294437.html";0;"#01-530, 27 Teban Gardens Road";"Goh Ser Lee"
3182;"Yamakawa Super";"https://you.ctrip.com/shopping/singapore53/2294461.html";0;"#B1-28b, Clarke Quay Central, 6 Eu Tong Sen Street, 059817";"Yamakawa Super"
3183;"Ng Hong Heng Dept Store(branch)";"https://you.ctrip.com/shopping/singapore53/2294463.html";0;"HDB Ang Mo Kio #01-1711, 449 Ang Mo Kio Avenue 10";"Ng Hong Heng Dept Store(branch)"
3184;"Ng Peng Huat";"https://you.ctrip.com/shopping/singapore53/2294474.html";0;"Ang Mo Kio Avenue 10 Block 453A Market And Food Centre #01-82, 453A Ang Mo Kio Avenue 10";"Ng Peng Huat"
3185;"Bu Koh Seng Heng";"https://you.ctrip.com/shopping/singapore53/2294506.html";0;"379 Woodlands Road";"Bu Koh Seng Heng"
3186;"Nam Ho Chop";"https://you.ctrip.com/shopping/singapore53/2294559.html";0;"6 Hougang Avenue 3";"Nam Ho Chop"
3187;"Soon Soon Mini-supermarket";"https://you.ctrip.com/shopping/singapore53/2294567.html";0;"HDB Yishun #01-362, 761 Yishun Street 72";"Soon Soon Mini-supermarket"
3188;"7-Eleven";"https://you.ctrip.com/shopping/singapore53/2294575.html";0;"627 Yishun Street 61";"7-Eleven"
3189;"Ah Tat Chop";"https://you.ctrip.com/shopping/singapore53/2294605.html";0;"309 Hougang Avenue 5";"Ah Tat Chop"
3190;"Ocean Minimart";"https://you.ctrip.com/shopping/singapore53/2294623.html";0;"673B Choa Chu Kang Crescent";"Ocean Minimart"
3191;"AJ Mart";"https://you.ctrip.com/shopping/singapore53/2294680.html";0;"418 Hougang Avenue 8";"AJ Mart"
3192;"Kathayanni Spices Home Services Pte Ltd";"https://you.ctrip.com/shopping/singapore53/2294693.html";0;"328 Yishun Ring Road";"Kathayanni Spices Home Services Pte Ltd"
3193;"Lim Guan Ho";"https://you.ctrip.com/shopping/singapore53/2294713.html";0;"HDB Yishun #01-3546, 780 Yishun Ring Road";"Lim Guan Ho"
3194;"Barakath Mini Marts";"https://you.ctrip.com/shopping/singapore53/2294790.html";0;"134 Bukit Batok West Avenue 6";"Barakath Mini Marts"
3195;"Ng Khiam Teck";"https://you.ctrip.com/shopping/singapore53/2294797.html";0;"#01-308, 132 Bukit Batok West Avenue 6";"Ng Khiam Teck"
3196;"Kalaniketan Emporium";"https://you.ctrip.com/shopping/singapore53/2294810.html";0;"High Street Centre #15-07, 1 North Bridge Road";"Kalaniketan Emporium"
3197;"Take Your Pick";"https://you.ctrip.com/shopping/singapore53/2294812.html";0;"375 Bukit Batok Street 31";"Take Your Pick"
3198;"Bee Huat Department Store";"https://you.ctrip.com/shopping/singapore53/2294829.html";0;"631 Bedok Reservoir Road";"Bee Huat Department Store"
3199;"Chennai Spices";"https://you.ctrip.com/shopping/singapore53/2294833.html";0;"277 Bukit Batok East Avenue 3";"Chennai Spices"
3200;"Su Thiam Fong";"https://you.ctrip.com/shopping/singapore53/2294939.html";0;"144 Upper Bukit Timah Road";"Su Thiam Fong"
3201;"Mido Optical Co";"https://you.ctrip.com/shopping/singapore53/2294951.html";0;"Beauty World Centre #03-k6, 144 Upper Bukit Timah Road";"Mido Optical Co"
3202;"C K Department Store";"https://you.ctrip.com/shopping/singapore53/2294958.html";0;"HDB Bedok #01-379, 205 Bedok North Street 1";"CK Department Store"
3203;"B G Garment Department Store";"https://you.ctrip.com/shopping/singapore53/2294999.html";0;"HDB Bedok #01-651, 539 Bedok North Street 3";"BG Garment Department Store"
3204;"Tan Aik Hong";"https://you.ctrip.com/shopping/singapore53/2295035.html";0;"HDB Stirling #01-1232, 163 Stirling Road";"Tan Aik Hong"
3205;"Lim Choon Huat";"https://you.ctrip.com/shopping/singapore53/2295041.html";0;"371 Bukit Batok Street 31";"Lim Choon Huat"
3206;"Yee Joo Chop";"https://you.ctrip.com/shopping/singapore53/2295059.html";0;"HDB Hougang #01-80, 322 Hougang Avenue 5";"Yee Joo Chop"
3207;"New Family Store";"https://you.ctrip.com/shopping/singapore53/2295063.html";0;"#01-374, 46-2 Commonwealth Drive";"New Family Store"
3208;"Ng Lian Huat";"https://you.ctrip.com/shopping/singapore53/2295164.html";0;"7 Eleven Store 227 (HDB) #01-638, 25 New Upper Changi Road";"Ng Lian Huat"
3209;"Tien Seng Departmental Store";"https://you.ctrip.com/shopping/singapore53/2295186.html";0;"165 Upper Paya Lebar Road";"Tien Seng Departmental Store"
3210;"Choices";"https://you.ctrip.com/shopping/singapore53/2295208.html";0;"616 Telok Blangah Road";"Choices"
3211;"Chua Kian Soo";"https://you.ctrip.com/shopping/singapore53/2295223.html";0;"HDB Mei Ling #01-50, 154 Mei Ling Street";"Chua Kian Soo"
3212;"Cost Plus Econ Freshmart";"https://you.ctrip.com/shopping/singapore53/2295268.html";0;"HDB Bedok #01-5226, 724 Bedok Reservoir Road";"Cost Plus Econ Freshmart"
3213;"新加坡图片店";"https://you.ctrip.com/shopping/singapore53/2347600.html";0;"15 Cable Car Road, Singapore 099698(Imbiah Lookout)";"新加坡图片店"
3214;"Four Seasons Durians";"https://you.ctrip.com/shopping/singapore53/2347772.html";0;"#B2-28, Ang Mo Kio Hub, 53 Ang Mo Kio Avenue 3, 569933";"Four Seasons Durians"
3215;"Citibank ATM";"https://you.ctrip.com/shopping/singapore53/2347916.html";0;"#02-K2, Chinatown Point, 133 New Bridge Road, Singapore 059413";"Citibank ATM"
3216;"VANS";"https://you.ctrip.com/shopping/singapore53/2347922.html";0;"#03-07, Cineleisure Orchard, 8 Grange Road, 239695";"VANS"
3217;"Watsons";"https://you.ctrip.com/shopping/singapore53/2347935.html";0;"#02-12, Compass Point, 1 Sengkang Square, Singapore 545078";"Watsons"
3218;"Children’s Worklab – A LEGO & Technology Workshop";"https://you.ctrip.com/shopping/singapore53/2347949.html";0;"#02-K1, Forum The Shopping Mall, 583 Orchard Road, 238884";"Children&#39;s Worklab – A LEGO &amp; Technology Workshop"
3219;"Giant Supermarket";"https://you.ctrip.com/shopping/singapore53/2347964.html";0;"#03-13-17, Greenridge Shopping Centre, 524A Jelapang Road, 671524";"Giant Supermarket"
3220;"ToyTag";"https://you.ctrip.com/shopping/singapore53/2348007.html";0;"#03-58, HarbourFront Center, 1 Maritime Square Singapore 099253";"ToyTag"
3221;"Katong Market Place";"https://you.ctrip.com/shopping/singapore53/2348046.html";0;"B1-14, I12 KATONG, 168 East Coast Road, 428802";"Katong Market Place"
3222;"Coach Outlet";"https://you.ctrip.com/shopping/singapore53/2348052.html";0;"01-104/104A, IMM Building, 2 Jurong East Street 21, Singapore 609601";"Coach Outlet"
3223;"Sandro(爱雍·乌节店)";"https://you.ctrip.com/shopping/singapore53/2348079.html";0;"#03-17A/18, ION Orchard, 2 Orchard Turn(近Orchard Blvd)";"Sandro(爱雍·乌节店)"
3224;"COS(爱雍·乌节店)";"https://you.ctrip.com/shopping/singapore53/2348117.html";0;"#03-23/23A, ION Orchard, 2 Orchard Turn(近Orchard Blvd)";"COS(爱雍·乌节店)"
3225;"Poppy Fabric";"https://you.ctrip.com/shopping/singapore53/2359566.html";0;"111Arab Street, Singapore 199807, Singapore";"Poppy Fabric"
3226;"三星";"https://you.ctrip.com/shopping/singapore53/2409060.html";0;"新加坡樟宜机场3号航站楼 —— 二楼，离境转机大厅(中部)";"三星"
3227;"ROLEX(Cortina Watch Paragon)";"https://you.ctrip.com/shopping/singapore53/2498174.html";0;"#01-13 Paragon Shopping Centre290 Orchard Road新加坡 238859新加坡";"ROLEX(Cortina Watch Paragon)"
3228;"L’armoire";"https://you.ctrip.com/shopping/singapore53/2567608.html";0;"333A Orchard Road, #01-16 Mandarin Gallery, Singapore 238897";"L&#39;armoire"
3229;"BKK Bespoke";"https://you.ctrip.com/shopping/singapore53/78726978.html";0;"71 Punggol Central Watertown | Watertown Condominium, Singapore 828755, Singapore";"BKK Bespoke"
3230;"Gardens Shop";"https://you.ctrip.com/shopping/singapore53/2361728.html";0;"1 Cluny Road | Singapore Botanic Gardens National Orchid Garden, Singapore 259569, Singapore";"Gardens Shop"
3231;"Choo Yilin";"https://you.ctrip.com/shopping/singapore53/2361933.html";0;"331, Joo Chiat Road, Singapore 427587, Singapore";"Choo Yilin"
3232;"The Last Piece";"https://you.ctrip.com/shopping/singapore53/2363931.html";0;"21 Haji Lane, Singapore 189214, Singapore";"The Last Piece"
3233;"Pontian Wanton Mee House";"https://you.ctrip.com/shopping/singapore53/2420449.html";0;"01-17 / 14 Scotts Road Far East Plaza Singapore 228213 Singapore";"Pontian Wanton Mee House"
3234;"Aaa Oils & Fats";"https://you.ctrip.com/shopping/singapore53/2421085.html";0;"80 Raffles Pl #50-01 UOB Plaza I (UOB Plaza) Singapore 048624 Singapore";"Aaa Oils &amp; Fats"
3235;"Hsin Tung Yang S";"https://you.ctrip.com/shopping/singapore53/2421191.html";0;"51 Anson Rd #02-61 Anson Centre Singapore 079904 Singapore";"Hsin Tung Yang S"
3236;"Rbc Life Sciences S";"https://you.ctrip.com/shopping/singapore53/2421930.html";0;"336 Smith St #06-308 New Bridge Centre Singapore 050336 Singapore";"Rbc Life Sciences S"
3237;"Chimes Entertainment";"https://you.ctrip.com/shopping/singapore53/2422369.html";0;"23 Marshall Rd Singapore 424859 Singapore";"Chimes Entertainment"
3238;"Ha Li Fa";"https://you.ctrip.com/shopping/singapore53/2425621.html";0;"257 Pandan Loop Singapore 128434 Singapore";"Ha Li Fa"
3239;"Arc'teryx Concept Store(小坡四马路店)";"https://you.ctrip.com/shopping/singapore53/2460922.html";0;"Blk 261 Waterloo Street, #02-33(近Queen St)";"Arc&#39;teryx Concept Store(小坡四马路店)"
3240;"Bio-essence(勿兰广场店)";"https://you.ctrip.com/shopping/singapore53/2465385.html";0;"No. 1, Woodlands Square, Causeway Point(近Woodlands Square)";"Bio-essence(勿兰广场店)"
3241;"pazzion(裕廊东店)";"https://you.ctrip.com/shopping/singapore53/2466623.html";0;"50 Jurong Gateway Road #01-36(近 Boon Lay Way)";"pazzion(裕廊东店)"
3242;"Bobbi Brown(Isetan)";"https://you.ctrip.com/shopping/singapore53/2510121.html";0;"350 Orchard Road";"Bobbi Brown(Isetan)"
3243;"Marilyn Tan Jewellery";"https://you.ctrip.com/shopping/singapore53/2864746.html";0;"Atelier MTJ Blk 59 #01-71 Eng Hoon St Singapore 160059";"Marilyn Tan Jewellery"
3244;"CityLuxe(ION店)";"https://you.ctrip.com/shopping/singapore53/1486693.html";0;"2 Orchard Turn, #B3-04";"CityLuxe(ION店)"
3245;"蒂凡尼珠宝";"https://you.ctrip.com/shopping/singapore53/1486789.html";0;"018972,新加坡海湾大道2";"蒂凡尼珠宝"
3246;"City Plaza Bookshop";"https://you.ctrip.com/shopping/singapore53/1486854.html";0;"Geylang Road";"City Plaza Bookshop"
3247;"Loewe";"https://you.ctrip.com/shopping/singapore53/1568070.html";0;"018956,新加坡海湾大道10滨海湾金沙大楼#01-18";"Loewe"
3248;"Tiger Brewery Museum";"https://you.ctrip.com/shopping/singapore53/1578084.html";0;"639934,新加坡Jalan Ahmad Ibrahim路459";"Tiger Brewery Museum"
3249;"Y-3";"https://you.ctrip.com/shopping/singapore53/1582872.html";0;"01-05, Mandarin Gallery 文华大酒店购物中心, 333A Orchard Rd, 238897";"Y-3"
3250;"OWNDAYS(狮城大厦店)";"https://you.ctrip.com/shopping/singapore53/1582883.html";0;"#04-18B/30, Plaza Singapura 狮城大厦, 68 Orchard Rd,Singapore 238839";"OWNDAYS(狮城大厦店)"
3251;"Franck Muller(滨海湾金沙店)";"https://you.ctrip.com/shopping/singapore53/1582539.html";0;"L1-55,The Shoppes at Marina Bay Sands,10 Bayfront Avenue(近Sheares Link)";"Franck Muller(滨海湾金沙店)"
3252;"SK-II - Vie Beauty RWS(名胜世界店)";"https://you.ctrip.com/shopping/singapore53/1612340.html";0;"#02-105, Galleria Resorts World Sentosa, 26 Sentosa Gateway(近Artillery Ave)";"SK-II - Vie Beauty RWS(名胜世界店)"
3253;"古驰";"https://you.ctrip.com/shopping/singapore53/1582771.html";0;"新加坡樟宜机场2号航站楼  二楼";"古驰"
3254;"Aesop(义安城/高岛屋店)";"https://you.ctrip.com/shopping/singapore53/1582621.html";0;"#B1-50, Ngee Ann City/Takashimaya , 391 Orchard Road(近Orchard NS22)";"Aesop(义安城/高岛屋店)"
3255;"Stuart Weitzman(义安城/高岛屋店)";"https://you.ctrip.com/shopping/singapore53/1582624.html";0;"#02-12E, Ngee Ann City/Takashimaya, 391 Orchard Road(近Orchard Turn)";"Stuart Weitzman(义安城/高岛屋店)"
3256;"APM Monaco";"https://you.ctrip.com/shopping/singapore53/1582636.html";0;"L2, Tangs 董厦, 310 Orchard Road, 238864";"APM Monaco"
3257;"FairPrice Finest";"https://you.ctrip.com/shopping/singapore53/1582640.html";0;"#01-14, Valley Point, 491 River Valley Road, Singapore 248371";"FairPrice Finest"
3258;"Bvlgari Boutique @ Sentosa";"https://you.ctrip.com/shopping/singapore53/1612411.html";0;"Resort World Sentosa, Galleria, Level 2, 新加坡";"Bvlgari Boutique @ Sentosa"
3259;"Jetaime Perfumery and Perfume Workshop Singapore";"https://you.ctrip.com/shopping/singapore53/1454903.html";0;"90 Goodman Road Goodman Arts Centre | Good Man Art Center Block O, #01-57, Singapore 439053, Singapore";"Jetaime Perfumery and Perfume Workshop Singapore"
3260;"Waroeng Indo";"https://you.ctrip.com/shopping/singapore53/2749363.html";0;"Located in Lucky Plaza 304 Orchard Rd#01-38Singapore 238863Singapore  Orchard";"Waroeng Indo"
3261;"Homebaked Dough";"https://you.ctrip.com/shopping/singapore53/2823662.html";0;"Blk 5 Tanjong Pagar Plaza,#02-04/05 Teck Kee Coffeshop,Singapore 081005,Singapore";"Homebaked Dough"
3262;"Chillax Market";"https://you.ctrip.com/shopping/singapore53/2630614.html";0;"200 Turf Club Road The Grandstand | The Grandstand 200, #03-07, Singapore 287994, Singapore";"Chillax Market"
3263;"The singapore trading post";"https://you.ctrip.com/shopping/singapore53/2631277.html";0;"315 Outram Road Tan Boon Liat Building, Singapore 169074, Singapore";"The singapore trading post"
3264;"Sacoor Brothers";"https://you.ctrip.com/shopping/singapore53/2634710.html";0;"3 Gateway Dr, Singapore 608532";"Sacoor Brothers"
3265;"Telok Blangah Crescent Market & Food Centre";"https://you.ctrip.com/shopping/singapore53/2735810.html";0;"11 Telok Blangah Crescent,Singapore 090011,Singapore";"Telok Blangah Crescent Market &amp; Food Centre"
3266;"Ukulele Movement";"https://you.ctrip.com/shopping/singapore53/2796233.html";0;"178 Race Course RoadSingapore 338987Singapore  Little India, Farrer Park";"Ukulele Movement"
3267;"Midtown Mart";"https://you.ctrip.com/shopping/singapore53/2811227.html";0;"6 Raffles Boulevard #03-130A, Marina Square Singapore 018961 Singapore   City Hall";"Midtown Mart"
3268;"Overjoyed";"https://you.ctrip.com/shopping/singapore53/2836209.html";0;"89 Short St B1-08 Golden Wall Centre Singapore 188216 Singapore   Bencoolen";"Overjoyed"
3269;"匡威(樟宜机场2号航站楼店)";"https://you.ctrip.com/shopping/singapore53/2623954.html";0;"新加坡机场大道(Airport Blvd，Singapore， 918146)";"匡威(樟宜机场2号航站楼店)"
3270;"Private Affair Clothier";"https://you.ctrip.com/shopping/singapore53/2752394.html";0;"247 Beach Rd,Level 2,Singapore 189756,Singapore";"Private Affair Clothier"
3271;"Dockers";"https://you.ctrip.com/shopping/singapore53/2793923.html";0;"290 Orchard Rd#02-18Singapore 238877Singapore  Orchard";"Dockers"
3272;"爱马仕(樟宜机场T1店)";"https://you.ctrip.com/shopping/singapore53/1491492.html";0;"#02-55 Departure/Transit Lounge East Terminal 1, Changi Airport(近T1 Departure Cres)";"爱马仕(樟宜机场T1店)"
3273;"7-Eleven";"https://you.ctrip.com/shopping/singapore53/1486814.html";0;"379 Upper Aljunied Road";"7-Eleven"
3274;"奥芙莉(如切路店)";"https://you.ctrip.com/shopping/singapore53/1486853.html";0;"如切路368(近Joo Chait Rd)";"奥芙莉(如切路店)"
3275;"南洋超市";"https://you.ctrip.com/shopping/singapore53/1364029.html";0;"50 Nanyang Ave,Singapore 639798";"南洋超市"
3276;"Bottega Veneta";"https://you.ctrip.com/shopping/singapore53/1364081.html";0;"1 Orchard Road";"Bottega Veneta"
3277;"Vita Kids";"https://you.ctrip.com/shopping/singapore53/1364213.html";0;"583 Orchard Road";"Vita Kids"
3278;"Velocity International Marketing";"https://you.ctrip.com/shopping/singapore53/1364270.html";0;"Yes Chinatown Point Hotel";"Velocity International Marketing"
3279;"Ashley Isham";"https://you.ctrip.com/shopping/singapore53/1375476.html";0;"The Fullerton Hotel 1 Fullerton Square #01-04, Singapore 049178, Singapore";"Ashley Isham"
3280;"违禁品";"https://you.ctrip.com/shopping/singapore53/1375484.html";0;"6 Raffles Boulevard #03-343/344/345, Singapore 039594, Singapore (Downtown Core)";"违禁品"
3281;"Wardah Books";"https://you.ctrip.com/shopping/singapore53/1375519.html";0;"58 Bussorah Street, Singapore 199474, Singapore";"Wardah Books"
3282;"Shivom Classics";"https://you.ctrip.com/shopping/singapore53/1375529.html";0;"304 Orchard Road #01-93 Lucky Plaza, Singapore 238863, Singapore";"Shivom Classics"
3283;"Textile Centre";"https://you.ctrip.com/shopping/singapore53/2757820.html";0;"200 Jalan Sultan,Singapore 199018,Singapore";"Textile Centre"
3284;"Tong Tong";"https://you.ctrip.com/shopping/singapore53/1375495.html";0;"Shaw Towers 100 Beach Rd #01-04/05, Singapore 189702, Singapore";"Tong Tong"
3285;"Khim’s Collections";"https://you.ctrip.com/shopping/singapore53/1375512.html";0;"13 Bussorah St, Singapore 199434, Singapore";"Khim&#39;s Collections"
3286;"Teajoy";"https://you.ctrip.com/shopping/singapore53/78597249.html";0;"420 North Bridge Road #01-05 North Bridge Centre, Singapore 188727, Singapore";"Teajoy"
3287;"Merlin Goldsmith & Jewellery";"https://you.ctrip.com/shopping/singapore53/78599539.html";0;"75 Serangoon Road, Singapore 217980, Singapore";"Merlin Goldsmith &amp; Jewellery"
3288;"Anthony The Spice Maker";"https://you.ctrip.com/shopping/singapore53/78720688.html";0;"Blk 333 Kreta Ayer Road Kreta Ayer Heights | #01-25, Singapore 080333, Singapore";"Anthony The Spice Maker"
3289;"泰山药行";"https://you.ctrip.com/shopping/singapore53/1666859.html";0;"391 Orchard Road  Ngee Ann City Tower A  B209-5 Takashimaya Department Store  Singapore 238873(新加坡乌节路高岛屋负二楼食阁)";"泰山药行"
3290;"valu$";"https://you.ctrip.com/shopping/singapore53/1667441.html";0;"#03-09A/10, White Sands, Pasir Ris Central Street 3";"valu$"
3291;"BAPE";"https://you.ctrip.com/shopping/singapore53/1677969.html";0;"Mandarin Gallery";"BAPE"
3292;"Enjoy Tea";"https://you.ctrip.com/shopping/singapore53/78585017.html";0;"18 Sago Street #01-01, Singapore, Singapore";"Enjoy Tea"
3293;"Tianzi";"https://you.ctrip.com/shopping/singapore53/78596412.html";0;"35 Erskine Road | Unit 1, Singapore 069334, Singapore";"Tianzi"
3294;"Far East Gems & Jewellery";"https://you.ctrip.com/shopping/singapore53/78725850.html";0;"26 Kandahar Street | Level 3, Singapore 198888, Singapore";"Far East Gems &amp; Jewellery"
3295;"Intelligence Insight LLP";"https://you.ctrip.com/shopping/singapore53/78585920.html";0;"583 Orchard Road #01-28 Forum, Singapore 238884, Singapore";"Intelligence Insight LLP"
3296;"Cuppage Plaza";"https://you.ctrip.com/shopping/singapore53/5291382.html";0;"5 Koek Road (近 Cuppage Rd)";"Cuppage Plaza"
3297;"The French Bookshop";"https://you.ctrip.com/shopping/singapore53/1846078.html";0;"55 Tiong Bahru Rd, Singapore 160055";"The French Bookshop"
3298;"Jewellery City Co.";"https://you.ctrip.com/shopping/singapore53/1623422.html";0;"2 Alexandra Rd #01-02 Delta House Singapore 159919 Singapore";"Jewellery City Co."
3299;"PRB Trading co.ltd";"https://you.ctrip.com/shopping/singapore53/1653738.html";0;"Lor.10,geylang";"PRB Trading co.ltd"
3300;"Potong Pasir";"https://you.ctrip.com/shopping/singapore53/5304751.html";0;"113 Potong Pasir Avenue 1, Singapore";"Potong Pasir"
3301;"Tampines Central CC";"https://you.ctrip.com/shopping/singapore53/5293081.html";0;"866a Tampines Street 83, #02-01, Singapore";"Tampines Central CC"
3302;"See's Candies, Singapore";"https://you.ctrip.com/shopping/singapore53/5340626.html";0;"Scotts Road, Singapore, Singapore";"See&#39;s Candies, Singapore"
3303;"Singapore Zoo Kiosk";"https://you.ctrip.com/shopping/singapore53/2921747.html";0;"T2航站楼离境转机大厅二层北部（过境区域）";"Singapore Zoo Kiosk"
3304;"Island Shop";"https://you.ctrip.com/shopping/singapore53/5290087.html";0;"163 Tanglin Road, Singapore";"Island Shop"
3305;"Wine Connection @ Greenwich V";"https://you.ctrip.com/shopping/singapore53/5321298.html";0;"1 Seletar Road #01-21 Singapore 807011";"Wine Connection @ Greenwich V"
3306;"We The People Store";"https://you.ctrip.com/shopping/singapore53/78719540.html";0;"9 Raffles Boulevard Millenia Walk, Singapore 039596, Singapore";"We The People Store"
3307;"A Vintage Tale - World’s Wardrobe";"https://you.ctrip.com/shopping/singapore53/78730920.html";0;"277 Joo Chiat Road | 02-01, Singapore 427531, Singapore";"A Vintage Tale - World&#39;s Wardrobe"
3308;"orchardgateway";"https://you.ctrip.com/shopping/singapore53/71564482.html";0;"277 Orchard Road ,  Singapore 238851";"orchardgateway"
3309;"";"https://you.ctrip.com/shopping/singapore53/71564502.html";0;"";""
3310;"G2000 VIVOCITY";"https://you.ctrip.com/shopping/singapore53/71565500.html";0;"1 HARBOURFRONT WALK 02,239 VIVOCITY Singapore 098585";"G2000 VIVOCITY"
3311;"Bynd Artisan";"https://you.ctrip.com/shopping/singapore53/71565503.html";0;"44 Jalan Merah Saga 01,54  Singapore 278116";"Bynd Artisan"
3312;"";"https://you.ctrip.com/shopping/singapore53/71565532.html";0;"";""
3313;"LEGO Certified Stores (Bricks World) Suntec City";"https://you.ctrip.com/shopping/singapore53/71566500.html";0;"Temasek Boulevard 3,364 Suntec City Tower 3 Singapore 038983";"LEGO Certified Stores (Bricks World) Suntec City"
3314;"";"https://you.ctrip.com/shopping/singapore53/71566522.html";0;"";""
3315;"";"https://you.ctrip.com/shopping/singapore53/71566527.html";0;"";""
3316;"泰山药行 (Thye Shan Medical Hall)";"https://you.ctrip.com/shopping/singapore53/71567476.html";0;"201 New Bridge Road ,  Singapore";"泰山药行(Thye Shan Medical Hall)"
3317;"LEGO Certified Stores (Bricks World) VivoCity";"https://you.ctrip.com/shopping/singapore53/71567477.html";0;"Harbourfront Walk 02,90 VivoCity Singapore 098585";"LEGO Certified Stores (Bricks World) VivoCity"
3318;"Choc Spot (Alexandra Retail Centre)";"https://you.ctrip.com/shopping/singapore53/71567485.html";0;"460 Alexandra Road 02,K2-4 Alexandra Retail Centre Singapore 119963";"Choc Spot (Alexandra Retail Centre)"
3319;"Boutique Fairs Singapore";"https://you.ctrip.com/shopping/singapore53/71567526.html";0;"1 Republic Boulevard , F1 Pit Building Singapore 038975";"Boutique Fairs Singapore"
3320;"LEGO Certified Stores (Bricks World) Ngee Ann City";"https://you.ctrip.com/shopping/singapore53/71564469.html";0;"Orchard Rd 05,15A Ngee Ann City Singapore 238872";"LEGO Certified Stores (Bricks World) Ngee Ann City"
3321;"";"https://you.ctrip.com/shopping/singapore53/71564512.html";0;"";""
3322;"Gramophone";"https://you.ctrip.com/shopping/singapore53/5281942.html";0;"1 Raffles Link, Singapore";"Gramophone"
3323;"Central Mall";"https://you.ctrip.com/shopping/singapore53/5313420.html";0;"3 Magazine Road, Singapore";"Central Mall"
3324;"Park Mall";"https://you.ctrip.com/shopping/singapore53/5297952.html";0;"Park Mall, 9 Penang Road (S)238459, Singapore";"Park Mall"
3325;"L'ecrin Boutique Singapore";"https://you.ctrip.com/shopping/singapore53/78597235.html";0;"390 Orchard Road Palais Renaissance | Palais Renaissance, Singapore 238871, Singapore";"L&#39;ecrin Boutique Singapore"
