"POI_INDEX","POI_CHINESE_NAME","URL","TOTAL_REVIEWS","POI_NAME","WEBSITE_INDEX"
320,"大伯公庙","/sight/singapore53/1710102.html",10,"Dabogong Temple",2
321,"Gajah Gallery","/sight/singapore53/2053281.html",5,"Gajah Gallery",2
322,"Tiong Bahru Haritage Trail","/sight/singapore53/2119756.html",4,"Tiong Bahru Haritage Trail",2
323,"Fire Flies Health Farm","/sight/singapore53/2053290.html",3,"Fire Flies Health Farm",2
324,"Degiosart","/sight/singapore53/2051032.html",4,"Degiosart",2
325,"硕莪街","/sight/singapore53/2053667.html",13,"Shuoge Street",2
326,"南洋理工学院","/sight/singapore53/3674259.html",5,"Nanyang Institute of Technology",2
327,"Clementi Woods","/sight/singapore53/2118968.html",4,"Clementi Woods",2
328,"GOURMETbus","/sight/singapore53/2050731.html",3,"GOURMETbus",2
329,"Harley-Davidson of Singapore","/sight/singapore53/2117707.html",3,"Harley-Davidson of Singapore",2
330,"The Gem Museum","/sight/singapore53/2056474.html",3,"The Gem Museum",2
331,"Redsea Gallery","/sight/singapore53/2056028.html",4,"Redsea Gallery",2
332,"Lotto Carpets Gallery","/sight/singapore53/2054050.html",3,"Lotto Carpets Gallery",2
333,"侨福广场","/sight/singapore53/1710073.html",16,"Overseas Chinese Plaza",2
334,"Upper Seletar Reservoir","/sight/singapore53/2050752.html",3,"Upper Seletar Reservoir",2
335,"WTA Finals","/sight/singapore53/2117078.html",7,"WTA Finals",2
336,"Dream Drive Pte Ltd","/sight/singapore53/2118714.html",3,"Dream Drive Pte Ltd",2
337,"豪华游艇出租","/sight/singapore53/2117533.html",3,"Luxury yacht rental",2
338,"MAD Museum of Art & Design","/sight/singapore53/2056070.html",4,"MAD Museum of Art & Design",2
339,"Faber Peak","/sight/singapore53/4916818.html",2,"Faber Peak",2
340,"Anjalichocolat","/sight/singapore53/2117916.html",2,"Anjalichocolat",2
341,"Toa Payoh Town Park","/sight/singapore53/2055836.html",3,"Toa Payoh Town Park",2
342,"BOB Marine Yacht Charters Singapore","/sight/singapore53/2475307.html",3,"BOB Marine Yacht Charters Sing ...",2
343,"Hay Dairies","/sight/singapore53/2053310.html",3,"Hay Dairies",2
344,"Benjamin Sheares Bridge","/sight/singapore53/4840610.html",2,"Benjamin Sheares Bridge",2
345,"NTU Centre for Contemporary Art","/sight/singapore53/2056302.html",2,"NTU Centre for Contemporary Ar ...",2
346,"Art Porters Gallery","/sight/singapore53/2052477.html",2,"Art Porters Gallery",2
347,"武吉布朗坟场","/sight/singapore53/1710079.html",13,"Bukit Brown Cemetery",2
348,"Cool de Sac Play Centre","/sight/singapore53/2118721.html",3,"Cool de Sac Play Centre",2
349,"InterContinental Singapore Heritage Trail","/sight/singapore53/2052337.html",10,"InterContinental Singapore Her ...",2
350,"Jetaime Perfumery and Perfume Workshop Singapore","/sight/singapore53/2118879.html",2,"Jetaime Perfumery and Perfume ...",2
351,"Farmart Centre","/sight/singapore53/2053321.html",2,"Farmart Centre",2
352,"G-Max弹射绑紧跳体验","/sight/singapore53/5137260.html",1,"G-Max Ejection Tight Jumping Experience",2
353,"Monster Day Tours","/sight/singapore53/4422555.html",1,"Monster Day Tours",2
354,"Puay Heng Noodles","/sight/singapore53/2750998.html",1,"Puay Heng Noodles",2
355,"Church of St Teresa","/sight/singapore53/5194880.html",1,"Church of St Teresa",2
356,"Tourist and Transit Hub","/sight/singapore53/2050837.html",11,"Tourist and Transit Hub",2
357,"Coney Island Park","/sight/singapore53/5197665.html",1,"Coney Island Park",2
358,"Sri Layan Sithi Vinayagar Temple","/sight/singapore53/1710151.html",12,"Sri Layan Sithi Vinayagar Temp ...",2
359,"新加坡通勤馆","/sight/singapore53/2051900.html",1,"Singapore Commuter Hall",2
360,"Southernmost point of Asia","/sight/singapore53/4837579.html",1,"Southernmost point of Asia",2
361,"Marine Cove Playground","/sight/singapore53/2051082.html",1,"Marine Cove Playground",2
362,"Butterfly Garden","/sight/singapore53/5185816.html",NA,"Butterfly Garden",2
363,"Oh Chin Huat Hydroponic Farms","/sight/singapore53/2055565.html",2,"Oh Chin Huat Hydroponic Farms",2
364,"仙祖宫","/sight/singapore53/2740896.html",1,"Xianzu Palace",2
365,"武吉巴督自然公园","/sight/singapore53/2055011.html",14,"Bukit Batok Nature Park",2
366,"Changi Sailing Club","/sight/singapore53/2119297.html",3,"Changi Sailing Club",2
367,"KFC","/sight/singapore53/5298693.html",4,"KFC",2
368,"华侨银行空中走道和擎天大树","/sight/singapore53/71566517.html",1,"OCBC Skywalk and Sky Tree",2
369,"欧亚文化遗产中心","/sight/singapore53/1711342.html",11,"Eurasia Cultural Heritage Centre",2
370,"樟宜商业园","/sight/singapore53/2004048.html",7,"Changi Business Park",2
371,"Hdb","/sight/singapore53/1710099.html",10,"Hdb",2
372,"热带游乐园@新加坡动物园","/sight/singapore53/2860656.html",7,"Tropical Amusement Park @ Singapore Zoo",2
373,"娘惹博物馆","/sight/singapore53/2916893.html",4,"Nyonya Museum",2
374,"Jurong West Swimming Complex","/sight/singapore53/5210444.html",2,"Jurong West Swimming Complex",2
375,"Run With Me Singapore","/sight/singapore53/2117773.html",7,"Run With Me Singapore",2
376,"马海阿布犹太教堂","/sight/singapore53/1710123.html",21,NA,2
377,"Springleaf Nature Park","/sight/singapore53/2055656.html",2,"Springleaf Nature Park",2
378,"教育部文化遗产中心","/sight/singapore53/1711346.html",10,"Ministry of Education Cultural Heritage Center",2
379,"丹达乌他帕尼兴都庙","/sight/singapore53/1710167.html",17,"Danda Utapani Hindu Temple",2
380,"Masjid Bencoolen","/sight/singapore53/1710054.html",12,"Masjid Bencoolen",2
381,"Tao Tian Keng Temple","/sight/singapore53/1711484.html",10,"Tao Tian Keng Temple",2
382,"Resorts World Theater","/sight/sentosa776/2120109.html",6,"Resorts World Theater",2
383,"The Theatre Practice","/sight/singapore53/2118603.html",1,"The Theatre Practice",2
384,"Jane's SG Tours","/sight/singapore53/2051351.html",1,"Jane's SG Tours",2
385,"樟宜机场24小时儿童游乐场","/sight/singapore53/3445551.html",2,"Changi Airport Children's Playground",2
386,"Bikram Yoga Katong","/sight/singapore53/2119341.html",1,"Bikram Yoga Katong",2
387,"Lee Wee Nam Library","/sight/singapore53/4035711.html",1,"Lee Wee Nam Library",2
388,"禧玛诺自行车世界","/sight/singapore53/1710084.html",7,"Shimano Bicycle World",2
389,"艺术、设计与媒体学院","/sight/singapore53/4035718.html",1,"School of Art, Design and Media",2
390,"昭南福特车厂纪念馆","/sight/singapore53/1710083.html",9,"Zhaonan Ford Depot Memorial",2
391,"活体龟鳖博物馆","/sight/singapore53/1710193.html",12,"Living Turtle Museum",2
392,"Theatreworks","/sight/singapore53/2118519.html",7,"Theatreworks",2
393,"The Star Performing Arts Centre","/sight/singapore53/2119569.html",2,"The Star Performing Arts Centr ...",2
394,"Tan Si Chong Chu Temple","/sight/singapore53/1711528.html",8,"Tan Si Chong Chu Temple",2
395,"Pearl's Hill City Park","/sight/singapore53/2055820.html",5,"Pearl's Hill City Park",2
396,"梦之湖","/sight/singapore53/4889887.html",1,"Lake of Dreams",2
397,"K-Live全息投影直播","/sight/singapore53/3389701.html",3,"K-Live holographic projection live broadcast",2
398,"The Epicurean State","/sight/singapore53/2116702.html",5,"The Epicurean State",2
399,"新生水展览中心","/sight/singapore53/1710119.html",14,"Xinsheng Water Exhibition Center",2
400,"COM1 @ NUS","/sight/singapore53/3438699.html",1,"COM1 @ NUS",2
401,"Nyee Phoe Flower Garden","/sight/singapore53/1710168.html",7,"Nyee Phoe Flower Garden",2
402,"Punggol Park","/sight/singapore53/2054368.html",6,"Punggol Park",2
403,"樟宜壁画","/sight/singapore53/1711562.html",7,"Changi Mural",2
404,"海军博物馆","/sight/singapore53/1710128.html",12,"Naval museum",2
405,"Peranakan Trail","/sight/singapore53/1711253.html",5,"Peranakan Trail",2
406,"Cathay Picturehouse","/sight/singapore53/4803986.html",1,"Cathay Picturehouse",2
407,"Orto","/sight/singapore53/5177844.html",NA,"Orto",2
408,"Wildlife Reserves Singapore","/sight/singapore53/4769633.html",1,"Wildlife Reserves Singapore",2
409,"武吉巴督纪念碑遗址","/sight/singapore53/1710094.html",9,"Bukit Batok Monument Site",2
410,"加东区","/sight/singapore53/5136614.html",1,"Katong",2
411,"艺术夹画廊","/sight/singapore53/5134639.html",1,"Art Clip Gallery",2
412,"The Private Museum","/sight/singapore53/1710182.html",5,"The Private Museum",2
413,"Everton Road Street Art","/sight/singapore53/2050885.html",4,"Everton Road Street Art",2
414,"龙山寺","/sight/singapore53/1710176.html",16,"Longshan Temple",2
415,"日本人墓地公园","/sight/singapore53/1710177.html",7,"Japanese Cemetery Park",2
416,"Coldstream Ancestral Museum","/sight/singapore53/2054075.html",9,"Coldstream Ancestral Museum",2
417,"Siong Leng Musical Association","/sight/singapore53/2118026.html",3,"Siong Leng Musical Association",2
418,"8Q新加坡艺术馆","/sight/singapore53/3148718.html",3,"8Q Singapore Museum of Art",2
419,"白沙钓鱼塘","/sight/singapore53/1710057.html",12,"Baisha Fishing Pond",2
420,"Maxout Hydrosports","/sight/singapore53/2475702.html",3,"Maxout Hydrosports",2
421,"实马高岛","/sight/singapore53/1710043.html",9,"Sema high i.",2
422,"The Pinnacle @ Duxton","/sight/singapore53/5073755.html",1,"The Pinnacle @ Duxton",2
423,"Square Buns Junior","/sight/singapore53/2751274.html",1,"Square Buns Junior",2
424,"韩都岛","/sight/singapore53/1710171.html",11,"Handu Island",2
425,"Tan Swie Hian Museum","/sight/singapore53/1710042.html",9,"Tan Swie Hian Museum",2
426,"Northern Eastern Riverine Loop","/sight/singapore53/2118801.html",3,"Northern Eastern Riverine Loop",2
427,"Sunrise Traditional Coffee&Toast","/sight/singapore53/2751233.html",1,"Sunrise Traditional Coffee & Toa ...",2
428,"金珠厨艺馆Kim Choo Kueh Chang","/sight/singapore53/2740250.html",2,"Kim Choo Kueh Chang",2
429,"Tamoya","/sight/singapore53/2751278.html",1,"Tamoya",2
430,"Stick 'em On","/sight/singapore53/2751234.html",1,"Stick 'em On",2
431,"义安文化中心","/sight/singapore53/1710120.html",17,"Ngee An Cultural Center",2
432,"Hong Lim Park","/sight/singapore53/2052287.html",12,"Hong Lim Park",2
433,"Hort Park","/sight/singapore53/2053311.html",5,"Hort Park",2
434,"Children Little Museum","/sight/singapore53/1710112.html",11,"Children Little Museum",2
435,"Singapore City Explorers","/sight/singapore53/2475638.html",2,"Singapore City Explorers",2
436,"Lorong Halus Wetland","/sight/singapore53/1710126.html",10,"Lorong Halus Wetland",2
437,"Tiong Bahru Estate","/sight/singapore53/1710153.html",10,"Tiong Bahru Estate",2
438,"港湾第二大厦","/sight/singapore53/3390272.html",1,"Harbour Building 2",2
439,"Singapore Maritime Gallery","/sight/singapore53/1710034.html",8,"Singapore Maritime Gallery",2
440,"印度国民军纪念地","/sight/singapore53/1710068.html",14,"Indian National Army Memorial",2
441,"Singapore Cable Car","/sight/singapore53/71564513.html",NA,"Singapore Cable Car",2
442,"恭錫路","/sight/singapore53/2486416.html",1,"Gongxi Road",2
443,"Teater Ekamatra","/sight/singapore53/2118646.html",1,"Teater Ekamatra",2
444,"W!ld Rice","/sight/singapore53/2118223.html",1,"W! Ld Rice",2
445,"Serangoon, Singapore","/sight/singapore53/5293490.html",NA,"Serangoon, Singapore",2
446,"Night Safari Tour-Wendy Tour","/sight/singapore53/4798952.html",1,"Night Safari Tour-Wendy Tour",2
447,"Touristars - Private Running Tours","/sight/singapore53/4820161.html",1,"Touristars-Private Running T ...",2
448,"Tanjong Pagar Railway Station","/sight/singapore53/4083198.html",4,"Tanjong Pagar Railway Station",2
449,"春到河畔迎新春系列活动","/sight/singapore53/5452009.html",2,"Spring to Riverside New Year Activities",2
450,"Hai Bin Punggol","/sight/singapore53/5327109.html",NA,"Hai Bin Punggol",2
451,"The Fullerton Maritime Journey Tour","/sight/singapore53/4937105.html",1,"The Fullerton Maritime Journey ...",2
452,"中文图书馆","/sight/singapore53/4035713.html",1,"Chinese Library",2
453,"Bidadari Memorial Garden","/sight/singapore53/1710106.html",2,"Bidadari Memorial Garden",2
454,"LeVeL33","/sight/singapore53/5298361.html",NA,"LeVeL33",2
455,"大乘禅寺","/sight/singapore53/1710155.html",10,"Mahayana Temple",2
456,"Albert Court Village Hotel Lobby Lounge","/sight/singapore53/5409673.html",1,"Albert Court Village Hotel Lob ...",2
457,"Treetop Walk","/sight/singapore53/4889738.html",2,"Treetop Walk",2
458,"RMG Tours Private Limited","/sight/singapore53/4890167.html",1,"RMG Tours Private Limited",2
459,"Pop And Contemporary Fine Art","/sight/singapore53/2053104.html",NA,"Pop And Contemporary Fine Art",2
460,"F1 Pit Building","/sight/singapore53/2830895.html",4,"F1 Pit Building",2
461,"E-Waves Fishbyte Pte Ltd","/sight/singapore53/2119454.html",1,"E-Waves Fishbyte Pte Ltd",2
462,"政府组屋展廊","/sight/singapore53/3148913.html",1,"Government HDB Gallery",2
463,"Singapore Repertory Theatre","/sight/singapore53/2118644.html",1,"Singapore Repertory Theatre",2
464,"New Bridge Road","/sight/singapore53/2051749.html",6,"New Bridge Road",2
465,"Chinese Garden","/sight/singapore53/5346387.html",7,"Chinese Garden",2
466,"Far East Square","/sight/singapore53/2055643.html",3,"Far East Square",2
467,"空军博物馆","/sight/singapore53/1710141.html",11,"Air Force Museum",2
468,"嘉华电影","/sight/singapore53/4038900.html",4,"Ka Wah Movie",2
469,"医学院大楼","/sight/singapore53/1711581.html",7,"Medical school building",2
470,"Singapore Dance Theatre","/sight/singapore53/2118743.html",4,"Singapore Dance Theatre",2
471,"Shen Nong Spa","/sight/singapore53/2119252.html",4,"Shen Nong Spa",2
472,"中央锡克庙","/sight/singapore53/1710122.html",12,"Central Sikh Temple",2
473,"Kim Seng Park","/sight/singapore53/2055672.html",5,"Kim Seng Park",2
474,"Tampines Changkat Butterfly Garden","/sight/singapore53/1710098.html",9,"Tampines Changkat Butterfly Ga ...",2
475,"Katong Park","/sight/singapore53/2052268.html",3,"Katong Park",2
476,"長老會恩澤堂裕廊聚會","/sight/singapore53/3148823.html",3,"Presbyterian Church Enzetang Jurong Gathering",2
477,"新加坡采石场","/sight/singapore53/1711351.html",12,"Singapore Quarry",2
478,"Tang Dynasty Massage & Spa","/sight/singapore53/4779414.html",1,"Tang Dynasty Massage & Spa",2
479,"Traditional Oriental Therapy","/sight/singapore53/4809087.html",1,"Traditional Oriental Therapy",2
480,"Galerie Belvedere","/sight/singapore53/1710113.html",4,"Galerie Belvedere",2
481,"Bishan Ang Mo Kio Park","/sight/singapore53/2054330.html",4,"Bishan Ang Mo Kio Park",2
482,"陈东龄故居","/sight/singapore53/4363352.html",2,"Chen Dongling's Former Residence",2
483,"Alexandra Arch","/sight/singapore53/5320533.html",2,"Alexandra Arch",2
484,"拉萨尔设计学院","/sight/singapore53/3235172.html",2,"LaSalle Design Institute",2
485,"The Hive NTU","/sight/singapore53/4019667.html",2,"The Hive NTU",2
486,"Orchid Country Club Golf School","/sight/singapore53/5259954.html",1,"Orchid Country Club Golf Schoo ...",2
487,"新加坡乌节路游客中心","/sight/singapore53/4930823.html",NA,"Orchard Road Visitor Centre, Singapore",2
488,"Sengkang Riverside Park","/sight/singapore53/2056459.html",2,"Sengkang Riverside Park",2
489,"Boon Tat St","/sight/singapore53/2052847.html",2,"Boon Tat St",2
490,"史丹福大厦","/sight/singapore53/1710148.html",2,"Stanford Building",2
491,"West Coast Park","/sight/singapore53/5073691.html",1,"West coast park",2
492,"Shoebox Canteen","/sight/singapore53/2740251.html",1,"Shoebox Canteen",2
493,"Orient Health Management","/sight/singapore53/2751284.html",1,"Orient Health Management",2
494,"Splash at Kidz Amaze","/sight/singapore53/4072578.html",1,"Splash at Kidz Amaze",2
495,"Kraven","/sight/singapore53/2750994.html",1,"Kraven",2
496,"Nasi Padang Sederhana","/sight/singapore53/2751246.html",1,"Nasi Padang Sederhana",2
497,"NALAA","/sight/singapore53/2751345.html",1,"NALAA",2
498,"Telok Ayer Chinese Methodist Church","/sight/singapore53/4867553.html",1,"Telok Ayer Chinese Methodist C ...",2
499,"Church of the Holy Family","/sight/singapore53/5299402.html",1,"Church of the Holy Family",2
500,"Hi-ball Management","/sight/singapore53/2751003.html",1,"Hi-ball Management",2
501,"New Hong Kong Congee","/sight/singapore53/2751016.html",1,"New Hong Kong Congee",2
502,"The Dining Room at Tanjong Beach Club","/sight/singapore53/5279493.html",1,"The Dining Room at Tanjong Bea ...",2
503,"Nagore Dargah Indian Muslim Heritage Centre","/sight/singapore53/4196023.html",1,"Nagore Dargah Indian Muslim He ...",2
504,"Say Seng","/sight/singapore53/2751255.html",1,"Say Seng",2
505,"Mr. Teh Tarik","/sight/singapore53/2751275.html",1,"Mr. Teh Tarik",2
506,"新加坡艺术学院","/sight/singapore53/3235175.html",1,"Singapore Academy of Arts",2
507,"Arab Quarter","/sight/singapore53/3172823.html",1,"Arab Quarter",2
508,"Former Keng Teck Whay Building","/sight/singapore53/4775602.html",1,"Former Keng Teck Whay Building",2
509,"Bistro 1855","/sight/singapore53/5447066.html",1,"Bistro 1855",2
510,"SL II Muffin","/sight/singapore53/2751232.html",1,"SL II Muffin",2
511,"Ying Fo Fui Kun","/sight/singapore53/4773552.html",1,"Ying Fo Fui Kun",2
512,"OUE Tower","/sight/singapore53/3172895.html",1,"OUE Tower",2
513,"Mandai Crematorium and Columbarium","/sight/singapore53/5301097.html",NA,"Mandai Crematorium and Columba ...",2
514,"Aramsa ~ The Garden Spa","/sight/singapore53/4802727.html",1,"Aramsa ~ The Garden Spa",2
515,"Ota Fine Arts","/sight/singapore53/1710116.html",2,"Ota Fine Arts",2
516,"如切观音庙","/sight/singapore53/4088062.html",1,"Joo Chian Temple",2
517,"German Girl Shrine","/sight/singapore53/4081877.html",NA,"German Girl Shrine",2
518,"KidZania","/sight/singapore53/4193775.html",NA,"KidZania",2
519,"Playhouse","/sight/singapore53/5313827.html",1,"Playhouse",2
520,"Beyond Beauty","/sight/singapore53/4778291.html",1,"Beyond Beauty",2
521,"Woodlands Waterfront Park","/sight/singapore53/5429467.html",NA,"Woodlands waterfront park",2
522,"Changi Point Boardwalk","/sight/singapore53/1710145.html",7,"Changi Point Boardwalk",2
523,"Resort world Sentosa - trickeye musuem","/sight/singapore53/5327524.html",1,"Resort world Sentosa-trickey ...",2
524,"Singapore Sideways Vespa Tour","/sight/singapore53/71564489.html",1,"Singapore Sideways Vespa Tour",2
525,"Tanjong Katong Complex","/sight/singapore53/5337705.html",NA,"Tanjong Katong Complex",2
526,"Le Spa","/sight/singapore53/4868606.html",1,"Le Spa",2
527,"Bioskin","/sight/singapore53/4778304.html",1,"Bioskin",2
528,"Nue Shape","/sight/singapore53/4779409.html",1,"Nue Shape",2
529,"Singapore Chinese Orchestra","/sight/singapore53/4803984.html",1,"Singapore Chinese Orchestra",2
530,"Beauty Empire","/sight/singapore53/4823360.html",1,"Beauty Empire",2
531,"Renaza Hair & Nail Spa","/sight/singapore53/4778313.html",1,"Renaza Hair & Nail Spa",2
532,"Orchid Bowl","/sight/singapore53/5302072.html",NA,"Orchid Bowl",2
533,"Admiralty Park","/sight/singapore53/4919565.html",1,"Admiralty Park",2
534,"Singapore City Bike Tour","/sight/singapore53/71564484.html",1,"Singapore City Bike Tour",2
535,"这就是生活酒吧","/sight/singapore53/2119224.html",NA,"This is life bar",2
536,"圣淘沙丹戎海滩瑜伽课程","/sight/sentosa776/2481024.html",NA,"Yoga Class in Tanjung Beach, Sentosa",2
537,"新加坡博览中心","/sight/singapore53/4978344.html",NA,"Singapore Expo",2
538,"Mosque Street","/sight/singapore53/4413379.html",NA,"Mosque Street",2
539,"圣淘沙高尔夫俱乐部","/sight/singapore53/5131614.html",NA,"Sentosa Golf Club",2
540,"星空花园","/sight/singapore53/5633342.html",NA,"Starry Garden",2
541,"树篱迷宫","/sight/singapore53/5635345.html",NA,"Hedge maze",2
542,"宏利天空之网-步行网","/sight/singapore53/5635344.html",NA,"Manulife Sky Net-Walking Net",2
543,"NERF家庭游乐中心","/sight/singapore53/5653378.html",NA,"NERF Family Fun Center",2
544,"镜子迷宫","/sight/singapore53/5634351.html",NA,"Mirror maze",2
545,"Peranakan Houses","/sight/singapore53/5591478.html",NA,"Peranakan Houses",2
546,"Yong Siew Toh Conservatory of Music","/sight/singapore53/5218497.html",NA,"Yong Siew Toh Conservatory of ...",2
547,"Executive Golf Course","/sight/singapore53/5147365.html",NA,"Executive Golf Course",2
548,"U Factory","/sight/singapore53/5445911.html",NA,"U Factory",2
549,"CrossFit Fire City","/sight/singapore53/5462222.html",NA,"CrossFit Fire City",2
550,"Masjid Yusof Ishak","/sight/singapore53/5481140.html",NA,"Masjid Yusof Ishak",2
551,"K+ Curatorial Space","/sight/singapore53/4455664.html",NA,"K + Curatorial Space",2
552,"EGT Scooter","/sight/singapore53/4451185.html",NA,"EGT Scooter",2
553,"Kok Fah Technology Farm","/sight/singapore53/4460285.html",NA,"Kok Fah Technology Farm",2
554,"Tering Bay Golf and Country Club","/sight/singapore53/4441793.html",NA,"Tering Bay Golf and Country Cl ...",2
555,"MAM Holidays Singapore","/sight/singapore53/4844516.html",NA,"MAM Holidays Singapore",2
556,"Khadijah Mosque","/sight/singapore53/4850943.html",NA,"Khadijah Mosque",2
557,"Dynasties Antique & Art Gallery","/sight/singapore53/2053277.html",NA,"Dynasties Antique & Art Galler ...",2
558,"Wild Discoverer Tour","/sight/singapore53/4769638.html",NA,"Wild Discoverer Tour",2
559,"Shaw Theatres Lido Imax","/sight/singapore53/4803988.html",NA,"Shaw Theatres Lido Imax",2
560,"千灯寺","/sight/singapore53/4897030.html",NA,"Qiandeng Temple",2
561,"MOVE Academy Singapore","/sight/singapore53/4860477.html",NA,"MOVE Academy Singapore",2
562,"资生堂森林谷","/sight/singapore53/5552420.html",NA,"Shiseido Forest Valley",2
563,"Chan Hampe Galleries","/sight/singapore53/2053296.html",NA,"Chan Hampe Galleries",2
564,"The Escape Hunt Experience Singapore","/sight/singapore53/4813917.html",NA,"The Escape Hunt Experience Sin ...",2
565,"Arul","/sight/singapore53/4814545.html",NA,"Arul",2
566,"Roomraider SG","/sight/singapore53/4819127.html",NA,"Roomraider SG",2
567,"Pang Sua Pond","/sight/singapore53/4852900.html",NA,"Pang Sua Pond",2
568,"Waterloo Cycles","/sight/singapore53/4754584.html",NA,"Waterloo Cycles",2
569,"Nantsuttei","/sight/singapore53/2751270.html",NA,NA,2
570,"Aero-green Technology","/sight/singapore53/2053322.html",NA,"Aero-green Technology",2
571,"Ambassador Transit Lounge","/sight/singapore53/4926353.html",NA,"Ambassador Transit Lounge",2
572,"Moshi Moshi Bollywood","/sight/singapore53/4827941.html",NA,"Moshi Moshi Bollywood",2
573,"Empress Lawn","/sight/singapore53/4752705.html",NA,"Empress Lawn",2
574,"GX-5 Xtreme Swing","/sight/singapore53/4804019.html",NA,NA,2
575,"Merlin Frame Maker & Art Gallery(百利宫店)","/sight/singapore53/2826475.html",NA,"Merlin Frame Maker & Art Galle ...",2
576,"Lumbia The Salsa Club","/sight/singapore53/5416099.html",NA,"Lumbia The Salsa Club",2
577,"Mystery Escape","/sight/singapore53/5445642.html",NA,"Mystery Escape",2
578,"SG Darts Haven","/sight/singapore53/5445748.html",NA,"SG Darts Haven",2
579,"Pasir Panjang","/sight/singapore53/5458713.html",NA,"Pasir Panjang",2
580,"Manekineko Bugis+","/sight/singapore53/5471255.html",NA,"Manekineko Bugis +",2
581,"Fort Serapong","/sight/singapore53/4424703.html",NA,"Fort serapong",2
582,"BakinCalf Baking Workshops","/sight/singapore53/4537005.html",NA,"BakinCalf Baking Workshops",2
583,"Playkeroo","/sight/singapore53/4440490.html",NA,"Playkeroo",2
584,"Mesjid Temenggong Daeng Ibrahim","/sight/singapore53/5195985.html",NA,"Mesjid Temenggong Daeng Ibrahi ...",2
585,"The Music Salon","/sight/singapore53/5208664.html",NA,"The Music Salon",2
586,"Challenge Cube","/sight/singapore53/5438672.html",NA,"Challenge Cube",2
587,"HSBC Women's Champions","/sight/singapore53/5202816.html",NA,"HSBC Women's Champions",2
588,"Sembawang Country Club","/sight/singapore53/5202921.html",NA,"Sembawang Country Club",2
589,"Homage To Newton","/sight/singapore53/5219057.html",NA,"Homage To Newton",2
590,"Yoga Seeds","/sight/singapore53/4825631.html",NA,"Yoga Seeds",2
591,"Trapped","/sight/singapore53/4819928.html",NA,NA,2
592,"Yacht Escape - Mikanna","/sight/singapore53/4827729.html",NA,NA,2
593,"Trapped Escape Room Singapore","/sight/singapore53/4827890.html",NA,NA,2
594,"楊国际艺术中心","/sight/singapore53/2053844.html",NA,NA,2
595,"Dragonwick Gallery","/sight/singapore53/2053274.html",NA,NA,2
596,"Art Retreat","/sight/singapore53/2053260.html",NA,NA,2
597,"Living Portrait Gallery","/sight/singapore53/2053282.html",NA,NA,2
598,"White Space Art Asia","/sight/singapore53/2055786.html",NA,NA,2
599,"2902 Gallery","/sight/singapore53/2055777.html",NA,NA,2
600,"Lockdown Escape","/sight/singapore53/4814511.html",NA,NA,2
601,"达迈","/sight/singapore53/4870890.html",NA,NA,2
602,"Falcon PEV","/sight/singapore53/2118579.html",NA,"Falcon PEV",2
603,"Table @ Pip’s","/sight/singapore53/2751280.html",NA,NA,2
604,"Loof","/sight/singapore53/5404983.html",NA,NA,2
605,"Firefly","/sight/singapore53/5400182.html",NA,"Firefly",2
606,"Art Facet","/sight/singapore53/4483570.html",NA,"Art Facet",2
607,"Waka Waka","/sight/singapore53/5472022.html",NA,"Waka Waka",2
608,"Read Bridge　(Malacca Bridge)","/sight/singapore53/5190887.html",NA,"Read Bridge (Malacca Bridge)",2
609,"The American Club Singapore","/sight/singapore53/5212981.html",NA,"The American Club Singapore",2
610,"Alive Museum","/sight/singapore53/70368330.html",NA,"Alive Museum",2
611,"Wesley Methodist Church","/sight/singapore53/5216768.html",NA,"Wesley Methodist Church",2
612,"Ramakrishna Mission temple","/sight/singapore53/5218431.html",NA,"Ramakrishna Mission temple",2
613,"Cactus Garden","/sight/singapore53/5189614.html",NA,"Cactus Garden",2
614,"Orchid Garden & Koi Pond","/sight/singapore53/5189616.html",NA,"Orchid Garden & Koi Pond",2
615,"Dong Yue Miao","/sight/singapore53/5202652.html",NA,"Dong Yue Miao",2
616,"MasterCard Theatres","/sight/singapore53/5193399.html",NA,"MasterCard Theatres",2
617,"At-Sunrice GlobalChef Academy","/sight/singapore53/4462991.html",NA,"At-Sunrice GlobalChef Academy",2
618,"Flop","/sight/singapore53/4459721.html",NA,"Flop",2
619,"Sinema Old School","/sight/singapore53/4803985.html",NA,"Sinema Old School",2
620,"Gold Class Experience","/sight/singapore53/4803987.html",NA,"Gold Class Experience",2
621,"Xcape Singapore","/sight/singapore53/4816710.html",NA,NA,2
622,"MCI and MCCY Building","/sight/singapore53/5142207.html",NA,"MCI and MCCY Building",2
623,"Orchard Road Presbyterian Church","/sight/singapore53/5216769.html",NA,NA,2
624,"Esplanade Bridge","/sight/singapore53/5191965.html",NA,NA,2
625,"Puaka Hill","/sight/singapore53/4469900.html",NA,"Puaka Hill",2
626,"Fresh! Singapore","/sight/singapore53/5439974.html",NA,NA,2
627,"TOXIC","/sight/singapore53/5420846.html",NA,NA,2
628,"Ganso Manekineko","/sight/singapore53/5467207.html",NA,"Ganso Manekineko",2
629,"The Green Kiwi Backpacker Hostel Bugis - Bar","/sight/singapore53/5442825.html",NA,"The Green Kiwi Backpacker Host ...",2
630,"Society of Tourist Guides","/sight/singapore53/4469227.html",NA,"Society of Tourist Guides",2
631,"Gogreen E-Mobility Lifestyle Hub","/sight/singapore53/4467216.html",NA,"Gogreen E-Mobility Lifestyle H ...",2
