review_index,sentiment,aspect,adjective
748,POS,温差,大
749,POS,美景不错,
749,POS,灯光不错,
749,POS,位置,好
750,POS,灯光不错,
750,POS,灯光不错,
750,POS,感觉,值
751,POS,造型,可爱
752,POS,灯光不错,
752,POS,灯光不错,
752,NEU,面积,小
752,POS,灯光不错,
752,POS,门票便宜,
753,POS,灯光不错,
753,POS,灯光不错,
753,POS,灯光不错,
753,POS,灯光,亮
753,POS,灯光不错,
754,POS,环境,静
754,POS,造型,奇特
755,POS,地方,好找
755,POS,感觉,值
756,POS,植物种类,多
756,POS,种类,多
756,POS,果汁,便宜
757,NEU,温度,低
758,POS,照片,好看
758,POS,价格,便宜
759,POS,花园,大
759,POS,景色,自然
759,POS,环境不错,
759,POS,位置不错,
760,NEU,温度,低
761,POS,品种,多
761,POS,植物,美
762,POS,特別,舒服
763,POS,景点不错,
763,POS,照片不错,
763,POS,灯光不错,
764,POS,酒店,多
765,POS,景点不错,
765,POS,花园,大
765,POS,感觉,漂亮
765,POS,感觉,漂亮
765,POS,效果,不错
765,POS,灯光不错,
765,POS,灯光,美
765,POS,灯光,美
765,POS,夜景不错,
765,POS,总体不错,
767,POS,感觉,漂亮
767,POS,灯光不错,
767,POS,景点,好
768,POS,感觉,方便
769,POS,票,方便
769,POS,取票,方便
769,POS,云雾,不错
770,POS,地方不错,
771,POS,植物,美
772,POS,确实,好看
774,POS,景色,美
774,POS,景色,棒
775,NEU,拍照,困难
776,POS,灯光不错,
778,POS,体验,很好
780,POS,森林不错,
780,POS,灯光不错,
781,POS,美景不错,
781,POS,景点不错,
783,POS,景点,好看
783,POS,室,赞
783,POS,感觉,舒服
783,POS,孩子,开心
784,POS,环境,美
784,POS,地方,好
786,POS,门票便宜,
787,POS,感觉,方便
788,POS,避暑,好
789,POS,植物,美
789,POS,价格,便宜
790,POS,景点不错,
791,POS,灯光不错,
792,POS,景点不错,
793,POS,景点不错,
796,POS,票,方便
797,POS,花园,不错
799,NEU,票价,贵
800,POS,感觉,方便
800,POS,感觉,舒服
800,NEU,景点,少
802,POS,体验,非常好
802,POS,灯光,好看
802,POS,灯光效果,非常好
803,POS,云雾,非常好
803,POS,票,方便
803,POS,取票,方便
804,POS,地方,美
805,POS,面积,大
805,POS,感觉,漂亮
806,POS,夜景,美
806,NEU,游客,多
807,POS,速度,快
807,POS,感觉,方便
808,POS,瀑布,壮观
810,POS,感觉,舒服
811,POS,景色,自然
813,NEU,花园,不大
813,POS,感觉,不错
814,POS,感觉,喜欢
814,POS,票,方便
814,POS,取票,方便
817,POS,温度,适中
818,POS,景色,景色不错
818,POS,环境,美
818,POS,地方不错,
819,POS,孩子,开心
820,POS,景点,好
823,POS,花园,壮观
823,POS,景色,秀丽
823,POS,视野不错,
825,POS,出票,快
825,POS,感觉,方便
825,NEU,游客,不多
825,POS,空调,足
825,POS,地方,地方不错
826,POS,空气,清新
827,POS,地方,好
827,POS,好玩,好玩
827,POS,感觉,不错
827,POS,距离,近
827,POS,夜景不错,
828,POS,感觉,漂亮
829,POS,感觉,喜欢
829,POS,环境,好
830,POS,票价,便宜
830,NEU,票,不方便
830,POS,景点,美
832,NEU,票价,不便宜
835,POS,感觉,不错
835,POS,造型,独特
836,POS,价格便宜,
839,POS,感觉,漂亮
839,POS,景色,壮观
839,POS,感觉,舒服
840,POS,景点不错,
840,POS,外套,保暖
841,POS,花园,美
841,POS,门票,给力
843,POS,门票,还可以
843,POS,朋友,喜欢
844,POS,门票便宜,
844,POS,感觉,方便
846,POS,感觉,舒服
846,POS,感觉,漂亮
846,POS,花园,赞
847,POS,地方,地方不错
848,POS,感觉,喜欢
848,POS,温度,舒服
849,POS,感觉,不错
849,POS,好玩,好玩
850,POS,拍照,美
852,POS,感觉,方便
853,POS,植物,美
854,POS,朋友,喜欢
857,POS,好玩,好玩
857,POS,感觉,喜欢
859,POS,演出不错,
859,POS,朋友,喜欢
859,POS,大人,喜欢
860,POS,感觉,漂亮
861,POS,森林不错,
861,POS,瀑布,美
862,POS,环境,环境不错
862,POS,植物,美
863,POS,公园,大
864,POS,花园,棒
864,POS,花园,美
864,POS,感觉,开心
864,POS,入园,方便
864,POS,体验,非常好
866,POS,设计不错,
867,POS,感觉,棒
867,POS,感觉,赞
870,POS,感觉,方便
870,POS,感觉,赞
871,POS,花园,美
872,POS,景点不错,
872,POS,植物种类,多
872,POS,种类,多
874,POS,树,好看
874,POS,感觉,赞
875,POS,票,方便
875,POS,取票,方便
875,POS,感觉,舒服
875,POS,拍照,美
876,POS,确实,好看
876,POS,价格,合理
876,POS,确实,好看
878,POS,感觉,棒
878,POS,孩子,开心
879,POS,地方,美
880,POS,灯光不错,
880,POS,美食不错,
882,POS,票,方便
882,POS,取票,方便
884,POS,花园,美
885,NEU,温度,低
886,POS,感觉,不错
886,POS,灯光不错,
887,POS,票,方便
887,POS,取票,方便
888,POS,确实,好看
891,POS,花园,美
893,POS,景点不错,
893,POS,感觉,值
893,POS,气氛不错,
893,POS,灯光不错,
894,POS,瀑布,美
895,POS,英文,好
900,POS,服务不错,
900,POS,景点,美
900,POS,感觉,喜欢
903,POS,衣服不错,
904,POS,服务,好
905,POS,体验,非常好
907,POS,地方不错,
907,POS,票,方便
909,POS,环境,美
909,POS,植物,多
909,POS,感觉,喜欢
910,POS,景点,好玩
911,NEU,景点,一般
911,POS,瀑布,好
912,POS,感觉,满意
912,POS,价格,便宜
912,POS,好玩,好玩
914,POS,美景不错,
914,POS,环境,宜人
914,POS,空气,清新
914,POS,气候,温和
916,POS,花园,美
917,POS,地方不错,
917,POS,整体,棒
918,POS,水池,漂亮
919,POS,环境,美
919,POS,设计不错,
920,POS,好玩,好玩
920,POS,感觉,开心
921,NEU,面积,不大
921,POS,景色,景色不错
922,POS,植物,美
922,POS,拍照,美
922,POS,景色,自然
924,POS,景点,著名
924,POS,人气,旺
925,POS,门票便宜,
925,POS,景色,美丽
925,POS,景点不错,
926,POS,门票便宜,
926,POS,景色,美丽
926,POS,景点不错,
927,POS,感觉,喜欢
927,POS,花园,美
927,POS,灯光不错,
927,POS,灯光不错,
928,POS,景色,美丽
928,POS,沙滩不错,
928,POS,感觉,惬意
928,POS,感觉,喜欢
928,POS,感觉,浪漫
928,POS,感觉,喜欢
928,POS,美食不错,
928,POS,人们,友好
928,POS,演出不错,
928,POS,景点,著名
928,POS,地方不错,
928,POS,演出,精彩
928,POS,景色不错,
928,POS,造型,奇特
928,POS,地理位置,好
928,POS,位置,好
929,POS,感觉,可爱
929,POS,景色,秀丽
929,POS,空气,清新
929,POS,景色,美丽
929,POS,景点不错,
929,POS,种类,多
929,POS,设计不错,
929,POS,夜景不错,
929,POS,感觉,刺激
929,POS,地铁,便利
929,POS,气息,浓烈
929,POS,大门,漂亮
929,POS,感觉,浪漫
929,POS,植物,大
929,POS,海滩不错,
929,POS,服务不错,
929,POS,小吃不错,
929,POS,人间,美味
929,POS,海风,惬意
929,POS,心情,惬意
929,POS,景象,美
929,NEU,文化,独特
929,POS,视野不错,
930,POS,整体,安静
930,POS,感觉,棒
930,POS,环境,环境不错
931,POS,感觉,漂亮
931,POS,环境,好
932,POS,占地面积,广
932,POS,景色,美丽
932,POS,门票便宜,
932,POS,门票,实惠
932,NEU,温度,低
932,POS,瀑布,壮观
932,POS,植被茂盛,
932,POS,地方不错,
932,POS,地方,地方不错
932,POS,场面,壮观
932,NEU,森林,一般
932,POS,地方,地方不错
933,POS,地方,棒
934,POS,酒店,好
934,NEU,花园,一般
934,POS,灯光不错,
935,POS,感觉,漂亮
935,POS,空调,足
935,POS,环境不错,
936,POS,占地,大
936,POS,建筑,高
937,POS,植物,美
937,POS,景色,自然
937,POS,感触,深
938,POS,景色,景色不错
938,POS,票价便宜,
939,NEU,气候,干燥
939,POS,夜景,美
940,POS,感觉,热闹
940,POS,灯光不错,
940,POS,感觉,浪漫
941,POS,感觉,满意
942,POS,确实,好看
943,POS,景点,好
944,POS,感觉,方便
945,POS,表演,精彩
947,POS,植物种类,多
947,POS,种类,多
947,POS,植物,美
947,POS,美景不错,
948,POS,感觉,不错
949,POS,环境,静
951,POS,夜景,美
951,POS,灯光不错,
954,POS,感觉,漂亮
956,POS,规划,好
957,POS,景色不错,
958,POS,感觉,棒
958,POS,花园,美
958,NEU,时间,仓促
959,POS,感觉,喜欢
961,POS,地方不错,
963,POS,区域,大
963,POS,景色不错,
964,POS,景点,美
965,POS,景点,美
969,POS,感觉,漂亮
971,POS,地方不错,
974,POS,景色,美丽
974,POS,灯光不错,
975,POS,花园,美
976,POS,游客,很好
977,POS,感觉,不错
979,POS,避暑,还可以
980,POS,感觉,不错
980,POS,出行,方便
982,POS,景点,好玩
987,POS,花园,不错
987,POS,感觉,喜欢
988,POS,感觉,漂亮
988,POS,景色,壮观
988,POS,瀑布,好看
991,POS,植物,美
993,POS,地方不错,
994,POS,感觉,不错
994,POS,孩子,喜欢
995,NEU,花园,不大
995,NEU,森林,不大
995,POS,设计,好
996,NEU,票价昂贵,
997,POS,感觉,漂亮
998,POS,感觉,漂亮
1001,POS,价格,便宜
1001,POS,性价比,高
1003,POS,灯光,好看
1004,POS,感觉,方便
1004,POS,家人,喜欢
1005,POS,花园,美
1006,POS,体验,非常好
1008,POS,感觉,不错
1008,POS,位置不错,
1008,POS,交通,方便
1010,POS,感觉,好
1010,POS,景色,美丽
1010,POS,交通,方便
1011,POS,好玩,好玩
1012,POS,感觉,方便
1012,POS,感觉,满意
1012,POS,感觉,满意
1012,POS,感觉,满意
1013,POS,地方不错,
1015,POS,花园,美
1016,POS,表演,精彩
1018,POS,朋友,喜欢
1020,POS,花园,美
1020,POS,美景不错,
1022,POS,感觉,方便
1024,POS,花园,棒
1025,POS,感觉,满意
1026,POS,感觉,漂亮
1029,POS,感觉,棒
1030,POS,感觉,不错
1033,POS,感觉,不错
1034,POS,确实,好看
1035,POS,大瀑布,棒
1037,POS,价钱,合适
1038,POS,花园,美
1039,POS,景色,美
1041,POS,感觉,不错
1041,POS,票价便宜,
1042,POS,景点不错,
1045,POS,感觉,方便
1047,POS,感觉,漂亮
1052,POS,整体不错,
1053,POS,感觉,不错
1055,POS,感觉,不错
1056,POS,感觉,不错
1057,POS,花园,不错
1058,POS,花海,美
1059,POS,出票,快
1060,POS,感觉,不错
1061,POS,地方,美
1061,POS,老妈,喜欢
1062,POS,感觉,方便
1062,POS,景点,美
1062,POS,总体感觉,好
1062,POS,总体,好
1063,POS,地方,非常好
1063,POS,地方,好
1064,POS,景色,美
1065,POS,景色,美
1066,POS,花园,美
1067,POS,孩子,喜欢
1068,POS,取票,方便
1069,POS,感觉,漂亮
1071,POS,性价比,高
1072,POS,确实,好看
1072,POS,照片不错,
1073,POS,感觉,漂亮
1074,POS,感觉,漂亮
1074,POS,感觉,漂亮
1075,POS,价格,便宜
1076,POS,地方不错,
1078,POS,地方,地方不错
1080,POS,门票便宜,
1083,POS,感觉,漂亮
1084,POS,景色,美
1084,POS,灯光不错,
1085,POS,孩子,喜欢
1086,POS,确实,好看
1086,POS,景点,美
1087,POS,感觉,方便
1087,POS,感觉,方便
1087,POS,感觉,方便
1088,POS,景色,美
1089,POS,感觉,方便
1089,POS,景色,美
1090,POS,景色,美丽
1091,POS,景色,美丽
1092,POS,景色,美
1094,POS,感觉,漂亮
1097,POS,感觉,漂亮
1098,POS,气息,浓
1102,POS,感觉,方便
1103,POS,景点,好
1104,POS,出票,快
1104,POS,性价比,高
1106,POS,拍照,好
1107,POS,拍照,好
1108,POS,城市,美
1111,POS,地方不错,
1111,POS,地方,美丽
1113,POS,确实,好看
1114,POS,植物,赞
1116,POS,森林,好玩
1118,POS,景点,便宜
1119,POS,好玩,好玩
1122,POS,好玩,好玩
1123,POS,好玩,好玩
1124,POS,出票,快
1124,POS,感觉,方便
1124,POS,出票,快
1124,POS,感觉,方便
1125,POS,感觉,漂亮
1125,POS,夜景,好看
1126,POS,感觉,棒
1127,POS,感觉,棒
1128,POS,感觉,喜欢
1128,POS,温度,舒服
1129,POS,灯光,美丽
1130,POS,公园,美
1131,POS,景点不错,
1134,POS,地方,美丽
1137,POS,体验,不错
1138,POS,地方不错,
1139,POS,感觉,赞
1140,POS,感觉,赞
1143,POS,感觉,喜欢
1145,NEU,体验,差劲
1147,POS,感觉,方便
1148,POS,票,方便
1149,POS,感觉,漂亮
1149,POS,感觉,漂亮
1150,POS,花园,大
1150,POS,地方,好
1150,POS,孩子,喜欢
1151,POS,森林,不错
1151,POS,森林,还不错
1152,POS,感觉,喜欢
1154,POS,感觉,漂亮
1155,POS,美景不错,
1156,POS,感觉,方便
1157,POS,感觉,漂亮
1157,POS,感觉,赞
1158,POS,感觉,不错
1159,POS,景点,好
1164,POS,花园,美
1166,POS,感觉,方便
1167,NEU,孩子,一般
1169,POS,感觉,方便
1171,POS,地方,美丽
1174,POS,感觉,漂亮
1175,POS,感觉,棒
1178,POS,感觉,不错
1179,POS,感觉,方便
1180,POS,全程,满意
1182,POS,感觉,不错
1183,POS,景色,美
1183,POS,风景,宜人
1185,POS,好玩,好玩
1186,POS,景点,好
1186,POS,景点,很好
1188,POS,景点,好
1189,POS,好玩,好玩
1191,POS,瀑布,赞
1192,POS,环境,美
1193,POS,环境,美
1194,POS,环境,美
1196,POS,感觉,漂亮
1197,POS,感觉,不错
1200,POS,景色,美
1201,POS,感觉,不错
1203,POS,感觉,棒
1204,POS,趋势,漂亮
1206,POS,景点,好
1206,POS,景点,还不错
1208,POS,位置,好
1208,POS,地铁,方便
1208,POS,坐地铁,方便
1208,NEU,设施,老
1208,POS,声音,大
1209,POS,布置,不错
1209,POS,植物,多
1210,POS,地方,美
1210,POS,灯光不错,
1211,POS,阳光,灿烂
1211,POS,气候,温暖
1213,POS,总体不错,
1214,POS,地方不错,
1214,POS,孩子,喜欢
1215,POS,景色,美丽
1217,POS,植物,美
1218,POS,景点不错,
1218,POS,感觉,喜欢
1218,POS,灯光不错,
1219,POS,地方,好美
1219,POS,感觉,漂亮
1220,POS,夜景,还可以
1221,POS,名字,好听
1221,POS,灯光不错,
1222,POS,感觉,漂亮
1225,POS,城市,美
1225,POS,距离,近
1226,POS,感觉,方便
1227,POS,景色,美丽
1227,POS,地方不错,
1228,POS,服务,好
1228,POS,订票,方便
1228,POS,景点,方便
1232,POS,规模,大
1232,POS,感觉,开心
1233,POS,价格,便宜
1235,POS,朋友,满意
1235,POS,感觉,喜欢
1238,POS,设计不错,
1239,POS,地方,美
1240,POS,价格,便宜
1241,POS,景色,美丽
1242,POS,内容,多
1243,POS,花园,大
1243,POS,感觉,惬意
1243,POS,房间不错,
1243,POS,植物,美
1243,NEU,气温,低
1243,POS,灯光不错,
1244,POS,感觉,浪漫
1245,POS,森林不错,
1245,POS,感觉,漂亮
1246,POS,感觉,漂亮
1246,POS,灯光,美
1247,POS,确实,好看
1247,NEU,电影,一般
1248,POS,景色,景色不错
1249,POS,感觉,不错
1249,POS,环境,好
1249,POS,品种,多
1249,POS,孩子,喜欢
1251,POS,花园,美
1252,POS,感觉,方便
1252,POS,花园,美
1253,POS,东西,多
1254,POS,感觉,方便
1255,POS,地方不错,
1256,POS,景色,景色不错
1257,POS,夜景,美
1257,POS,环境,美
1259,POS,感觉,方便
1259,POS,景点,美
1260,POS,灯光不错,
1261,POS,感觉,不错
1263,POS,景色,好美
1263,NEU,气温,高
1264,POS,海景,美丽
1264,POS,夜景不错,
1264,POS,环境,清新
1264,POS,夜景不错,
1265,POS,服务,好
1266,POS,环境,优雅
1266,POS,景色,美丽
1267,POS,地方,美
1270,POS,感觉,漂亮
1270,POS,感觉,不错
1271,POS,花园,不错
1271,POS,设计,好
1271,POS,设计,好
1272,POS,景点不错,
1272,POS,花卉,漂亮
1273,NEU,地方一般,
1274,POS,感觉,方便
1276,POS,花园,大
1276,POS,植物,好
1277,POS,瀑布,好
1278,POS,花园,不错
1278,POS,感觉,舒服
1279,POS,夜景,棒
1280,POS,感觉,棒
1280,POS,感觉,喜欢
1280,POS,女儿,喜欢
1282,POS,感觉,赞
1283,POS,感觉,不错
1283,POS,空气,清新
1287,POS,时人,多
1288,POS,设计不错,
1288,POS,环境,好
1289,POS,绿化,棒
1291,POS,花花草草,漂亮
1291,POS,感觉,不错
1293,POS,设施,好
1293,POS,大人,喜欢
1295,POS,门票便宜,
1297,POS,建筑,美
1297,POS,地方,好
1298,POS,感觉,漂亮
1298,POS,性价比,还可以
1299,POS,感觉,漂亮
1299,POS,性价比,还可以
1303,POS,地方不错,
1305,POS,雨水,充沛
1305,NEU,地方,地方一般
1307,POS,感觉,不错
1307,POS,设计不错,
1307,POS,世界,大
1308,POS,感觉,方便
1308,POS,孩子,喜欢
1308,POS,孩子,开心
1309,POS,感觉,喜欢
1311,NEU,温度,低
1311,POS,温度,舒服
1312,POS,兌搎,方便
1314,POS,景色,壮观
1315,POS,森林不错,
1316,POS,门票便宜,
1317,POS,拍照,好
1317,POS,景点,好
1317,POS,地方,地方不错
1318,POS,孩子,开心
1319,NEU,排队,麻烦
1319,POS,性价比,高
1319,POS,环境,美
1319,POS,景点不错,
1320,POS,票,方便
1321,POS,灯光不错,
1321,POS,灯光不错,
1323,POS,价格,实惠
1324,POS,花园,大
1324,POS,设计不错,
1324,POS,感觉,喜欢
1325,POS,感觉,不错
1325,POS,感觉,不错
1325,POS,感觉,不错
1326,POS,感觉,棒
1326,POS,孩子,开心
1327,POS,梦幻,清新
1328,POS,整体,好
1328,POS,森林不错,
1328,NEU,公园,不大
1331,POS,地方不错,
1331,POS,感觉,舒服
1331,POS,景色,美
1333,POS,景色,美
1333,POS,花园,美
1334,POS,规划,好
1334,POS,灯光不错,
1335,POS,感觉,漂亮
1336,POS,态度,好
1336,POS,感觉,方便
1336,POS,价格,实惠
1337,POS,花园,大
1337,POS,景色,景色不错
1338,POS,景点不错,
1339,POS,景点不错,
1339,POS,体验,不错
1340,POS,景点不错,
1340,POS,景点,壮观
1341,POS,感觉,不错
1341,POS,花园,美
1343,POS,灯光,美
1344,NEU,景区,远
1345,NEU,服务,垃圾
1348,POS,感觉,漂亮
1348,POS,景点,美
1349,POS,花园,大
1349,POS,表演,还好
1349,POS,展览不错,
1349,POS,确实,好看
1349,POS,走道,好
1350,POS,位置,好
1351,POS,植物种类,多
1351,POS,种类,多
1351,POS,果汁,便宜
1353,POS,云雾,不错
1354,POS,总体不错,
1355,POS,景观,美
1358,NEU,管理一般,
1360,POS,交通,方便
1360,POS,森林不错,
1361,POS,地方不错,
1361,POS,森林不错,
1364,POS,灯光不错,
1365,POS,景色,壮观
1366,POS,跨度,大
1368,POS,感觉,喜欢
1369,NEU,花园,不大
1369,NEU,票价,不便宜
1369,POS,夜景,美
1370,POS,设计不错,
1370,POS,地方,干净
1370,POS,流量,大
1370,POS,环境,干净
1371,POS,花园,大
1371,POS,灯光不错,
1371,POS,灯光不错,
1371,POS,地方不错,
1371,POS,地方,美丽
1372,POS,孩子,喜欢
1372,NEU,时间,仓促
1373,POS,感觉,方便
1374,POS,感觉,漂亮
1374,POS,植物种类,多
1374,POS,种类,多
1374,POS,空气,清新
1377,POS,景点不错,
1377,NEU,温度,低
1378,POS,景点不错,
1381,POS,确实,好看
1383,NEU,亮点,不多
1383,POS,总体感觉,好
1384,POS,确实,好看
1385,POS,花园,大
1385,POS,感觉,值
1386,POS,植物,还好
1386,POS,景色,美
1387,POS,花园,美
1388,POS,感觉,不错
1388,POS,门票,便宜
1390,POS,瀑布,壮观
1391,POS,感觉,不错
1392,POS,花卉,漂亮
1393,POS,感觉,满意
1394,POS,花园,大
1396,POS,感觉,方便
1398,POS,品种,多
1399,POS,感觉,棒
1401,POS,确实,好看
1402,POS,感觉,满意
1402,POS,景点,美
1402,POS,灯光不错,
1402,NEU,打车,不好
1403,POS,票,方便
1403,POS,取票,方便
1403,POS,感觉,漂亮
1405,POS,看看,好
1405,NEU,花园,不大
1406,POS,灯光不错,
1407,POS,定票,方便
1407,POS,票,方便
1408,POS,设计不错,
1409,POS,环境,干净
1410,POS,天气,好
1410,POS,天气,还不错
1411,POS,天气,好
1411,POS,天气,还不错
1412,POS,森林不错,
1412,POS,景色,美
1413,POS,景色,自然
1413,POS,灯光不错,
1414,POS,感觉,喜欢
1414,POS,环境,好
1415,POS,感觉,方便
1415,POS,花园,美
1417,POS,感觉,不错
1418,POS,感觉,喜欢
1418,POS,确实,好看
1419,POS,感觉,喜欢
1420,POS,视觉效果,好
1421,POS,灯光,美
1422,POS,灯光,美
1423,POS,景点不错,
1424,POS,环境,美
1425,POS,价格便宜,
1426,POS,价格便宜,
1430,POS,环境,舒服
1430,POS,环境,舒服
1432,POS,植物,好
1433,POS,地方不错,
1433,POS,感觉,赞
1434,POS,公园,美
1434,POS,环境,清新
1434,POS,灯光不错,
1435,POS,地方不错,
1435,POS,设计不错,
1435,POS,感觉,浪漫
1435,POS,感觉,刺激
1435,POS,照片,好
1436,POS,感觉,不错
1436,POS,空调,足
1436,POS,感觉,舒服
1436,POS,品种,多
1436,POS,瀑布,棒
1437,POS,感觉,方便
1437,POS,性价比,高
1438,NEU,灯光,一般
1440,POS,造景,不错
1440,POS,感觉,棒
1442,POS,花园,美
1442,POS,感觉,喜欢
1443,POS,景点不错,
1443,POS,景区,好
1443,POS,景区面积,大
1443,POS,面积,大
1443,POS,门票,便宜
1443,POS,环境,挺好
1444,POS,感觉,刺激
1445,POS,购票,方便
1446,POS,感觉,漂亮
1448,POS,景色,美
1449,POS,花园,大
1449,POS,瀑布,美
1449,POS,票,方便
1450,POS,感觉,方便
1451,POS,避暑,好
1451,POS,地方,好
1452,POS,景色,美丽
1454,POS,花园,大
1455,POS,城市,好
1455,POS,环境,棒
1455,POS,氛围,浓厚
1455,NEU,介绍,详细
1455,POS,灯光不错,
1456,POS,花园,大
1456,POS,种类,多
1456,NEU,意义,不大
1457,POS,感觉,棒
1458,POS,景色,壮观
1461,POS,感觉,棒
1461,POS,孩子,开心
1462,POS,景色,美
1464,NEU,整体感觉,一般
1464,NEU,整体,一般
1465,POS,景点不错,
1466,POS,感觉,浪漫
1468,POS,总体,好玩
1471,POS,美景不错,
1472,POS,设计不错,
1476,POS,感觉,漂亮
1476,POS,空气,清新
1477,POS,感觉,漂亮
1477,POS,空气,清新
1478,POS,感觉,方便
1478,POS,观景,好
1478,POS,确实,好吃
1479,POS,体验,很好
1480,POS,感觉,方便
1480,POS,工作人员,热情
1480,POS,人员,热情
1480,NEU,总体感觉,一般
1480,NEU,总体,一般
1482,POS,好玩,好玩
1484,POS,风景,宜人
1485,POS,感觉,赞
1485,POS,个人,喜欢
1486,POS,订票,方便
1486,POS,服务,好
1486,POS,态度,好
1487,POS,好玩,好玩
1489,POS,地方,美
1489,POS,景色,美
1490,POS,景色,美
1491,POS,植物,好看
1492,POS,孩子,喜欢
1493,NEU,地方,远
1493,NEU,地方,贵
1494,NEU,温度,低
1495,POS,拍照,好
1499,POS,总体感觉,好
1501,POS,灯光,美
1501,POS,孩子,开心
1502,POS,感觉,不错
1502,POS,环境,好
1503,POS,景色,美
1503,POS,灯光,好看
1503,NEU,天色,暗
1504,POS,花花草草,漂亮
1505,POS,票,方便
1505,POS,取票,方便
1505,POS,景点,棒
1506,POS,灯光不错,
1507,POS,面积,大
1507,POS,品种,多
1507,POS,植物,好看
1510,NEU,房间,小
1510,POS,设施,好
1510,POS,服务,好
1510,POS,出行,方便
1512,POS,种类,多
1512,POS,公园,美
1513,POS,公园,大
1513,POS,冷气,足
1513,POS,花园,美
1514,NEU,花都,一般
1514,NEU,植物,一般
1514,POS,灯光不错,
1516,POS,公园,好
1516,POS,外围,不错
1516,POS,夜景,好
1517,POS,景点,著名
1518,POS,温度,舒服
1518,POS,灯光不错,
1519,POS,交通,方便
1519,POS,美景不错,
1520,POS,景点不错,
1520,POS,感觉,可爱
1521,POS,地方,地方不错
1521,POS,灯光不错,
1521,POS,概念,赞
1521,POS,空气不错,
1521,POS,感觉,棒
1522,POS,地方不错,
1522,POS,环境不错,
1522,POS,世界,大
1522,POS,地方不错,
1523,POS,气候不错,
1523,POS,环境,优雅
1524,POS,森林不错,
1525,POS,地方,美
1525,POS,夜景,美
1525,POS,天气,热
1526,POS,景色,美
1526,POS,交通,方便
1526,POS,位置,好
1526,POS,交通,方便
1528,POS,植被,漂亮
1528,POS,灯光,美
1528,POS,建筑,美
1529,POS,花园,美
1532,POS,布局,好
1532,POS,设计,好
1533,POS,地方不错,
1537,POS,鲜花,灿烂
1538,POS,交通,方便
1538,POS,吃饭,方便
1539,POS,花园,美
1539,POS,地方不错,
1540,POS,灯光不错,
1542,POS,感觉,漂亮
1544,POS,感觉,不错
1546,POS,景色,美丽
1546,NEU,面积,不大
1546,POS,花园,大
1546,POS,景色,美丽
1548,POS,地方,地方不错
1549,POS,好玩,好玩
1549,POS,景色,棒
1551,POS,地方,大
1552,NEU,景色,景色一般
1555,POS,城市,美
1556,POS,票,方便
1557,POS,感觉,喜欢
1558,POS,感觉,不错
1559,POS,景点不错,
1560,POS,孩子,喜欢
1560,POS,灯光不错,
1561,POS,感觉,棒
1563,POS,感觉,方便
1563,POS,景色,美
1567,POS,感觉,漂亮
1567,POS,景点不错,
1568,POS,地方,美
1568,POS,天气,热
1570,POS,好玩,好玩
1570,POS,感觉,方便
1571,POS,孩子,喜欢
1572,POS,感觉,方便
1573,POS,感觉,方便
1574,POS,植物,好
1576,POS,感觉,不错
1577,POS,花园,美
1579,POS,地方不错,
1580,POS,票,方便
1580,POS,取票,方便
1581,POS,景色,美
1582,POS,景点不错,
1583,POS,孩子,开心
1584,POS,植被,多
1586,POS,感觉,漂亮
1587,POS,感觉,漂亮
1588,POS,景色,美丽
1589,POS,环境,好
1590,POS,感觉,方便
1591,POS,感觉,方便
1592,POS,灯光不错,
1592,POS,植物,美
1593,POS,地方,地方不错
1594,POS,票,方便
1594,POS,取票,方便
1594,POS,景色,棒
1595,POS,落差,大
1595,POS,瀑布,壮观
1595,POS,景点不错,
1596,POS,孩子,开心
1598,NEU,地方,冷
1600,POS,确实,好看
1601,POS,感觉,棒
1601,POS,灯光不错,
1602,POS,植物种类,多
1602,POS,种类,多
1602,POS,灯光,美
1603,POS,灯光不错,
1603,POS,灯光,美
1604,POS,门票便宜,
1604,POS,感觉,满意
1606,POS,体验,不错
1606,POS,环境,美
1607,POS,风景不错,
1607,POS,感觉,喜欢
1607,POS,景色,棒
1607,POS,设计,棒
1608,POS,感觉,漂亮
1608,POS,灯光,美
1609,NEU,气温,低
1609,POS,瀑布,壮观
1609,POS,灯光不错,
1610,NEU,气温,低
1610,POS,瀑布,壮观
1610,POS,灯光不错,
1611,POS,体验,很好
1612,POS,感觉,方便
1612,POS,景点,美
1612,POS,照片不错,
1614,POS,灯光不错,
1615,POS,满眼,绿
1615,POS,花园,美
1617,POS,灯光,好看
1618,POS,花园,美
1619,POS,设计,棒
1620,POS,感觉,赞
1620,POS,灯光不错,
1621,POS,感觉,漂亮
1622,POS,感觉,不错
1622,POS,避暑,好
1623,POS,夜景,棒
1624,POS,颜色,绚丽
1624,POS,大瀑布,壮观
1625,POS,地方,美
1625,POS,天空,美
1625,NEU,灯光,一般
1626,POS,感觉,漂亮
1627,POS,环境,美
1627,POS,灯光,美
1628,POS,植物,美
1628,POS,景色,美
1631,POS,感觉,方便
1631,POS,价格,便宜
1631,POS,感觉,不错
1632,POS,景色,自然
1633,POS,品种,多
1633,POS,植物品种,多
1633,POS,时人,多
1634,POS,詏計師,棒
1636,POS,环境,好
1638,POS,植物,多
1638,POS,环境,美
1638,POS,环境,干净
1639,POS,地方不错,
1639,POS,感觉,舒服
1641,POS,感觉,棒
1641,POS,设计,很好
1642,POS,感觉,漂亮
1642,POS,花卉,多
1643,POS,环境,好
1644,POS,感觉,棒
