POI_INDEX,ASPECTS,ASPECTS_CRAWLED_TIME
29,birds eye view,2020-02-15 07:52:00.141395
29,ground level,2020-02-15 07:52:00.168998
29,per adult,2020-02-15 07:52:00.195255
29,singapore skyline,2020-02-15 07:52:00.219057
29,an amazing experience,2020-02-15 07:52:00.241192
29,entrance fee,2020-02-15 07:52:00.270385
29,take pictures,2020-02-15 07:52:00.297023
29,flower dome,2020-02-15 07:52:00.319814
29,walkway,2020-02-15 07:52:00.341967
29,trees,2020-02-15 07:52:00.368867
29,vertigo,2020-02-15 07:52:00.391986
29,photos,2020-02-15 07:52:00.418566
29,windy,2020-02-15 07:52:00.440889
30,bonsai garden,2020-02-15 07:52:14.287810
30,turtle museum,2020-02-15 07:52:14.308754
30,storey pagoda,2020-02-15 07:52:14.336181
30,stone boat,2020-02-15 07:52:14.357364
30,lake gardens,2020-02-15 07:52:14.397748
30,mrt station,2020-02-15 07:52:14.421707
30,monitor lizards,2020-02-15 07:52:14.443092
30,east west line,2020-02-15 07:52:14.468499
30,tranquil place,2020-02-15 07:52:14.489633
30,nice park,2020-02-15 07:52:14.515900
30,free entry,2020-02-15 07:52:14.537906
30,couple of hours,2020-02-15 07:52:14.560208
30,turtles,2020-02-15 07:52:14.585776
30,jurong,2020-02-15 07:52:14.607058
30,statues,2020-02-15 07:52:14.636580
30,bridge,2020-02-15 07:52:14.659599
30,zodiac,2020-02-15 07:52:14.683397
30,confucius,2020-02-15 07:52:14.705820
30,picnic,2020-02-15 07:52:14.729551
30,heroes,2020-02-15 07:52:14.754357
30,ew25,2020-02-15 07:52:14.774386
30,stroll,2020-02-15 07:52:14.798382
31,marina bay,2020-02-15 07:52:27.765637
31,interesting design,2020-02-15 07:52:27.798461
31,art science museum,2020-02-15 07:52:27.831256
31,singapore flyer,2020-02-15 07:52:27.863393
31,lit up at night,2020-02-15 07:52:27.898787
31,beautiful at night,2020-02-15 07:52:27.932521
31,nice walk,2020-02-15 07:52:27.965919
31,take photos,2020-02-15 07:52:27.999426
31,visit at night,2020-02-15 07:52:28.035740
31,photo opportunities,2020-02-15 07:52:28.072271
31,merlion park,2020-02-15 07:52:28.114455
31,singapore river,2020-02-15 07:52:28.146968
31,light show,2020-02-15 07:52:28.181350
31,dna,2020-02-15 07:52:28.215824
31,structure,2020-02-15 07:52:28.248238
31,spiral,2020-02-15 07:52:28.282915
31,mbs,2020-02-15 07:52:28.315710
31,viewing,2020-02-15 07:52:28.346724
31,engineering,2020-02-15 07:52:28.379743
31,esplanade,2020-02-15 07:52:28.409259
31,linking,2020-02-15 07:52:28.436259
31,skyline,2020-02-15 07:52:28.465932
32,rent a bike,2020-02-15 07:52:42.203410
32,roller blades,2020-02-15 07:52:42.235187
32,cycling track,2020-02-15 07:52:42.267559
32,marine cove,2020-02-15 07:52:42.296927
32,nice beach,2020-02-15 07:52:42.322349
32,container ships,2020-02-15 07:52:42.357940
32,long stretch,2020-02-15 07:52:42.391432
32,hawker centre,2020-02-15 07:52:42.419105
32,food centre,2020-02-15 07:52:42.452070
32,during weekends,2020-02-15 07:52:42.484124
32,changi airport,2020-02-15 07:52:42.513110
32,marina barrage,2020-02-15 07:52:42.538042
32,satay,2020-02-15 07:52:42.571604
32,food court,2020-02-15 07:52:42.601984
32,picnic,2020-02-15 07:52:42.633906
32,cyclists,2020-02-15 07:52:42.668757
32,skate,2020-02-15 07:52:42.701482
32,rollerblading,2020-02-15 07:52:42.733182
32,boating,2020-02-15 07:52:42.765050
32,bedok,2020-02-15 07:52:42.795412
32,exercise,2020-02-15 07:52:42.823525
32,bikes,2020-02-15 07:52:42.852529
33,light show,2020-02-15 07:52:55.976759
33,laser show,2020-02-15 07:52:55.999759
33,water show,2020-02-15 07:52:56.028795
33,evening stroll,2020-02-15 07:52:56.051607
33,nice walk,2020-02-15 07:52:56.078870
33,helix bridge,2020-02-15 07:52:56.105368
33,fullerton hotel,2020-02-15 07:52:56.129949
33,city lights,2020-02-15 07:52:56.154749
33,beautiful at night,2020-02-15 07:52:56.179706
33,singapore skyline,2020-02-15 07:52:56.204505
33,merlion park,2020-02-15 07:52:56.231674
33,walk around,2020-02-15 07:52:56.266998
33,boat ride,2020-02-15 07:52:56.296492
33,clarke quay,2020-02-15 07:52:56.318578
33,bay,2020-02-15 07:52:56.346305
33,8pm,2020-02-15 07:52:56.368141
33,sights,2020-02-15 07:52:56.400772
33,skyscrapers,2020-02-15 07:52:56.446552
33,strolling,2020-02-15 07:52:56.469607
33,mbs,2020-02-15 07:52:56.496771
33,mall,2020-02-15 07:52:56.517571
33,heat,2020-02-15 07:52:56.544614
34,night race,2020-02-15 07:53:09.841954
34,street circuit,2020-02-15 07:53:09.880709
34,pit lane,2020-02-15 07:53:09.912767
34,great event,2020-02-15 07:53:09.942178
34,grandstand tickets,2020-02-15 07:53:09.981852
34,lewis hamilton,2020-02-15 07:53:10.021186
34,great race,2020-02-15 07:53:10.053318
34,ticket collection,2020-02-15 07:53:10.086259
34,under lights,2020-02-15 07:53:10.118538
34,day ticket,2020-02-15 07:53:10.151581
34,takes place,2020-02-15 07:53:10.181816
34,bucket list,2020-02-15 07:53:10.220701
34,f b,2020-02-15 07:53:10.256838
34,an amazing experience,2020-02-15 07:53:10.288080
34,marina bay,2020-02-15 07:53:10.322738
34,races,2020-02-15 07:53:10.352486
34,gp,2020-02-15 07:53:10.387021
34,track,2020-02-15 07:53:10.415586
34,bandstand,2020-02-15 07:53:10.443246
34,cars,2020-02-15 07:53:10.475018
34,padang,2020-02-15 07:53:10.506972
34,concert,2020-02-15 07:53:10.537528
35,food court,2020-02-15 07:53:23.681539
35,high end,2020-02-15 07:53:23.729309
35,shopping mall,2020-02-15 07:53:23.819593
35,marina bay sands,2020-02-15 07:53:23.892294
35,luxury brands,2020-02-15 07:53:23.936633
35,gondola ride,2020-02-15 07:53:23.969843
35,window shop,2020-02-15 07:53:24.004632
35,beautiful mall,2020-02-15 07:53:24.034458
35,luxury shopping,2020-02-15 07:53:24.079661
35,louis vuitton,2020-02-15 07:53:24.115707
35,brand shops,2020-02-15 07:53:24.156658
35,amazing shopping,2020-02-15 07:53:24.186539
35,under one roof,2020-02-15 07:53:24.219174
35,shopping experience,2020-02-15 07:53:24.252116
35,food hall,2020-02-15 07:53:24.285927
35,water show,2020-02-15 07:53:24.336198
35,artscience museum,2020-02-15 07:53:24.428059
35,laser show,2020-02-15 07:53:24.513883
35,mrt station,2020-02-15 07:53:24.589992
35,light show,2020-02-15 07:53:24.636734
35,,2020-02-15 07:53:24.672159
35,,2020-02-15 07:53:24.703940
36,haji lane,2020-02-15 07:53:37.990101
36,sultan mosque,2020-02-15 07:53:38.024364
36,fabric shops,2020-02-15 07:53:38.057943
36,turkish food,2020-02-15 07:53:38.092292
36,middle eastern food,2020-02-15 07:53:38.126905
36,beautiful mosque,2020-02-15 07:53:38.160281
36,interesting shops,2020-02-15 07:53:38.194329
36,malay heritage centre,2020-02-15 07:53:38.227656
36,kampong glam,2020-02-15 07:53:38.260595
36,shop houses,2020-02-15 07:53:38.294021
36,little india,2020-02-15 07:53:38.329452
36,worth a visit,2020-02-15 07:53:38.366529
36,walk around,2020-02-15 07:53:38.403469
36,textiles,2020-02-15 07:53:38.455003
36,shopping,2020-02-15 07:53:38.540160
36,material,2020-02-15 07:53:38.600636
36,culture,2020-02-15 07:53:38.633637
36,silk,2020-02-15 07:53:38.672782
36,perfume,2020-02-15 07:53:38.707743
36,clothing,2020-02-15 07:53:38.740503
36,souvenirs,2020-02-15 07:53:38.773113
36,bugis,2020-02-15 07:53:38.805596
37,tiger balm,2020-02-15 07:53:53.114018
37,chinese mythology,2020-02-15 07:53:53.144486
37,theme park,2020-02-15 07:53:53.166864
37,mrt station,2020-02-15 07:53:53.193745
37,aw boon,2020-02-15 07:53:53.215681
37,statues depicting,2020-02-15 07:53:53.243294
37,statue of liberty,2020-02-15 07:53:53.268449
37,white snake,2020-02-15 07:53:53.294604
37,circle line,2020-02-15 07:53:53.319446
37,pasir panjang,2020-02-15 07:53:53.345484
37,worth a visit,2020-02-15 07:53:53.368245
37,free entry,2020-02-15 07:53:53.395309
37,free attraction,2020-02-15 07:53:53.421875
37,an interesting place to visit,2020-02-15 07:53:53.448232
37,scenes,2020-02-15 07:53:53.485852
37,legend,2020-02-15 07:53:53.512931
37,court,2020-02-15 07:53:53.548195
37,myths,2020-02-15 07:53:53.581965
37,gruesome,2020-02-15 07:53:53.612769
37,depicted,2020-02-15 07:53:53.641293
37,culture,2020-02-15 07:53:53.665605
37,beliefs,2020-02-15 07:53:53.697871
38,battle box,2020-02-15 07:54:07.343293
38,spice garden,2020-02-15 07:54:07.376956
38,british army,2020-02-15 07:54:07.409305
38,archaeological dig,2020-02-15 07:54:07.444999
38,clarke quay,2020-02-15 07:54:07.477443
38,national museum,2020-02-15 07:54:07.509932
38,underground bunker,2020-02-15 07:54:07.544600
38,historical significance,2020-02-15 07:54:07.577184
38,green oasis,2020-02-15 07:54:07.610305
38,old trees,2020-02-15 07:54:07.645246
38,world war,2020-02-15 07:54:07.677854
38,guided tour,2020-02-15 07:54:07.710423
38,busy city,2020-02-15 07:54:07.745148
38,singapore history,2020-02-15 07:54:07.777944
38,orchard road,2020-02-15 07:54:07.811729
38,nice walk,2020-02-15 07:54:07.842707
38,walk around,2020-02-15 07:54:07.875387
38,singapore river,2020-02-15 07:54:07.903585
38,cannon,2020-02-15 07:54:07.935703
38,surrender,2020-02-15 07:54:07.970812
38,paths,2020-02-15 07:54:07.998916
38,,2020-02-15 07:54:08.030910
39,treetop walk,2020-02-15 07:54:21.374544
39,mushroom cafe,2020-02-15 07:54:21.452887
39,nature trail,2020-02-15 07:54:21.511083
39,suspension bridge,2020-02-15 07:54:21.555228
39,wild monkeys,2020-02-15 07:54:21.617158
39,ranger station,2020-02-15 07:54:21.665350
39,monitor lizards,2020-02-15 07:54:21.703232
39,jelutong tower,2020-02-15 07:54:21.742862
39,nature reserve,2020-02-15 07:54:21.783695
39,board walk,2020-02-15 07:54:21.822789
39,close to nature,2020-02-15 07:54:21.882724
39,bring plenty of water,2020-02-15 07:54:21.979023
39,concrete jungle,2020-02-15 07:54:22.090585
39,great walk,2020-02-15 07:54:22.164177
39,city life,2020-02-15 07:54:22.205009
39,nature lovers,2020-02-15 07:54:22.250474
39,bukit timah,2020-02-15 07:54:22.304163
39,walking trails,2020-02-15 07:54:22.347617
39,beautiful park,2020-02-15 07:54:22.388515
39,hike,2020-02-15 07:54:22.434568
39,11km,2020-02-15 07:54:22.473874
39,wildlife,2020-02-15 07:54:22.514817
40,mount faber,2020-02-15 07:54:36.213209
40,pedestrian bridge,2020-02-15 07:54:36.248505
40,hort park,2020-02-15 07:54:36.280405
40,southern ridges walk,2020-02-15 07:54:36.313685
40,telok blangah hill park,2020-02-15 07:54:36.345803
40,vivo city,2020-02-15 07:54:36.374084
40,unique bridge,2020-02-15 07:54:36.419082
40,cable car,2020-02-15 07:54:36.460866
40,unique design,2020-02-15 07:54:36.506062
40,kent ridge park,2020-02-15 07:54:36.539416
40,nice walk,2020-02-15 07:54:36.579499
40,canopy walk,2020-02-15 07:54:36.623450
40,sentosa island,2020-02-15 07:54:36.655762
40,mrt station,2020-02-15 07:54:36.686784
40,parks,2020-02-15 07:54:36.724321
40,trail,2020-02-15 07:54:36.754896
40,forest,2020-02-15 07:54:36.789532
40,treetops,2020-02-15 07:54:36.820566
40,undulating,2020-02-15 07:54:36.857610
40,harbourfront,2020-02-15 07:54:36.888049
40,trek,2020-02-15 07:54:36.929854
40,benches,2020-02-15 07:54:36.967102
41,monitor lizards,2020-02-15 07:54:50.216207
41,migratory birds,2020-02-15 07:54:50.347438
41,mud skippers,2020-02-15 07:54:50.522759
41,bird watching,2020-02-15 07:54:50.676672
41,kranji mrt station,2020-02-15 07:54:50.768315
41,low tide,2020-02-15 07:54:50.889553
41,coastal trail,2020-02-15 07:54:50.976826
41,water monitors,2020-02-15 07:54:51.081120
41,wetland centre,2020-02-15 07:54:51.184783
41,insect repellent,2020-02-15 07:54:51.253725
41,main bridge,2020-02-15 07:54:51.340108
41,horseshoe crabs,2020-02-15 07:54:51.420674
41,nature lovers,2020-02-15 07:54:51.527036
41,mangrove trees,2020-02-15 07:54:51.617818
41,board walk,2020-02-15 07:54:51.717524
41,bollywood veggies,2020-02-15 07:54:51.858160
41,visitor center,2020-02-15 07:54:52.001742
41,johor bahru,2020-02-15 07:54:52.106121
41,large lizards,2020-02-15 07:54:52.187901
41,flora and fauna,2020-02-15 07:54:52.261170
41,,2020-02-15 07:54:52.335215
41,,2020-02-15 07:54:52.403463
42,holy infant,2020-02-15 07:55:06.533128
42,old church,2020-02-15 07:55:06.619360
42,beautiful church,2020-02-15 07:55:06.698039
42,converted convent,2020-02-15 07:55:06.796854
42,lei garden,2020-02-15 07:55:06.859307
42,victoria street,2020-02-15 07:55:06.902513
42,f b,2020-02-15 07:55:06.942518
42,raffles hotel,2020-02-15 07:55:06.982587
42,worth a visit,2020-02-15 07:55:07.027676
42,school,2020-02-15 07:55:07.072282
42,prive,2020-02-15 07:55:07.132126
42,orphanage,2020-02-15 07:55:07.217290
42,nuns,2020-02-15 07:55:07.288208
42,catholic,2020-02-15 07:55:07.390609
42,asians,2020-02-15 07:55:07.500416
42,architecture,2020-02-15 07:55:07.653561
42,cuisine,2020-02-15 07:55:07.789787
42,backdrop,2020-02-15 07:55:07.942800
42,heritage,2020-02-15 07:55:08.065828
42,sg,2020-02-15 07:55:08.121217
42,mrt,2020-02-15 07:55:08.167625
43,audio guide,2020-02-15 07:55:21.743654
43,chinese immigrants,2020-02-15 07:55:21.863665
43,living conditions,2020-02-15 07:55:21.974069
43,living quarters,2020-02-15 07:55:22.120602
43,hard life,2020-02-15 07:55:22.224037
43,early chinese,2020-02-15 07:55:22.404288
43,shop houses,2020-02-15 07:55:22.567875
43,pagoda street,2020-02-15 07:55:22.725165
43,early days,2020-02-15 07:55:22.849201
43,tailor shop,2020-02-15 07:55:23.021495
43,their lives,2020-02-15 07:55:23.128082
43,fascinating insight,2020-02-15 07:55:23.240379
43,daily life,2020-02-15 07:55:23.375068
43,personal stories,2020-02-15 07:55:23.474211
43,excellent museum,2020-02-15 07:55:23.567142
43,eye opening,2020-02-15 07:55:23.635965
43,small museum,2020-02-15 07:55:23.708484
43,own pace,2020-02-15 07:55:23.794601
43,modern singapore,2020-02-15 07:55:23.870555
43,entrance fee,2020-02-15 07:55:23.926575
43,two hours,2020-02-15 07:55:23.979698
43,,2020-02-15 07:55:24.025032
44,vivo city,2020-02-15 07:55:37.373397
44,sentosa island,2020-02-15 07:55:37.402698
44,shopping mall,2020-02-15 07:55:37.425750
44,sentosa express,2020-02-15 07:55:37.453978
44,food republic,2020-02-15 07:55:37.481569
44,food court,2020-02-15 07:55:37.513047
44,huge mall,2020-02-15 07:55:37.540465
44,harbour front,2020-02-15 07:55:37.586482
44,golden village,2020-02-15 07:55:37.609401
44,giant supermarket,2020-02-15 07:55:37.636857
44,harbourfront mrt station,2020-02-15 07:55:37.657209
44,excellent shopping,2020-02-15 07:55:37.684481
44,international brands,2020-02-15 07:55:37.705378
44,taxi stand,2020-02-15 07:55:37.725091
44,dining options,2020-02-15 07:55:37.752210
44,under one roof,2020-02-15 07:55:37.772837
44,great place to shop,2020-02-15 07:55:37.792981
44,department store,2020-02-15 07:55:37.819576
44,high end,2020-02-15 07:55:37.839692
44,cable car,2020-02-15 07:55:37.860040
44,,2020-02-15 07:55:37.887757
44,,2020-02-15 07:55:37.908746
45,wave pool,2020-02-15 07:55:50.991586
45,pasir ris,2020-02-15 07:55:51.024955
45,water theme park,2020-02-15 07:55:51.073188
45,royal flush,2020-02-15 07:55:51.124422
45,free fall,2020-02-15 07:55:51.164067
45,all ages,2020-02-15 07:55:51.190387
45,life jackets,2020-02-15 07:55:51.219431
45,water rides,2020-02-15 07:55:51.246436
45,great fun,2020-02-15 07:55:51.272532
45,young ones,2020-02-15 07:55:51.298546
45,year olds,2020-02-15 07:55:51.321572
45,annual pass,2020-02-15 07:55:51.344986
45,kids and adults,2020-02-15 07:55:51.372429
45,shopping centre,2020-02-15 07:55:51.397457
45,entrance fee,2020-02-15 07:55:51.422574
45,food court,2020-02-15 07:55:51.445074
45,changi airport,2020-02-15 07:55:51.475955
45,sentosa island,2020-02-15 07:55:51.502127
45,torpedo,2020-02-15 07:55:51.524335
45,lockers,2020-02-15 07:55:51.552244
45,adventure,2020-02-15 07:55:51.575664
45,bikes,2020-02-15 07:55:51.604565
46,human body,2020-02-15 07:56:04.321997
46,snow city,2020-02-15 07:56:04.350407
46,omni theatre,2020-02-15 07:56:04.376785
46,fire tornado,2020-02-15 07:56:04.409297
46,tesla coil,2020-02-15 07:56:04.444353
46,kinetic garden,2020-02-15 07:56:04.475913
46,hands on activities,2020-02-15 07:56:04.508159
46,outdoor water,2020-02-15 07:56:04.538222
46,interactive exhibits,2020-02-15 07:56:04.564848
46,children and adults,2020-02-15 07:56:04.594677
46,great place for kids,2020-02-15 07:56:04.625695
46,all ages,2020-02-15 07:56:04.657932
46,young ones,2020-02-15 07:56:04.687720
46,rainy day,2020-02-15 07:56:04.713322
46,interesting place,2020-02-15 07:56:04.742875
46,other attractions,2020-02-15 07:56:04.781691
46,exhibition,2020-02-15 07:56:04.814354
46,imax,2020-02-15 07:56:04.844000
46,illusion,2020-02-15 07:56:04.874562
46,demo,2020-02-15 07:56:04.905405
46,dinosaurs,2020-02-15 07:56:04.936924
46,butterfly,2020-02-15 07:56:04.961550
47,guided tour,2020-02-15 07:56:17.811699
47,armenian street,2020-02-15 07:56:17.835524
47,local women,2020-02-15 07:56:17.861292
47,singapore culture,2020-02-15 07:56:17.889777
47,beautiful building,2020-02-15 07:56:17.913338
47,interesting exhibits,2020-02-15 07:56:17.941285
47,great insight,2020-02-15 07:56:17.963445
47,southeast asia,2020-02-15 07:56:17.992975
47,on display,2020-02-15 07:56:18.023946
47,worth a visit,2020-02-15 07:56:18.046716
47,couple of hours,2020-02-15 07:56:18.072248
47,chinese,2020-02-15 07:56:18.094567
47,history,2020-02-15 07:56:18.119434
47,beadwork,2020-02-15 07:56:18.145013
47,heritage,2020-02-15 07:56:18.165432
47,customs,2020-02-15 07:56:18.193423
47,embroidered,2020-02-15 07:56:18.215772
47,death,2020-02-15 07:56:18.243397
47,birth,2020-02-15 07:56:18.265142
47,ceramics,2020-02-15 07:56:18.293374
47,strait,2020-02-15 07:56:18.315349
47,beads,2020-02-15 07:56:18.339872
48,arab street,2020-02-15 07:56:31.258777
48,kampong glam,2020-02-15 07:56:31.294090
48,golden dome,2020-02-15 07:56:31.329058
48,non muslims,2020-02-15 07:56:31.367929
48,prayer hall,2020-02-15 07:56:31.406831
48,visiting hours,2020-02-15 07:56:31.440943
48,prayer times,2020-02-15 07:56:31.473937
48,muslim community,2020-02-15 07:56:31.509072
48,malay heritage,2020-02-15 07:56:31.547458
48,wearing shorts,2020-02-15 07:56:31.580680
48,haji lane,2020-02-15 07:56:31.612335
48,beautiful building,2020-02-15 07:56:31.645913
48,men and women,2020-02-15 07:56:31.678895
48,great architecture,2020-02-15 07:56:31.726151
48,open to the public,2020-02-15 07:56:31.769160
48,take photos,2020-02-15 07:56:31.799034
48,islam,2020-02-15 07:56:31.833893
48,visitors,2020-02-15 07:56:31.865556
48,worship,2020-02-15 07:56:31.900179
48,praying,2020-02-15 07:56:31.933164
48,shoes,2020-02-15 07:56:31.967029
48,skirt,2020-02-15 07:56:32.001577
49,huge mall,2020-02-15 07:56:44.668619
49,pan pacific,2020-02-15 07:56:44.699051
49,esplanade mrt,2020-02-15 07:56:44.732794
49,food court,2020-02-15 07:56:44.765870
49,food republic,2020-02-15 07:56:44.801803
49,shopping mall,2020-02-15 07:56:44.834127
49,hop on hop,2020-02-15 07:56:44.866194
49,lots of shops,2020-02-15 07:56:44.899033
49,mrt stations,2020-02-15 07:56:44.932855
49,high end,2020-02-15 07:56:44.968271
49,marina bay,2020-02-15 07:56:45.000463
49,wealth,2020-02-15 07:56:45.034222
49,fountain,2020-02-15 07:56:45.071100
49,uniqlo,2020-02-15 07:56:45.111595
49,cinema,2020-02-15 07:56:45.142950
49,movie,2020-02-15 07:56:45.171712
49,orchard,2020-02-15 07:56:45.205143
50,haji lane,2020-02-15 07:56:58.510470
50,sultan mosque,2020-02-15 07:56:58.558329
50,arab street,2020-02-15 07:56:58.605880
50,malay heritage centre,2020-02-15 07:56:58.651058
50,zam zam,2020-02-15 07:56:58.696095
50,interesting area,2020-02-15 07:56:58.744164
50,murtabak,2020-02-15 07:56:58.788669
50,persian rugs,2020-02-15 07:56:58.836347
50,turkish restaurant,2020-02-15 07:56:58.886294
50,narrow lanes,2020-02-15 07:56:58.939425
50,bugis station,2020-02-15 07:56:58.985595
50,little india,2020-02-15 07:56:59.033003
50,shop houses,2020-02-15 07:56:59.080095
50,worth a visit,2020-02-15 07:56:59.119190
50,walking tour,2020-02-15 07:56:59.158214
50,walk around,2020-02-15 07:56:59.197406
50,muslim,2020-02-15 07:56:59.233901
50,halal,2020-02-15 07:56:59.265869
50,fabric,2020-02-15 07:56:59.295870
50,culture,2020-02-15 07:56:59.328599
50,pashmina,2020-02-15 07:56:59.359456
50,kandahar,2020-02-15 07:56:59.392252
51,future world,2020-02-15 07:57:12.070644
51,permanent exhibition,2020-02-15 07:57:12.095850
51,harry potter,2020-02-15 07:57:12.125361
51,art science,2020-02-15 07:57:12.154244
51,marina bay sands,2020-02-15 07:57:12.177748
51,alice in wonderland,2020-02-15 07:57:12.209285
51,interactive exhibits,2020-02-15 07:57:12.246233
51,interesting building,2020-02-15 07:57:12.275212
51,great for kids,2020-02-15 07:57:12.305020
51,high tech,2020-02-15 07:57:12.329298
51,kids and adults,2020-02-15 07:57:12.360696
51,on display,2020-02-15 07:57:12.395190
51,helix bridge,2020-02-15 07:57:12.426134
51,light show,2020-02-15 07:57:12.458864
51,tickets,2020-02-15 07:57:12.488805
51,sketch,2020-02-15 07:57:12.512790
51,drawing,2020-02-15 07:57:12.544248
51,technology,2020-02-15 07:57:12.574969
51,marvel,2020-02-15 07:57:12.603188
51,lego,2020-02-15 07:57:12.629619
51,architecture,2020-02-15 07:57:12.659654
51,movie,2020-02-15 07:57:12.690161
52,singapore river,2020-02-15 07:57:25.474847
52,fullerton hotel,2020-02-15 07:57:25.505464
52,marina bay sands,2020-02-15 07:57:25.532273
52,tourists,2020-02-15 07:57:25.561485
52,boats,2020-02-15 07:57:25.595461
52,stroll,2020-02-15 07:57:25.628913
52,indian,2020-02-15 07:57:25.661425
52,bridge,2020-02-15 07:57:25.694321
53,kite flying,2020-02-15 07:57:38.578684
53,marina bay sands,2020-02-15 07:57:38.616680
53,water reservoir,2020-02-15 07:57:38.655866
53,flood control,2020-02-15 07:57:38.685541
53,kite flyers,2020-02-15 07:57:38.715618
53,picnic spot,2020-02-15 07:57:38.746408
53,singapore skyline,2020-02-15 07:57:38.779343
53,satay,2020-02-15 07:57:38.811805
53,east coast park,2020-02-15 07:57:38.840589
53,photo taking,2020-02-15 07:57:38.867319
53,great place to visit,2020-02-15 07:57:38.896225
53,public transport,2020-02-15 07:57:38.929069
53,flower dome,2020-02-15 07:57:38.963240
53,dam,2020-02-15 07:57:38.996155
53,windy,2020-02-15 07:57:39.030694
53,rooftop,2020-02-15 07:57:39.061217
53,gallery,2020-02-15 07:57:39.088961
53,field,2020-02-15 07:57:39.116605
53,photoshoot,2020-02-15 07:57:39.149220
53,bike,2020-02-15 07:57:39.181589
53,engineering,2020-02-15 07:57:39.212857
53,bridge,2020-02-15 07:57:39.245655
54,dairy farm,2020-02-15 07:57:53.120651
54,main path,2020-02-15 07:57:53.151266
54,highest point,2020-02-15 07:57:53.173889
54,primary rainforest,2020-02-15 07:57:53.200147
54,paved road,2020-02-15 07:57:53.220698
54,steep steps,2020-02-15 07:57:53.248769
54,south view,2020-02-15 07:57:53.271280
54,nice hike,2020-02-15 07:57:53.300758
54,mountain bike,2020-02-15 07:57:53.323469
54,highest hill,2020-02-15 07:57:53.345439
54,highest peak,2020-02-15 07:57:53.368737
54,old quarry,2020-02-15 07:57:53.394538
54,natural forest,2020-02-15 07:57:53.425774
54,bring plenty of water,2020-02-15 07:57:53.447683
54,above sea level,2020-02-15 07:57:53.468541
54,monitor lizards,2020-02-15 07:57:53.491031
54,walking shoes,2020-02-15 07:57:53.514638
54,during weekends,2020-02-15 07:57:53.535941
54,high rise,2020-02-15 07:57:53.560287
54,beautiful scenery,2020-02-15 07:57:53.585959
54,flora and fauna,2020-02-15 07:57:53.610186
54,,2020-02-15 07:57:53.634037
55,urban planning,2020-02-15 07:58:07.064928
55,scale model,2020-02-15 07:58:07.125527
55,future development,2020-02-15 07:58:07.158809
55,urban redevelopment,2020-02-15 07:58:07.218589
55,town planning,2020-02-15 07:58:07.257582
55,city planners,2020-02-15 07:58:07.324847
55,architectural models,2020-02-15 07:58:07.358918
55,maxwell food centre,2020-02-15 07:58:07.389463
55,great overview,2020-02-15 07:58:07.418471
55,large scale,2020-02-15 07:58:07.470023
55,step by step,2020-02-15 07:58:07.515968
55,singapore city,2020-02-15 07:58:07.549780
55,high tech,2020-02-15 07:58:07.582447
55,birds eye view,2020-02-15 07:58:07.617165
55,interesting place,2020-02-15 07:58:07.650767
55,free admission,2020-02-15 07:58:07.684815
55,well worth the visit,2020-02-15 07:58:07.717989
55,air conditioned,2020-02-15 07:58:07.751800
55,marina bay,2020-02-15 07:58:07.785556
55,insight,2020-02-15 07:58:07.822929
55,,2020-02-15 07:58:07.884071
55,,2020-02-15 07:58:07.925242
56,shopping centre,2020-02-15 07:58:21.951699
56,food court,2020-02-15 07:58:22.158239
56,fairmont hotel,2020-02-15 07:58:22.265034
56,nice mall,2020-02-15 07:58:22.335213
56,ps cafe,2020-02-15 07:58:22.405452
56,marks spencer,2020-02-15 07:58:22.469370
56,department store,2020-02-15 07:58:22.550895
56,high end,2020-02-15 07:58:22.705486
56,basement level,2020-02-15 07:58:22.856252
56,mrt station,2020-02-15 07:58:22.919687
56,marina square,2020-02-15 07:58:22.986131
56,food hall,2020-02-15 07:58:23.057794
56,lots of shops,2020-02-15 07:58:23.117040
56,under one roof,2020-02-15 07:58:23.166855
56,shopping experience,2020-02-15 07:58:23.232140
56,great place to visit,2020-02-15 07:58:23.301164
56,air conditioned,2020-02-15 07:58:23.365873
56,orchard road,2020-02-15 07:58:23.429267
56,robinsons,2020-02-15 07:58:23.506142
56,timberland,2020-02-15 07:58:23.571197
56,rolex,2020-02-15 07:58:23.633412
56,,2020-02-15 07:58:23.682439
57,public housing,2020-02-15 07:58:37.774405
57,ez link card,2020-02-15 07:58:37.825194
57,management office,2020-02-15 07:58:37.884800
57,sky garden,2020-02-15 07:58:37.938910
57,outram park,2020-02-15 07:58:38.007926
57,housing estate,2020-02-15 07:58:38.054985
57,viewing gallery,2020-02-15 07:58:38.108808
57,singapore life,2020-02-15 07:58:38.167052
57,travel card,2020-02-15 07:58:38.228160
57,non residents,2020-02-15 07:58:38.270749
57,degree view,2020-02-15 07:58:38.311326
57,open to the public,2020-02-15 07:58:38.351209
57,different perspective,2020-02-15 07:58:38.393577
57,pay sgd,2020-02-15 07:58:38.432339
57,night view,2020-02-15 07:58:38.464603
57,sentosa island,2020-02-15 07:58:38.498414
57,tourist card,2020-02-15 07:58:38.539616
57,singapore tourist pass,2020-02-15 07:58:38.574004
57,high rise,2020-02-15 07:58:38.606229
57,city skyline,2020-02-15 07:58:38.630494
57,,2020-02-15 07:58:38.659875
57,,2020-02-15 07:58:38.687068
58,tram ride,2020-02-15 07:58:51.642137
58,walking trails,2020-02-15 07:58:51.660532
58,fire show,2020-02-15 07:58:51.677738
