POI_INDEX,ASPECTS,ASPECTS_CRAWLED_TIME
426,ww2,2020-02-15 10:05:01.715166
427,zip line,2020-02-15 10:05:15.752293
427,nus,2020-02-15 10:05:15.824402
427,play,2020-02-15 10:05:15.889699
427,park,2020-02-15 10:05:15.951897
427,nature,2020-02-15 10:05:16.013279
427,garden,2020-02-15 10:05:16.083974
428,robertson quay,2020-02-15 10:05:31.060210
428,fine art,2020-02-15 10:05:31.113711
428,singapore river,2020-02-15 10:05:31.180042
428,institute,2020-02-15 10:05:31.245614
428,artists,2020-02-15 10:05:31.300766
428,techniques,2020-02-15 10:05:31.360146
428,conducted,2020-02-15 10:05:31.427728
428,tours,2020-02-15 10:05:31.493612
429,textbook,2020-02-15 10:05:45.620717
429,educational,2020-02-15 10:05:45.680424
430,art,2020-02-15 10:05:59.391097
430,academic,2020-02-15 10:05:59.468346
430,collection,2020-02-15 10:05:59.534194
431,tasting room,2020-02-15 10:06:14.313263
436,john island,2020-02-15 10:07:25.972439
436,lazarus,2020-02-15 10:07:26.029932
436,pier,2020-02-15 10:07:26.083664
436,boats,2020-02-15 10:07:26.149877
437,sri mariamman temple,2020-02-15 10:07:40.015469
437,convicts,2020-02-15 10:07:40.076438
437,historic,2020-02-15 10:07:40.139212
437,chinatown,2020-02-15 10:07:40.200770
437,history,2020-02-15 10:07:40.272250
439,mangroves,2020-02-15 10:08:07.440599
439,park,2020-02-15 10:08:07.498448
439,stroll,2020-02-15 10:08:07.557758
439,trees,2020-02-15 10:08:07.623967
440,foodcourt,2020-02-15 10:08:21.683936
440,mall,2020-02-15 10:08:21.741480
442,south bridge road,2020-02-15 10:08:50.778438
442,architecture,2020-02-15 10:08:50.837864
442,chinese,2020-02-15 10:08:50.909051
443,purchase,2020-02-15 10:09:04.759139
444,bugis street,2020-02-15 10:09:18.429941
446,learning,2020-02-15 10:09:47.350274
446,fun,2020-02-15 10:09:47.407930
448,jurong bird park,2020-02-15 10:10:15.568695
448,night safari,2020-02-15 10:10:15.633910
448,parks,2020-02-15 10:10:15.717935
448,tickets,2020-02-15 10:10:15.791396
448,zoo,2020-02-15 10:10:15.885231
449,museum,2020-02-15 10:10:29.735109
450,jogging,2020-02-15 10:10:43.757888
451,william henry,2020-02-15 10:10:57.613895
451,merchant court,2020-02-15 10:10:57.688170
451,quays,2020-02-15 10:10:57.755706
451,merchants,2020-02-15 10:10:57.819238
451,photos,2020-02-15 10:10:57.881769
454,commonwealth,2020-02-15 10:11:39.333007
454,history,2020-02-15 10:11:39.400257
460,ps cafe,2020-02-15 10:13:05.998395
460,shopping,2020-02-15 10:13:06.084340
461,pulau ubin,2020-02-15 10:13:20.504177
461,fried rice and noodles,2020-02-15 10:13:20.566874
461,delicious local dishes,2020-02-15 10:13:20.642981
461,cheap lunch,2020-02-15 10:13:20.709857
461,strait,2020-02-15 10:13:20.780621
462,national museum of singapore,2020-02-15 10:13:35.317008
462,fort canning park,2020-02-15 10:13:35.386649
462,independence,2020-02-15 10:13:35.448864
462,bay,2020-02-15 10:13:35.518222
464,deities,2020-02-15 10:14:04.018737
466,speakers corner,2020-02-15 10:14:32.416238
466,an open air theatre,2020-02-15 10:14:32.487878
466,religious,2020-02-15 10:14:32.550811
467,facial,2020-02-15 10:14:46.099591
467,beauty,2020-02-15 10:14:46.167647
468,trail,2020-02-15 10:14:59.804509
468,nature,2020-02-15 10:14:59.873710
468,zoo,2020-02-15 10:14:59.934564
469,mosque,2020-02-15 10:15:14.048757
469,pray,2020-02-15 10:15:14.111438
470,mall,2020-02-15 10:15:29.040451
471,mosque,2020-02-15 10:15:42.493560
474,president,2020-02-15 10:16:24.492260
474,bay,2020-02-15 10:16:24.536389
476,seafood noodles,2020-02-15 10:16:51.836547
476,hawker,2020-02-15 10:16:51.877382
476,sgd,2020-02-15 10:16:51.912027
477,skates,2020-02-15 10:17:05.943769
477,lesson,2020-02-15 10:17:06.016737
480,arts,2020-02-15 10:17:47.277972
482,other attractions,2020-02-15 10:18:15.110405
484,pics,2020-02-15 10:18:42.518853
484,mosque,2020-02-15 10:18:42.600966
484,collection,2020-02-15 10:18:42.668274
484,shop,2020-02-15 10:18:42.750499
488,sailors,2020-02-15 10:19:37.708606
489,shopping mall,2020-02-15 10:19:51.898765
489,foodcourt,2020-02-15 10:19:51.984312
489,cinema,2020-02-15 10:19:52.065369
492,marine,2020-02-15 10:20:33.988355
492,boat,2020-02-15 10:20:34.054301
493,figures,2020-02-15 10:20:47.794683
493,history,2020-02-15 10:20:47.860354
493,fun,2020-02-15 10:20:47.933250
495,esplanade park,2020-02-15 10:21:15.811650
495,netaji,2020-02-15 10:21:15.891481
495,soldiers,2020-02-15 10:21:15.958605
495,fought,2020-02-15 10:21:16.023232
496,movie,2020-02-15 10:21:30.052527
497,bay,2020-02-15 10:21:44.626135
498,trek,2020-02-15 10:21:58.755307
499,climb,2020-02-15 10:22:12.531629
499,storey,2020-02-15 10:22:12.590874
500,orchard road,2020-02-15 10:22:26.269908
500,prayer,2020-02-15 10:22:26.350177
500,mosque,2020-02-15 10:22:26.430042
501,worth a visit,2020-02-15 10:22:40.165018
501,built,2020-02-15 10:22:40.237283
501,park,2020-02-15 10:22:40.321240
504,great fun,2020-02-15 10:23:23.044948
504,rays,2020-02-15 10:23:23.109560
506,president,2020-02-15 10:23:52.179683
506,governors,2020-02-15 10:23:52.246179
506,convicts,2020-02-15 10:23:52.309198
506,gifts,2020-02-15 10:23:52.390798
506,rotana,2020-02-15 10:23:52.454570
506,colonial,2020-02-15 10:23:52.515228
506,history,2020-02-15 10:23:52.582339
506,exhibits,2020-02-15 10:23:52.659604
506,guide,2020-02-15 10:23:52.722474
514,antique clock,2020-02-15 10:25:42.641494
514,restoring,2020-02-15 10:25:42.657104
518,constructed,2020-02-15 10:26:34.652098
518,chinatown,2020-02-15 10:26:34.667316
522,gallery,2020-02-15 10:27:28.727720
522,artists,2020-02-15 10:27:28.745716
527,choa chu kang,2020-02-15 10:28:38.918385
527,mrt station,2020-02-15 10:28:38.934206
527,heartland,2020-02-15 10:28:38.949686
527,cinema,2020-02-15 10:28:38.966583
527,library,2020-02-15 10:28:38.982202
528,cold storage,2020-02-15 10:28:53.314735
528,mrt station,2020-02-15 10:28:53.330367
528,uniqlo,2020-02-15 10:28:53.351752
528,century,2020-02-15 10:28:53.369510
528,mall,2020-02-15 10:28:53.385710
528,shop,2020-02-15 10:28:53.401570
529,artwork,2020-02-15 10:29:06.313761
529,viewed,2020-02-15 10:29:06.330129
530,climbing,2020-02-15 10:29:19.707788
530,route,2020-02-15 10:29:19.722816
536,small church,2020-02-15 10:30:42.305852
538,steel sculpture,2020-02-15 10:31:08.441559
538,raffles place,2020-02-15 10:31:08.457593
538,figures,2020-02-15 10:31:08.473151
538,quay,2020-02-15 10:31:08.488788
538,tallest,2020-02-15 10:31:08.504189
538,colorful,2020-02-15 10:31:08.519531
543,statues representing,2020-02-15 10:32:15.620054
543,singapore river,2020-02-15 10:32:15.639510
543,history,2020-02-15 10:32:15.655279
543,bronze,2020-02-15 10:32:15.670644
543,halal,2020-02-15 10:32:15.685952
543,chinese,2020-02-15 10:32:15.702141
547,pagoda,2020-02-15 10:33:09.069504
548,shop,2020-02-15 10:33:23.185459
548,colorful,2020-02-15 10:33:23.201833
553,orchard road,2020-02-15 10:34:29.058712
554,classes,2020-02-15 10:34:42.198466
555,artists,2020-02-15 10:34:55.417876
563,artists,2020-02-15 10:36:42.815489
563,showcasing,2020-02-15 10:36:42.832752
568,fun,2020-02-15 10:37:49.997482
576,chinese garden,2020-02-15 10:39:35.845343
577,keppel bay,2020-02-15 10:39:49.751401
577,labrador park,2020-02-15 10:39:49.769944
579,artifacts,2020-02-15 10:40:17.778519
579,history,2020-02-15 10:40:17.848515
586,singapore river,2020-02-15 10:41:52.751602
596,cinema,2020-02-15 10:44:11.605133
596,mall,2020-02-15 10:44:11.671215
601,changi airport,2020-02-15 10:45:21.362485
601,sunflower,2020-02-15 10:45:21.418141
601,plants,2020-02-15 10:45:21.492075
604,highest mountain,2020-02-15 10:46:03.093154
604,helix bridge,2020-02-15 10:46:03.172283
604,small maze,2020-02-15 10:46:03.237399
604,marina promenade,2020-02-15 10:46:03.335754
604,singapore flyer,2020-02-15 10:46:03.405071
607,mall,2020-02-15 10:46:46.237052
623,langurs,2020-02-15 10:50:29.580134
625,exhibition hall,2020-02-15 10:50:58.316569
666,temple,2020-02-15 11:00:42.209727
715,chinatown,2020-02-15 11:12:39.619232
715,history,2020-02-15 11:12:39.647639
