"POI_INDEX","WEBSITE_INDEX","POI_NAME","URL","POI_GOOGLE_TRANSLATE_ENGLISH_NAME","POI_CHINESE_NAME","ENG_NAME_SPACE"
233,2,"Evening Garden","/sight/singapore53/2742680.html","Evening Garden","晚晴园",NA
234,2,"Singapore Musical Box Museum","/sight/singapore53/2056451.html","Singapore Musical Box Museum","Singapore Musical Box Museum","Singapore Musical Box Museum"
235,2,"Singapore skyline","/sight/singapore53/4025052.html","Singapore skyline","新加坡天际线",NA
236,2,"OCBCAquatic Centre","/sight/singapore53/1710002.html","OCBC Aquatic Centre","OCBC Aquatic Centre","OCBCAquatic Centre"
237,2,"UOBPlaza","/sight/singapore53/1711454.html","United Overseas Bank Building","大华银行大厦","UOBPlaza"
238,2,"Sri Krishnan Temple","/sight/singapore53/1711527.html","Chris Nan Hindu Temple","克里斯南兴都庙","Sri Krishnan Temple"
239,2,"Esplanade Park","/sight/singapore53/2053659.html","Seaside park","滨海公园","Esplanade Park"
240,2,"The Cathay Gallery","/sight/singapore53/1710124.html","The Cathay Gallery","The Cathay Gallery","The Cathay Gallery"
241,2,"Midland Trail Indoor Skiing Course","/sight/singapore53/2478791.html","Midland Trail Indoor Skiing Course","美年径室内滑雪课程",NA
242,2,"Singapore XDTheatre","/sight/singapore53/1998388.html","XD Theater","XD剧院","Singapore XDTheatre"
243,2,"Police Heritage Centre","/sight/singapore53/1711260.html","Police Heritage Centre","警察文物中心","Police Heritage Centre"
244,2,"Yueh Hai Ching Temple","/sight/singapore53/1710127.html","Yueh Hai Ching Temple","Yueh Hai Ching Temple","Yueh Hai Ching Temple"
245,2,"Mega Bounce Crazy Bounce","/sight/sentosa776/1991617.html","Singapore Super Jump","新加坡超级跳","Mega Bounce Crazy Bounce"
246,2,"Madagascar ACrate Adventure","/sight/singapore53/2855706.html","Madagascar: Wooden Box Drifting (Madagascar ...","马达加斯加：木箱漂流记(马达加斯加)","Madagascar ACrate Adventure"
247,2,"Lazarus pier private yacht goes to sea","/sight/singapore53/2478889.html","Lazarus pier private yacht goes to sea","Lazarus码头私人游艇出海",NA
248,2,"Sembawang Park","/sight/singapore53/1710206.html","Sembawang Park","三巴旺公园","Sembawang Park"
249,2,"Army Museumof Singapore","/sight/singapore53/1711549.html","Singapore Military Museum","新加坡军事博物馆","Army Museumof Singapore"
250,2,"Kayaking Experience on Umin Island","/sight/singapore53/2479002.html","Kayaking Experience on Umin Island","乌敏岛皮划艇体验",NA
251,2,"Opera Gallery","/sight/singapore53/2053845.html","Opera Gallery","Opera Gallery","Opera Gallery"
252,2,"Istana Woodneuk","/sight/singapore53/1710131.html","Istana Woodneuk","Istana Woodneuk","Istana Woodneuk"
253,2,"Tour About Singapore","/sight/singapore53/2050922.html","Tour About Singapore","Tour About Singapore","Tour About Singapore"
254,2,"Seng Wong Beo Temple","/sight/singapore53/1710072.html","Capital city temple","都城隍庙","Seng Wong Beo Temple"
255,2,"Mosh","/sight/singapore53/1992588.html","Dream","梦思","Mosh"
256,2,"Chinese Heritage Museum","/sight/singapore53/2826468.html","Chinese Heritage Museum","Chinese Heritage Museum","Chinese Heritage Museum"
257,2,"Fuk Tak Chi Museum","/sight/singapore53/1710093.html","Ford Temple Museum","福德祠博物馆","Fuk Tak Chi Museum"
258,2,"Pororo Park Singapore","/sight/singapore53/2013454.html","Baolulu Little Penguin Amusement Park","宝露露小企鹅游乐园","Pororo Park Singapore"
259,2,"NUSBaba House","/sight/singapore53/1710085.html","峇 峇 Residence","峇峇住宅","NUSBaba House"
260,2,"Sembawang Hot Spring","/sight/singapore53/1710067.html","Sembawang Hot Spring","三巴旺温泉","Sembawang Hot Spring"
261,2,"Petain Road","/sight/singapore53/1710005.html","Bedang Road","贝当路","Petain Road"
262,2,"Jubilee Bridge","/sight/singapore53/5218852.html","Jubilee Bridge","Jubilee Bridge","Jubilee Bridge"
263,2,"St Josephs Church","/sight/singapore53/1710181.html","St. Joseph's Church","圣若瑟堂","St Josephs Church"
264,2,"Chettiar Temple","/sight/singapore53/1711343.html","Chettiar Hindu Temple","雀替尔印度寺庙","Chettiar Temple"
265,2,"Free Singapore Tour","/sight/singapore53/2050709.html","Freedom in Singapore","新加坡自由行","Free Singapore Tour"
266,2,"The Rinkat JCube","/sight/singapore53/1711254.html","The Rink at JCube","The Rink at JCube","The Rinkat JCube"
267,2,"Changi Beach Boardwalk","/sight/singapore53/2050618.html","Changi Beach Boardwalk","Changi Beach Boardwalk","Changi Beach Boardwalk"
268,2,"Miaja Gallery","/sight/singapore53/2056565.html","Miaja Gallery","Miaja Gallery","Miaja Gallery"
269,2,"The Other Room","/sight/singapore53/2118279.html","The Other Room","The Other Room","The Other Room"
270,2,"Al Abrar Mosque","/sight/singapore53/1710136.html","Al abra mosque","阿尔阿布拉回教堂","Al Abrar Mosque"
271,2,"Grand Theater","/sight/singapore53/2118530.html","Grand theater","Grand Theater","Grand Theater"
272,2,"Far East Organization Childrens Garden","/sight/singapore53/5457245.html","Far East Organization Children ...","Far East Organization Children's Garden","Far East Organization Childrens Garden"
273,2,"National Stadium","/sight/singapore53/1710152.html","National Sport Stadium","国家体育场","National Stadium"
274,2,"Punggol Waterway Park","/sight/singapore53/2056425.html","Punggol Waterway Park","Punggol Waterway Park","Punggol Waterway Park"
275,2,"Sunflower Garden","/sight/singapore53/5189617.html","Sunflower Garden","Sunflower Garden","Sunflower Garden"
276,2,"Jacob Ballas Childrens Garden","/sight/singapore53/1711548.html","Jagbaras Children's Garden","雅格巴拉斯儿童花园","Jacob Ballas Childrens Garden"
277,2,"Chinese Heritage Centre","/sight/singapore53/3148817.html","Chinese Pavilion","华裔馆","Chinese Heritage Centre"
278,2,"Singapore Cricket Club","/sight/singapore53/1558070.html","Singapore Cricket Club","新加坡板球俱乐部","Singapore Cricket Club"
279,2,"National Heritage Board","/sight/singapore53/3148712.html","National cultural relics bureau","国家文物局","National Heritage Board"
280,2,"Downtown East","/sight/singapore53/1710139.html","Downtown East","Downtown East","Downtown East"
281,2,"Lim Bo Seng Memorial","/sight/singapore53/1710074.html","Lin Mousheng Memorial Tower","林谋盛纪念塔","Lim Bo Seng Memorial"
282,2,"Loyang Tua Kong","/sight/singapore53/2511990.html","Dayanggong Palace in Luoyang","洛阳大伯公宫","Loyang Tua Kong"
283,2,"Churchof True Light","/sight/singapore53/1710058.html","True Light Hall","真光堂","Churchof True Light"
284,2,"Churchofthe Nativityofthe Blessed Virgin Mary","/sight/singapore53/4853164.html","Church of the Nativity of the ...","Church of the Nativity of the Blessed Virgin Mary","Churchofthe Nativityofthe Blessed Virgin Mary"
285,2,"Telok Ayer Market","/sight/singapore53/2055813.html","Telok Ayer Market","Telok Ayer Market","Telok Ayer Market"
286,2,"Standard Chartered Marathon Singapore","/sight/singapore53/2116675.html","Standard Chartered Marathon Si ...","Standard Chartered Marathon Singapore","Standard Chartered Marathon Singapore"
287,2,"Art Plural Gallery","/sight/singapore53/2053739.html","Art Plural Gallery","Art Plural Gallery","Art Plural Gallery"
288,2,"Nagore Durgha Shrine","/sight/singapore53/1710156.html","Nagodka","纳哥德卡殿","Nagore Durgha Shrine"
289,2,"Kreta Ayer Square","/sight/singapore53/2051756.html","Kreta Ayer Square","Kreta Ayer Square","Kreta Ayer Square"
290,2,"Parliamentof Singapore","/sight/singapore53/4076450.html","Parliament of Singapore","Parliament of Singapore","Parliamentof Singapore"
291,2,"Fish Big Splash","/sight/singapore53/1710201.html","Fish @ Big Splash","Fish@Big Splash","Fish Big Splash"
292,2,"Sri Srinivasa Perumal Temple","/sight/singapore53/1710060.html","Rinvesha Buruma Hindu Temple","里尼维沙伯鲁玛兴都庙","Sri Srinivasa Perumal Temple"
293,2,"The underwater world","/sight/singapore53/2527135.html","The underwater world","海底世界",NA
294,2,"Laichun Yuen Theatre","/sight/singapore53/2051554.html","Laichun Yuen Theatre","Laichun Yuen Theatre","Laichun Yuen Theatre"
295,2,"My Little Giant Kids Indoor Playpark","/sight/singapore53/2025086.html","Singapore Little Giant","新加坡小巨人","My Little Giant Kids Indoor Playpark"
296,2,"Singapore Pinacothèquede Paris","/sight/singapore53/2056001.html","Singapore Pinacothèque de Par ...","Singapore Pinacothèque de Paris","Singapore Pinacothèquede Paris"
297,2,"Bedok Jetty","/sight/singapore53/2051602.html","Bedok Jetty","Bedok Jetty","Bedok Jetty"
298,2,"Ann Siang Hill Park","/sight/singapore53/2056063.html","Ann Siang Hill Park","Ann Siang Hill Park","Ann Siang Hill Park"
299,2,"Ode To Art","/sight/singapore53/2053291.html","Ode To Art","Ode To Art","Ode To Art"
300,2,"The Cat Cafe","/sight/singapore53/1711250.html","The Cat Cafe","The Cat Cafe","The Cat Cafe"
301,2,"Tiger Brewery","/sight/singapore53/1949134.html","Tiger Brewery","虎牌啤酒厂",NA
302,2,"Jalan Besar Stadium","/sight/singapore53/2050748.html","Jalan Besar Stadium","Jalan Besar Stadium","Jalan Besar Stadium"
303,2,"Swiftlet Garden Museum","/sight/singapore53/1710196.html","Golden Swallow Garden Museum","金丝燕园林博物馆","Swiftlet Garden Museum"
304,2,"Asian Art Platform","/sight/singapore53/2051366.html","Asian Art Platform","Asian Art Platform","Asian Art Platform"
305,2,"Robertson Quay","/sight/singapore53/1710115.html","Robertson Quay","Robertson Quay","Robertson Quay"
306,2,"NUSMuseum","/sight/singapore53/1710118.html","National University of Singapore","新加坡国大博物馆","NUSMuseum"
307,2,"The Bicycle Hut","/sight/singapore53/2119206.html","The Bicycle Hut","The Bicycle Hut","The Bicycle Hut"
308,2,"Jurong Central Park","/sight/singapore53/2054238.html","Jurong Central Park","Jurong Central Park","Jurong Central Park"
309,2,"Pieceof Peace","/sight/singapore53/4034757.html","Piece of Peace","Piece of Peace","Pieceof Peace"
310,2,"Kallang Ice World","/sight/singapore53/1710075.html","Kallang Ice World ","Kallang Ice World ","Kallang Ice World"
311,2,"Golden Sands Vienna Ferry","/sight/singapore53/2858004.html","Golden Sands Vienna Ferry","金沙维也纳渡船",NA
312,2,"Sri Senpaga Vinayagar Temple","/sight/singapore53/1711322.html","Sri Senpaga Vinayagar Temple","Sri Senpaga Vinayagar Temple","Sri Senpaga Vinayagar Temple"
313,2,"Singapore River Water B Cruise","/sight/singapore53/4858912.html","Singapore River Water B Cruise","新加坡河Water B游船",NA
314,2,"Native","/sight/singapore53/2118153.html","Native","Native","Native"
315,2,"HSBCSingapore Rugby Sevens","/sight/singapore53/2117077.html","HSBC Singapore Rugby Sevens","HSBC Singapore Rugby Sevens","HSBCSingapore Rugby Sevens"
316,2,"Little Guilin","/sight/singapore53/2118965.html","Little Guilin","Little Guilin","Little Guilin"
317,2,"Polar Bear Gallery","/sight/singapore53/2050648.html","Polar Bear Gallery","Polar Bear Gallery","Polar Bear Gallery"
318,2,"Tua Peh Kong Temple","/sight/singapore53/1710102.html","Dabogong Temple","大伯公庙","Tua Peh Kong Temple"
319,2,"Gajah Gallery","/sight/singapore53/2053281.html","Gajah Gallery","Gajah Gallery","Gajah Gallery"
320,2,"Tiong Bahru Haritage Trail","/sight/singapore53/2119756.html","Tiong Bahru Haritage Trail","Tiong Bahru Haritage Trail","Tiong Bahru Haritage Trail"
321,2,"Fire Flies Health Farm","/sight/singapore53/2053290.html","Fire Flies Health Farm","Fire Flies Health Farm","Fire Flies Health Farm"
322,2,"Degiosart","/sight/singapore53/2051032.html","Degiosart","Degiosart","Degiosart"
323,2,"Sago Street Street Of The Dead","/sight/singapore53/2053667.html","Shuoge Street","硕莪街","Sago Street Street Of The Dead"
324,2,"Nanyang Polytechnic","/sight/singapore53/3674259.html","Nanyang Institute of Technology","南洋理工学院","Nanyang Polytechnic"
325,2,"Clementi Woods","/sight/singapore53/2118968.html","Clementi Woods","Clementi Woods","Clementi Woods"
326,2,"GOURMETbus","/sight/singapore53/2050731.html","GOURMETbus","GOURMETbus","GOURMETbus"
327,2,"Harley Davidsonof Singapore","/sight/singapore53/2117707.html","Harley-Davidson of Singapore","Harley-Davidson of Singapore","Harley Davidsonof Singapore"
328,2,"The Gem Museum","/sight/singapore53/2056474.html","The Gem Museum","The Gem Museum","The Gem Museum"
329,2,"Redsea Gallery","/sight/singapore53/2056028.html","Redsea Gallery","Redsea Gallery","Redsea Gallery"
330,2,"Lotto Carpets Gallery","/sight/singapore53/2054050.html","Lotto Carpets Gallery","Lotto Carpets Gallery","Lotto Carpets Gallery"
331,2,"Parkview Square","/sight/singapore53/1710073.html","Overseas Chinese Plaza","侨福广场","Parkview Square"
332,2,"Upper Seletar Reservoir","/sight/singapore53/2050752.html","Upper Seletar Reservoir","Upper Seletar Reservoir","Upper Seletar Reservoir"
333,2,"WTAFinals","/sight/singapore53/2117078.html","WTA Finals","WTA Finals","WTAFinals"
334,2,"Dream Drive Pte Ltd","/sight/singapore53/2118714.html","Dream Drive Pte Ltd","Dream Drive Pte Ltd","Dream Drive Pte Ltd"
335,2,"Eagle Wings Yacht Charters","/sight/singapore53/2117533.html","Luxury yacht rental","豪华游艇出租","Eagle Wings Yacht Charters"
336,2,"MADMuseumof Art Design","/sight/singapore53/2056070.html","MAD Museum of Art & Design","MAD Museum of Art & Design","MADMuseumof Art Design"
337,2,"Faber Peak","/sight/singapore53/4916818.html","Faber Peak","Faber Peak","Faber Peak"
338,2,"Anjalichocolat","/sight/singapore53/2117916.html","Anjalichocolat","Anjalichocolat","Anjalichocolat"
339,2,"Toa Payoh Town Park","/sight/singapore53/2055836.html","Toa Payoh Town Park","Toa Payoh Town Park","Toa Payoh Town Park"
340,2,"BOBMarine Yacht Charters Singapore","/sight/singapore53/2475307.html","BOB Marine Yacht Charters Sing ...","BOB Marine Yacht Charters Singapore","BOBMarine Yacht Charters Singapore"
341,2,"Hay Dairies","/sight/singapore53/2053310.html","Hay Dairies","Hay Dairies","Hay Dairies"
342,2,"Benjamin Sheares Bridge","/sight/singapore53/4840610.html","Benjamin Sheares Bridge","Benjamin Sheares Bridge","Benjamin Sheares Bridge"
343,2,"NTUCentrefor Contemporary Art","/sight/singapore53/2056302.html","NTU Centre for Contemporary Ar ...","NTU Centre for Contemporary Art","NTUCentrefor Contemporary Art"
344,2,"Art Porters Gallery","/sight/singapore53/2052477.html","Art Porters Gallery","Art Porters Gallery","Art Porters Gallery"
345,2,"Bukit Brown Cemetery","/sight/singapore53/1710079.html","Bukit Brown Cemetery","武吉布朗坟场","Bukit Brown Cemetery"
346,2,"Coolde Sac Play Centre","/sight/singapore53/2118721.html","Cool de Sac Play Centre","Cool de Sac Play Centre","Coolde Sac Play Centre"
347,2,"Inter Continental Singapore Heritage Trail","/sight/singapore53/2052337.html","InterContinental Singapore Her ...","InterContinental Singapore Heritage Trail","Inter Continental Singapore Heritage Trail"
348,2,"Jetaime Perfumeryand Perfume Workshop Singapore","/sight/singapore53/2118879.html","Jetaime Perfumery and Perfume ...","Jetaime Perfumery and Perfume Workshop Singapore","Jetaime Perfumeryand Perfume Workshop Singapore"
349,2,"Farmart Centre","/sight/singapore53/2053321.html","Farmart Centre","Farmart Centre","Farmart Centre"
350,2,"GMAXReverse Bungy","/sight/singapore53/5137260.html","G-Max Ejection Tight Jumping Experience","G-Max弹射绑紧跳体验","GMAXReverse Bungy"
351,2,"Monster Day Tours","/sight/singapore53/4422555.html","Monster Day Tours","Monster Day Tours","Monster Day Tours"
352,2,"Puay Heng Noodles","/sight/singapore53/2750998.html","Puay Heng Noodles","Puay Heng Noodles","Puay Heng Noodles"
353,2,"Churchof St Teresa","/sight/singapore53/5194880.html","Church of St Teresa","Church of St Teresa","Churchof St Teresa"
354,2,"Touristand Transit Hub","/sight/singapore53/2050837.html","Tourist and Transit Hub","Tourist and Transit Hub","Touristand Transit Hub"
355,2,"Coney Island Park","/sight/singapore53/5197665.html","Coney Island Park","Coney Island Park","Coney Island Park"
356,2,"Sri Layan Sithi Vinayagar Temple","/sight/singapore53/1710151.html","Sri Layan Sithi Vinayagar Temp ...","Sri Layan Sithi Vinayagar Temple","Sri Layan Sithi Vinayagar Temple"
357,2,"Singapore Mobility Gallery","/sight/singapore53/2051900.html","Singapore Commuter Hall","新加坡通勤馆","Singapore Mobility Gallery"
358,2,"Southernmostpointof Asia","/sight/singapore53/4837579.html","Southernmost point of Asia","Southernmost point of Asia","Southernmostpointof Asia"
359,2,"Marine Cove Playground","/sight/singapore53/2051082.html","Marine Cove Playground","Marine Cove Playground","Marine Cove Playground"
360,2,"Oh Chin Huat Hydroponic Farms","/sight/singapore53/2055565.html","Oh Chin Huat Hydroponic Farms","Oh Chin Huat Hydroponic Farms","Oh Chin Huat Hydroponic Farms"
361,2,"Xianzu Palace","/sight/singapore53/2740896.html","Xianzu Palace","仙祖宫",NA
362,2,"Bukit Batok Nature Park","/sight/singapore53/2055011.html","Bukit Batok Nature Park","武吉巴督自然公园","Bukit Batok Nature Park"
363,2,"Changi Sailing Club","/sight/singapore53/2119297.html","Changi Sailing Club","Changi Sailing Club","Changi Sailing Club"
364,2,"KFC","/sight/singapore53/5298693.html","KFC","KFC","KFC"
365,2,"OCBC Skywalk and Sky Tree","/sight/singapore53/71566517.html","OCBC Skywalk and Sky Tree","华侨银行空中走道和擎天大树",NA
366,2,"Eurasian Heritage Centre","/sight/singapore53/1711342.html","Eurasia Cultural Heritage Centre","欧亚文化遗产中心","Eurasian Heritage Centre"
367,2,"Changibusinesspark","/sight/singapore53/2004048.html","Changi Business Park","樟宜商业园","Changibusinesspark"
368,2,"Hdb","/sight/singapore53/1710099.html","Hdb","Hdb","Hdb"
369,2,"Tropical Amusement Park @ Singapore Zoo","/sight/singapore53/2860656.html","Tropical Amusement Park @ Singapore Zoo","热带游乐园@新加坡动物园",NA
370,2,"The Intan","/sight/singapore53/2916893.html","Nyonya Museum","娘惹博物馆","The Intan"
371,2,"Jurong West Swimming Complex","/sight/singapore53/5210444.html","Jurong West Swimming Complex","Jurong West Swimming Complex","Jurong West Swimming Complex"
372,2,"Run With Me Singapore","/sight/singapore53/2117773.html","Run With Me Singapore","Run With Me Singapore","Run With Me Singapore"
374,2,"Springleaf Nature Park","/sight/singapore53/2055656.html","Springleaf Nature Park","Springleaf Nature Park","Springleaf Nature Park"
375,2,"MOEHeritage Centre","/sight/singapore53/1711346.html","Ministry of Education Cultural Heritage Center","教育部文化遗产中心","MOEHeritage Centre"
376,2,"Sri Thandayuthapani Temple","/sight/singapore53/1710167.html","Danda Utapani Hindu Temple","丹达乌他帕尼兴都庙","Sri Thandayuthapani Temple"
377,2,"Masjid Bencoolen","/sight/singapore53/1710054.html","Masjid Bencoolen","Masjid Bencoolen","Masjid Bencoolen"
378,2,"Tao Tian Keng Temple","/sight/singapore53/1711484.html","Tao Tian Keng Temple","Tao Tian Keng Temple","Tao Tian Keng Temple"
379,2,"Resorts World Theater","/sight/sentosa776/2120109.html","Resorts World Theater","Resorts World Theater","Resorts World Theater"
380,2,"The Theatre Practice","/sight/singapore53/2118603.html","The Theatre Practice","The Theatre Practice","The Theatre Practice"
381,2,"Janes SGTours","/sight/singapore53/2051351.html","Jane's SG Tours","Jane's SG Tours","Janes SGTours"
382,2,"Changi Airport Children's Playground","/sight/singapore53/3445551.html","Changi Airport Children's Playground","樟宜机场24小时儿童游乐场",NA
383,2,"Bikram Yoga Katong","/sight/singapore53/2119341.html","Bikram Yoga Katong","Bikram Yoga Katong","Bikram Yoga Katong"
384,2,"Lee Wee Nam Library","/sight/singapore53/4035711.html","Lee Wee Nam Library","Lee Wee Nam Library","Lee Wee Nam Library"
385,2,"Shimano Cycling World","/sight/singapore53/1710084.html","Shimano Bicycle World","禧玛诺自行车世界","Shimano Cycling World"
386,2,"School Of Art Designand Media","/sight/singapore53/4035718.html","School of Art, Design and Media","艺术、设计与媒体学院","School Of Art Designand Media"
387,2,"Survivingthe Japanese Occupation Warand Its Legacies","/sight/singapore53/1710083.html","Zhaonan Ford Depot Memorial","昭南福特车厂纪念馆","Survivingthe Japanese Occupation Warand Its Legacies"
388,2,"The Live Turtleand Tortoise Museum","/sight/singapore53/1710193.html","Living Turtle Museum","活体龟鳖博物馆","The Live Turtleand Tortoise Museum"
389,2,"Theatreworks","/sight/singapore53/2118519.html","Theatreworks","Theatreworks","Theatreworks"
390,2,"The Star Performing Arts Centre","/sight/singapore53/2119569.html","The Star Performing Arts Centr ...","The Star Performing Arts Centre","The Star Performing Arts Centre"
391,2,"Tan Si Chong Chu Temple","/sight/singapore53/1711528.html","Tan Si Chong Chu Temple","Tan Si Chong Chu Temple","Tan Si Chong Chu Temple"
392,2,"Pearls Hill City Park","/sight/singapore53/2055820.html","Pearl's Hill City Park","Pearl's Hill City Park","Pearls Hill City Park"
393,2,"Lakeof Dreams","/sight/singapore53/4889887.html","Lake of Dreams","梦之湖","Lakeof Dreams"
394,2,"K-Live holographic projection live broadcast","/sight/singapore53/3389701.html","K-Live holographic projection live broadcast","K-Live全息投影直播",NA
395,2,"The Epicurean State","/sight/singapore53/2116702.html","The Epicurean State","The Epicurean State","The Epicurean State"
396,2,"The NEWater Visitor Centre","/sight/singapore53/1710119.html","Xinsheng Water Exhibition Center","新生水展览中心","The NEWater Visitor Centre"
397,2,"COMNUS","/sight/singapore53/3438699.html","COM1 @ NUS","COM1 @ NUS","COMNUS"
398,2,"Nyee Phoe Flower Garden","/sight/singapore53/1710168.html","Nyee Phoe Flower Garden","Nyee Phoe Flower Garden","Nyee Phoe Flower Garden"
399,2,"Punggol Park","/sight/singapore53/2054368.html","Punggol Park","Punggol Park","Punggol Park"
400,2,"Changi Murals","/sight/singapore53/1711562.html","Changi Mural","樟宜壁画","Changi Murals"
401,2,"Republicof Singapore Navy Museum","/sight/singapore53/1710128.html","Naval museum","海军博物馆","Republicof Singapore Navy Museum"
402,2,"Peranakan Trail","/sight/singapore53/1711253.html","Peranakan Trail","Peranakan Trail","Peranakan Trail"
403,2,"Cathay Picturehouse","/sight/singapore53/4803986.html","Cathay Picturehouse","Cathay Picturehouse","Cathay Picturehouse"
404,2,"Wildlife Reserves Singapore","/sight/singapore53/4769633.html","Wildlife Reserves Singapore","Wildlife Reserves Singapore","Wildlife Reserves Singapore"
405,2,"Bukit Batok Memorial Site","/sight/singapore53/1710094.html","Bukit Batok Monument Site","武吉巴督纪念碑遗址","Bukit Batok Memorial Site"
406,2,"Katong District","/sight/singapore53/5136614.html","Katong","加东区","Katong District"
407,2,"Artfolio Gallery","/sight/singapore53/5134639.html","Art Clip Gallery","艺术夹画廊","Artfolio Gallery"
408,2,"The Private Museum","/sight/singapore53/1710182.html","The Private Museum","The Private Museum","The Private Museum"
409,2,"Everton Road Street Art","/sight/singapore53/2050885.html","Everton Road Street Art","Everton Road Street Art","Everton Road Street Art"
410,2,"Leong San See Temple","/sight/singapore53/1710176.html","Longshan Temple","龙山寺","Leong San See Temple"
411,2,"Japanese Cemetery Park","/sight/singapore53/1710177.html","Japanese Cemetery Park","日本人墓地公园","Japanese Cemetery Park"
412,2,"Coldstream Ancestral Museum","/sight/singapore53/2054075.html","Coldstream Ancestral Museum","Coldstream Ancestral Museum","Coldstream Ancestral Museum"
413,2,"Siong Leng Musical Association","/sight/singapore53/2118026.html","Siong Leng Musical Association","Siong Leng Musical Association","Siong Leng Musical Association"
414,2,"8Q Singapore Museum of Art","/sight/singapore53/3148718.html","8Q Singapore Museum of Art","8Q新加坡艺术馆",NA
415,2,"Pasir Ris Fishing Pond","/sight/singapore53/1710057.html","Baisha Fishing Pond","白沙钓鱼塘","Pasir Ris Fishing Pond"
416,2,"Maxout Hydrosports","/sight/singapore53/2475702.html","Maxout Hydrosports","Maxout Hydrosports","Maxout Hydrosports"
417,2,"Pulau Semakau","/sight/singapore53/1710043.html","Sema high i.","实马高岛","Pulau Semakau"
418,2,"The Pinnacle Duxton","/sight/singapore53/5073755.html","The Pinnacle @ Duxton","The Pinnacle @ Duxton","The Pinnacle Duxton"
419,2,"Square Buns Junior","/sight/singapore53/2751274.html","Square Buns Junior","Square Buns Junior","Square Buns Junior"
420,2,"Pulau Hantu","/sight/singapore53/1710171.html","Handu Island","韩都岛","Pulau Hantu"
421,2,"Tan Swie Hian Museum","/sight/singapore53/1710042.html","Tan Swie Hian Museum","Tan Swie Hian Museum","Tan Swie Hian Museum"
422,2,"Northern Eastern Riverine Loop","/sight/singapore53/2118801.html","Northern Eastern Riverine Loop","Northern Eastern Riverine Loop","Northern Eastern Riverine Loop"
423,2,"Sunrise Traditional Coffee Toast","/sight/singapore53/2751233.html","Sunrise Traditional Coffee & Toa ...","Sunrise Traditional Coffee&Toast","Sunrise Traditional Coffee Toast"
424,2,"Kim Choo Kueh Chang","/sight/singapore53/2740250.html","Kim Choo Kueh Chang","金珠厨艺馆Kim Choo Kueh Chang",NA
425,2,"Tamoya","/sight/singapore53/2751278.html","Tamoya","Tamoya","Tamoya"
426,2,"Stickem On","/sight/singapore53/2751234.html","Stick 'em On","Stick 'em On","Stickem On"
427,2,"Ngee Ann Cultural Centre","/sight/singapore53/1710120.html","Ngee An Cultural Center","义安文化中心","Ngee Ann Cultural Centre"
428,2,"Hong Lim Park","/sight/singapore53/2052287.html","Hong Lim Park","Hong Lim Park","Hong Lim Park"
429,2,"Hort Park","/sight/singapore53/2053311.html","Hort Park","Hort Park","Hort Park"
430,2,"Children Little Museum","/sight/singapore53/1710112.html","Children Little Museum","Children Little Museum","Children Little Museum"
431,2,"Singapore City Explorers","/sight/singapore53/2475638.html","Singapore City Explorers","Singapore City Explorers","Singapore City Explorers"
432,2,"Lorong Halus Wetland","/sight/singapore53/1710126.html","Lorong Halus Wetland","Lorong Halus Wetland","Lorong Halus Wetland"
433,2,"Tiong Bahru Estate","/sight/singapore53/1710153.html","Tiong Bahru Estate","Tiong Bahru Estate","Tiong Bahru Estate"
434,2,"Harbour Building 2","/sight/singapore53/3390272.html","Harbour Building 2","港湾第二大厦",NA
435,2,"Singapore Maritime Gallery","/sight/singapore53/1710034.html","Singapore Maritime Gallery","Singapore Maritime Gallery","Singapore Maritime Gallery"
436,2,"Indian National Army Monument","/sight/singapore53/1710068.html","Indian National Army Memorial","印度国民军纪念地","Indian National Army Monument"
437,2,"Keong Saik Road","/sight/singapore53/2486416.html","Gongxi Road","恭錫路","Keong Saik Road"
438,2,"Teater Ekamatra","/sight/singapore53/2118646.html","Teater Ekamatra","Teater Ekamatra","Teater Ekamatra"
439,2,"Wld Rice","/sight/singapore53/2118223.html","W! Ld Rice","W!ld Rice","Wld Rice"
440,2,"Night Safari Tour Wendy Tour","/sight/singapore53/4798952.html","Night Safari Tour-Wendy Tour","Night Safari Tour-Wendy Tour","Night Safari Tour Wendy Tour"
441,2,"Touristars Private Running Tours","/sight/singapore53/4820161.html","Touristars-Private Running T ...","Touristars - Private Running Tours","Touristars Private Running Tours"
442,2,"Tanjong Pagar Railway Station","/sight/singapore53/4083198.html","Tanjong Pagar Railway Station","Tanjong Pagar Railway Station","Tanjong Pagar Railway Station"
443,2,"River Hongbao","/sight/singapore53/5452009.html","Spring to Riverside New Year Activities","春到河畔迎新春系列活动","River Hongbao"
444,2,"The Fullerton Maritime Journey Tour","/sight/singapore53/4937105.html","The Fullerton Maritime Journey ...","The Fullerton Maritime Journey Tour","The Fullerton Maritime Journey Tour"
445,2,"NTUChinese Library","/sight/singapore53/4035713.html","Chinese Library","中文图书馆","NTUChinese Library"
446,2,"Bidadari Memorial Garden","/sight/singapore53/1710106.html","Bidadari Memorial Garden","Bidadari Memorial Garden","Bidadari Memorial Garden"
447,2,"Thekchen Choling","/sight/singapore53/1710155.html","Mahayana Temple","大乘禅寺","Thekchen Choling"
448,2,"Albert Court Village Hotel Lobby Lounge","/sight/singapore53/5409673.html","Albert Court Village Hotel Lob ...","Albert Court Village Hotel Lobby Lounge","Albert Court Village Hotel Lobby Lounge"
