REVIEW_INDEX,OVERALL,ASPECTS,ASPECTS_POLARITIES,POLARITY_DIST: CONSUMPTION,POLARITY_DIST: ENVIRONMENT,POLARITY_DIST: F&B,POLARITY_DIST: HYGIENE,POLARITY_DIST: SAFETY,POLARITY_DIST: SERVICE,POLARITY_DIST: SHOPPING,POLARITY_DIST: SIGHTSEEING,POLARITY_DIST: TRANSPORTATION,ASP_NEG_RIO,ASP_NEU_RIO,ASP_POS_RIO,REV_NEG_RIO,REV_NEU_RIO,REV_POS_RIO,TOTAL_ASPECTS
85,POS,"[""植物"",""规划"",""有一个"",""散步"",""美丽"",""美丽"",""天"",""人""]","[""POS"",""POS"",""NEG"",""POS"",""POS"",""POS"",""NEG"",""POS""]","[0,0,0]","[1,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,5]","[0,0,0]",0.249996875039062,0.0,0.7499906251171861,0.0,0.0,0.9999000099990001,8
86,,,,,,,,,,,,,,,,,,,
87,POS,"[""环境"",""花草树木"",""花艺"",""点"",""景点"",""植物园"",""修建"",""打卡"",""打卡"",""打卡"",""拍照"",""非常"",""花""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""NEG"",""POS"",""POS"",""POS"",""POS"",""NEG"",""NEG"",""POS""]","[0,0,1]","[1,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,7]","[0,0,0]",0.23076745563495665,0.0,0.7692248521165221,0.0,0.0,0.9999000099990001,13
88,,,,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,
91,POS,"[""环境"",""环"",""孩子"",""品种"",""花卉"",""花卉"",""美丽"",""草地"",""非常"",""地"",""地"",""天""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""NEG"",""NEG"",""NEG"",""NEG""]","[0,0,0]","[2,0,2]","[0,0,0]","[2,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,6]","[0,0,0]",0.3333305555787035,0.0,0.666661111157407,0.0,0.0,0.9999000099990001,12
92,POS,"[""空气"",""带娃吸氧"",""花园+"",""阳光"",""阴凉"",""感觉"",""带娃"",""吸氧"",""人""]","[""POS"",""POS"",""POS"",""NEG"",""POS"",""POS"",""POS"",""POS"",""NEG""]","[0,0,0]","[1,0,4]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,3]","[0,0,0]",0.2222197531138543,0.0,0.7777691358984901,0.0,0.0,0.9999000099990001,9
93,NEG,"[""拍""]","[""NEG""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,0]","[0,0,0]",0.9999000099990001,0.0,0.0,0.9999000099990001,0.0,0.0,1
94,POS,"[""兰花园"",""植物的"",""花园""]","[""POS"",""NEG"",""POS""]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.3333222225925802,0.0,0.6666444451851604,0.0,0.0,0.9999000099990001,3
95,POS,"[""交通"",""品种"",""植物""]","[""POS"",""POS"",""NEG""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,2]","[0,0,0]",0.3333222225925802,0.0,0.6666444451851604,0.0,0.0,0.9999000099990001,3
96,POS,"[""胡姬"",""花"",""品种"",""生态"",""生态"",""出口"",""吸"",""表""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""NEG"",""POS"",""POS""]","[0,0,1]","[1,0,3]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.124998437519531,0.0,0.874989062636717,0.0,0.0,0.9999000099990001,8
97,POS,"[""植物园"",""植物种类"",""里面"",""避暑"",""避暑"",""非常"",""地""]","[""POS"",""NEG"",""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,4]","[0,0,0]",0.14285510206997043,0.0,0.8571306124198226,0.0,0.0,0.9999000099990001,7
98,POS,"[""植物园"",""景色"",""郁金香展"",""地方"",""非常"",""非常"",""非常"",""票"",""路""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""NEG""]","[0,0,0]","[1,0,4]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,4]","[0,0,0]",0.11110987655692715,0.0,0.8888790124554172,0.0,0.0,0.9999000099990001,9
99,NEU,[],[],"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.0,0.0,0.0,0.9999000099990001,0.0,0
100,,,,,,,,,,,,,,,,,,,
101,POS,"[""景色"",""带孩子来逛"",""菲佣""]","[""POS"",""POS"",""NEG""]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.3333222225925802,0.0,0.6666444451851604,0.0,0.0,0.9999000099990001,3
102,NEU,"[""胡姬花"",""带小孩""]","[""POS"",""NEU""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,1,1]","[0,0,0]",0.0,0.49997500124993743,0.49997500124993743,0.0,0.9999000099990001,0.0,2
103,POS,"[""植物"",""天气""]","[""POS"",""NEG""]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.49997500124993743,0.0,0.49997500124993743,0.0,0.0,0.9999000099990001,2
104,POS,"[""带孩子来"",""看""]","[""POS"",""NEG""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,0]",0.49997500124993743,0.0,0.49997500124993743,0.0,0.0,0.9999000099990001,2
105,POS,"[""带小孩来植物园"",""价"",""味道"",""花卉观赏"",""空气"",""胡姬花"",""门票"",""规划"",""路线"",""票"",""人""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,1]","[0,0,5]","[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.999990909173553,0.0,0.0,0.9999000099990001,11
106,POS,"[""物"",""环境"",""胡姬花"",""自然环境"",""自然环境"",""自然环境"",""花园"",""植物"",""餐厅"",""美丽"",""感受""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""NEG"",""POS"",""NEG""]","[0,0,0]","[2,0,3]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","0,0,5]","[0,0,0]",0.181816528940646,0.0,0.818174380232907,0.0,0.0,0.9999000099990001,11
107,POS,"[""<"",""物园的景色"",""景色"",""餐厅"",""非常""]","[""POS"",""POS"",""NEU"",""NEG"",""NEG""]","[0,0,0]","[2,0,0]","[0,0,0]","[0,0,1]","[0,0,1]","[0,0,0]","[0,0,0]","0,1,0]","[0,0,0]",0.3999920001599968,0.1999960000799984,0.3999920001599968,0.0,0.0,0.9999000099990001,5
108,POS,"[""树木"",""街道"",""空气"",""雨水总"",""街道"",""花园"",""花草"",""干净"",""干净"",""干净"",""地"",""凉""]","[""POS"",""POS"",""NEG"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""NEG"",""NEG""]","[0,0,0]","[2,0,3]","[0,0,0]","[1,0,2]","[0,0,0]","[0,0,0]","[0,0,1]","0,0,3]","[0,0,0]",0.24999791668402763,0.0,0.7499937500520829,0.0,0.0,0.9999000099990001,12
109,NEU,[],[],"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.0,0.0,0.0,0.9999000099990001,0.0,0
110,POS,"[""花胡姬花"",""花园城市"",""胡姬花"",""门票"",""出来"",""这里"",""花""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""NEU"",""POS""]","[0,0,0]","[0,1,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.0,0.14285510206997043,0.8571306124198226,0.0,0.0,0.9999000099990001,7
111,NEG,"[""当地人""]","[""NEG""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,0]","[0,0,0]",0.9999000099990001,0.0,0.0,0.9999000099990001,0.0,0.0,1
112,POS,"[""花园"",""花园""]","[""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999500024998749,0.0,0.0,0.9999000099990001,2
113,POS,"[""在里面"",""品种"",""花卉"",""花卉"",""吃"",""逛""]","[""NEU"",""POS"",""POS"",""POS"",""NEU"",""NEG""]","[0,1,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,1,3]","[0,0,0]",0.1666638889351844,0.3333277778703688,0.49999166680555324,0.0,0.0,0.9999000099990001,6
114,,,,,,,,,,,,,,,,,,,
115,POS,"[""景点""]","[""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999000099990001,0.0,0.0,0.9999000099990001,1
116,POS,"[""走上过来散散步"",""城市花园"",""干净""]","[""POS"",""POS"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999666677777407,0.0,0.0,0.9999000099990001,3
117,NEU,"[""理"",""观赏性"",""花草"",""植物园"",""植物园"",""非常"",""人""]","[""POS"",""POS"",""POS"",""NEG"",""NEG"",""NEG"",""POS""]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","2,0,3]","[0,0,0]",0.4285653062099113,0.0,0.5714204082798817,0.0,0.9999000099990001,0.0,7
118,NEG,"[""<兰花"",""门票"",""环境"",""+门票"",""+环境"",""兰花"",""看""]","[""POS"",""POS"",""POS"",""NEG"",""NEG"",""NEG"",""NEG""]","[1,0,0]","[1,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,1]","[0,0,0]",0.5714204082798817,0.0,0.4285653062099113,0.9999000099990001,0.0,0.0,7
119,POS,"[""花园"",""景点"",""花草""]","[""POS"",""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.0,0.0,0.9999666677777407,0.0,0.0,0.9999000099990001,3
120,POS,"[""胡姬花"",""地""]","[""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999500024998749,0.0,0.0,0.9999000099990001,2
121,NEU,"[""蝴蝶兰"",""花园""]","[""NEG"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,0]",0.49997500124993743,0.0,0.49997500124993743,0.0,0.9999000099990001,0.0,2
122,POS,"[""植物园"",""胡姬花园内景"",""花园内"",""纸质票"",""拍照"",""拍照"",""园内"",""售票""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,5]","[0,0,0]",0.0,0.0,0.999987500156248,0.0,0.0,0.9999000099990001,8
123,POS,"[""热带植物长相"",""园区""]","[""POS"",""NEG""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,0]",0.49997500124993743,0.0,0.49997500124993743,0.0,0.0,0.9999000099990001,2
124,POS,"[""休"",""有一个"",""地方"",""白天"",""花草"",""天""]","[""POS"",""POS"",""NEG"",""POS"",""NEG"",""NEG""]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,2]","[0,0,0]",0.49999166680555324,0.0,0.49999166680555324,0.0,0.0,0.9999000099990001,6
125,POS,"[""放松心情""]","[""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999000099990001,0.0,0.0,0.9999000099990001,1
126,POS,"[""植物""]","[""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999000099990001,0.0,0.0,0.9999000099990001,1
127,POS,"[""兰花"",""拍照"",""卡"",""拍照打卡"",""里面""]","[""POS"",""POS"",""POS"",""NEG"",""POS""]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,3]","[0,0,0]",0.1999960000799984,0.0,0.7999840003199936,0.0,0.0,0.9999000099990001,5
128,POS,"[""散步"",""天""]","[""POS"",""NEG""]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.49997500124993743,0.0,0.49997500124993743,0.0,0.0,0.9999000099990001,2
129,POS,"[""艺"",""花园城市""]","[""POS"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999500024998749,0.0,0.0,0.9999000099990001,2
130,POS,"[""空气环境"",""景"",""胡姬花"",""环境"",""绿化"",""空气"",""兰花"",""美丽"",""美景""]","[""POS"",""POS"",""POS"",""POS"",""NEG"",""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[1,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,6]","[0,0,0]",0.11110987655692715,0.0,0.8888790124554172,0.0,0.0,0.9999000099990001,9
131,POS,"[""遗产"",""门票免"",""门票"",""逛""]","[""POS"",""POS"",""POS"",""NEG""]","[0,0,1]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,0]",0.24999375015624611,0.0,0.7499812504687383,0.0,0.0,0.9999000099990001,4
132,POS,"[""园"",""胡姬花"",""+花园"",""+花园"",""车""]","[""POS"",""POS"",""POS"",""POS"",""NEG""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[1,0,0]",0.1999960000799984,0.0,0.7999840003199936,0.0,0.0,0.9999000099990001,5
133,POS,"[""蝴蝶兰园"",""蝶"",""展出"",""云的大树"",""花园"",""看"",""看"",""看"",""话""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,7]","[0,0,1]",0.0,0.0,0.9999888890123443,0.0,0.0,0.9999000099990001,9
134,NEG,"[""姬花园"",""喜欢植物的朋友"",""热带植物"",""大草坪"",""胡姬花""]","[""POS"",""NEG"",""NEG"",""NEG"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","3,0,1]","[0,0,0]",0.5999880002399952,0.0,0.3999920001599968,0.9999000099990001,0.0,0.0,5
135,POS,"[""植物"",""自然环境"",""交通"",""近距离看"",""热带植物"",""花园""]","[""POS"",""POS"",""POS"",""NEU"",""NEG"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,1,3]","[0,0,0]",0.1666638889351844,0.1666638889351844,0.6666555557407376,0.0,0.0,0.9999000099990001,6
136,POS,"[""花园"",""干净"",""干净"",""干净""]","[""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,3]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999750006249845,0.0,0.0,0.9999000099990001,4
137,POS,"[""胡姬花植物园"",""绿色"",""热带花园"",""花园"",""花园"",""走进"",""花""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,5]","[0,0,0]",0.0,0.0,0.999985714489793,0.0,0.0,0.9999000099990001,7
138,NEG,"[""滨海湾花园"",""品种"",""植物""]","[""POS"",""NEG"",""NEG""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,1]","[0,0,0]",0.6666444451851604,0.0,0.3333222225925802,0.9999000099990001,0.0,0.0,3
139,POS,"[""<环境"",""慢慢走"",""晨起去遛弯儿"",""环境"",""植物"",""植物"",""树木"",""草"",""草""]","[""POS"",""POS"",""POS"",""POS"",""NEG"",""NEG"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,5]","[0,0,1]",0.2222197531138543,0.0,0.7777691358984901,0.0,0.0,0.9999000099990001,9
140,NEG,"[""来这里"",""花园"",""非常"",""人"",""人""]","[""NEG"",""POS"",""NEG"",""NEG"",""NEG""]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","3,0,1]","[0,0,0]",0.7999840003199936,0.0,0.1999960000799984,0.9999000099990001,0.0,0.0,5
141,POS,"[""吃"",""树木"",""物"",""处"",""植物"",""吃的"",""非常""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,2]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,1]","0,0,2]","[0,0,0]",0.0,0.0,0.999985714489793,0.0,0.0,0.9999000099990001,7
142,NEG,[],[],"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.0,0.0,0.9999000099990001,0.0,0.0,0
143,POS,"[""植物园"",""空气"",""不需要门票"",""这里"",""这里"",""森林""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,1]","[0,0,3]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999833336111065,0.0,0.0,0.9999000099990001,6
144,NEU,"[""许多植物"",""看""]","[""NEG"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,0]",0.49997500124993743,0.0,0.49997500124993743,0.0,0.9999000099990001,0.0,2
145,POS,"[""地方"",""太阳"",""草"",""人"",""看""]","[""NEG"",""POS"",""POS"",""POS"",""NEG""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,2]","[0,0,0]",0.3999920001599968,0.0,0.5999880002399952,0.0,0.0,0.9999000099990001,5
146,POS,"[""天""]","[""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.0,0.9999000099990001,0.0,0.0,0.9999000099990001,1
147,POS,"[""植物园"",""景点"",""景点"",""景致"",""景致""]","[""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,5]","[0,0,0]",0.0,0.0,0.999980000399992,0.0,0.0,0.9999000099990001,5
148,NEG,"[""景点"",""票价"",""打车"",""胡姬花"",""走的"",""走的"",""车""]","[""POS"",""NEG"",""NEG"",""POS"",""NEG"",""NEG"",""NEG""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,2]","[3,0,0]",0.7142755103498521,0.0,0.28571020413994086,0.9999000099990001,0.0,0.0,7
149,POS,"[""植物园"",""交通"",""网络平台订票"",""滨海湾花园"",""鱼尾狮公园"",""牛车水"",""小印度"",""平台"",""门票"",""景点"",""里面"",""品种"",""游玩"",""这里"",""草木"",""费用"",""美景"",""非常"",""票"",""木""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""NEG"",""NEG"",""NEG"",""NEG"",""NEG"",""POS"",""POS"",""POS"",""NEU"",""POS"",""POS""]","[0,0,2]","[1,1,3]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","4,0,9]","[0,0,0]",0.24999875000624996,0.049999750001249996,0.6999965000174999,0.0,0.0,0.9999000099990001,20
150,NEG,"[""房价"",""交通"",""植物园"",""天然大氧吧"",""植物种类"",""公交车"",""生态"",""这里"",""这里"",""非常""]","[""NEG"",""POS"",""POS"",""NEG"",""NEG"",""NEG"",""NEG"",""NEG"",""NEG"",""POS""]","[2,0,0]","[4,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,2]","[0,0,0]",0.6999930000699993,0.0,0.2999970000299997,0.9999000099990001,0.0,0.0,10
151,,,,,,,,,,,,,,,,,,,
152,POS,"[""出票"",""花园"",""门票"",""景点"",""票""]","[""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,3]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.999980000399992,0.0,0.0,0.9999000099990001,5
153,POS,"[""门票"",""奇花异草"",""是兰花"",""品种"",""游玩"",""兰花"",""收费"",""非常"",""入园"",""花""]","[""POS"",""NEG"",""POS"",""NEG"",""NEG"",""NEG"",""POS"",""POS"",""POS"",""NEG""]","[0,0,1]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","5,0,1]","[0,0,0]",0.4999950000499995,0.0,0.4999950000499995,0.0,0.0,0.9999000099990001,10
154,POS,"[""胡姬花"",""品种"",""图片""]","[""POS"",""NEG"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,2]","[0,0,0]",0.3333222225925802,0.0,0.6666444451851604,0.0,0.0,0.9999000099990001,3
155,,,,,,,,,,,,,,,,,,,
156,NEG,"[""植物"",""的"",""地方"",""这个"",""天""]","[""POS"",""POS"",""NEG"",""NEG"",""NEG""]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,1]","[0,0,0]",0.5999880002399952,0.0,0.3999920001599968,0.9999000099990001,0.0,0.0,5
157,POS,"[""黛兰"",""换票""]","[""POS"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999500024998749,0.0,0.0,0.9999000099990001,2
158,POS,"[""家人朋友一起>""]","[""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.0,0.9999000099990001,0.0,0.0,0.9999000099990001,1
159,POS,"[""游玩"",""价格"",""出票""]","[""POS"",""POS"",""POS""]","[0,0,1]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999666677777407,0.0,0.0,0.9999000099990001,3
160,POS,"[""热带雨林保护"",""公园"",""花园"",""天"",""水""]","[""POS"",""POS"",""POS"",""NEG"",""NEG""]","[0,0,0]","[2,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.3999920001599968,0.0,0.5999880002399952,0.0,0.0,0.9999000099990001,5
161,,,,,,,,,,,,,,,,,,,
162,NEG,"[""人太多""]","[""NEG""]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.9999000099990001,0.0,0.0,0.9999000099990001,0.0,0.0,1
163,POS,"[""免费的"",""景点""]","[""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999500024998749,0.0,0.0,0.9999000099990001,2
164,POS,"[""维护的"",""兰花园"",""花园"",""免费"",""入园""]","[""POS"",""POS"",""POS"",""NEG"",""NEG""]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[1,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.3999920001599968,0.0,0.5999880002399952,0.0,0.0,0.9999000099990001,5
165,POS,"[""热带植物"",""兰花类的植物"",""植物园"",""还是很"",""品种"",""这个"",""颜色"",""非常""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""NEG"",""NEG"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,5]","[0,0,0]",0.249996875039062,0.0,0.7499906251171861,0.0,0.0,0.9999000099990001,8
166,POS,"[""室外"",""景点"",""出来"",""非常""]","[""NEG"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,0]",0.24999375015624611,0.0,0.7499812504687383,0.0,0.0,0.9999000099990001,4
167,POS,"[""植物"",""非常""]","[""POS"",""NEG""]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.49997500124993743,0.0,0.49997500124993743,0.0,0.0,0.9999000099990001,2
168,s 400 – Bad Re,tus 400 – Bad Requ, 400 – Bad Requ,400 – Bad Requ,400 – Bad Requ,P Status 400 – Bad Requ,tus 400 – Bad Requ,tatus 400 – Bad Requ,tus 400 – Bad Requ,us 400 – Bad Requ,400 – Bad Requ, – Bad Req,00 – Bad Req,00 – Bad Req,00 – Bad Req,00 – Bad Req,00 – Bad Req,00 – Bad Req, 400 – Bad Req
169,POS,"[""花卉树木"",""花园里"",""品种"",""色彩"",""色彩""]","[""POS"",""POS"",""NEG"",""POS"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,3]","[0,0,0]",0.1999960000799984,0.0,0.7999840003199936,0.0,0.0,0.9999000099990001,5
