REVIEW_INDEX,OVERALL,ASPECTS,ASPECTS_POLARITIES,POLARITY_DIST: CONSUMPTION,POLARITY_DIST: ENVIRONMENT,POLARITY_DIST: F&B,POLARITY_DIST: HYGIENE,POLARITY_DIST: SAFETY,POLARITY_DIST: SERVICE,POLARITY_DIST: SHOPPING,POLARITY_DIST: SIGHTSEEING,POLARITY_DIST: TRANSPORTATION,ASP_NEG_RIO,ASP_NEU_RIO,ASP_POS_RIO,REV_NEG_RIO,REV_NEU_RIO,REV_POS_RIO,TOTAL_ASPECTS
518,NEU,"[""<环境"",""布景"",""气温"",""景点""]","[""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999750006249845,0.0,0.9999000099990001,0.0,4
519,NEG,"[""云雾林"",""凉"",""树""]","[""POS"",""NEG"",""NEG""]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,0]",0.6666444451851604,0.0,0.3333222225925802,0.9999000099990001,0.0,0.0,3
520,POS,"[""景色""]","[""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999000099990001,0.0,0.0,0.9999000099990001,1
521,POS,"[""晚上去"",""带孩子"",""沙叻串"",""建议晚上"",""景点"",""打卡"",""晚上"",""非常"",""夜"",""人"",""吃""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""NEG"",""NEG"",""NEG"",""NEG"",""NEG""]","[1,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","3,0,5]","[0,0,1]",0.454541322351615,0.0,0.545449586821938,0.0,0.0,0.9999000099990001,11
522,POS,"[""花园"",""滨海湾花园""]","[""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999500024998749,0.0,0.0,0.9999000099990001,2
523,POS,"[""中走廊观景"",""花穹"",""云雾林纳"",""鲜花"",""花穹和云雾林"",""观景"",""凉""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""NEG""]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","0,0,5]","[0,0,0]",0.14285510206997043,0.0,0.8571306124198226,0.0,0.0,0.9999000099990001,7
524,NEG,"[""双馆"",""云中那个馆"",""植物的"",""非常"",""人""]","[""POS"",""POS"",""NEG"",""NEG"",""NEG""]","[0,0,0]","[2,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,0]",0.5999880002399952,0.0,0.3999920001599968,0.9999000099990001,0.0,0.0,5
525,NEG,"[""取票的地方"",""景点""]","[""POS"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999500024998749,0.9999000099990001,0.0,0.0,2
526,NEG,"[""取票"",""价格"",""花园"",""比较""]","[""POS"",""NEG"",""POS"",""NEU""]","[1,0,0]","[0,1,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.24999375015624611,0.24999375015624611,0.49998750031249223,0.9999000099990001,0.0,0.0,4
527,NEU,"[""瀑布"",""里面"",""色彩"",""花园"",""比较"",""看""]","[""POS"",""NEG"",""POS"",""POS"",""NEG"",""NEG""]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,3]","[0,0,0]",0.49999166680555324,0.0,0.49999166680555324,0.0,0.9999000099990001,0.0,6
528,POS,"[""植物园"",""维护"",""空中走廊"",""景色"",""夏天"",""太阳"",""非常""]","[""POS"",""POS"",""POS"",""POS"",""NEG"",""NEG"",""NEU""]","[0,0,0]","[2,1,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.28571020413994086,0.14285510206997043,0.5714204082798817,0.0,0.0,0.9999000099990001,7
529,NEU,"[""花园和云雾林的瀑布"",""馆内"",""换票"",""云雾林的瀑布"",""花园"",""花园"",""取票"",""拍照"",""衣服"",""非常""]","[""POS"",""NEG"",""POS"",""POS"",""POS"",""POS"",""POS"",""NEU"",""POS"",""NEU""]","[0,0,0]","[1,1,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,1]","0,1,3]","[0,0,0]",0.09999900000999991,0.19999800001999982,0.6999930000699993,0.0,0.9999000099990001,0.0,10
530,POS,"[""环境"",""设计"",""走走看看"",""场馆"",""美丽"",""人"",""花""]","[""POS"",""POS"",""POS"",""POS"",""NEG"",""POS"",""NEG""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,5]","[0,0,0]",0.28571020413994086,0.0,0.7142755103498521,0.0,0.0,0.9999000099990001,7
531,NEU,"[""超级树灯光秀"",""天"",""时候拍照"",""花园"",""步道"",""买票"",""票"",""票""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""NEU"",""POS"",""POS""]","[0,0,0]","[0,1,3]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,4]","[0,0,0]",0.0,0.124998437519531,0.874989062636717,0.0,0.9999000099990001,0.0,8
532,NEU,"[""植物园"",""面"",""空调"",""其他"",""里面""]","[""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,4]","[0,0,0]",0.0,0.0,0.999980000399992,0.0,0.9999000099990001,0.0,5
533,NEU,"[""冷气花房"",""布局"",""冷气"",""非常"",""非常""]","[""POS"",""POS"",""NEG"",""POS"",""POS""]","[0,0,0]","[0,0,4]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,0]","[0,0,0]",0.1999960000799984,0.0,0.7999840003199936,0.0,0.9999000099990001,0.0,5
534,NEG,"[""金沙酒店"",""flower+dome和cloud+forest"",""地方"",""这里""]","[""POS"",""NEG"",""NEU"",""NEG""]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,1,1]","[0,0,0]",0.49998750031249223,0.24999375015624611,0.24999375015624611,0.9999000099990001,0.0,0.0,4
535,NEG,"[""个冷室"",""植物园""]","[""NEG"",""NEG""]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,0]","[0,0,0]",0.9999500024998749,0.0,0.0,0.9999000099990001,0.0,0.0,2
536,NEG,"[""服务""]","[""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.0,0.9999000099990001,0.9999000099990001,0.0,0.0,1
537,POS,"[""景色"",""灯光"",""滨海湾花园""]","[""POS"",""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.0,0.0,0.9999666677777407,0.0,0.0,0.9999000099990001,3
538,POS,"[""海滨花园景色"",""带花草"",""热带花草"",""热带花草"",""海滨花园"",""景色"",""景色"",""人""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,6]","[0,0,0]",0.0,0.0,0.999987500156248,0.0,0.0,0.9999000099990001,8
539,POS,"[""上去感"",""景点"",""瀑布"",""旅游景点"",""比较"",""感觉"",""非常"",""非常""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""NEG"",""POS"",""POS""]","[0,0,0]","[1,0,3]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.124998437519531,0.0,0.874989062636717,0.0,0.0,0.9999000099990001,8
540,NEG,"[""气温"",""比较"",""比较""]","[""NEG"",""NEG"",""NEG""]","[0,0,0]","[3,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.9999666677777407,0.0,0.0,0.9999000099990001,0.0,0.0,3
541,POS,"[""<滨海湾花园"",""室内景观"",""旅游观光度假"",""餐饮"",""凉爽的室内"",""滨海湾花园"",""非常"",""景观"",""人""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,1]","[0,0,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,5]","[0,0,0]",0.0,0.0,0.9999888890123443,0.0,0.0,0.9999000099990001,9
542,NEG,"[""冷室"",""植物园""]","[""NEG"",""NEG""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,0]","[0,0,0]",0.9999500024998749,0.0,0.0,0.9999000099990001,0.0,0.0,2
543,POS,"[""换管"",""滨海湾花园"",""避暑"",""避暑"",""非常"",""地""]","[""POS"",""NEG"",""POS"",""POS"",""NEU"",""POS""]","[0,0,0]","[0,1,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","1,0,2]","[0,0,0]",0.1666638889351844,0.1666638889351844,0.6666555557407376,0.0,0.0,0.9999000099990001,6
544,NEG,"[""树灯光秀"",""白天去"",""体验"",""晚上"",""看的"",""人""]","[""POS"",""POS"",""NEG"",""NEG"",""NEG"",""NEG""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","4,0,2]","[0,0,0]",0.6666555557407376,0.0,0.3333277778703688,0.9999000099990001,0.0,0.0,6
545,POS,"[""景色"",""滨海湾花园"",""白天""]","[""POS"",""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.0,0.0,0.9999666677777407,0.0,0.0,0.9999000099990001,3
546,POS,"[""<设计"",""滨海湾花园"",""买票"",""非常""]","[""POS"",""POS"",""POS"",""NEU""]","[0,0,0]","[0,1,1]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.24999375015624611,0.7499812504687383,0.0,0.0,0.9999000099990001,4
547,POS,"[""点"",""滨海湾花园"",""花园"",""景点"",""这个"",""这个""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,5]","[0,0,0]",0.0,0.0,0.9999833336111065,0.0,0.0,0.9999000099990001,6
548,POS,[],[],"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.0,0.0,0.0,0.0,0.9999000099990001,0
549,NEU,"[""地方"",""买票"",""出票"",""出票"",""出票"",""人"",""逛""]","[""NEG"",""POS"",""POS"",""POS"",""POS"",""NEG"",""NEU""]","[0,0,0]","[0,0,4]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,1,0]","[0,0,0]",0.28571020413994086,0.14285510206997043,0.5714204082798817,0.0,0.9999000099990001,0.0,7
550,POS,"[""<双馆"",""非常""]","[""POS"",""POS""]","[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.0,0.9999500024998749,0.0,0.0,0.9999000099990001,2
551,POS,"[""<双馆"",""奇花异草"",""雨雾林"",""双馆""]","[""POS"",""POS"",""NEG"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,2]","[0,0,0]",0.24999375015624611,0.0,0.7499812504687383,0.0,0.0,0.9999000099990001,4
552,POS,"[""<买"",""票价"",""两个园"",""扫码"",""买票"",""票""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,1]","[0,0,3]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999833336111065,0.0,0.0,0.9999000099990001,6
553,POS,"[""灯光秀"",""小朋友""]","[""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999500024998749,0.0,0.0,0.9999000099990001,2
554,POS,"[""花园"",""地方"",""非常"",""非常""]","[""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999750006249845,0.0,0.0,0.9999000099990001,4
555,NEG,"[""植物叶"",""景点""]","[""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","0,0,1]","[0,0,0]",0.0,0.0,0.9999500024998749,0.9999000099990001,0.0,0.0,2
556,,,,,,,,,,,,,,,,,,,
557,POS,"[""植物园"",""花穹和云雾林"",""空中花园"",""景点""]","[""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,4]","[0,0,0]",0.0,0.0,0.9999750006249845,0.0,0.0,0.9999000099990001,4
558,POS,"[""设计"",""夜景"",""人工花园"",""天""]","[""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.0,0.0,0.9999750006249845,0.0,0.0,0.9999000099990001,4
559,NEG,"[""布景"",""仙人掌"",""品种"",""植物"",""多肉""]","[""POS"",""NEG"",""NEG"",""NEG"",""NEG""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","4,0,1]","[0,0,0]",0.7999840003199936,0.0,0.1999960000799984,0.9999000099990001,0.0,0.0,5
560,NEG,"[""<"",""室内"",""大瀑布""]","[""POS"",""NEG"",""NEG""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","2,0,0]","[0,0,0]",0.6666444451851604,0.0,0.3333222225925802,0.9999000099990001,0.0,0.0,3
561,POS,"[""滨海湾花园"",""云雾林"",""花穹和云雾林"",""比较"",""比较"",""非常"",""非常"",""非常""]","[""POS"",""POS"",""POS"",""NEG"",""NEG"",""POS"",""POS"",""POS""]","[0,0,0]","[2,0,3]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.249996875039062,0.0,0.7499906251171861,0.0,0.0,0.9999000099990001,8
562,POS,[],[],"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.0,0.0,0.0,0.0,0.9999000099990001,0
563,POS,"[""冷气"",""外面"",""比较"",""非常""]","[""POS"",""NEG"",""NEG"",""POS""]","[0,0,0]","[1,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,0]",0.49998750031249223,0.0,0.49998750031249223,0.0,0.0,0.9999000099990001,4
564,POS,"[""<超级树"",""灯光秀"",""不需要门票"",""超级树""]","[""POS"",""POS"",""POS"",""POS""]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.0,0.0,0.9999750006249845,0.0,0.0,0.9999000099990001,4
565,POS,"[""晚上去"",""灯光"",""灯树"",""白天去"",""比较"",""看""]","[""POS"",""POS"",""POS"",""POS"",""NEG"",""NEG""]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,4]","[0,0,0]",0.3333277778703688,0.0,0.6666555557407376,0.0,0.0,0.9999000099990001,6
566,NEU,"[""超级树表演"",""滨海湾花园"",""晚上来"",""看"",""话""]","[""POS"",""POS"",""POS"",""NEU"",""NEU""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,2,3]","[0,0,0]",0.0,0.3999920001599968,0.5999880002399952,0.0,0.9999000099990001,0.0,5
567,NEU,"[""携程买票"",""买票""]","[""POS"",""POS""]","[0,0,1]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.0,0.9999500024998749,0.0,0.9999000099990001,0.0,2
568,POS,"[""forest""]","[""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999000099990001,0.0,0.0,0.9999000099990001,1
569,NEU,"[""灯"",""秀"",""打卡"",""打卡"",""打卡""]","[""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,5]","[0,0,0]",0.0,0.0,0.999980000399992,0.0,0.9999000099990001,0.0,5
570,POS,"[""<景色"",""景色""]","[""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999500024998749,0.0,0.0,0.9999000099990001,2
571,POS,"[""云雾林和花穹""]","[""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999000099990001,0.0,0.0,0.9999000099990001,1
572,POS,"[""环境"",""灯光"",""景色"",""夜晚"",""非常"",""非常""]","[""POS"",""POS"",""POS"",""POS"",""NEG"",""NEG""]","[0,0,0]","[2,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,4]","[0,0,0]",0.3333277778703688,0.0,0.6666555557407376,0.0,0.0,0.9999000099990001,6
573,POS,"[""园的设计"",""整个花园的设计"",""花的"",""花的""]","[""POS"",""NEG"",""POS"",""POS""]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.24999375015624611,0.0,0.7499812504687383,0.0,0.0,0.9999000099990001,4
574,POS,"[""瀑布"",""尾"",""环保片"",""瀑布"",""尾"",""环保片"",""人造瀑布"",""花草""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,8]","[0,0,0]",0.0,0.0,0.999987500156248,0.0,0.0,0.9999000099990001,8
575,POS,"[""美丽""]","[""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999000099990001,0.0,0.0,0.9999000099990001,1
576,POS,"[""云雾林"",""金沙空中花园"",""摩天轮"",""空中花园""]","[""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.0,0.0,0.9999750006249845,0.0,0.0,0.9999000099990001,4
577,NEG,"[""躺在树下欣赏""]","[""NEG""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,0]","[0,0,0]",0.9999000099990001,0.0,0.0,0.9999000099990001,0.0,0.0,1
578,POS,"[""非常""]","[""NEU""]","[0,0,0]","[0,1,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.9999000099990001,0.0,0.0,0.0,0.9999000099990001,1
579,POS,"[""门票"",""希望""]","[""POS"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999500024998749,0.0,0.0,0.9999000099990001,2
580,POS,"[""<环境"",""夜景"",""创意"",""创意"",""非常""]","[""POS"",""POS"",""POS"",""POS"",""NEG""]","[0,0,0]","[1,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.1999960000799984,0.0,0.7999840003199936,0.0,0.0,0.9999000099990001,5
581,POS,"[""两个馆"",""两个馆都""]","[""POS"",""NEG""]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.49997500124993743,0.0,0.49997500124993743,0.0,0.0,0.9999000099990001,2
582,NEU,"[""<订票"",""取票"",""价格"",""门票"",""酒店"",""票""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""NEU""]","[0,0,2]","[0,1,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.1666638889351844,0.8333194446759221,0.0,0.9999000099990001,0.0,6
583,POS,"[""景点""]","[""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999000099990001,0.0,0.0,0.9999000099990001,1
584,POS,"[""两个室内馆"",""灯光秀"",""花园"",""景点"",""景点""]","[""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,5]","[0,0,0]",0.0,0.0,0.999980000399992,0.0,0.0,0.9999000099990001,5
585,POS,"[""铁树""]","[""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999000099990001,0.0,0.0,0.9999000099990001,1
586,NEU,"[""<云雾林和花穹"",""瀑布"",""全景""]","[""POS"",""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.0,0.0,0.9999666677777407,0.0,0.9999000099990001,0.0,3
587,NEG,"[""两个室内花园"",""滨海湾花园"",""购票""]","[""POS"",""POS"",""POS""]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999666677777407,0.9999000099990001,0.0,0.0,3
588,NEU,"[""白天"",""没有灯光"",""平台"",""拍照地点"",""园区"",""话"",""话""]","[""POS"",""NEG"",""POS"",""NEG"",""NEG"",""POS"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","3,0,3]","[0,0,0]",0.4285653062099113,0.0,0.5714204082798817,0.0,0.9999000099990001,0.0,7
589,NEG,"[""天""]","[""NEG""]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.9999000099990001,0.0,0.0,0.9999000099990001,0.0,0.0,1
590,POS,"[""子"",""主题馆"",""瀑布"",""夜景灯光秀"",""亲子游"",""亲子游"",""亲子游""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,5]","[0,0,0]",0.0,0.0,0.999985714489793,0.0,0.0,0.9999000099990001,7
591,POS,"[""景点""]","[""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999000099990001,0.0,0.0,0.9999000099990001,1
592,POS,"[""<自然与建筑"",""人"",""人"",""人""]","[""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.0,0.0,0.9999750006249845,0.0,0.0,0.9999000099990001,4
593,POS,"[""植物"",""花朵"",""绿化"",""观光"",""干净""]","[""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.0,0.0,0.999980000399992,0.0,0.0,0.9999000099990001,5
594,POS,"[""湾花园"",""植物"",""瀑布"",""滨海湾花园"",""造型"",""造型""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,5]","[0,0,0]",0.0,0.0,0.9999833336111065,0.0,0.0,0.9999000099990001,6
595,POS,"[""里面""]","[""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999000099990001,0.0,0.0,0.9999000099990001,1
596,POS,"[""<环境"",""白天""]","[""POS"",""NEG""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,0]","[0,0,0]",0.49997500124993743,0.0,0.49997500124993743,0.0,0.0,0.9999000099990001,2
597,POS,"[""<景"",""老人孩子的地方"",""老人孩子"",""地方"",""景色"",""景色""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,5]","[0,0,1]",0.0,0.0,0.9999833336111065,0.0,0.0,0.9999000099990001,6
598,POS,"[""cloud"",""forest"",""滨海湾花园"",""许多植物""]","[""POS"",""POS"",""POS"",""NEG""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,3]","[0,0,0]",0.24999375015624611,0.0,0.7499812504687383,0.0,0.0,0.9999000099990001,4
599,POS,"[""门票"",""滨海湾花园"",""比较"",""非常""]","[""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,3]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999750006249845,0.0,0.0,0.9999000099990001,4
600,POS,"[""海湾花园景色"",""滨海湾花园""]","[""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999500024998749,0.0,0.0,0.9999000099990001,2
