,REVIEW_INDEX,OVERALL,POLARITY_DIST: CONSUMPTION,POLARITY_DIST: ENVIRONMENT,POLARITY_DIST: F&B,POLARITY_DIST: HYGIENE,POLARITY_DIST: SAFETY,POLARITY_DIST: SERVICE,POLARITY_DIST: SHOPPING,POLARITY_DIST: SIGHTSEEING,POLARITY_DIST: TRANSPORTATION,ASP_NEG_RIO,ASP_NEU_RIO,ASP_POS_RIO,REV_NEG_RIO,REV_NEU_RIO,REV_POS_RIO,TOTAL_ASPECTS,ASPECT,POLARITY
266,63,POS,"[0,0,1]","[0,0,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","3,0,7]","[0,0,0]",0.21428418368440225,0.0,0.7857086735094749,0.0,0.0,0.9999000099990001,14,地方,POS
267,63,POS,"[0,0,1]","[0,0,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","3,0,7]","[0,0,0]",0.21428418368440225,0.0,0.7857086735094749,0.0,0.0,0.9999000099990001,14,现场买票,POS
268,63,POS,"[0,0,1]","[0,0,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","3,0,7]","[0,0,0]",0.21428418368440225,0.0,0.7857086735094749,0.0,0.0,0.9999000099990001,14,门票,POS
269,63,POS,"[0,0,1]","[0,0,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","3,0,7]","[0,0,0]",0.21428418368440225,0.0,0.7857086735094749,0.0,0.0,0.9999000099990001,14,品种,POS
270,63,POS,"[0,0,1]","[0,0,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","3,0,7]","[0,0,0]",0.21428418368440225,0.0,0.7857086735094749,0.0,0.0,0.9999000099990001,14,花园里面,POS
271,63,POS,"[0,0,1]","[0,0,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","3,0,7]","[0,0,0]",0.21428418368440225,0.0,0.7857086735094749,0.0,0.0,0.9999000099990001,14,音乐盛宴,POS
272,63,POS,"[0,0,1]","[0,0,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","3,0,7]","[0,0,0]",0.21428418368440225,0.0,0.7857086735094749,0.0,0.0,0.9999000099990001,14,景点,POS
273,63,POS,"[0,0,1]","[0,0,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","3,0,7]","[0,0,0]",0.21428418368440225,0.0,0.7857086735094749,0.0,0.0,0.9999000099990001,14,旅行,NEG
274,63,POS,"[0,0,1]","[0,0,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","3,0,7]","[0,0,0]",0.21428418368440225,0.0,0.7857086735094749,0.0,0.0,0.9999000099990001,14,喜欢花花草草的,NEG
275,63,POS,"[0,0,1]","[0,0,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","3,0,7]","[0,0,0]",0.21428418368440225,0.0,0.7857086735094749,0.0,0.0,0.9999000099990001,14,花草,POS
276,64,NEU,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.0,0.0,0.999980000399992,0.0,0.9999000099990001,0.0,5,植物园,POS
277,64,NEU,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.0,0.0,0.999980000399992,0.0,0.9999000099990001,0.0,5,花香,POS
278,64,NEU,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.0,0.0,0.999980000399992,0.0,0.9999000099990001,0.0,5,树,POS
279,64,NEU,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.0,0.0,0.999980000399992,0.0,0.9999000099990001,0.0,5,植物,POS
280,64,NEU,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.0,0.0,0.999980000399992,0.0,0.9999000099990001,0.0,5,高科技,POS
281,65,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999666677777407,0.0,0.0,0.9999000099990001,3,胡姬花,POS
282,65,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999666677777407,0.0,0.0,0.9999000099990001,3,门票,POS
283,65,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999666677777407,0.0,0.0,0.9999000099990001,3,景色,POS
284,68,POS,"[0,0,1]","[1,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.24999375015624611,0.0,0.7499812504687383,0.0,0.0,0.9999000099990001,4,门票,POS
285,68,POS,"[0,0,1]","[1,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.24999375015624611,0.0,0.7499812504687383,0.0,0.0,0.9999000099990001,4,非常,NEG
286,68,POS,"[0,0,1]","[1,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.24999375015624611,0.0,0.7499812504687383,0.0,0.0,0.9999000099990001,4,性价比,POS
287,68,POS,"[0,0,1]","[1,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.24999375015624611,0.0,0.7499812504687383,0.0,0.0,0.9999000099990001,4,买票,POS
288,69,POS,"[0,0,0]","[0,0,0]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,1,1]","[0,0,0]",0.24999375015624611,0.24999375015624611,0.49998750031249223,0.0,0.0,0.9999000099990001,4,逛,NEU
289,69,POS,"[0,0,0]","[0,0,0]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,1,1]","[0,0,0]",0.24999375015624611,0.24999375015624611,0.49998750031249223,0.0,0.0,0.9999000099990001,4,花园,POS
290,69,POS,"[0,0,0]","[0,0,0]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,1,1]","[0,0,0]",0.24999375015624611,0.24999375015624611,0.49998750031249223,0.0,0.0,0.9999000099990001,4,发呆,POS
291,69,POS,"[0,0,0]","[0,0,0]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,1,1]","[0,0,0]",0.24999375015624611,0.24999375015624611,0.49998750031249223,0.0,0.0,0.9999000099990001,4,地,NEG
292,70,POS,"[0,0,0]","[1,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.24999375015624611,0.0,0.7499812504687383,0.0,0.0,0.9999000099990001,4,门票,POS
293,70,POS,"[0,0,0]","[1,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.24999375015624611,0.0,0.7499812504687383,0.0,0.0,0.9999000099990001,4,路,NEG
294,70,POS,"[0,0,0]","[1,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.24999375015624611,0.0,0.7499812504687383,0.0,0.0,0.9999000099990001,4,花园,POS
295,70,POS,"[0,0,0]","[1,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.24999375015624611,0.0,0.7499812504687383,0.0,0.0,0.9999000099990001,4,热带雨林保,POS
296,71,POS,"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,5]","[0,0,0]",0.0,0.0,0.999980000399992,0.0,0.0,0.9999000099990001,5,植物园,POS
297,71,POS,"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,5]","[0,0,0]",0.0,0.0,0.999980000399992,0.0,0.0,0.9999000099990001,5,花,POS
298,71,POS,"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,5]","[0,0,0]",0.0,0.0,0.999980000399992,0.0,0.0,0.9999000099990001,5,草地,POS
299,71,POS,"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,5]","[0,0,0]",0.0,0.0,0.999980000399992,0.0,0.0,0.9999000099990001,5,蝴蝶兰,POS
300,71,POS,"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,5]","[0,0,0]",0.0,0.0,0.999980000399992,0.0,0.0,0.9999000099990001,5,植物园,POS
301,73,NEU,"[0,0,0]","[2,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,1]",0.4285653062099113,0.0,0.5714204082798817,0.0,0.9999000099990001,0.0,7,地铁,POS
302,73,NEU,"[0,0,0]","[2,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,1]",0.4285653062099113,0.0,0.5714204082798817,0.0,0.9999000099990001,0.0,7,交通,POS
303,73,NEU,"[0,0,0]","[2,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,1]",0.4285653062099113,0.0,0.5714204082798817,0.0,0.9999000099990001,0.0,7,空气,POS
304,73,NEU,"[0,0,0]","[2,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,1]",0.4285653062099113,0.0,0.5714204082798817,0.0,0.9999000099990001,0.0,7,空气,NEG
305,73,NEU,"[0,0,0]","[2,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,1]",0.4285653062099113,0.0,0.5714204082798817,0.0,0.9999000099990001,0.0,7,里面,NEG
306,73,NEU,"[0,0,0]","[2,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,1]",0.4285653062099113,0.0,0.5714204082798817,0.0,0.9999000099990001,0.0,7,热带植物,NEG
307,73,NEU,"[0,0,0]","[2,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,1]",0.4285653062099113,0.0,0.5714204082798817,0.0,0.9999000099990001,0.0,7,野餐,POS
308,74,POS,"[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,1,6]","[0,0,0]",0.0,0.11110987655692715,0.8888790124554172,0.0,0.0,0.9999000099990001,9,门票,POS
309,74,POS,"[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,1,6]","[0,0,0]",0.0,0.11110987655692715,0.8888790124554172,0.0,0.0,0.9999000099990001,9,公园,POS
310,74,POS,"[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,1,6]","[0,0,0]",0.0,0.11110987655692715,0.8888790124554172,0.0,0.0,0.9999000099990001,9,一定要去,POS
311,74,POS,"[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,1,6]","[0,0,0]",0.0,0.11110987655692715,0.8888790124554172,0.0,0.0,0.9999000099990001,9,环境,POS
312,74,POS,"[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,1,6]","[0,0,0]",0.0,0.11110987655692715,0.8888790124554172,0.0,0.0,0.9999000099990001,9,一定要去,POS
313,74,POS,"[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,1,6]","[0,0,0]",0.0,0.11110987655692715,0.8888790124554172,0.0,0.0,0.9999000099990001,9,空气,POS
314,74,POS,"[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,1,6]","[0,0,0]",0.0,0.11110987655692715,0.8888790124554172,0.0,0.0,0.9999000099990001,9,免费景点,POS
315,74,POS,"[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,1,6]","[0,0,0]",0.0,0.11110987655692715,0.8888790124554172,0.0,0.0,0.9999000099990001,9,一定要去,POS
316,74,POS,"[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,1,6]","[0,0,0]",0.0,0.11110987655692715,0.8888790124554172,0.0,0.0,0.9999000099990001,9,看,NEU
317,75,POS,"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,0]",0.49997500124993743,0.0,0.49997500124993743,0.0,0.0,0.9999000099990001,2,兰花,POS
318,75,POS,"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,0]",0.49997500124993743,0.0,0.49997500124993743,0.0,0.0,0.9999000099990001,2,人,NEG
319,76,NEG,"[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,0]","[0,0,0]",0.9999500024998749,0.0,0.0,0.9999000099990001,0.0,0.0,2,看,NEG
320,76,NEG,"[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,0]","[0,0,0]",0.9999500024998749,0.0,0.0,0.9999000099990001,0.0,0.0,2,比较,NEG
321,77,POS,"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,3]","[0,0,0]",0.24999375015624611,0.0,0.7499812504687383,0.0,0.0,0.9999000099990001,4,花花,POS
322,77,POS,"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,3]","[0,0,0]",0.24999375015624611,0.0,0.7499812504687383,0.0,0.0,0.9999000099990001,4,扛着相机拍拍拍,POS
323,77,POS,"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,3]","[0,0,0]",0.24999375015624611,0.0,0.7499812504687383,0.0,0.0,0.9999000099990001,4,闲庭漫步,POS
324,77,POS,"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,3]","[0,0,0]",0.24999375015624611,0.0,0.7499812504687383,0.0,0.0,0.9999000099990001,4,地方,NEG
325,78,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,5]","[0,0,0]",0.0,0.0,0.999985714489793,0.0,0.0,0.9999000099990001,7,草坪,POS
326,78,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,5]","[0,0,0]",0.0,0.0,0.999985714489793,0.0,0.0,0.9999000099990001,7,胡姬花园,POS
327,78,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,5]","[0,0,0]",0.0,0.0,0.999985714489793,0.0,0.0,0.9999000099990001,7,花园,POS
328,78,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,5]","[0,0,0]",0.0,0.0,0.999985714489793,0.0,0.0,0.9999000099990001,7,花园里面,POS
329,78,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,5]","[0,0,0]",0.0,0.0,0.999985714489793,0.0,0.0,0.9999000099990001,7,景,POS
330,78,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,5]","[0,0,0]",0.0,0.0,0.999985714489793,0.0,0.0,0.9999000099990001,7,花儿,POS
331,78,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,5]","[0,0,0]",0.0,0.0,0.999985714489793,0.0,0.0,0.9999000099990001,7,花园,POS
332,79,POS,"[0,0,0]","[0,1,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,2]","[0,0,0]",0.14285510206997043,0.14285510206997043,0.7142755103498521,0.0,0.0,0.9999000099990001,7,非常,NEU
333,79,POS,"[0,0,0]","[0,1,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,2]","[0,0,0]",0.14285510206997043,0.14285510206997043,0.7142755103498521,0.0,0.0,0.9999000099990001,7,空气,POS
334,79,POS,"[0,0,0]","[0,1,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,2]","[0,0,0]",0.14285510206997043,0.14285510206997043,0.7142755103498521,0.0,0.0,0.9999000099990001,7,空气,POS
335,79,POS,"[0,0,0]","[0,1,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,2]","[0,0,0]",0.14285510206997043,0.14285510206997043,0.7142755103498521,0.0,0.0,0.9999000099990001,7,散步,POS
336,79,POS,"[0,0,0]","[0,1,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,2]","[0,0,0]",0.14285510206997043,0.14285510206997043,0.7142755103498521,0.0,0.0,0.9999000099990001,7,植物园这,POS
337,79,POS,"[0,0,0]","[0,1,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,2]","[0,0,0]",0.14285510206997043,0.14285510206997043,0.7142755103498521,0.0,0.0,0.9999000099990001,7,当地人,NEG
338,79,POS,"[0,0,0]","[0,1,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,2]","[0,0,0]",0.14285510206997043,0.14285510206997043,0.7142755103498521,0.0,0.0,0.9999000099990001,7,PUNCT,POS
339,80,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,4]","[0,0,0]",0.0,0.0,0.999980000399992,0.0,0.0,0.9999000099990001,5,人,POS
340,80,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,4]","[0,0,0]",0.0,0.0,0.999980000399992,0.0,0.0,0.9999000099990001,5,花卉,POS
341,80,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,4]","[0,0,0]",0.0,0.0,0.999980000399992,0.0,0.0,0.9999000099990001,5,非常,POS
342,80,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,4]","[0,0,0]",0.0,0.0,0.999980000399992,0.0,0.0,0.9999000099990001,5,环境,POS
343,80,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,4]","[0,0,0]",0.0,0.0,0.999980000399992,0.0,0.0,0.9999000099990001,5,花卉,POS
344,81,POS,"[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.0,0.9999500024998749,0.0,0.0,0.9999000099990001,2,非常,POS
345,81,POS,"[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.0,0.9999500024998749,0.0,0.0,0.9999000099990001,2,非常,POS
346,82,POS,"[0,0,0]","[0,0,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,4]","[0,0,0]",0.124998437519531,0.0,0.874989062636717,0.0,0.0,0.9999000099990001,8,兰花园和胡姬花园,POS
347,82,POS,"[0,0,0]","[0,0,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,4]","[0,0,0]",0.124998437519531,0.0,0.874989062636717,0.0,0.0,0.9999000099990001,8,植物园,NEG
348,82,POS,"[0,0,0]","[0,0,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,4]","[0,0,0]",0.124998437519531,0.0,0.874989062636717,0.0,0.0,0.9999000099990001,8,胡姬花,POS
349,82,POS,"[0,0,0]","[0,0,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,4]","[0,0,0]",0.124998437519531,0.0,0.874989062636717,0.0,0.0,0.9999000099990001,8,花园,POS
350,82,POS,"[0,0,0]","[0,0,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,4]","[0,0,0]",0.124998437519531,0.0,0.874989062636717,0.0,0.0,0.9999000099990001,8,花香,POS
351,82,POS,"[0,0,0]","[0,0,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,4]","[0,0,0]",0.124998437519531,0.0,0.874989062636717,0.0,0.0,0.9999000099990001,8,花草,POS
352,82,POS,"[0,0,0]","[0,0,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,4]","[0,0,0]",0.124998437519531,0.0,0.874989062636717,0.0,0.0,0.9999000099990001,8,空气,POS
353,82,POS,"[0,0,0]","[0,0,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,4]","[0,0,0]",0.124998437519531,0.0,0.874989062636717,0.0,0.0,0.9999000099990001,8,植物园,POS
354,84,NEG,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","3,0,1]","[0,0,0]",0.5999880002399952,0.0,0.3999920001599968,0.9999000099990001,0.0,0.0,5,热带植物,NEG
355,84,NEG,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","3,0,1]","[0,0,0]",0.5999880002399952,0.0,0.3999920001599968,0.9999000099990001,0.0,0.0,5,花园城市,POS
356,84,NEG,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","3,0,1]","[0,0,0]",0.5999880002399952,0.0,0.3999920001599968,0.9999000099990001,0.0,0.0,5,热带植物,NEG
357,84,NEG,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","3,0,1]","[0,0,0]",0.5999880002399952,0.0,0.3999920001599968,0.9999000099990001,0.0,0.0,5,这个,NEG
358,84,NEG,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","3,0,1]","[0,0,0]",0.5999880002399952,0.0,0.3999920001599968,0.9999000099990001,0.0,0.0,5,绿化,POS
359,85,POS,"[0,0,0]","[1,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,5]","[0,0,0]",0.249996875039062,0.0,0.7499906251171861,0.0,0.0,0.9999000099990001,8,植物,POS
360,85,POS,"[0,0,0]","[1,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,5]","[0,0,0]",0.249996875039062,0.0,0.7499906251171861,0.0,0.0,0.9999000099990001,8,散步,POS
361,85,POS,"[0,0,0]","[1,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,5]","[0,0,0]",0.249996875039062,0.0,0.7499906251171861,0.0,0.0,0.9999000099990001,8,规划,POS
362,85,POS,"[0,0,0]","[1,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,5]","[0,0,0]",0.249996875039062,0.0,0.7499906251171861,0.0,0.0,0.9999000099990001,8,美丽,POS
363,85,POS,"[0,0,0]","[1,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,5]","[0,0,0]",0.249996875039062,0.0,0.7499906251171861,0.0,0.0,0.9999000099990001,8,美丽,POS
364,85,POS,"[0,0,0]","[1,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,5]","[0,0,0]",0.249996875039062,0.0,0.7499906251171861,0.0,0.0,0.9999000099990001,8,有一个,NEG
365,85,POS,"[0,0,0]","[1,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,5]","[0,0,0]",0.249996875039062,0.0,0.7499906251171861,0.0,0.0,0.9999000099990001,8,人,POS
366,85,POS,"[0,0,0]","[1,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,5]","[0,0,0]",0.249996875039062,0.0,0.7499906251171861,0.0,0.0,0.9999000099990001,8,天,NEG
367,87,POS,"[0,0,1]","[1,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,7]","[0,0,0]",0.23076745563495665,0.0,0.7692248521165221,0.0,0.0,0.9999000099990001,13,花艺,POS
368,87,POS,"[0,0,1]","[1,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,7]","[0,0,0]",0.23076745563495665,0.0,0.7692248521165221,0.0,0.0,0.9999000099990001,13,打卡,POS
369,87,POS,"[0,0,1]","[1,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,7]","[0,0,0]",0.23076745563495665,0.0,0.7692248521165221,0.0,0.0,0.9999000099990001,13,花草树木,POS
370,87,POS,"[0,0,1]","[1,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,7]","[0,0,0]",0.23076745563495665,0.0,0.7692248521165221,0.0,0.0,0.9999000099990001,13,环境,POS
371,87,POS,"[0,0,1]","[1,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,7]","[0,0,0]",0.23076745563495665,0.0,0.7692248521165221,0.0,0.0,0.9999000099990001,13,花,POS
372,87,POS,"[0,0,1]","[1,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,7]","[0,0,0]",0.23076745563495665,0.0,0.7692248521165221,0.0,0.0,0.9999000099990001,13,打卡,POS
373,87,POS,"[0,0,1]","[1,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,7]","[0,0,0]",0.23076745563495665,0.0,0.7692248521165221,0.0,0.0,0.9999000099990001,13,点,POS
