,REVIEW_INDEX,ASPECT,POLARITY
2598,GBB_420,flowerdome和cloudforest,NEG
2599,GBB_420,forest,POS
2600,GBB_421,花穹和云雾,POS
2601,GBB_421,云雾森林,POS
2602,GBB_421,凉,POS
2603,GBB_421,带孩子,POS
2604,GBB_421,室内,POS
2605,GBB_422,滨海湾,NEG
2606,GBB_422,门票,POS
2607,GBB_422,环境和景观,POS
2608,GBB_423,取票,POS
2609,GBB_423,非常,POS
2610,GBB_423,看,NEG
2611,GBB_423,路标,POS
2612,GBB_423,花花草草,POS
2613,GBB_423,取票,POS
2614,GBB_423,园内的花花草草,POS
2615,GBB_423,园内,POS
2616,GBB_424,白天来,POS
2617,GBB_424,两个室内场馆,POS
2618,GBB_424,免费,NEG
2619,GBB_424,过来,NEU
2620,GBB_424,比较,POS
2621,GBB_424,滨海湾花园,POS
2622,GBB_425,带上孩子和老人一同前往,POS
2623,GBB_425,票,POS
2624,GBB_425,环境,POS
2625,GBB_425,在里面,NEU
2626,GBB_425,滨海湾花园,POS
2627,GBB_426,非常,POS
2628,GBB_426,滨海湾花园,POS
2629,GBB_426,灯光秀,POS
2630,GBB_426,室内的瀑布,POS
2631,GBB_426,植物,POS
2632,GBB_426,秀,POS
2633,GBB_426,非常,POS
2634,GBB_426,滨海湾花园,POS
2635,GBB_427,打卡,POS
2636,GBB_427,打卡,POS
2637,GBB_427,下午五点,POS
2638,GBB_427,景点,POS
2639,GBB_428,非常,POS
2640,GBB_428,人,POS
2641,GBB_428,设计,POS
2642,GBB_428,美丽,POS
2643,GBB_428,大瀑布,POS
2644,GBB_428,人,POS
2645,GBB_428,人,POS
2646,GBB_429,看,NEU
2647,GBB_429,晚上,NEU
2648,GBB_429,灯光秀,POS
2649,GBB_430,滨海湾花园,POS
2650,GBB_430,景点,POS
2651,GBB_430,物,POS
2652,GBB_430,柱子,NEU
2653,GBB_432,景区现场取票,POS
2654,GBB_432,取票,POS
2655,GBB_432,票,POS
2656,GBB_433,景点,POS
2657,GBB_433,绿化,NEG
2658,GBB_433,花花草草,NEG
2659,GBB_433,环境保护,NEG
2660,GBB_434,花,NEG
2661,GBB_434,灯光秀,POS
2662,GBB_435,花卉,POS
2663,GBB_435,晚上,NEG
2664,GBB_435,灯光大秀,POS
2665,GBB_436,看,NEU
2666,GBB_436,拍照,POS
2667,GBB_436,花卉,POS
2668,GBB_436,人造花园,POS
2669,GBB_436,植物及花卉,POS
2670,GBB_436,景色,NEG
2671,GBB_436,话,NEU
2672,GBB_436,灯,NEG
2673,GBB_436,进去,NEG
2674,GBB_437,花草,POS
2675,GBB_437,点,POS
2676,GBB_437,奇花异草,POS
2677,GBB_437,景点,POS
2678,GBB_437,非常,POS
2679,GBB_437,奇花异草,POS
2680,GBB_437,云雾林馆,POS
2681,GBB_437,眼界,POS
2682,GBB_437,滨海湾花园,POS
2683,GBB_437,超级花园,POS
2684,GBB_439,花园,POS
2685,GBB_439,灯光秀,NEG
2686,GBB_439,花园,NEG
2687,GBB_440,滨海湾花园,POS
2688,GBB_440,景点,POS
2689,GBB_440,景点,POS
2690,GBB_440,馆里,NEG
2691,GBB_440,车,NEU
2692,GBB_441,这里,NEG
2693,GBB_441,花园,POS
2694,GBB_442,比较,POS
2695,GBB_442,消费,NEG
2696,GBB_442,景色,POS
2697,GBB_442,吃,NEG
2698,GBB_442,看,POS
2699,GBB_443,看的,POS
2700,GBB_443,灯光秀,NEG
2701,GBB_443,花花草草,POS
2702,GBB_443,景色,POS
2703,GBB_444,白天,POS
2704,GBB_444,换票,POS
2705,GBB_444,人,NEG
2706,GBB_444,天黑了,NEG
2707,GBB_444,下午,NEG
2708,GBB_444,比较,NEU
2709,GBB_444,景点,POS
2710,GBB_444,看,NEU
2711,GBB_445,地面看上去,POS
2712,GBB_445,在里面,POS
2713,GBB_447,造的,POS
2714,GBB_447,门票,POS
2715,GBB_447,造的,POS
2716,GBB_447,空中花园,POS
2717,GBB_447,滨海花园,POS
2718,GBB_448,天,POS
2719,GBB_448,音乐表演,POS
2720,GBB_449,奇花异草,POS
2721,GBB_449,建筑,POS
2722,GBB_449,热带的植物,POS
2723,GBB_449,人,POS
2724,GBB_449,奇花异草,POS
2725,GBB_449,非常,POS
2726,GBB_449,大瀑布的设计,POS
2727,GBB_449,人,POS
2728,GBB_449,拍,NEG
2729,GBB_449,奇花异草,POS
2730,GBB_449,人,POS
2731,GBB_451,冷气,POS
2732,GBB_451,云雾林和花穹,POS
2733,GBB_451,买票,POS
2734,GBB_451,非常,POS
2735,GBB_451,非常,POS
2736,GBB_451,景色,POS
2737,GBB_451,避暑,NEG
2738,GBB_451,进去,NEG
2739,GBB_451,看夜景,NEG
2740,GBB_452,建筑,POS
2741,GBB_452,文化遗产花园,POS
2742,GBB_452,建筑,POS
2743,GBB_455,换票,POS
2744,GBB_456,吃的,NEG
2745,GBB_456,双馆,NEG
2746,GBB_456,双馆门票,POS
2747,GBB_456,看,NEG
2748,GBB_456,空中走廊,POS
2749,GBB_456,老人家,NEG
2750,GBB_458,开灯了,NEG
2751,GBB_458,天,NEG
2752,GBB_458,两个馆,POS
2753,GBB_459,景点,NEG
2754,GBB_461,灯光秀,NEG
2755,GBB_461,视频或照片,POS
2756,GBB_461,空中走廊,POS
2757,GBB_461,现场看,NEG
2758,GBB_461,空中走廊,POS
2759,GBB_461,照片,POS
2760,GBB_461,花,NEG
2761,GBB_462,纸质票,POS
2762,GBB_462,刷二维码直接进去,POS
2763,GBB_462,携程,POS
2764,GBB_462,买票,POS
2765,GBB_462,非常,NEG
2766,GBB_463,纸质票,POS
2767,GBB_463,携程,POS
2768,GBB_463,买票,POS
2769,GBB_463,刷二维码直接进去,POS
2770,GBB_463,非常,NEG
2771,GBB_464,肉肉植物,POS
2772,GBB_464,白天,POS
2773,GBB_464,滨海湾花园,POS
2774,GBB_464,兰花,POS
2775,GBB_464,晚上,POS
2776,GBB_464,白天,POS
2777,GBB_464,滨海湾花园,POS
2778,GBB_464,晚上,POS
2779,GBB_464,滨海湾花园,POS
2780,GBB_464,眼界,POS
2781,GBB_464,花穹,POS
2782,GBB_465,雾,POS
2783,GBB_465,非常,NEU
2784,GBB_465,夜景,POS
2785,GBB_465,瀑布,POS
2786,GBB_465,看,POS
2787,GBB_465,花花草草,POS
2788,GBB_465,花穹里面,POS
2789,GBB_466,另一个,POS
2790,GBB_466,品种,NEG
2791,GBB_466,冷气,POS
2792,GBB_466,灯光表演,POS
2793,GBB_466,植物,NEG
2794,GBB_466,看,NEG
2795,GBB_466,里面,POS
2796,GBB_466,花园,POS
2797,GBB_466,布置,POS
2798,GBB_467,里面,POS
2799,GBB_467,品种,NEG
2800,GBB_467,灯光表演,POS
2801,GBB_467,花园,POS
2802,GBB_467,布置,POS
2803,GBB_467,另一个,POS
2804,GBB_467,冷气,POS
2805,GBB_467,看的,NEG
2806,GBB_467,植物,NEG
2807,GBB_468,灯光表演,POS
2808,GBB_468,品种,NEG
2809,GBB_468,里面,POS
2810,GBB_468,另一个,POS
2811,GBB_468,植物,NEG
2812,GBB_468,冷气,POS
2813,GBB_468,布置,POS
2814,GBB_468,花园,POS
2815,GBB_469,滨海湾公园,POS
2816,GBB_469,滨海湾公园,POS
2817,GBB_469,金沙,POS
2818,GBB_469,进去,POS
2819,GBB_469,凉,POS
2820,GBB_469,拍照打卡,POS
2821,GBB_469,地,POS
2822,GBB_469,两个馆里,POS
2823,GBB_469,凉,POS
2824,GBB_469,晚上灯亮起来,POS
2825,GBB_471,内景,POS
2826,GBB_471,打卡,POS
2827,GBB_471,人,POS
2828,GBB_471,看,NEU
2829,GBB_471,沙酒店交融的风景,POS
2830,GBB_471,夜晚,NEU
2831,GBB_472,门票价格,POS
2832,GBB_472,景色,POS
2833,GBB_472,票价格,POS
2834,GBB_472,门票价格,POS
2835,GBB_472,性价比,POS
2836,GBB_472,景点,POS
2837,GBB_472,带宝宝去,POS
2838,GBB_473,室内景点,POS
2839,GBB_473,白天,POS
2840,GBB_473,灯光秀,POS
2841,GBB_473,晚上,POS
2842,GBB_474,景点,POS
2843,GBB_475,带孩子来,POS
2844,GBB_475,买票,POS
2845,GBB_475,打卡,POS
2846,GBB_475,打卡,POS
2847,GBB_476,室内的瀑布,NEG
2848,GBB_476,景色,POS
2849,GBB_476,车,NEU
2850,GBB_476,花花草草,POS
2851,GBB_476,小车,POS
2852,GBB_476,人,NEG
2853,GBB_476,感觉,NEG
2854,GBB_476,园区,NEG
2855,GBB_476,两个花园,POS
2856,GBB_476,花花草草,POS
2857,GBB_476,灯光秀,NEG
2858,GBB_478,花穹的花,NEG
2859,GBB_478,室内,NEG
2860,GBB_478,看,NEG
2861,GBB_479,水岸花园,POS
2862,GBB_479,滨海东花园,POS
2863,GBB_479,位置,POS
2864,GBB_479,海湾花园,POS
2865,GBB_479,南花园,POS
2866,GBB_479,风格,POS
2867,GBB_479,花园,POS
2868,GBB_479,草,POS
2869,GBB_479,草,POS
2870,GBB_479,水,POS
2871,GBB_479,滨海湾花园,POS
2872,GBB_480,花穹,POS
2873,GBB_480,花卉,NEG
2874,GBB_480,flowerdome和cloudforest,NEG
2875,GBB_480,flower,POS
2876,GBB_480,人,POS
2877,GBB_480,花,POS
2878,GBB_480,orest,POS
2879,GBB_480,非常,POS
2880,GBB_480,滨海湾花园,POS
2881,GBB_480,环境,POS
2882,GBB_480,非常,POS
2883,GBB_480,cloud,POS
2884,GBB_480,植物,POS
2885,GBB_480,夜晚的景色,POS
2886,GBB_481,公园,POS
2887,GBB_481,花海,NEG
2888,GBB_481,滨海湾花园,POS
2889,GBB_481,儿童戏水公园,POS
2890,GBB_481,空,NEG
2891,GBB_481,水,POS
2892,GBB_481,滨海湾花园,POS
2893,GBB_481,滨海湾花园,POS
2894,GBB_481,两馆,NEG
2895,GBB_481,温度,NEG
2896,GBB_481,公园,POS
2897,GBB_481,水,POS
2898,GBB_483,人,NEG
2899,GBB_483,取票,NEG
2900,GBB_485,瀑布,NEG
2901,GBB_485,冷,NEG
2902,GBB_485,滨海湾花园,POS
2903,GBB_485,花,POS
2904,GBB_485,摆拍,POS
2905,GBB_485,瀑布,POS
2906,GBB_485,秀,NEG
2907,GBB_485,天,POS
2908,GBB_485,人,NEG
2909,GBB_486,拍照,POS
2910,GBB_486,避暑,POS
2911,GBB_486,体验,POS
2912,GBB_486,凉,NEG
2913,GBB_486,灯光秀,NEG
2914,GBB_486,摩天轮,NEG
2915,GBB_486,室内瀑布,POS
2916,GBB_486,体验,POS
2917,GBB_486,地,POS
2918,GBB_486,云雾林,POS
2919,GBB_486,地方,NEG
2920,GBB_486,花屋,POS
2921,GBB_486,体验,POS
2922,GBB_486,避暑,POS
2923,GBB_486,鲜,POS
2924,GBB_486,凉,NEG
2925,GBB_487,各个,POS
2926,GBB_487,南花园,POS
2927,GBB_487,花园夜景,POS
2928,GBB_487,灯光秀,POS
2929,GBB_487,滨海湾花园,POS
2930,GBB_487,白天,POS
2931,GBB_487,花园,POS
2932,GBB_487,FlowerDome,NEG
2933,GBB_487,城市花园,POS
2934,GBB_487,花园内,POS
2935,GBB_487,滨海东花园,POS
2936,GBB_489,滨海湾花园,POS
2937,GBB_489,下午,POS
2938,GBB_489,滨海东花园,POS
2939,GBB_489,风格,POS
2940,GBB_489,南花园,POS
2941,GBB_489,花园,POS
2942,GBB_489,室内冷室,POS
2943,GBB_489,水岸花园,POS
2944,GBB_489,植物,POS
2945,GBB_490,现场售票,POS
2946,GBB_490,空调,NEG
2947,GBB_490,人,NEG
2948,GBB_490,绿植设计,POS
2949,GBB_490,花穹,NEG
2950,GBB_490,现场买,POS
2951,GBB_490,程下单买的,POS
2952,GBB_490,现场,POS
2953,GBB_490,门票,POS
2954,GBB_490,云雾林,POS
2955,GBB_490,售票,POS
2956,GBB_491,空调,POS
2957,GBB_491,这个,POS
2958,GBB_491,吸,POS
2959,GBB_491,花,POS
2960,GBB_491,吸,POS
2961,GBB_491,滨海湾花园,POS
2962,GBB_491,交通,POS
2963,GBB_491,地,POS
2964,GBB_491,花园里,POS
2965,GBB_491,吸,POS
2966,GBB_492,度假,POS
2967,GBB_492,人,POS
2968,GBB_493,植物,POS
2969,GBB_493,花墙,NEG
2970,GBB_493,人造瀑布,POS
2971,GBB_493,花,POS
2972,GBB_493,型,NEG
2973,GBB_493,冷气,POS
2974,GBB_493,滨海湾花园的一个室内温室展馆,POS
2975,GBB_493,内温室展馆,POS
2976,GBB_493,大型植物园,NEG
2977,GBB_493,花墙造型,NEG
2978,GBB_494,flower,NEG
2979,GBB_494,eally,POS
2980,GBB_495,在下面看,POS
2981,GBB_495,买票,POS
2982,GBB_495,票,POS
2983,GBB_495,花园里,POS
2984,GBB_495,大树,POS
2985,GBB_495,大人,POS
2986,GBB_495,免费,NEU
2987,GBB_495,室内树林馆,POS
2988,GBB_495,滨海湾花园,POS
2989,GBB_495,看,NEU
2990,GBB_496,不需要门票,POS
2991,GBB_496,引导,POS
2992,GBB_496,躺地上,NEG
2993,GBB_496,夜景,POS
2994,GBB_496,滨海湾花园,POS
2995,GBB_496,灯光,POS
2996,GBB_497,颜色,NEG
2997,GBB_497,景区,NEG
2998,GBB_497,景点,POS
2999,GBB_497,买票,POS
3000,GBB_497,灯光秀,POS
3001,GBB_497,非常,POS
3002,GBB_497,云雾林,POS
3003,GBB_497,指,NEG
3004,GBB_497,门票,POS
3005,GBB_497,牌,NEG
3006,GBB_497,花穹和云雾林,POS
3007,GBB_497,滨海花园,POS
3008,GBB_497,这个,POS
3009,GBB_497,超级树,POS
3010,GBB_497,话,POS
3011,GBB_497,工作人员,NEG
3012,GBB_498,地方,NEG
3013,GBB_499,干净,POS
3014,GBB_499,花草,POS
3015,GBB_499,美丽,POS
3016,GBB_499,美丽,POS
3017,GBB_499,人造花园,POS
3018,GBB_500,秀,POS
3019,GBB_500,门票,POS
3020,GBB_500,灯光秀,POS
3021,GBB_500,晚上的灯光,POS
3022,GBB_502,白天去,POS
3023,GBB_502,花穹,POS
3024,GBB_502,花穹和云雾林,POS
3025,GBB_502,云雾林,POS
3026,GBB_502,花园,POS
3027,GBB_503,大自然和高科技,POS
3028,GBB_503,室内大花园,POS
3029,GBB_503,大自然和高科技,POS
3030,GBB_503,滨海花园,POS
3031,GBB_503,高科技,POS
3032,GBB_503,花园,POS
3033,GBB_503,大自然和高科技融合,POS
3034,GBB_504,理,POS
3035,GBB_505,滨海湾花园,POS
3036,GBB_506,看起来,POS
3037,GBB_506,奇花异草,NEG
3038,GBB_506,云雾林馆,POS
3039,GBB_507,滨海花园,POS
3040,GBB_507,滨海花,POS
3041,GBB_507,的supertree,POS
3042,GBB_509,景点,POS
3043,GBB_509,景点,POS
3044,GBB_509,两个室内花园,POS
3045,GBB_509,景点,POS
3046,GBB_509,花园,POS
3047,GBB_510,花园,POS
3048,GBB_511,地方,NEG
3049,GBB_513,景点,POS
3050,GBB_513,门票,POS
3051,GBB_513,灯光秀,POS
3052,GBB_513,门票,POS
3053,GBB_514,景点,POS
3054,GBB_514,晚上,POS
3055,GBB_514,音乐灯光秀,POS
3056,GBB_514,晚上,POS
3057,GBB_514,景点,POS
3058,GBB_514,晚上,POS
3059,GBB_514,景点,POS
3060,GBB_515,非常,POS
3061,GBB_515,非常,POS
3062,GBB_515,灯光秀,POS
3063,GBB_515,非常,POS
3064,GBB_516,购票,POS
3065,GBB_516,非常,NEG
3066,GBB_516,服务,NEG
3067,GBB_516,票,NEG
3068,GBB_517,人,POS
3069,GBB_517,热带植物,POS
3070,GBB_517,席地而坐或仰面躺地观看,POS
3071,GBB_517,夜,POS
3072,GBB_517,人,POS
3073,GBB_517,非常,POS
3074,GBB_517,馆内,NEG
3075,GBB_517,超级树的夜景,POS
3076,GBB_517,吸,POS
3077,GBB_517,人,POS
3078,GBB_518,环境,POS
3079,GBB_518,气温,POS
3080,GBB_518,布景,POS
3081,GBB_518,景点,POS
3082,GBB_519,树,NEG
3083,GBB_519,云雾林,POS
3084,GBB_519,凉,NEG
3085,GBB_520,景色,POS
3086,GBB_521,非常,NEG
3087,GBB_521,晚上去,POS
3088,GBB_521,吃,NEG
3089,GBB_521,建议晚上,POS
3090,GBB_521,晚上,NEG
3091,GBB_521,沙叻串,POS
3092,GBB_521,带孩子,POS
3093,GBB_521,打卡,POS
3094,GBB_521,人,NEG
3095,GBB_521,夜,NEG
3096,GBB_521,景点,POS
3097,GBB_522,滨海湾花园,POS
3098,GBB_522,花园,POS
3099,GBB_523,凉,NEG
3100,GBB_523,云雾林纳,POS
3101,GBB_523,观景,POS
3102,GBB_523,花穹和云雾林,POS
3103,GBB_523,花穹,POS
3104,GBB_523,鲜花,POS
3105,GBB_523,中走廊观景,POS
3106,GBB_524,植物的,NEG
3107,GBB_524,非常,NEG
3108,GBB_524,云中那个馆,POS
3109,GBB_524,双馆,POS
3110,GBB_524,人,NEG
3111,GBB_525,取票的地方,POS
3112,GBB_525,景点,POS
3113,GBB_526,比较,NEU
3114,GBB_526,价格,NEG
3115,GBB_526,花园,POS
3116,GBB_526,取票,POS
3117,GBB_527,看,NEG
3118,GBB_527,瀑布,POS
3119,GBB_527,里面,NEG
3120,GBB_527,比较,NEG
3121,GBB_527,花园,POS
3122,GBB_527,色彩,POS
3123,GBB_528,景色,POS
3124,GBB_528,维护,POS
3125,GBB_528,植物园,POS
3126,GBB_528,空中走廊,POS
3127,GBB_528,夏天,NEG
3128,GBB_528,太阳,NEG
3129,GBB_528,非常,NEU
3130,GBB_529,花园,POS
3131,GBB_529,衣服,POS
3132,GBB_529,拍照,NEU
3133,GBB_529,取票,POS
3134,GBB_529,换票,POS
3135,GBB_529,花园,POS
3136,GBB_529,非常,NEU
3137,GBB_529,馆内,NEG
3138,GBB_529,花园和云雾林的瀑布,POS
3139,GBB_529,云雾林的瀑布,POS
3140,GBB_530,花,NEG
3141,GBB_530,走走看看,POS
3142,GBB_530,美丽,NEG
3143,GBB_530,环境,POS
3144,GBB_530,设计,POS
3145,GBB_530,人,POS
3146,GBB_530,场馆,POS
3147,GBB_531,步道,POS
3148,GBB_531,天,POS
3149,GBB_531,超级树灯光秀,POS
3150,GBB_531,票,POS
3151,GBB_531,票,POS
3152,GBB_531,买票,NEU
3153,GBB_531,时候拍照,POS
3154,GBB_531,花园,POS
3155,GBB_532,面,POS
3156,GBB_532,其他,POS
3157,GBB_532,空调,POS
3158,GBB_532,里面,POS
3159,GBB_532,植物园,POS
3160,GBB_533,非常,POS
3161,GBB_533,布局,POS
3162,GBB_533,非常,POS
3163,GBB_533,冷气花房,POS
3164,GBB_533,冷气,NEG
3165,GBB_534,flowerdome和cloudforest,NEG
3166,GBB_534,金沙酒店,POS
3167,GBB_534,这里,NEG
3168,GBB_534,地方,NEU
3169,GBB_535,植物园,NEG
3170,GBB_535,个冷室,NEG
3171,GBB_536,服务,POS
3172,GBB_537,滨海湾花园,POS
3173,GBB_537,景色,POS
3174,GBB_537,灯光,POS
3175,GBB_538,景色,POS
3176,GBB_538,海滨花园,POS
3177,GBB_538,热带花草,POS
3178,GBB_538,带花草,POS
3179,GBB_538,海滨花园景色,POS
3180,GBB_538,人,POS
3181,GBB_538,热带花草,POS
3182,GBB_538,景色,POS
3183,GBB_539,上去感,POS
3184,GBB_539,非常,POS
3185,GBB_539,比较,POS
3186,GBB_539,感觉,NEG
3187,GBB_539,景点,POS
3188,GBB_539,非常,POS
3189,GBB_539,旅游景点,POS
3190,GBB_539,瀑布,POS
3191,GBB_540,比较,NEG
3192,GBB_540,比较,NEG
3193,GBB_540,气温,NEG
3194,GBB_541,餐饮,POS
3195,GBB_541,景观,POS
3196,GBB_541,滨海湾花园,POS
3197,GBB_541,非常,POS
3198,GBB_541,滨海湾花园,POS
3199,GBB_541,旅游观光度假,POS
3200,GBB_541,人,POS
3201,GBB_541,凉爽的室内,POS
3202,GBB_541,室内景观,POS
3203,GBB_542,冷室,NEG
3204,GBB_542,植物园,NEG
3205,GBB_543,地,POS
3206,GBB_543,换管,POS
3207,GBB_543,避暑,POS
3208,GBB_543,避暑,POS
3209,GBB_543,非常,NEU
3210,GBB_543,滨海湾花园,NEG
3211,GBB_544,晚上,NEG
3212,GBB_544,树灯光秀,POS
3213,GBB_544,白天去,POS
3214,GBB_544,体验,NEG
3215,GBB_544,看的,NEG
3216,GBB_544,人,NEG
3217,GBB_545,滨海湾花园,POS
3218,GBB_545,景色,POS
3219,GBB_545,白天,POS
3220,GBB_546,非常,NEU
3221,GBB_546,滨海湾花园,POS
3222,GBB_546,买票,POS
3223,GBB_546,设计,POS
3224,GBB_547,滨海湾花园,POS
3225,GBB_547,这个,POS
3226,GBB_547,点,POS
3227,GBB_547,景点,POS
3228,GBB_547,花园,POS
3229,GBB_547,这个,POS
3230,GBB_549,人,NEG
3231,GBB_549,地方,NEG
3232,GBB_549,逛,NEU
3233,GBB_549,出票,POS
3234,GBB_549,出票,POS
3235,GBB_549,买票,POS
3236,GBB_549,出票,POS
3237,GBB_550,双馆,POS
3238,GBB_550,非常,POS
3239,GBB_551,雨雾林,NEG
3240,GBB_551,奇花异草,POS
3241,GBB_551,双馆,POS
3242,GBB_551,双馆,POS
3243,GBB_552,票,POS
3244,GBB_552,买票,POS
3245,GBB_552,买,POS
3246,GBB_552,两个园,POS
3247,GBB_552,扫码,POS
3248,GBB_552,票价,POS
3249,GBB_553,小朋友,POS
3250,GBB_553,灯光秀,POS
3251,GBB_554,非常,POS
3252,GBB_554,非常,POS
3253,GBB_554,花园,POS
3254,GBB_554,地方,POS
3255,GBB_555,植物叶,POS
3256,GBB_555,景点,POS
3257,GBB_557,植物园,POS
3258,GBB_557,景点,POS
3259,GBB_557,空中花园,POS
3260,GBB_557,花穹和云雾林,POS
3261,GBB_558,天,POS
3262,GBB_558,设计,POS
3263,GBB_558,夜景,POS
3264,GBB_558,人工花园,POS
3265,GBB_559,仙人掌,NEG
3266,GBB_559,多肉,NEG
3267,GBB_559,布景,POS
3268,GBB_559,植物,NEG
3269,GBB_559,品种,NEG
3270,GBB_561,花穹和云雾林,POS
3271,GBB_561,比较,NEG
3272,GBB_561,非常,POS
3273,GBB_561,非常,POS
3274,GBB_561,云雾林,POS
3275,GBB_561,比较,NEG
3276,GBB_561,非常,POS
3277,GBB_561,滨海湾花园,POS
3278,GBB_563,比较,NEG
3279,GBB_563,外面,NEG
3280,GBB_563,冷气,POS
3281,GBB_563,非常,POS
3282,GBB_564,超级树,POS
3283,GBB_564,灯光秀,POS
3284,GBB_564,超级树,POS
3285,GBB_564,不需要门票,POS
3286,GBB_565,灯光,POS
3287,GBB_565,比较,NEG
3288,GBB_565,晚上去,POS
3289,GBB_565,灯树,POS
3290,GBB_565,看,NEG
3291,GBB_565,白天去,POS
3292,GBB_566,超级树表演,POS
3293,GBB_566,话,NEU
3294,GBB_566,看,NEU
3295,GBB_566,滨海湾花园,POS
3296,GBB_566,晚上来,POS
3297,GBB_567,买票,POS
3298,GBB_567,携程买票,POS
3299,GBB_568,forest,POS
3300,GBB_569,打卡,POS
3301,GBB_569,打卡,POS
3302,GBB_569,秀,POS
3303,GBB_569,灯,POS
3304,GBB_569,打卡,POS
3305,GBB_570,景色,POS
3306,GBB_570,景色,POS
3307,GBB_571,云雾林和花穹,POS
3308,GBB_572,灯光,POS
3309,GBB_572,景色,POS
3310,GBB_572,环境,POS
3311,GBB_572,非常,NEG
3312,GBB_572,非常,NEG
3313,GBB_572,夜晚,POS
3314,GBB_573,花的,POS
3315,GBB_573,花的,POS
3316,GBB_573,园的设计,POS
3317,GBB_573,整个花园的设计,NEG
3318,GBB_574,人造瀑布,POS
3319,GBB_574,尾,POS
3320,GBB_574,环保片,POS
3321,GBB_574,环保片,POS
3322,GBB_574,瀑布,POS
3323,GBB_574,花草,POS
3324,GBB_574,瀑布,POS
3325,GBB_574,尾,POS
3326,GBB_575,美丽,POS
3327,GBB_576,摩天轮,POS
3328,GBB_576,空中花园,POS
3329,GBB_576,云雾林,POS
3330,GBB_576,金沙空中花园,POS
3331,GBB_577,躺在树下欣赏,NEG
3332,GBB_578,非常,NEU
3333,GBB_579,门票,POS
3334,GBB_579,希望,POS
3335,GBB_580,创意,POS
3336,GBB_580,夜景,POS
3337,GBB_580,非常,NEG
3338,GBB_580,创意,POS
3339,GBB_580,环境,POS
3340,GBB_581,两个馆,POS
3341,GBB_581,两个馆都,NEG
3342,GBB_582,价格,POS
3343,GBB_582,酒店,POS
3344,GBB_582,取票,POS
3345,GBB_582,订票,POS
3346,GBB_582,票,NEU
3347,GBB_582,门票,POS
3348,GBB_583,景点,POS
3349,GBB_584,景点,POS
3350,GBB_584,灯光秀,POS
3351,GBB_584,景点,POS
3352,GBB_584,花园,POS
3353,GBB_584,两个室内馆,POS
3354,GBB_585,铁树,POS
3355,GBB_586,云雾林和花穹,POS
3356,GBB_586,瀑布,POS
3357,GBB_586,全景,POS
3358,GBB_587,滨海湾花园,POS
3359,GBB_587,两个室内花园,POS
3360,GBB_587,购票,POS
3361,GBB_588,话,POS
3362,GBB_588,话,POS
3363,GBB_588,没有灯光,NEG
3364,GBB_588,平台,POS
3365,GBB_588,园区,NEG
3366,GBB_588,白天,POS
3367,GBB_588,拍照地点,NEG
3368,GBB_589,天,NEG
3369,GBB_590,主题馆,POS
3370,GBB_590,亲子游,POS
3371,GBB_590,亲子游,POS
3372,GBB_590,瀑布,POS
3373,GBB_590,子,POS
3374,GBB_590,夜景灯光秀,POS
3375,GBB_590,亲子游,POS
3376,GBB_591,景点,POS
3377,GBB_592,人,POS
3378,GBB_592,人,POS
3379,GBB_592,人,POS
3380,GBB_592,自然与建筑,POS
3381,GBB_593,花朵,POS
3382,GBB_593,干净,POS
3383,GBB_593,绿化,POS
3384,GBB_593,植物,POS
3385,GBB_593,观光,POS
3386,GBB_594,瀑布,POS
3387,GBB_594,造型,POS
3388,GBB_594,造型,POS
3389,GBB_594,湾花园,POS
3390,GBB_594,滨海湾花园,POS
3391,GBB_594,植物,POS
3392,GBB_595,里面,POS
3393,GBB_596,环境,POS
3394,GBB_596,白天,NEG
3395,GBB_597,景,POS
3396,GBB_597,老人孩子的地方,POS
3397,GBB_597,景色,POS
3398,GBB_597,老人孩子,POS
3399,GBB_597,地方,POS
3400,GBB_597,景色,POS
3401,GBB_598,forest,POS
3402,GBB_598,滨海湾花园,POS
3403,GBB_598,许多植物,NEG
3404,GBB_598,cloud,POS
3405,GBB_599,门票,POS
3406,GBB_599,滨海湾花园,POS
3407,GBB_599,非常,POS
3408,GBB_599,比较,POS
3409,GBB_600,海湾花园景色,POS
3410,GBB_600,滨海湾花园,POS
3411,GBB_601,馆的景色,POS
3412,GBB_601,景色,POS
3413,GBB_601,两,POS
3414,GBB_601,取票,POS
3415,GBB_601,傍晚去,POS
3416,GBB_601,景点,POS
3417,GBB_601,灯光秀,POS
3418,GBB_602,滨海湾花园,POS
3419,GBB_602,消费,NEG
3420,GBB_603,灯光亮起来的花园,POS
3421,GBB_603,人太多,NEG
3422,GBB_603,比较,NEG
3423,GBB_604,路,NEG
3424,GBB_604,观赏性,POS
3425,GBB_604,观赏,POS
3426,GBB_604,花园,POS
3427,GBB_604,空调,NEG
3428,GBB_604,非常,POS
3429,GBB_604,设计,POS
3430,GBB_605,非常,POS
3431,GBB_605,灯光秀,POS
3432,GBB_605,非常,POS
3433,GBB_605,夜景,POS
3434,GBB_606,植物,POS
3435,GBB_607,灯光秀,POS
3436,GBB_607,比较,POS
3437,GBB_607,晚上,POS
3438,GBB_607,下,POS
3439,GBB_608,看,NEU
3440,GBB_608,超级树,POS
3441,GBB_608,观赏,POS
3442,GBB_608,滨海湾花园超级树,POS
3443,GBB_608,观赏,POS
3444,GBB_608,这里,NEU
3445,GBB_608,观赏,POS
