POI_INDEX,ENG_NAME,TOTAL_REVIEWS,RANKING,RATINGS,ADDRESS,OPENING_HOURS,ATTRIBUTES_CRAWLED_TIME
173,KongMengSanPhorKarkSeeTemple,34,173,4.5,"88BrightHillRoad,Singapore574117,Singapore",8:00-16:00,2020-02-16 17:28:42.323556
174,RainForestLumina,33,174,4.4,RainforestLuminaatSingaporeZoo，80MandaiLakeRoad，Singapore729826,19:30-24:00（最晚入园时间10:30）,2020-02-16 17:29:13.275446
175,BedokReservoirPark,26,175,4.4,"760BedokReservoirRd,新加坡479245",全天开放,2020-02-16 17:29:45.324037
176,LianShanShuangLinTemple,24,176,4.7,"184EJalanToaPayoh,Singapore319941,Singapore",8:00-17:00,2020-02-16 17:30:13.989050
177,HajjahFatimahMosque,33,177,4.2,"4001BeachRoadHajjahFatimahMosque,Singapore199584,Singapore",9:00-21:00,2020-02-16 17:30:39.173361
178,Zouk,16,178,4.3,"3CRiverValleyRoad,TheCannery,新加坡179022",周三22:00-次日3:00，周五22:00-次日5:00，周六和节假日前夕22:00-次日4:00。,2020-02-16 17:31:10.148634
179,not available,41,179,4.7,21 Jurong Town Hall Road， Singapore 609433,"1）场次1：9:30-13:30（最后入园12:45）
						 2）场次2-：14:00-18:00（最后入场17:15）		",2020-02-16 17:31:28.605428
180,WaterWorld,19,180,4.7,"新加坡环球影城失落的世界区，8SentosaGateway,SentosaIsland,Singapore",10:30-17:00,2020-02-16 17:32:00.038159
181,JurongEcoGarden,23,181,4.6,"1CleantechLoopCleantechOne,Singapore637141,Singapore",暂无,2020-02-16 17:32:38.124740
182,not available,20,182,4.5,"2 Conservatory Drive | National University of Singapore, Singapore 117377, Singapore",周二至周日：每天10:00 AM - 7:00 PM (最后入馆时间为5:30 PM)，新加坡法定节假日正常开放； 周一闭馆 (新加坡法定节假日除外) 馆内定期设有免费导览团：周四至周日1:00 PM (节假日除外)，先到先得，直接前往柜台报名登记即,2020-02-16 17:32:59.016405
183,not available,34,183,4.7,"1 Sentosa, Singapore 099081, Singapore",全年  10:00-18:00。,2020-02-16 17:33:17.240721
184,TanahMerahFerryTerminal,18,184,4.4,"50TanahMerahFerryRoad#01-21,Singapore498833,Singapore",,2020-02-16 17:33:39.803216
185,LakeofDreams,25,185,4.5,"SentosaIsland,Singapore",10:00-20:00,2020-02-16 17:34:05.356139
186,not available,15,186,4.5,"21 Jurong Town Hall Road, Singapore 609433, Singapore",10:00-18:00（周一-周日），2小时门票最后入场时间为14:00；1小时门票最后入场时间为15:00。,2020-02-16 17:34:31.580599
187,GardenRhapsody,21,187,4.8,gardenbythebay,每日19:45、20:45各一场；高峰时间为每天19:00-21:00。,2020-02-16 17:34:56.054305
188,not available,6,188,4.8,Inside Starlight Changi Mall in Singapore Changi Airport,全年营业10:00-22:00,2020-02-16 17:35:26.147109
189,SingaporeIndoorStadium,11,189,4.5,"2StadiumWalk,Singapore397691,Singapore",9:00-18:00,2020-02-16 17:35:47.677013
190,not available,11,190,4.6,"30 Siloso Beach Walk, Sentosa Island, 099011 Singapore","周一至周四: 1pm - 7pm 
, 周五: 1pm-8pm 周六周日及公众假期 : 12pm-8pm
 平安夜和公众假期园区正常开放 园区内的餐饮服务每天11am开放 景区有可能会因为临时的活动或节日延长运营时间 景区会因为临时情况调整运营时间并不做提前通知，请您以当天实际运营时间为准。",2020-02-16 17:36:10.164373
191,MarinaBarrage,57,191,4.5,"8MarinaGardensDr,Singapore018951",,2020-02-16 17:36:38.606094
192,NationalDesignCentre,17,192,4.5,"111MiddleRoad,Singapore,Singapore",星期日 - 星期六 上午9点00分 - 下午9点00分,2020-02-16 17:37:10.281314
193,not available,6,193,4.8,"5 Campbell Lane, Singapore 209924",周二-周四：10:00-19:00，周五-周六：10:00-20:00，周日及公众假期：10:00-16:00，周一闭馆（如果公众假期在周一，当天也照旧闭馆，除非有另外的通知）,2020-02-16 17:37:33.729108
194,Padang,36,194,4.6,"BetweenSt.AndrewRoadandConnaughtDrive,Singapore179682,Singapore",,2020-02-16 17:37:47.891281
195,Woodlands,11,195,3.9,"30WoodlandsAvenue2,Singapore738343",全天开放,2020-02-16 17:38:19.963564
196,LabradorNatureReserve,20,196,4.6,"AlongLabradorVillaRoadoffPasirPanjangRoad,Singapore119187,Singapore",,2020-02-16 17:38:41.637059
197,ChurchoftheSacredHeart,19,197,4.6,"111TankRoad,Singapore238069,Singapore",9:00-17:00,2020-02-16 17:43:54.200824
198,SistersIslands,9,198,4.7,"Sisters'Island,Singapore000703",全天开放,2020-02-16 17:44:12.531918
199,Cenotaph,26,199,4.3,"EsplanadePark,Singapore,Singapore",,2020-02-16 17:44:40.705599
200,OurLadyofLourdesChurch,16,200,4.5,"50OphirRoad,Singapore,Singapore",外观全天开放，内部参观时间请参考官网。,2020-02-16 17:45:10.492373
201,JohoreBattery,25,201,3.9,CosfordRoadSingapore,每日9:00-17:00,2020-02-16 17:45:29.302934
202,,6,202,4.5,乌敏岛,,2020-02-16 17:45:50.925585
203,DigitalLightCanvas,2,203,5,10BayfrontAvenueSingapore018956,周日-周四：11:3-21:00，周五、周六及公共假日前夕：11:00-22:00。,2020-02-16 17:46:09.909593
204,LowerSeletarReservoirPark,14,204,4.5,"YishunAvenue1,Singapore,Singapore",,2020-02-16 17:46:24.817978
205,ArabStreet,4,205,4.3,"ArabStreet,KampongGlam,Singapore,Singapore",,2020-02-16 17:46:43.221374
206,SampanRides,2,206,5,新加坡滨海湾金沙购物商城运河层B2,周日至周四：上午 11:30 至晚上 9:00 周五、周六及公共节假日前夕：上午 11:00 - 晚上 10:00。,2020-02-16 17:46:57.046528
207,not available,2,207,4.5,"38C Belvedere Close, Singapore 159883",8:00-19:00,2020-02-16 17:47:12.844312
208,not available,23,208,4.5,"1 Raffles Place, Singapore 048616","1）1-Altitude摩天酒吧观景台：8:30-17:30（周一-周日）（游玩时长为30分钟，每位客人只能逗留最多30分钟）
								 2）Funvee双层巴士：9:00-17:00（周一-周日） 3）南洋咖啡或茶：11:00-18:00（周一-周日）",2020-02-16 17:47:26.294434
209,SingaporeHongSanSee,10,209,4.4,"31MohamedSultanRoad,Singapore238975,Singapore",8:00-18:00,2020-02-16 17:47:51.500210
210,SingaporeSportsHub,4,210,5,"2StadiumWalk,Singapore",,2020-02-16 17:48:13.609863
211,not available,18,211,4.6,"26 Sentosa Gateway, #01-38/39, Singapore 098138",10:00 AM - 8:00 PM（最后入场时间为7:00 PM）。,2020-02-16 17:48:27.340852
212,KliveSentosa,38,212,4.5,"26SentosaGateway,#01-37/38/39,Singapore09813",剧场于2017年10月2日起停止营业，重新开放时间待定。,2020-02-16 17:48:51.959232
213,,10,213,4.7,集合地点：牛车水附近的尼路（NeilRoad）,,2020-02-16 17:49:29.973308
214,Airzone,3,214,4.3,"CitySquareMall,180KitchenerRd，Singapore208539",11:00-21:30 上午10点45分开放售票，上午11点开放入场，最后入场时间是晚上21点~,2020-02-16 17:49:52.510249
215,TempleStreet,15,215,4.4,"TempleStreet|Chinatown,Singapore,Singapore",暂无,2020-02-16 17:50:13.041125
216,not available,15,216,4.3,"Singapore Flyer,30 Raffles Ave #02-06 S/G, Singapore 039803",	营业时间：10：00-21:30（周三时间12:00-21:30）-须提前预约时间,2020-02-16 17:50:36.525944
217,,15,217,4.7,"187964,新加坡滑铁卢街178",每天上午7.00至下午6.00,2020-02-16 17:51:02.290267
218,ArtSpaceMuseum,23,218,4.6,"MarinaBaySands,Singapore,Singapore",星期日 - 星期六 上午11点00分 - 下午7点00分,2020-02-16 17:51:24.164389
219,SupremeCourt,25,219,4.4,"1St.Andrew'sRoadNationalGallerySingapore,Singapore178957,Singapore",,2020-02-16 17:51:46.356282
220,ElginBridge,1,220,5,"Singapore,Singapore",暂无,2020-02-16 17:54:17.091991
221,SasanaransiBuddhistTemple,25,221,4.3,"14TaiGinRd,Singapore,Singapore",6:30-21:00,2020-02-16 17:54:37.743015
222,not available,3,222,5,"2 Cox Terrace, Fort Canning Park, Singapore 179622",9:30-17:00,2020-02-16 17:55:05.532374
223,EmpressPlaceBuilding,28,223,4.3,"1EmpressPlace,Singapore179555,Singapore",,2020-02-16 17:55:24.240268
224,SriVeeramakaliammanTemple,10,224,5,"141SerangoonRoad,Singapore218042,Singapore","周日 - 周六上午5:00 - 下午9:00days: 周日 - 周六, times: 上午5:00 - 下午9:00,",2020-02-16 17:55:51.272357
225,TelokAyerStreet,13,225,4.8,"Singapore,Singapore",,2020-02-16 17:56:13.655004
226,ChurchofSaintsPeterandPaul,16,226,4.3,"225AQueenStreetChurchofStPeterAndStPaul,Singapore188551,Singapore",9:00-17:00,2020-02-16 17:56:31.676892
227,not available,11,227,3.3,"1 Pasir Ris Close,Singapore (519599)","高峰 –》取票时间10:00~17:00， 入园时间 10:00~18:00 非高峰 –》取票时间12:00~17:00， 入园时间  12:00~18:00
",2020-02-16 17:57:00.416187
228,OmniTheatrebyScienceCentreSingapore,17,228,4.6,"15ScienceCentreRoad,Singapore609081,Singapore",星期日 - 星期六 上午10点00分 - 下午6点00分,2020-02-16 17:57:19.031070
229,DalhousieObelisk,17,229,4.4,"1EmpressPlace,Singapore179555,Singapore",,2020-02-16 17:57:38.562071
230,,19,230,4.8,3TemasekBoulevard#01-330SuntecShoppingMall038983,10:00-18:00，游览约60分钟。,2020-02-16 17:58:03.214999
231,BounceSingapore,2,231,5,"CathayCineleisureOrchard,8GrangeRoad,#09-01,Singapore239695",周一-周四：10:00-22:00，周五：10:00-23:00，周六：9:00-23:00，周日：9:00-22:00。公众假日休息。 儿童跳跃者:星期一至五: 10:00am-4:00pm;星期六及日: 9:00am-12:00pm;*公众假日: 休息,2020-02-16 17:58:28.801394
232,BollywoodVeggies,7,232,4.3,"100NeoTiewRoad,Singapore719026,Singapore",周三-周五:上午9:30-下午6:30;周六-周日:上午8:00-下午6:30;,2020-02-16 17:58:47.029919
233,,5,233,5,"327874,新加坡TaiGin路12(中山广场)",周二到周天早上10点至晚5点（周一闭馆）,2020-02-16 17:59:02.118113
234,SingaporeMusicalBoxMuseum,6,234,4.5,"168TelokAyerStreet,Singapore068619,Singapore",暂无,2020-02-16 17:59:18.101208
235,,7,235,4.7,新加坡,,2020-02-16 17:59:32.311700
236,OCBCAquaticCentre,16,236,4.3,"7StadiumDrive|SingaporeSportsHub,Singapore397632,Singapore",暂无,2020-02-16 17:59:54.338350
237,UOBPlaza,22,237,4.6,"80RafflesPlace,Singapore,Singapore",,2020-02-16 18:00:18.593660
238,SriKrishnanTemple,20,238,4.3,"152WaterlooSt,Singapore187961,Singapore",,2020-02-16 18:00:46.388606
239,EsplanadePark,24,239,4.9,"18MarinaGardensDr,Singapore018953",,2020-02-16 18:01:10.679653
240,TheCathayGallery,14,240,4.4,"2HandyRoadTheCathay,Singapore229233,Singapore",暂无,2020-02-16 18:01:30.733005
241,,3,241,4.3,"9RafflesBoulevard,Singapore039596",,2020-02-16 18:01:51.615691
242,SingaporeXDTheatre,18,242,4.4,"SingaporeFlyer,30RafflesAvenue.#02-09Singapore039803",9:00-23:00,2020-02-16 18:02:13.857319
243,PoliceHeritageCentre,13,243,4.4,"28IrrawaddyRoad,Singapore329560,Singapore",星期二 - 星期五 上午10点00分 - 下午5点30分 星期六 上午10点00分 - 下午1点00分,2020-02-16 18:02:33.746647
244,YuehHaiChingTemple,19,244,4.2,"30BPhillipStreetWanHaiChengBioTemple,Singapore048696,Singapore",,2020-02-16 18:02:58.209498
245,MegaBounceCrazyBounce,15,245,4.5,"ResortsWorldSentosa,nearCraneDanceandUniversalStudio’sGlobe(MB5)",每天11:00am to 7:00pm（最后入场时间 6:45pm)，具体开放时间以景区现场为准。,2020-02-16 18:03:24.697591
246,MadagascarACrateAdventure,18,246,4.3,"新加坡环球影城马达加斯加区，8SentosaGateway,SentosaIsland,Singapore",,2020-02-16 18:03:50.102835
247,,1,247,5,"LazarusIsland,Singapore",,2020-02-16 18:04:13.950490
248,SembawangPark,34,248,4.3,"SembawangRd,Singapore,Singapore",,2020-02-16 18:04:32.671946
249,ArmyMuseumofSingapore,15,249,4.3,"520UpperJurongRd,Singapore638367,Singapore",,2020-02-16 18:05:00.684708
250,,1,250,5,"34PulauUbin,508287",,2020-02-16 18:05:22.008736
251,OperaGallery,15,251,4.7,"2OrchardTurnIonOrchard|#04-15IONOrchard,Singapore238801,Singapore",周一-周五:上午11:00-下午8:00;周六-周日:上午10:00-下午8:00;,2020-02-16 18:05:38.052799
252,IstanaWoodneuk,11,252,4.5,"|HollandRoadandTyersallRoad,Singapore,Singapore",,2020-02-16 18:05:55.928799
253,TourAboutSingapore,19,253,4.5,"新加坡,新加坡","周日上午9:00 - 下午5:00days: 周日, times: 上午9:00 - 下午5:00,days: 周一 - 周六, times: 上午9:00 - 下午6:00,",2020-02-16 18:06:16.492039
254,SengWongBeoTemple,21,254,4,"113PeckSeahSt,Singapore079332,Singapore",,2020-02-16 18:06:33.763235
255,Mosh,11,255,4.5,"31BeachView#03-01,PalawanKidzCity,Singapore098008",10:00-21:00（周一-周日）（周六、周日、公共假期期间，游玩时间将会被限制在2个小时之内）,2020-02-16 18:06:54.787794
256,ChineseHeritageMuseum,1,256,5,"#02-21,MilleniaWalk美年径,9RafflesBoulevard,039596",Mon-Sun:10:00-22:00,2020-02-16 18:07:22.081157
257,FukTakChiMuseum,18,257,4.6,"FarEastSquare|TelokAyerStreet,Singapore,Singapore",,2020-02-16 18:07:47.238744
258,PororoParkSingapore,12,258,4.3,"6RafflesBoulevard,MarinaSquare#02-29",周日-周四：10:30-20:00，周五、周六：10:30-21:00,2020-02-16 18:08:08.453977
259,NUSBabaHouse,17,259,4.4,"157NeilRoad,Singapore,Singapore",周一 - 周二 14:00 - 15:00 周二 18:30 - 19:30 周四 10:00 - 11:00 周六 11:00 - 12:00,2020-02-16 18:08:31.322747
260,SembawangHotSpring,17,260,4.2,"GambasAve,Singapore",7：00-19：00,2020-02-16 18:08:49.070018
261,PetainRoad,11,261,4.5,"LittleIndia,Singapore,Singapore",,2020-02-16 18:09:11.328156
262,JubileeBridge,3,262,5,"|MarinaBay,Singapore018978,Singapore",暂无,2020-02-16 18:09:38.669867
263,StJosephsChurch,15,263,4.6,"143VictoriaSt,Singapore188020,Singapore",,2020-02-16 18:09:54.112967
264,ChettiarTemple,15,264,4.3,"TankRoad,Singapore,Singapore",,2020-02-16 18:10:12.691185
265,FreeSingaporeTour,12,265,4.6,"新加坡,新加坡","周日 - 周六上午7:00 - 下午6:30days: 周日 - 周六, times: 上午7:00 - 下午6:30,",2020-02-16 18:10:35.818663
266,TheRinkatJCube,13,266,4.5,"2JurongEastCentral1Jcube|Level3,JCube,Singapore609731,Singapore",暂无,2020-02-16 18:10:55.249798
267,ChangiBeachBoardwalk,3,267,4.3,"7AGosportRoad|ChangiBeach,Singapore509710,Singapore",暂无,2020-02-16 18:11:17.934758
268,MiajaGallery,6,268,4.5,"190BukitTimahRoad,Singapore229857,Singapore",,2020-02-16 18:16:27.207779
269,TheOtherRoom,6,269,4.6,"320OrchardRoadSingaporeMarriottTangPlazaHotel,Singapore238865,Singapore",暂无,2020-02-16 18:16:48.242941
270,AlAbrarMosque,16,270,4.4,"192TelokAyerStreet,Singapore068635,Singapore",,2020-02-16 18:17:11.635726
271,GrandTheater,1,271,5,"10BayfrontAvenueMarinaBaySands|MarinaBaySands,Singapore018956,Singapore",暂无,2020-02-16 18:17:40.316701
272,FarEastOrganizationChildrensGarden,1,272,5,"18MarinaGardensDriveGardensBytheBay,Singapore018953,Singapore",暂无,2020-02-16 18:17:57.938071
273,NationalStadium,12,273,4.6,"2StadiumWalk,Singapore397718,Singapore",,2020-02-16 18:18:24.799898
274,PunggolWaterwayPark,2,274,0,"10SentulCrescentRoad,Singapore828851,Singapore",暂无,2020-02-16 18:18:46.672620
275,SunflowerGarden,1,275,5,"AirportBoulevard|Terminal2,Singapore,Singapore",暂无,2020-02-16 18:19:11.125339
276,JacobBallasChildrensGarden,15,276,4.6,"1ClunyRoad,Singapore259569,Singapore",,2020-02-16 18:19:25.450057
277,ChineseHeritageCentre,2,277,5,"12NanyangDive,NanyangTechnologicalUniversity,Singapore637721,Singapore",周一至周五上午 9:30至下午 5 点,2020-02-16 18:19:47.504718
278,SingaporeCricketClub,5,278,4.6,"ConnaughtDr,Singapore179681",,2020-02-16 18:20:02.948386
279,NationalHeritageBoard,2,279,5,"61StamfordRd,#03-08,Singapore178892",09:00 -17:30,2020-02-16 18:20:25.683943
280,DowntownEast,11,280,4.3,"1PasirRisCloseE!Hub@DowntownEast,Singapore519599,Singapore","周日 - 周六上午10:00 - 下午10:00days: 周日 - 周六, times: 上午10:00 - 下午10:00,",2020-02-16 18:20:40.666080
281,LimBoSengMemorial,13,281,4.4,"Esplanade,Singapore,Singapore",,2020-02-16 18:20:55.811079
282,LoyangTuaKong,7,282,4,"20LoyangWay,Singapore508774",,2020-02-16 18:21:30.030815
283,ChurchofTrueLight,16,283,4.2,"25GPerakRd,Singapore208142,Singapore",,2020-02-16 18:21:51.698233
284,ChurchoftheNativityoftheBlessedVirginMary,1,284,5,"1259UpperSerangoonRoad,Singapore534795,Singapore",暂无,2020-02-16 18:22:17.816867
285,TelokAyerMarket,10,285,4.4,"|BoundedbyMaxwellRoad,CecilStreetandTelokAyerStreet,Singapore,Singapore",,2020-02-16 18:22:32.200239
286,StandardCharteredMarathonSingapore,8,286,4.6,"MarinaBayBlvd|MarinaBay,Singapore,Singapore",暂无,2020-02-16 18:22:47.542402
287,ArtPluralGallery,8,287,4.6,"38ArmenianStreet,Singapore179942,Singapore",暂无,2020-02-16 18:23:03.125773
288,NagoreDurghaShrine,17,288,4.1,"140TelokAyerSt,Singapore,Singapore",,2020-02-16 18:23:17.297373
289,KretaAyerSquare,8,289,4.6,"TrengganuStreet,Singapore,Singapore",暂无,2020-02-16 18:23:42.334671
290,ParliamentofSingapore,2,290,4.5,"1ParliamentPlace|ParliamentHouse,Singapore178880,Singapore",,2020-02-16 18:24:02.271717
291,FishBigSplash,8,291,4.5,"902EastCoastParkwayAquaticComplex(BigSplash)|#01-30,BlockH,BigSplash,Singapore449874,Singapore",暂无,2020-02-16 18:24:18.094762
292,SriSrinivasaPerumalTemple,12,292,4.4,"397SerangoonRd,Singapore218123,Singapore",,2020-02-16 18:24:38.112429
293,,18,293,4.5,"80,SilosoRoad,Sentosa(SilosoPoint)",10:00-19:00(最后入场时间 18:30),2020-02-16 18:25:02.939616
294,LaichunYuenTheatre,7,294,4.6,"SmithStreet|Chinatown,Singapore,Singapore",暂无,2020-02-16 18:25:22.155716
295,MyLittleGiantKidsIndoorPlaypark,4,295,4.5,"BigBox,1VentureAvenueSingapore",11:00-22:00,2020-02-16 18:25:35.337183
296,SingaporePinacothèquedeParis,6,296,4.7,"5CoxTerraceFortCanningArtsCentre|FortCanningArtsCentre,Singapore179620,Singapore","周日 - 周六上午10:00 - 下午6:00days: 周日 - 周六, times: 上午10:00 - 下午6:00,",2020-02-16 18:25:59.174129
297,BedokJetty,9,297,4.3,"EastCoastParkServiceRoad,Singapore,Singapore",暂无,2020-02-16 18:26:22.513244
298,AnnSiangHillPark,8,298,4.5,"AnnSiangRoad,Singapore,Singapore",,2020-02-16 18:26:36.567354
299,OdeToArt,5,299,4.4,"252NorthBridgeRoadRafflesCityShoppingCentre|RafflesCityShoppingCentre,#01-36E/F,Singapore179103,Singapore","周日 - 周六上午11:00 - 下午9:00days: 周日 - 周六, times: 上午11:00 - 下午9:00,",2020-02-16 18:26:50.371535
300,TheCatCafe,14,300,3.9,"241BVictoriaStreet,Singapore188030,Singapore",周日:上午10:00-下午10:00;周一:下午3:00-下午10:00;周二-周四:上午10:00-下午10:00;周五-周六:上午10:00-下午11:00;,2020-02-16 18:27:14.401373
301,not available,2,301,4,"459 Jalan Ahmad, Ibrahim, 639934","星期一至六 (公众假日除外): 13:00pm - 18:30pm(最晚入园时间17:00)

 导览团时间: 1:00pm, 2:00pm, 3:00pm, 4:00pm, 5:00pm 最后参观时间: 5:00pm",2020-02-16 18:27:35.802979
302,JalanBesarStadium,6,302,4.5,"100TyrwhittRoadJalanBesarStadium,Singapore207542,Singapore",暂无,2020-02-16 18:27:56.329781
303,SwiftletGardenMuseum,7,303,4.4,"No.10NeoTiewLane2|D'KranjiFarmResort,Singapore718813,Singapore",星期日 - 星期六 上午12点00分 - 下午6点00分  下午10点00分 - 上午12点00分,2020-02-16 18:28:15.570685
304,AsianArtPlatform,10,304,4.1,"292RiverValleyRoad|Level2,Singapore238333,Singapore","周二 - 周日上午11:00 - 下午6:00days: 周二 - 周日, times: 上午11:00 - 下午6:00,",2020-02-16 18:28:42.851244
305,RobertsonQuay,12,305,4.5,"NearSingaporeRiver,Singapore,Singapore",,2020-02-16 18:29:01.848682
306,NUSMuseum,18,306,4.2,"UniversityCulturalCentreNationalUniversityofSingapore50KentRidgeCrescent,Singapore119279,Singapore",,2020-02-16 18:29:21.267808
307,TheBicycleHut,5,307,4.6,"新加坡,新加坡","周二 - 周五上午10:00 - 下午8:00days: 周二 - 周五, times: 上午10:00 - 下午8:00,days: 周六 - 周日, times: 上午10:00 - 下午9:00,",2020-02-16 18:29:46.358124
308,JurongCentralPark,14,308,4.7,"BoonLaySt.JunctionwithBoonLayWay,Singapore,Singapore",,2020-02-16 18:29:59.250435
309,PieceofPeace,1,309,5,新加坡CoxTerrace5号福康宁艺术中心,,2020-02-16 18:30:26.701868
310,KallangIceWorld,7,310,4.2,"5StadiumWalkLeisureParkKallang|LeisureParkKallang,Singapore397693,Singapore",暂无,2020-02-16 18:30:42.214813
311,,2,311,5,金沙购物商场,,2020-02-16 18:30:58.715830
312,SriSenpagaVinayagarTemple,8,312,4.8,"19CeylonRd,Singapore429613,Singapore",星期日 - 星期六 上午6点30分 - 下午12点00分  下午6点30分 - 下午9点00分,2020-02-16 18:31:13.054794
313,not available,2,313,5,"30 Merchant Road 03-18, Singapore 058282","The Round Cruise船期为每天9点至22点，每20至25分钟一班船。活动开展受天气和潮汐条件影响
 Tokidoki Boat Cruise船期每天17点/19点/21点发船 
",2020-02-16 18:31:45.465849
314,Native,5,314,4.5,"52AAmoyStreet,Singapore069878,Singapore",暂无,2020-02-16 18:32:02.774490
315,HSBCSingaporeRugbySevens,5,315,4.4,"1StadiumDrive|NationalStadium,Singapore397691,Singapore",暂无,2020-02-16 18:32:29.348555
316,LittleGuilin,8,316,3.9,"BukitBatokEastAvenue5,Singapore043359,Singapore",暂无,2020-02-16 18:32:44.558334
317,PolarBearGallery,3,317,4.7,"69AHajiLane,Singapore189262,Singapore",暂无,2020-02-16 18:33:12.009008
318,TuaPehKongTemple,10,318,4.2,"KusuIsland,Singapore,Singapore",,2020-02-16 18:33:27.851399
319,GajahGallery,5,319,4.4,"39KeppelRoadTanjongPagarDistripark|#03-04,TanjongPagarDistripar,Singapore089065,Singapore",周一-周五:上午11:00-下午7:00;周六-周日:下午12:00-下午6:00;,2020-02-16 18:33:50.984486
320,TiongBahruHaritageTrail,4,320,4.8,"300TiongBahruRoadTiongBahruMrtStation,Singapore168731,Singapore",暂无,2020-02-16 18:34:08.157453
321,FireFliesHealthFarm,3,321,4.3,"50LimChuKangLane2Lot75,Singapore718822,Singapore",暂无,2020-02-16 18:34:22.123888
322,Degiosart,4,322,4.5,"TiongBahru,Blk57|01-82EngHoonStreet,Singapore160057,Singapore",周日-周六:上午10:00-下午7:00;,2020-02-16 18:34:34.995491
323,SagoStreetStreetOfTheDead,13,323,4.7,"Chinatown,Singapore,Singapore",,2020-02-16 18:34:49.423543
324,NanyangPolytechnic,5,324,4.8,新加坡宏茂桥8街180号(180AngMoKioAvenue8Singapore569830),,2020-02-16 18:35:08.839938
325,ClementiWoods,4,325,4.8,"ClementiRoad,Singapore,Singapore",暂无,2020-02-16 18:35:31.501830
326,GOURMETbus,3,326,4.7,"新加坡,新加坡",暂无,2020-02-16 18:35:46.707686
327,HarleyDavidsonofSingapore,3,327,4.7,"253AlexandraRoad#01-04,Singapore159936,Singapore",周日-周六:上午9:00-下午7:00;,2020-02-16 18:36:00.162537
328,TheGemMuseum,3,328,4.3,"26KandaharStreet|Level2,Singapore198888,Singapore",周二-周五:下午12:00-下午5:00;周六:上午11:00-下午3:00;,2020-02-16 18:36:21.042209
329,RedseaGallery,4,329,4.3,"DempseyRoad|Block9,#01-10DempseyHill,Singapore247697,Singapore",暂无,2020-02-16 18:36:35.397160
330,LottoCarpetsGallery,3,330,4.7,"Blk26#01-04,DempseyRoad,Singapore249686,Singapore",周日-周六:上午10:00-下午8:00;,2020-02-16 18:36:51.344365
331,ParkviewSquare,16,331,4.7,"600NorthBridgeRoadParkviewSquare,Singapore188778,Singapore",,2020-02-16 18:37:07.218426
332,UpperSeletarReservoir,3,332,4,"AlongOldUpperThomsonRoad,Singapore,Singapore",暂无,2020-02-16 18:37:31.230967
333,WTAFinals,7,333,4.4,"2StadiumWalkKallangIndoorStadium|NationalStadium,Singapore397691,Singapore",暂无,2020-02-16 18:37:45.627759
334,DreamDrivePteLtd,3,334,4.3,"3TemasekBoulevardFloor1SuntecCityMall|SuntecCityMall,Singapore038983,Singapore",周日-周六:上午10:00-下午8:00;,2020-02-16 18:38:00.801940
335,EagleWingsYachtCharters,3,335,4.3,"新加坡,新加坡","周日 - 周六上午8:00 - 下午11:00days: 周日 - 周六, times: 上午8:00 - 下午11:00,",2020-02-16 18:38:22.374631
336,MADMuseumofArtDesign,4,336,4,"10TanglinRoad|#01-01/02-01,Singapore247908,Singapore",周日-周六:上午11:00-下午8:00;,2020-02-16 18:38:35.780634
337,FaberPeak,2,337,5,"109MountFaberRoadFaberPeak|FaberPeak,Singapore099203,Singapore","周日 - 周六上午9:00 - 下午10:00days: 周日 - 周六, times: 上午9:00 - 下午10:00,",2020-02-16 18:38:50.580766
338,Anjalichocolat,2,338,5,"73LoewenRoad|Units01-15&01-16,Singapore248843,Singapore",周二-周日:上午10:00-下午5:00;,2020-02-16 18:39:14.657990
339,ToaPayohTownPark,3,339,5,"JunctionofToaPayohLor2andToaPayohLor6,Singapore,Singapore",,2020-02-16 18:39:35.715574
340,BOBMarineYachtChartersSingapore,3,340,4.3,"新加坡,新加坡",暂无,2020-02-16 18:39:50.216359
341,HayDairies,3,341,4.3,"3LimChuKangLane4,Singapore718859,Singapore",周三-周一:上午9:00-下午4:00;,2020-02-16 18:40:04.176535
342,BenjaminShearesBridge,2,342,5,"Singapore,Singapore",暂无,2020-02-16 18:40:32.145928
343,NTUCentreforContemporaryArt,2,343,4.5,"Blk43MalanRoadGillmanBarracks,Singapore109443,Singapore",周二-周四:下午12:00-下午7:00;周五:下午12:00-下午9:00;周六-周日:下午12:00-下午7:00;,2020-02-16 18:40:47.801048
344,ArtPortersGallery,2,344,4.5,"64SpottiswoodeParkRoad,Singapore088652,Singapore",周日-周六:上午10:30-下午7:00;,2020-02-16 18:41:03.154072
345,BukitBrownCemetery,13,345,4.1,"LorongHalwa,Singapore,Singapore",,2020-02-16 18:41:19.238355
346,CooldeSacPlayCentre,3,346,4,"3TemasekBoulevardSuntecCityMall|SuntecCityMall,Singapore038983,Singapore",周日-周四:上午10:00-下午8:00;周五-周六:上午10:00-下午10:00;,2020-02-16 18:41:46.651397
347,InterContinentalSingaporeHeritageTrail,10,347,4.7,"新加坡,新加坡",,2020-02-16 18:42:01.653073
348,JetaimePerfumeryandPerfumeWorkshopSingapore,2,348,4.5,"90GoodmanRoadGoodmanArtsCentre|GoodManArtCenterBlockO,#01-57,Singapore439053,Singapore","周一 - 周二上午10:00 - 下午4:00days: 周一 - 周二, times: 上午10:00 - 下午4:00,days: 周三 - 周日, times: 上午10:00 - 下午8:00,",2020-02-16 18:42:16.896990
