TEXT,COUNT,SENTIMENT_KEYWORD_AGG_INDEX,ASPECT_CATEGORY_NAME,COVID_RELATED,SENTIMENT_KEYWORD_AGG_INDEX2
白犀牛,24,752,Sightseeing,NA,1758
毛羚牛,22,831,Sightseeing,NA,1759
狮子,25,718,Sightseeing,NA,1760
羚羊,22,840,Sightseeing,NA,1761
万余只,20,941,NA,NA,1762
占地,54,345,NA,NA,1763
上海浦东新区,28,637,NA,NA,1764
公路,20,906,Transportation/Accessibility,NA,1765
公顷,35,521,NA,NA,1766
动物品种,18,1056,Sightseeing,NA,1767
动物多,20,898,Sightseeing,NA,1768
国内外的珍稀野生动物,18,1025,Sightseeing,NA,1769
教育,37,496,NA,NA,1770
羊驼,18,1058,Sightseeing,NA,1771
上海的野生动物园,16,1232,POI/Places,NA,1772
展览,44,423,Activities,NA,1773
火烈鸟,16,1201,Sightseeing,NA,1774
猛兽区,16,1123,Sightseeing,NA,1775
集野生动物,16,1167,Sightseeing,NA,1776
上海动物园,14,1411,POI/Places,NA,1777
上海市人民政府,25,729,NA,NA,1778
中国国家林业局,14,1409,NA,NA,1779
全家,38,470,Family/ Friends,NA,1780
游览车,20,917,Activities,NA,1781
一体的主题公园,12,1611,POI/Places,NA,1782
上海野生动物园的动物种类,12,1625,Sightseeing,NA,1783
豫园,205,78,POI/Places,NA,1784
园林,93,175,NA,NA,1785
江南园林,37,492,NA,NA,1786
玉玲珑,22,843,NA,NA,1787
上海老,31,583,NA,NA,1788
小刀,18,1060,NA,NA,1789
上海豫园,17,1081,POI/Places,NA,1790
上海市老城厢,16,1168,POI/Places,NA,1791
园内,54,344,NA,NA,1792
安仁街,16,1180,POI/Places,NA,1793
假山,20,916,Sightseeing,NA,1794
大名石,15,1256,Sightseeing,NA,1795
指挥所点春堂,15,1250,POI/Places,NA,1796
明代嘉靖,15,1245,Arts & Culture,NA,1797
上海的豫园,14,1349,POI/Places,NA,1798
万历年间,13,1516,Arts & Culture,NA,1799
商店街等游客景点,12,1541,Shopping,NA,1800
苏州园林,10,1928,NA,NA,1801
苏州,11,1791,NA,NA,1802
适合一家人在一起,69,269,Family/ Friends,NA,1803
上海小吃,10,1984,Food,NA,1804
南翔,8,2555,Food,NA,1805
小桥流水,17,1099,NA,NA,1806
公众,17,1079,NA,NA,1807
国务院,16,1209,NA,NA,1808
灯会,7,2709,Activities,NA,1809
园林景观,8,2386,Sightseeing,NA,1810
城隍庙景区,7,2675,POI/Places,NA,1811
布局合理,17,1078,Facilities,NA,1812
店铺,57,323,Shopping,NA,1813
景致,18,1055,Sightseeing,NA,1814
特色的地方,12,1643,Arts & Culture,NA,1815
私家园林,6,3313,NA,NA,1816
绿树,11,1741,Sightseeing,NA,1817
老城隍庙,8,2335,POI/Places,NA,1818
上海市中心,35,514,NA,NA,1819
中国园林典范,4,5358,NA,NA,1820
古香古色,8,2525,Experience,NA,1821
商业区,5,4080,Shopping,NA,1822
地理位置优越,27,681,Transportation/Accessibility,NA,1823
城隍庙附近,4,4729,Transportation/Accessibility,NA,1824
如今,40,456,NA,NA,1825
明代,15,1278,NA,NA,1826
样子,66,282,NA,NA,1827
特色小吃,27,667,Food,NA,1828
豫园灯会,4,5580,Activities,NA,1829
上海的城隍庙,3,7001,POI/Places,NA,1830
不去豫园,3,6440,NA,NA,1831
也有,87,200,NA,NA,1832
亭台,4,6177,Facilities,NA,1833
亭台楼榭,6,3537,Facilities,NA,1834
人挤人,36,507,Transportation/Accessibility,NA,1835
人流量,38,472,Transportation/Accessibility,NA,1836
传统,17,1072,NA,NA,1837
传统江南园林,3,6394,NA,NA,1838
典型江南园林风格,3,7158,NA,NA,1839
内园,5,3745,NA,NA,1840
南翔包子,3,6942,Food,NA,1841
南翔小,3,6941,Food,NA,1842
占地面积比较大,3,7102,NA,NA,1843
历史悠久,42,437,Arts & Culture,NA,1844
古人的智慧,34,531,NA,NA,1845
名园,3,6791,NA,NA,1846
商业街,95,169,Shopping,NA,1847
商店多,5,4112,Shopping,NA,1848
园林风格,5,3715,Sightseeing,NA,1849
外地人,37,484,NA,NA,1850
大名园,10,1949,POI/Places,NA,1851
小商品,7,2797,Shopping,NA,1852
情操,9,2130,NA,NA,1853
感觉很好,17,1090,Experience,NA,1854
放松心情,13,1473,Experience,NA,1855
方便交通方便,16,1159,Transportation/Accessibility,NA,1856
旅游胜地,23,777,POI/Places,NA,1857
明朝时期的私人花园,3,6896,Arts & Culture,NA,1858
景色好,21,886,Sightseeing,NA,1859
游人,96,162,NA,NA,1860
潘允端,3,6757,NA,NA,1861
玉水廊,3,6512,Facilities,NA,1862
疫情过后,37,482,Safety,1,1863
皇家园林,90,188,NA,NA,1864
私家花园,3,6656,NA,NA,1865
绿波廊,3,7019,POI/Places,NA,1866
美的好地方,5,3719,POI/Places,NA,1867
商品,71,258,Shopping,NA,1868
条街,80,221,NA,NA,1869
南京步行街,54,341,Shopping,NA,1870
街道,64,293,NA,NA,1871
商场,63,295,Shopping,NA,1872
南京,37,483,NA,NA,1873
热闹非凡,53,347,Experience,NA,1874
条步行街,28,657,Shopping,NA,1875
上海南京路步行街,23,801,Shopping,NA,1876
商业,34,541,Shopping,NA,1877
条商业街,24,745,Shopping,NA,1878
上海的南京路,18,1034,NA,NA,1879
南京路上好八连,18,1019,Shopping,NA,1880
南京路上,16,1202,Shopping,NA,1881
商业步行街,23,811,Shopping,NA,1882
步行街上,18,1006,Shopping,NA,1883
人民广场,60,307,POI/Places,NA,1884
十里南京路,14,1397,Shopping,NA,1885
商铺,27,666,Shopping,NA,1886
地段,20,909,NA,NA,1887
沈大成,14,1438,Food,NA,1888
西藏中路,14,1407,Shopping,NA,1889
一站式,19,986,NA,NA,1890
中华,23,810,NA,NA,1891
南京东路,21,861,Shopping,NA,1892
外地游客,34,527,NA,NA,1893
食品,21,885,Food,NA,1894
上海南京步行街,10,2032,Shopping,NA,1895
中华商业,10,1963,Shopping,NA,1896
买买,21,877,Shopping,NA,1897
全长,23,780,NA,NA,1898
南京西路,11,1773,Shopping,NA,1899
咖啡店,16,1148,Food,NA,1900
商品应有尽有,10,2108,Shopping,NA,1901
奢侈品,11,1818,Shopping,NA,1902
往日,32,572,NA,NA,1903
时尚商业街区,10,1969,Shopping,NA,1904
街上,16,1193,NA,NA,1905
食品店,10,1942,Food,NA,1906
高端个性消费,10,2060,Shopping,NA,1907
上海的南京路步行街,8,2532,Shopping,NA,1908
人头攒动,22,852,Transportation/Accessibility,NA,1909
价格公道,9,2254,Price,NA,1910
全上海,8,2289,NA,NA,1911
最早,15,1264,NA,NA,1912
南京路步行街上,8,2637,Shopping,NA,1913
吃到,25,716,Food,NA,1914
品牌,20,940,Shopping,NA,1915
商业街区,12,1553,Shopping,NA,1916
大品牌,10,1947,Shopping,NA,1917
尽头,10,2097,NA,NA,1918
广场,86,203,Facilities,NA,1919
条街上,10,2081,Transportation/Accessibility,NA,1920
条路,16,1211,Transportation/Accessibility,NA,1921
每个城市,13,1467,NA,NA,1922
永安百货,8,2654,Shopping,NA,1923
河南中路,8,2495,Transportation/Accessibility,NA,1924
王府井,10,1886,POI/Places,NA,1925
百年老店,8,2622,Shopping,NA,1926
著名商业街,8,2320,Shopping,NA,1927
一条龙,9,2246,NA,NA,1928
上海开埠,8,2534,Arts & Culture,NA,1929
上海步行街,6,3234,Shopping,NA,1930
上海的人都会,19,982,NA,NA,1931
上海繁华,16,1210,Experience,NA,1932
上海著名的商业街,6,3677,Shopping,NA,1933
上海黄浦区,7,2914,NA,NA,1934
专指今天的南京东路,6,3297,Shopping,NA,1935
东西齐全,6,3551,Shopping,NA,1936
中国商铺租金最高,6,3052,NA,NA,1937
人民广场直接,6,3493,POI/Places,NA,1938
人潮,22,853,Transportation/Accessibility,NA,1939
以前的南京路,6,3350,Shopping,NA,1940
位置方便,12,1621,Transportation/Accessibility,NA,1941
全中国,10,1954,NA,NA,1942
全国著名的商业步行街,6,3225,Shopping,NA,1943
六朝古都,6,3704,Arts & Culture,NA,1944
别样的魅力,6,3167,Experience,NA,1945
南京东路步行街,6,3379,Shopping,NA,1946
品种齐全,12,1675,Shopping,NA,1947
商品齐全,6,3616,Shopping,NA,1948
商城,7,2876,Shopping,NA,1949
城市公共设施,6,3257,Facilities,NA,1950
外地,28,660,NA,NA,1951
大牌,8,2391,Shopping,NA,1952
大街,16,1179,NA,NA,1953
大都市上海,8,2356,NA,NA,1954
上海科技馆,206,77,POI/Places,NA,1955
科技馆,158,103,POI/Places,NA,1956
科技,148,110,NA,NA,1957
科学,32,570,NA,NA,1958
科学知识,24,742,NA,NA,1959
高科技,24,736,NA,NA,1960
基地,92,179,NA,NA,1961
寓教于乐,26,695,Family/ Friends,NA,1962
展馆,24,765,Facilities,NA,1963
未来,27,674,NA,NA,1964
浦东新区世纪大道,14,1428,NA,NA,1965
生产力,14,1372,NA,NA,1966
个风格各异的主题展区,12,1719,Sightseeing,NA,1967
中国重要的,12,1623,NA,NA,1968
展厅,14,1378,Facilities,NA,1969
教育基地,14,1361,Facilities,NA,1970
新鲜事物,12,1547,NA,NA,1971
科学技术,12,1660,NA,NA,1972
足迹的艺术长廊,12,1610,Sightseeing,NA,1973
不少知识,17,1094,NA,NA,1974
世纪广场,14,1418,POI/Places,NA,1975
个高科技特种影院,10,2102,Activities,NA,1976
中国特色,17,1097,Arts & Culture,NA,1977
地震,12,1586,NA,NA,1978
学生,26,693,NA,NA,1979
巨幕影院,10,1975,NA,NA,1980
感兴趣,25,721,NA,NA,1981
教育的公益性机构,10,1957,NA,NA,1982
智慧,22,844,NA,NA,1983
永恒话题,10,1956,NA,NA,1984
满满的,20,954,NA,NA,1985
现象,12,1711,NA,NA,1986
科学技术博物馆,10,1929,POI/Places,NA,1987
科技的力量,10,1978,NA,NA,1988
科技知识,10,1968,NA,NA,1989
精神文明,10,1995,NA,NA,1990
能量,10,1885,NA,NA,1991
花木行政文化中心区,10,1919,POI/Places,NA,1992
若干个,10,2095,NA,NA,1993
设备,35,520,Facilities,NA,1994
上海特点的综合性,8,2590,Arts & Culture,NA,1995
上海特色的综合性,8,2611,Arts & Culture,NA,1996
个主题特展,8,2383,Activities,NA,1997
个古今中外科学家,8,2395,NA,NA,1998
主馆占地面积,8,2589,NA,NA,1999
信息时代,8,2443,NA,NA,2000
内容丰富,21,866,Sightseeing,NA,2001
四方游客生动,8,2363,NA,NA,2002
城市综合,8,2278,NA,NA,2003
多平方米,19,959,NA,NA,2004
大半天,15,1282,NA,NA,2005
市民科学文化素养,8,2560,NA,NA,2006
影院,10,2023,NA,NA,2007
新科技,8,2343,NA,NA,2008
时代特征,8,2454,NA,NA,2009
机器人,8,2488,NA,NA,2010
球幕影院,8,2658,NA,NA,2011
眼界,23,814,NA,NA,2012
科技成果,8,2470,NA,NA,2013
科技的魅力,8,2478,Experience,NA,2014
科技馆里,8,2487,POI/Places,NA,2015
科教兴国战略,8,2467,NA,NA,2016
欢乐谷,33,551,POI/Places,NA,2017
上海欢乐,20,918,NA,NA,2018
谷木,16,1187,NA,NA,2019
欢乐谷现在,12,1634,POI/Places,NA,2020
一天足够,10,2098,NA,NA,2021
下次等,10,2019,NA,NA,2022
不少项目,10,1905,Activities,NA,2023
所有的项目,18,1037,Activities,NA,2024
迪斯尼的原因,10,2105,NA,NA,2025
激流勇,8,2466,Activities,NA,2026
绝顶雄风,8,2493,Activities,NA,2027
北京的欢乐谷,8,2434,POI/Places,NA,2028
好几次,42,442,NA,NA,2029
热门项目,18,998,Activities,NA,2030
万圣节,12,1647,Activities,NA,2031
上海的欢乐谷,4,5826,POI/Places,NA,2032
下午的门票,4,5712,Transportation/Accessibility,NA,2033
北纬,4,5083,NA,NA,2034
危险,11,1842,NA,NA,2035
夜场,10,1935,NA,NA,2036
天地双雄,4,4830,Activities,NA,2037
天幕水,4,5002,Activities,NA,2038
完美风暴,4,6317,Activities,NA,2039
峡谷漂流,4,5765,Activities,NA,2040
异度空间,4,5592,Activities,NA,2041
想好好玩,5,4057,NA,NA,2042
晚上的水幕,4,6173,Activities,NA,2043
欢乐时光,4,5049,Activities,NA,2044
欢乐海洋,4,5050,Activities,NA,2045
水世界,4,4355,Activities,NA,2046
蓝月飞车,4,6129,Activities,NA,2047
要求,22,832,NA,NA,2048
轨道基本,4,5273,NA,NA,2049
闺蜜,17,1068,Family/ Friends,NA,2050
鬼屋,4,6215,Activities,NA,2051
一个多月,6,2991,NA,NA,2052
一分,4,6143,NA,NA,2054
一遍,25,711,NA,NA,2059
上海周边,4,5905,NA,NA,2066
上海的话,11,1810,NA,NA,2073
上海真的,9,2218,NA,NA,2075
上海博物馆,15,1246,POI/Places,NA,2076
交通枢纽,10,1913,Transportation/Accessibility,NA,2077
旅游中心,10,2041,NA,NA,2078
经济,23,804,NA,NA,2079
上海人民广场,8,2653,POI/Places,NA,2080
上海大剧院,6,3046,POI/Places,NA,2081
上海市黄浦区,11,1868,NA,NA,2082
人民公园,7,2816,POI/Places,NA,2083
大广场,6,3544,NA,NA,2084
一群鸽子,4,5660,NA,NA,2085
上海最大,8,2507,NA,NA,2086
上海城市,12,1573,NA,NA,2087
上海市的政治,4,6000,NA,NA,2088
上海的人民广场,4,5841,POI/Places,NA,2089
喷泉,6,3010,NA,NA,2090
城市会客厅,4,4701,NA,NA,2091
炸鸡,6,3050,Food,NA,2092
空间,21,884,NA,NA,2093
重要的标志性,4,5689,NA,NA,2094
鸽子,12,1720,NA,NA,2095
一口,3,6685,NA,NA,2096
上海坐标,6,3191,NA,NA,2101
都江堰,59,313,POI/Places,NA,2111
水利工程,28,655,NA,NA,2112
天府之国,19,979,NA,NA,2113
青城山,56,328,POI/Places,NA,2114
都江堰景区,15,1286,POI/Places,NA,2115
成都,260,54,NA,NA,2116
我国历史上,10,1910,NA,NA,2117
岷江,10,2085,POI/Places,NA,2118
成都平原,10,2086,NA,NA,2119
飞沙堰,8,2422,POI/Places,NA,2120
都江堰等景点,7,2850,POI/Places,NA,2121
鱼嘴,7,2825,NA,NA,2122
全世界迄今为止,6,3329,NA,NA,2123
分水鱼嘴,6,3207,NA,NA,2124
大型水利工程,6,3661,NA,NA,2125
宝瓶口等部分,6,3174,NA,NA,2126
年代,35,515,NA,NA,2127
特征的宏大水利工程,6,3373,POI/Places,NA,2128
都江堰水利工程,11,1775,POI/Places,NA,2129
中国古代劳动人民勤劳,5,3723,NA,NA,2130
古人智慧,5,4131,NA,NA,2131
四川省成都市都江堰市,7,2792,NA,NA,2132
多年来,7,2712,NA,NA,2133
智慧的结晶,8,2638,NA,NA,2134
水旱从人,5,4018,NA,NA,2135
王庙,6,3314,NA,NA,2136
组织,11,1826,NA,NA,2137
公元前,4,4941,NA,NA,2138
前人鳖灵,4,4866,NA,NA,2139
宝瓶口,4,6141,POI/Places,NA,2140
水都江堰,8,2646,POI/Places,NA,2141
秦昭王末年,4,5175,Arts & Culture,NA,2142
蜀郡太守李冰父子,4,6240,Arts & Culture,NA,2143
万亩,3,7195,NA,NA,2144
人民,5,3792,NA,NA,2145
县市,3,6509,NA,NA,2146
四川,14,1358,NA,NA,2147
四川省都江堰市,4,4605,NA,NA,2148
安澜索桥,4,6269,Facilities,NA,2149
工程,24,735,NA,NA,2150
李冰父子,3,6936,Arts & Culture,NA,2151
灌区,3,6374,NA,NA,2152
都江堰市,3,6371,NA,NA,2153
面积近千,3,6798,NA,NA,2154
世界奇迹,4,6039,NA,NA,2155
个导游,11,1862,Service,NA,2156
了解到,14,1366,NA,NA,2157
人文,15,1276,Arts & Culture,NA,2158
冬季,14,1320,NA,NA,2161
刷身份证,50,370,Transportation/Accessibility,NA,2162
功效,4,4882,NA,NA,2163
半价,14,1381,Price,NA,2164
半天的时间,4,5129,NA,NA,2165
历史沉淀,4,4454,Arts & Culture,NA,2166
天府,3,7170,NA,NA,2168
数量,4,6028,NA,NA,2173
文殊院,8,2418,POI/Places,NA,2174
大禅林,3,6563,POI/Places,NA,2175
成都文殊院,3,6544,POI/Places,NA,2176
文殊院站,3,6707,Transportation/Accessibility,NA,2177
中午,44,425,NA,NA,2179
四川省成都市青羊区,17,1117,NA,NA,2181
园林古,3,6439,NA,NA,2182
文殊菩萨,4,6090,NA,NA,2184
红墙,20,904,NA,NA,2187
闹市,8,2524,NA,NA,2188
下午两点,3,7175,NA,NA,2194
世人,10,1904,NA,NA,2195
人也不,15,1270,NA,NA,2200
价格便宜,7,2686,Price,NA,2201
佛教文化,7,2822,Arts & Culture,NA,2206
偏殿,3,6954,NA,NA,2208
初春的成都,3,6772,NA,NA,2217
历史文化古迹,4,4493,Arts & Culture,NA,2221
去得,12,1721,NA,NA,2222
名胜古迹,17,1067,Arts & Culture,NA,2227
唐代,7,2796,NA,NA,2230
四周,21,883,NA,NA,2233
熊猫,321,38,Sightseeing,NA,2239
小熊猫,70,262,Sightseeing,NA,2240
国宝,60,306,Sightseeing,NA,2241
熊猫宝宝,44,424,Sightseeing,NA,2242
成都大熊猫,36,508,Sightseeing,NA,2243
竹子,32,571,Sightseeing,NA,2244
熊猫基地,28,652,POI/Places,NA,2245
电瓶车,28,635,Transportation/Accessibility,NA,2246
憨态可掬,18,1043,Sightseeing,NA,2247
月亮产房,18,1042,NA,NA,2248
太阳产房,16,1200,NA,NA,2249
萌萌,20,956,Sightseeing,NA,2250
国宝大熊猫,15,1287,Sightseeing,NA,2251
树上,15,1263,NA,NA,2252
熊猫可爱,12,1595,Sightseeing,NA,2253
天鹅,19,967,Sightseeing,NA,2254
市区,34,532,NA,NA,2255
大熊猫基地,10,2002,POI/Places,NA,2256
大熊猫太阳产房,8,2321,POI/Places,NA,2257
天鹅湖,8,2280,POI/Places,NA,2258
小浣熊,12,1710,Sightseeing,NA,2259
早晨,20,902,NA,NA,2260
熊猫大道,8,2314,POI/Places,NA,2261
熊猫文化,8,2348,Arts & Culture,NA,2262
猫,8,2498,NA,NA,2263
竹林,15,1255,Sightseeing,NA,2264
远远的,17,1110,NA,NA,2265
一体的大熊猫等珍稀,6,3621,POI/Places,NA,2266
中国政府,6,3179,NA,NA,2267
全球知名的集大熊猫科研,6,3547,POI/Places,NA,2268
咖啡色,6,3265,NA,NA,2269
圆滚滚,6,3192,NA,NA,2270
地图,41,447,NA,NA,2271
大熊猫好可爱,6,3003,Sightseeing,NA,2272
大熊猫小,6,3008,Sightseeing,NA,2273
大熊猫等,8,2311,Sightseeing,NA,2274
大熊猫魅力剧场,6,2994,Activities,NA,2275
天热,6,3635,Environment and Ambiance,NA,2276
孔雀,12,1723,Sightseeing,NA,2277
小熊猫好可爱,6,3222,Sightseeing,NA,2278
山顶往下,6,3304,NA,NA,2279
成年,6,3261,NA,NA,2280
成都大熊猫基地,6,3378,POI/Places,NA,2281
成都大熊猫繁,6,3376,POI/Places,NA,2282
成都熊猫基地,6,3269,POI/Places,NA,2283
成都第一站,6,3657,NA,NA,2284
教育旅游,6,3459,NA,NA,2285
早上人,6,3066,NA,NA,2286
每个馆,6,3015,NA,NA,2287
清明节,16,1142,NA,NA,2288
熊猫好可爱,6,2958,Sightseeing,NA,2289
熊猫真的超级可爱,6,3614,Sightseeing,NA,2290
熊猫馆,10,2088,POI/Places,NA,2291
真想,19,964,NA,NA,2292
睡觉了,6,3390,NA,NA,2293
科研,8,2447,NA,NA,2294
精力,7,2868,NA,NA,2295
黑天鹅,24,731,Sightseeing,NA,2296
黑色,6,3377,NA,NA,2297
黑颈鹤,6,3434,Sightseeing,NA,2298
🐼,4,6266,NA,NA,2299
不久,8,2644,NA,NA,2300
不出,10,2080,NA,NA,2301
不去的景点,6,3407,POI/Places,NA,2302
个个,4,5476,NA,NA,2303
个停车场,4,5413,Facilities,NA,2304
个大早,7,2794,NA,NA,2305
乐趣,40,457,Experience,NA,2306
亚成年,4,6122,NA,NA,2307
产房,4,6198,NA,NA,2308
人 景区,4,6113,POI/Places,NA,2309
人头,14,1388,NA,NA,2310
体重,4,4312,NA,NA,2311
使人,10,1888,NA,NA,2312
保安,6,3330,Safety,NA,2313
健康码才可以,4,4235,Safety,1,2314
几只,4,4802,NA,NA,2315
几只熊猫,4,4804,Sightseeing,NA,2316
别墅,18,1015,NA,NA,2317
北京,357,29,NA,NA,2318
口罩,64,291,Safety,1,2319
可爱极了,8,2599,Experience,NA,2320
哒,4,4781,NA,NA,2321
四只,4,4675,NA,NA,2322
园时间,8,2404,NA,NA,2323
国宝的地盘真的,4,4667,NA,NA,2324
夏季,9,2206,NA,NA,2325
大声喧哗,4,5249,NA,NA,2326
大小,11,1805,NA,NA,2327
大小熊猫,4,5176,Sightseeing,NA,2328
大熊,4,5030,Sightseeing,NA,2329
宽窄巷子,51,368,POI/Places,NA,2330
宽巷子,16,1163,POI/Places,NA,2331
窄巷子,16,1197,POI/Places,NA,2332
巷子,22,855,NA,NA,2333
井巷子,10,1950,POI/Places,NA,2334
四合院,8,2353,POI/Places,NA,2335
街区,23,800,NA,NA,2336
青黛砖瓦,6,2932,Sightseeing,NA,2337
规模的清朝古街道,5,3977,POI/Places,NA,2338
大慈寺,4,5168,POI/Places,NA,2339
川剧,6,3412,Arts & Culture,NA,2340
成都三大历史文化名城,4,5330,POI/Places,NA,2341
成都的宽窄巷子,4,5424,POI/Places,NA,2342
文殊院一起,4,6091,POI/Places,NA,2343
老成都,8,2423,NA,NA,2344
四川省成都市青羊区长顺,3,7236,NA,NA,2345
大炮,17,1091,NA,NA,2346
成都旅游,17,1111,NA,NA,2347
民国初年,3,6731,NA,NA,2348
火锅,11,1866,Food,NA,2349
街附近,3,6822,NA,NA,2350
重庆,9,2183,NA,NA,2351
书店,4,5530,NA,NA,2353
历史沿革,9,2236,NA,NA,2358
地带,8,2305,NA,NA,2362
地方特色,10,2052,Arts & Culture,NA,2363
大地,14,1399,NA,NA,2365
小店,24,738,NA,NA,2371
尝试,18,1050,NA,NA,2372
情调,15,1253,NA,NA,2376
时间充足,5,3751,NA,NA,2382
民国时期,8,2576,NA,NA,2385
气息,23,807,NA,NA,2386
爱你,10,1871,NA,NA,2390
盖碗茶,3,6979,Food,NA,2391
眼前,31,574,NA,NA,2392
糖油果子,10,1873,Food,NA,2393
肚子,5,3945,NA,NA,2395
胡同,5,3961,NA,NA,2396
茶馆,8,2578,Food,NA,2398
街巷,4,6204,NA,NA,2399
一去的好地方,20,897,POI/Places,NA,2403
一块,12,1638,NA,NA,2404
一大早,11,1740,NA,NA,2406
一段时间,17,1116,NA,NA,2412
万众,5,3820,NA,NA,2419
不去的地方,7,2759,POI/Places,NA,2427
不甚,7,2692,NA,NA,2431
两个地方,6,3508,POI/Places,NA,2439
个热闹,5,3997,Experience,NA,2446
中国人,61,303,NA,NA,2448
中国文化,14,1402,Arts & Culture,NA,2451
串串,3,7107,Food,NA,2455
习惯,21,870,NA,NA,2460
人流密集的地方,3,6360,POI/Places,NA,2476
人流量大,5,4087,Transportation/Accessibility,NA,2477
今年春节,8,2433,Activities,NA,2483
今日,5,3744,NA,NA,2484
从早到晚,5,4055,NA,NA,2485
以往的知识,7,2804,NA,NA,2487
价格也不便宜,3,6708,Price,NA,2489
份责任,5,4127,NA,NA,2490
体系,5,3816,NA,NA,2497
像是,20,900,NA,NA,2505
全天,14,1310,NA,NA,2509
全天 门票价格,5,3756,Price,NA,2510
兵营,3,7334,NA,NA,2514
几个小,3,6484,NA,NA,2521
几天,26,687,NA,NA,2523
初冬,3,6779,NA,NA,2528
前段时间,7,2810,NA,NA,2531
古街,53,350,POI/Places,NA,2533
武侯祠,77,230,POI/Places,NA,2534
成都锦,14,1340,NA,NA,2535
集旅游,14,1376,NA,NA,2536
西蜀历史上,12,1662,NA,NA,2537
商业气息的街道,10,1889,Shopping,NA,2538
民俗,10,2075,Arts & Culture,NA,2539
西蜀,9,2205,NA,NA,2540
酒吧,16,1223,Food,NA,2541
三合泥,6,3467,NA,NA,2542
三国文化,17,1115,Arts & Culture,NA,2543
三国时期,6,3481,NA,NA,2544
三国精神,6,3438,Arts & Culture,NA,2545
川西民风,6,3418,Arts & Culture,NA,2546
工艺品,12,1651,Shopping,NA,2547
张飞牛肉,8,2475,Food,NA,2548
当地的特色,6,3566,Arts & Culture,NA,2549
成都武侯祠博物馆,8,2505,POI/Places,NA,2550
成都民俗,6,3251,Arts & Culture,NA,2551
明末清初川西民居,6,3012,Arts & Culture,NA,2552
本地人,12,1681,NA,NA,2553
清风貌,6,3007,NA,NA,2554
灯笼,12,1707,NA,NA,2555
牛肉焦饼,6,3351,Food,NA,2556
秦汉,6,3533,NA,NA,2557
严格意义,4,5961,NA,NA,2558
中国唯一,16,1204,NA,NA,2559
伤心凉粉,4,4219,Food,NA,2560
冰粉,4,4829,Food,NA,2561
历史名胜古迹,4,4485,Arts & Culture,NA,2562
四川民俗文化的精髓,4,4599,Arts & Culture,NA,2563
外衣,5,3897,NA,NA,2564
客栈,10,2017,NA,NA,2565
小酒馆,4,5407,Food,NA,2566
形象集中地,4,6217,NA,NA,2567
成都一定,14,1369,NA,NA,2568
成都慢,6,3398,NA,NA,2569
成都的时候,7,2680,NA,NA,2570
文化旅游景观,4,6016,Arts & Culture,NA,2571
旅游频道,4,5382,NA,NA,2572
星巴克,5,4008,Food,NA,2573
武侯祠博物馆,6,3364,POI/Places,NA,2574
武侯祠站,4,4481,Transportation/Accessibility,NA,2575
汤麻饼,4,4412,Food,NA,2576
浪一天,4,4699,NA,NA,2577
灵魂,12,1724,NA,NA,2578
牛丸,4,4771,Food,NA,2579
牛肉豆花,4,4768,Food,NA,2580
祠大街,4,5072,NA,NA,2581
红湿处,5,3710,NA,NA,2582
美街道,5,4041,NA,NA,2583
花重锦官城,5,4009,NA,NA,2584
荞麦面,4,6233,Food,NA,2585
莲花府邸,4,6249,POI/Places,NA,2586
街边,11,1865,NA,NA,2587
酸辣肥肠粉,4,5764,Food,NA,2588
钵钵鸡,5,3887,Food,NA,2589
鸭脖子,4,6097,Food,NA,2590
一米,4,5667,NA,NA,2598
三国历史遗迹区,6,3471,POI/Places,NA,2601
不少酒吧,3,6335,Food,NA,2606
不经意间,4,5746,NA,NA,2609
不说,4,5749,NA,NA,2610
两种,3,6848,NA,NA,2614
两种景色,6,2938,Sightseeing,NA,2615
人潮拥挤,8,2325,Transportation/Accessibility,NA,2628
作品,9,2171,NA,NA,2634
兴趣,11,1792,NA,NA,2640
其间,9,2207,NA,NA,2641
具体地址,4,5001,NA,NA,2642
内涵,9,2162,NA,NA,2643
刘备,22,826,NA,NA,2654
诸葛亮,20,923,NA,NA,2655
汉昭烈,16,1160,NA,NA,2656
祠庙,16,1141,POI/Places,NA,2657
座君臣,12,1598,NA,NA,2658
三国圣地,10,1915,NA,NA,2659
三国遗迹博物馆,10,1940,POI/Places,NA,2660
三国,8,2642,NA,NA,2661
成都武侯祠,10,1898,POI/Places,NA,2662
文物区,8,2471,NA,NA,2663
桃园,8,2469,NA,NA,2664
美誉,26,703,NA,NA,2665
蜀汉英雄,8,2517,NA,NA,2666
负盛名的诸葛亮,8,2566,NA,NA,2667
中国唯一的君臣,6,3036,NA,NA,2668
四川省成都市武侯区,6,3140,NA,NA,2669
感觉不错,29,620,Experience,NA,2670
武乡侯,6,3355,NA,NA,2671
民俗区,8,2585,POI/Places,NA,2672
讲解员,19,962,Service,NA,2673
三义庙,4,5269,POI/Places,NA,2674
中国三国时期蜀汉丞相,4,5310,Arts & Culture,NA,2675
再一次,24,768,NA,NA,2676
刘备关羽张飞,4,4902,NA,NA,2677
刘备殿,4,4903,POI/Places,NA,2678
北伐前线,4,5235,NA,NA,2679
历史的人,6,3670,NA,NA,2680
唐碑,4,4789,Sightseeing,NA,2681
四岁,4,4595,NA,NA,2682
当时的历史,4,5550,NA,NA,2683
得名,31,576,NA,NA,2684
成都武侯祠现占地,4,5450,NA,NA,2685
