POI_INDEX,TOTAL_REVIEWS,RANKING,RATINGS,ADDRESS,OPENING_HOURS,ATTRIBUTES_CRAWLED_TIME
189,11,189,4.6,"30 Siloso Beach Walk, Sentosa Island, 099011 Singapore","周一至周四: 1pm - 7pm 
, 周五: 1pm-8pm 周六周日及公众假期 : 12pm-8pm
 平安夜和公众假期园区正常开放 园区内的餐饮服务每天11am开放 景区有可能会因为临时的活动或节日延长运营时间 景区会因为临时情况调整运营时间并不做提前通知，请您以当天实际运营时间为准。",2020-01-25 21:27:54.289855
190,57,190,4.5,"8MarinaGardensDr,Singapore018951",,2020-01-25 21:28:11.794225
191,17,191,4.5,"111MiddleRoad,Singapore,Singapore",星期日 - 星期六 上午9点00分 - 下午9点00分,2020-01-25 21:28:51.336326
192,6,192,4.8,"5 Campbell Lane, Singapore 209924",周二-周四：10:00-19:00，周五-周六：10:00-20:00，周日及公众假期：10:00-16:00，周一闭馆（如果公众假期在周一，当天也照旧闭馆，除非有另外的通知）,2020-01-25 21:29:05.610602
193,36,193,4.6,"BetweenSt.AndrewRoadandConnaughtDrive,Singapore179682,Singapore",,2020-01-25 21:29:15.536745
194,10,194,3.8,"30WoodlandsAvenue2,Singapore738343",全天开放,2020-01-25 21:29:45.952938
195,20,195,4.6,"AlongLabradorVillaRoadoffPasirPanjangRoad,Singapore119187,Singapore",,2020-01-25 21:30:06.562877
196,19,196,4.6,"111TankRoad,Singapore238069,Singapore",9:00-17:00,2020-01-25 21:30:23.851684
197,9,197,4.7,"Sisters'Island,Singapore000703",全天开放,2020-01-25 21:30:40.548347
198,26,198,4.3,"EsplanadePark,Singapore,Singapore",,2020-01-25 21:30:50.971642
199,16,199,4.5,"50OphirRoad,Singapore,Singapore",外观全天开放，内部参观时间请参考官网。,2020-01-25 21:31:12.116975
200,25,200,3.9,CosfordRoadSingapore,每日9:00-17:00,2020-01-25 21:31:27.262870
201,6,201,4.5,乌敏岛,,2020-01-25 21:31:46.235228
202,2,202,5,10BayfrontAvenueSingapore018956,周日-周四：11:3-21:00，周五、周六及公共假日前夕：11:00-22:00。,2020-01-25 21:31:57.571278
203,14,203,4.5,"YishunAvenue1,Singapore,Singapore",,2020-01-25 21:32:05.287401
204,4,204,4.3,"ArabStreet,KampongGlam,Singapore,Singapore",,2020-01-25 21:32:18.571981
205,2,205,5,新加坡滨海湾金沙购物商城运河层B2,周日至周四：上午 11:30 至晚上 9:00 周五、周六及公共节假日前夕：上午 11:00 - 晚上 10:00。,2020-01-25 21:32:29.033041
206,2,206,4.5,"38C Belvedere Close, Singapore 159883",8:00-19:00,2020-01-25 21:32:38.246470
207,22,207,4.5,"1 Raffles Place, Singapore 048616","1）1-Altitude摩天酒吧观景台：8:30-17:30（周一-周日）（游玩时长为30分钟，每位客人只能逗留最多30分钟）
								 2）Funvee双层巴士：9:00-17:00（周一-周日） 3）南洋咖啡或茶：11:00-18:00（周一-周日）",2020-01-25 21:32:46.733741
208,10,208,4.4,"31MohamedSultanRoad,Singapore238975,Singapore",8:00-18:00,2020-01-25 21:33:08.732161
209,4,209,5,"2StadiumWalk,Singapore",,2020-01-25 21:33:18.896564
210,18,210,4.6,"26 Sentosa Gateway, #01-38/39, Singapore 098138",10:00 AM - 8:00 PM（最后入场时间为7:00 PM）。,2020-01-25 21:33:27.370216
211,38,211,4.5,"26SentosaGateway,#01-37/38/39,Singapore09813",剧场于2017年10月2日起停止营业，重新开放时间待定。,2020-01-25 21:33:43.231214
212,10,212,4.7,集合地点：牛车水附近的尼路（NeilRoad）,,2020-01-25 21:34:10.799163
213,3,213,4.3,"CitySquareMall,180KitchenerRd，Singapore208539",11:00-21:30 上午10点45分开放售票，上午11点开放入场，最后入场时间是晚上21点~,2020-01-25 21:34:20.294087
214,15,214,4.4,"TempleStreet|Chinatown,Singapore,Singapore",暂无,2020-01-25 21:34:30.477764
215,15,215,4.3,"Singapore Flyer,30 Raffles Ave #02-06 S/G, Singapore 039803",	营业时间：10：00-21:30（周三时间12:00-21:30）-须提前预约时间,2020-01-25 21:34:47.313377
216,15,216,4.7,"187964,新加坡滑铁卢街178",每天上午7.00至下午6.00,2020-01-25 21:35:04.231605
217,23,217,4.6,"MarinaBaySands,Singapore,Singapore",星期日 - 星期六 上午11点00分 - 下午7点00分,2020-01-25 21:35:22.993977
218,25,218,4.4,"1St.Andrew'sRoadNationalGallerySingapore,Singapore178957,Singapore",,2020-01-25 21:35:43.290837
219,1,219,5,"Singapore,Singapore",暂无,2020-01-25 21:36:01.922361
220,25,220,4.3,"14TaiGinRd,Singapore,Singapore",6:30-21:00,2020-01-25 21:36:13.098171
221,3,221,5,"2 Cox Terrace, Fort Canning Park, Singapore 179622",9:30-17:00,2020-01-25 21:36:29.637873
222,28,222,4.3,"1EmpressPlace,Singapore179555,Singapore",,2020-01-25 21:36:37.150543
223,4,223,5,"141SerangoonRoad,Singapore218042,Singapore","周日 - 周六上午5:00 - 下午9:00days: 周日 - 周六, times: 上午5:00 - 下午9:00,",2020-01-25 21:36:57.310429
224,13,224,4.8,"Singapore,Singapore",,2020-01-25 21:37:06.199859
225,16,225,4.3,"225AQueenStreetChurchofStPeterAndStPaul,Singapore188551,Singapore",9:00-17:00,2020-01-25 21:37:22.645421
226,11,226,3.3,"1 Pasir Ris Close,Singapore (519599)","高峰 –》取票时间10:00~17:00， 入园时间 10:00~18:00 非高峰 –》取票时间12:00~17:00， 入园时间  12:00~18:00
",2020-01-25 21:37:34.190422
227,17,227,4.6,"15ScienceCentreRoad,Singapore609081,Singapore",星期日 - 星期六 上午10点00分 - 下午6点00分,2020-01-25 21:37:50.431938
228,17,228,4.4,"1EmpressPlaceEmpressPlaceBuilding,Singapore179555,Singapore",,2020-01-25 21:38:07.799265
229,18,229,4.8,3TemasekBoulevard#01-330SuntecShoppingMall038983,10:00-18:00，60分钟一趟。,2020-01-25 21:38:24.767933
230,2,230,5,"CathayCineleisureOrchard,8GrangeRoad,#09-01,Singapore239695",周一-周四：10:00-22:00，周五：10:00-23:00，周六：9:00-23:00，周日：9:00-22:00。公众假日休息。 儿童跳跃者:星期一至五: 10:00am-4:00pm;星期六及日: 9:00am-12:00pm;*公众假日: 休息,2020-01-25 21:38:38.156132
231,7,231,4.3,"100NeoTiewRoad,Singapore719026,Singapore",周三-周五:上午9:30-下午6:30;周六-周日:上午8:00-下午6:30;,2020-01-25 21:38:47.002504
232,5,232,5,"327874,新加坡TaiGin路12(中山广场)",周二到周天早上10点至晚5点（周一闭馆）,2020-01-25 21:38:55.301846
233,6,233,4.5,"168TelokAyerStreet,Singapore068619,Singapore",暂无,2020-01-25 21:39:04.523612
234,7,234,4.7,新加坡,,2020-01-25 21:39:14.912529
235,16,235,4.3,"7StadiumDrive|SingaporeSportsHub,Singapore397632,Singapore",暂无,2020-01-25 21:39:22.834715
236,22,236,4.6,"80RafflesPlaceUobPlaza,Singapore048624,Singapore",,2020-01-25 21:39:37.603173
237,20,237,4.3,"152WaterlooSt,Singapore187961,Singapore",,2020-01-25 21:39:59.852674
238,24,238,4.9,"18MarinaGardensDr,Singapore018953",,2020-01-25 21:40:17.990656
239,14,239,4.4,"2HandyRoadTheCathay,Singapore229233,Singapore",暂无,2020-01-25 21:40:37.307862
240,3,240,4.3,"9RafflesBoulevard,Singapore039596",,2020-01-25 21:40:51.744062
241,18,241,4.4,"SingaporeFlyer,30RafflesAvenue.#02-09Singapore039803",9:00-23:00,2020-01-25 21:41:02.011030
242,13,242,4.4,"28IrrawaddyRoad,Singapore329560,Singapore",星期二 - 星期五 上午10点00分 - 下午5点30分 星期六 上午10点00分 - 下午1点00分,2020-01-25 21:41:18.939597
243,19,243,4.2,"30BPhillipStreetWanHaiChengBioTemple,Singapore048696,Singapore",,2020-01-25 21:41:31.508617
244,15,244,4.5,"ResortsWorldSentosa,nearCraneDanceandUniversalStudio’sGlobe(MB5)",每天11:00am to 7:00pm（最后入场时间 6:45pm)，具体开放时间以景区现场为准。,2020-01-25 21:41:48.080266
245,17,245,4.2,"新加坡环球影城马达加斯加区，8SentosaGateway,SentosaIsland,Singapore",,2020-01-25 21:42:05.704994
246,1,246,5,"LazarusIsland,Singapore",,2020-01-25 21:42:25.311804
247,34,247,4.3,"SembawangRd,Singapore,Singapore",,2020-01-25 21:42:35.755397
248,15,248,4.3,"520UpperJurongRd,Singapore638367,Singapore",,2020-01-25 21:42:59.521776
249,1,249,5,"34PulauUbin,508287",,2020-01-25 21:43:12.772827
250,15,250,4.7,"2OrchardTurnIonOrchard|#04-15IONOrchard,Singapore238801,Singapore",周一-周五:上午11:00-下午8:00;周六-周日:上午10:00-下午8:00;,2020-01-25 21:43:22.835739
251,11,251,4.5,"|HollandRoadandTyersallRoad,Singapore,Singapore",,2020-01-25 21:43:35.339615
252,19,252,4.5,"新加坡,新加坡","周日上午9:00 - 下午5:00days: 周日, times: 上午9:00 - 下午5:00,days: 周一 - 周六, times: 上午9:00 - 下午6:00,",2020-01-25 21:43:51.433556
253,21,253,4,"113PeckSeahSt,Singapore079332,Singapore",,2020-01-25 21:44:04.205732
254,11,254,4.5,"31BeachView#03-01,PalawanKidzCity,Singapore098008",10:00-21:00（周一-周日）（周六、周日、公共假期期间，游玩时间将会被限制在2个小时之内）,2020-01-25 21:44:23.002075
255,1,255,5,"#02-21,MilleniaWalk美年径,9RafflesBoulevard,039596",Mon-Sun:10:00-22:00,2020-01-25 21:44:40.788595
256,18,256,4.6,"FarEastSquare|TelokAyerStreet,Singapore,Singapore",,2020-01-25 21:44:49.840651
257,12,257,4.3,"6RafflesBoulevard,MarinaSquare#02-29",周日-周四：10:30-20:00，周五、周六：10:30-21:00,2020-01-25 21:45:07.340677
258,17,258,4.4,"157NeilRoad,Singapore,Singapore",周一 - 周二 14:00 - 15:00 周二 18:30 - 19:30 周四 10:00 - 11:00 周六 11:00 - 12:00,2020-01-25 21:45:22.524521
259,17,259,4.2,"GambasAve,Singapore",7：00-19：00,2020-01-25 21:45:37.019709
260,11,260,4.5,"LittleIndia,Singapore,Singapore",,2020-01-25 21:45:51.615513
261,3,261,5,"|MarinaBay,Singapore018978,Singapore",暂无,2020-01-25 21:46:04.267275
262,15,262,4.6,"143VictoriaStreetSt.Joseph'sChurch,Singapore188020,Singapore",,2020-01-25 21:46:14.327512
263,15,263,4.3,"1TankRoadChettiarTemple,Singapore238058,Singapore",,2020-01-25 21:46:29.482538
264,12,264,4.6,"新加坡,新加坡","周日 - 周六上午7:00 - 下午6:30days: 周日 - 周六, times: 上午7:00 - 下午6:30,",2020-01-25 21:46:44.273349
265,13,265,4.5,"2JurongEastCentral1Jcube|Level3,JCube,Singapore609731,Singapore",暂无,2020-01-25 21:46:58.726954
266,3,266,4.3,"7AGosportRoad|ChangiBeach,Singapore509710,Singapore",暂无,2020-01-25 21:47:13.969777
267,6,267,4.5,"190BukitTimahRoad,Singapore229857,Singapore",,2020-01-25 21:47:23.337518
268,6,268,4.6,"320OrchardRoadSingaporeMarriottTangPlazaHotel,Singapore238865,Singapore",暂无,2020-01-25 21:47:33.487145
269,16,269,4.4,"192TelokAyerStreet,Singapore068635,Singapore",,2020-01-25 21:47:43.304195
270,1,270,5,"10BayfrontAvenueMarinaBaySands|MarinaBaySands,Singapore018956,Singapore",暂无,2020-01-25 21:47:57.595754
271,1,271,5,"18MarinaGardensDriveGardensBytheBay,Singapore018953,Singapore",暂无,2020-01-25 21:48:08.093914
272,12,272,4.6,"2StadiumWalk,Singapore397718,Singapore",,2020-01-25 21:48:18.101457
273,2,273,0,"10SentulCrescentRoad,Singapore828851,Singapore",暂无,2020-01-25 21:48:32.499279
274,0,274,,"57AnchorvaleRd,Singapore544964,Singapore",暂无,2020-01-25 21:48:41.159660
275,1,275,5,"AirportBoulevard|Terminal2,Singapore,Singapore",暂无,2020-01-25 21:48:50.875253
276,15,276,4.6,"1ClunyRoad,Singapore259569,Singapore",,2020-01-25 21:49:00.938096
277,2,277,5,"12NanyangDive,NanyangTechnologicalUniversity,Singapore637721,Singapore",周一至周五上午 9:30至下午 5 点,2020-01-25 21:49:16.460924
278,5,278,4.6,"ConnaughtDr,Singapore179681",,2020-01-25 21:49:25.774164
279,2,279,5,"61StamfordRd,#03-08,Singapore178892",09:00 -17:30,2020-01-25 21:49:46.318883
280,11,280,4.3,"1PasirRisCloseE!Hub@DowntownEast,Singapore519599,Singapore","周日 - 周六上午10:00 - 下午10:00days: 周日 - 周六, times: 上午10:00 - 下午10:00,",2020-01-25 21:49:56.423120
281,13,281,4.4,"Esplanade,Singapore,Singapore",,2020-01-25 21:50:05.854640
282,7,282,4,"20LoyangWay,Singapore508774",,2020-01-25 21:50:20.704092
283,16,283,4.2,"25GPerakRd,Singapore208142,Singapore",,2020-01-25 21:50:32.032713
284,1,284,5,"1259UpperSerangoonRoad,Singapore534795,Singapore",暂无,2020-01-25 21:50:48.110271
285,10,285,4.4,"|BoundedbyMaxwellRoad,CecilStreetandTelokAyerStreet,Singapore,Singapore",,2020-01-25 21:50:55.255235
286,8,286,4.6,"MarinaBayBlvd|MarinaBay,Singapore,Singapore",暂无,2020-01-25 21:51:03.281595
287,8,287,4.6,"38ArmenianStreet,Singapore179942,Singapore",暂无,2020-01-25 21:51:14.866370
288,17,288,4.1,"140TelokAyerSt,Singapore,Singapore",,2020-01-25 21:51:25.350226
289,8,289,4.6,"TrengganuStreet,Singapore,Singapore",暂无,2020-01-25 21:51:41.260667
290,2,290,4.5,"1ParliamentPlace|ParliamentHouse,Singapore178880,Singapore",,2020-01-25 21:51:51.457771
291,0,291,,"PunggolPromenadeNatureWalk|PunggolPointPark,BesidePunggolPromenadeNatureWalk,Singapore,Singapore",暂无,2020-01-25 21:52:00.871671
292,8,292,4.5,"902EastCoastParkwayAquaticComplex(BigSplash)|#01-30,BlockH,BigSplash,Singapore449874,Singapore",暂无,2020-01-25 21:52:12.677096
293,12,293,4.4,"397SerangoonRoad,Singapore218123,Singapore",,2020-01-25 21:52:21.431504
294,18,294,4.5,"80,SilosoRoad,Sentosa(SilosoPoint)",10:00-19:00(最后入场时间 18:30),2020-01-25 21:52:35.310055
295,7,295,4.6,"SmithStreet|Chinatown,Singapore,Singapore",暂无,2020-01-25 21:52:51.230935
296,4,296,4.5,"BigBox,1VentureAvenueSingapore",11:00-22:00,2020-01-25 21:53:00.149667
297,6,297,4.7,"5CoxTerraceFortCanningArtsCentre|FortCanningArtsCentre,Singapore179620,Singapore","周日 - 周六上午10:00 - 下午6:00days: 周日 - 周六, times: 上午10:00 - 下午6:00,",2020-01-25 21:53:09.251706
298,9,298,4.3,"EastCoastParkServiceRoad,Singapore,Singapore",暂无,2020-01-25 21:53:18.114895
299,8,299,4.5,"AnnSiangRoad,Singapore,Singapore",,2020-01-25 21:53:28.395654
300,5,300,4.4,"252NorthBridgeRoadRafflesCityShoppingCentre|RafflesCityShoppingCentre,#01-36E/F,Singapore179103,Singapore","周日 - 周六上午11:00 - 下午9:00days: 周日 - 周六, times: 上午11:00 - 下午9:00,",2020-01-25 21:53:38.652613
301,14,301,3.9,"241BVictoriaStreet,Singapore188030,Singapore",周日:上午10:00-下午10:00;周一:下午3:00-下午10:00;周二-周四:上午10:00-下午10:00;周五-周六:上午10:00-下午11:00;,2020-01-25 21:53:49.632064
302,2,302,4,"459 Jalan Ahmad, Ibrahim, 639934","星期一至六 (公众假日除外): 13:00pm - 18:30pm(最晚入园时间17:00)

 导览团时间: 1:00pm, 2:00pm, 3:00pm, 4:00pm, 5:00pm 最后参观时间: 5:00pm",2020-01-25 21:54:04.836415
303,6,303,4.5,"100TyrwhittRoadJalanBesarStadium,Singapore207542,Singapore",暂无,2020-01-25 21:54:13.621983
304,7,304,4.4,"No.10NeoTiewLane2|D'KranjiFarmResort,Singapore718813,Singapore",星期日 - 星期六 上午12点00分 - 下午6点00分  下午10点00分 - 上午12点00分,2020-01-25 21:54:24.662071
305,10,305,4.1,"292RiverValleyRoad|Level2,Singapore238333,Singapore","周二 - 周日上午11:00 - 下午6:00days: 周二 - 周日, times: 上午11:00 - 下午6:00,",2020-01-25 21:54:35.502703
306,12,306,4.5,"NearSingaporeRiver,Singapore,Singapore",,2020-01-25 21:54:43.732312
307,17,307,4.1,"UniversityCulturalCentreNationalUniversityofSingapore50KentRidgeCrescent,Singapore119279,Singapore",,2020-01-25 21:54:58.724363
308,5,308,4.6,"新加坡,新加坡","周二 - 周五上午10:00 - 下午8:00days: 周二 - 周五, times: 上午10:00 - 下午8:00,days: 周六 - 周日, times: 上午10:00 - 下午9:00,",2020-01-25 21:55:13.895144
309,14,309,4.7,"BoonLaySt.JunctionwithBoonLayWay,Singapore,Singapore",,2020-01-25 21:55:23.356869
310,1,310,5,新加坡CoxTerrace5号福康宁艺术中心,,2020-01-25 21:55:36.165326
311,7,311,4.2,"5StadiumWalkLeisureParkKallang|LeisureParkKallang,Singapore397693,Singapore",暂无,2020-01-25 21:55:47.432594
312,2,312,5,金沙购物商场,,2020-01-25 21:55:58.653221
313,8,313,4.8,"19CeylonRoadSriSenpagaVinayagarTemple,Singapore429613,Singapore",星期日 - 星期六 上午6点30分 - 下午12点00分  下午6点30分 - 下午9点00分,2020-01-25 21:56:09.653443
314,2,314,5,"30 Merchant Road 03-18, Singapore 058282","The Round Cruise船期为每天9点至22点，每20至25分钟一班船。活动开展受天气和潮汐条件影响
 Tokidoki Boat Cruise船期每天17点/19点/21点发船 
",2020-01-25 21:56:18.537987
315,5,315,4.5,"52AAmoyStreet,Singapore069878,Singapore",暂无,2020-01-25 21:56:28.201779
316,5,316,4.4,"1StadiumDrive|NationalStadium,Singapore397691,Singapore",暂无,2020-01-25 21:56:36.770021
317,8,317,3.9,"BukitBatokEastAvenue5,Singapore043359,Singapore",暂无,2020-01-25 21:56:46.314529
318,3,318,4.7,"69AHajiLane,Singapore189262,Singapore",暂无,2020-01-25 21:56:56.543562
319,10,319,4.2,"KusuIsland,Singapore,Singapore",,2020-01-25 21:57:05.845508
320,5,320,4.4,"39KeppelRoadTanjongPagarDistripark|#03-04,TanjongPagarDistripar,Singapore089065,Singapore",周一-周五:上午11:00-下午7:00;周六-周日:下午12:00-下午6:00;,2020-01-25 21:57:16.561270
321,4,321,4.8,"300TiongBahruRoadTiongBahruMrtStation,Singapore168731,Singapore",暂无,2020-01-25 21:57:26.985228
322,3,322,4.3,"50LimChuKangLane2Lot75,Singapore718822,Singapore",暂无,2020-01-25 21:57:34.965528
323,4,323,4.5,"TiongBahru,Blk57|01-82EngHoonStreet,Singapore160057,Singapore",周日-周六:上午10:00-下午7:00;,2020-01-25 21:57:43.828529
324,13,324,4.7,"Chinatown,Singapore,Singapore",,2020-01-25 21:57:53.451969
325,5,325,4.8,新加坡宏茂桥8街180号(180AngMoKioAvenue8Singapore569830),,2020-01-25 21:58:08.751024
326,4,326,4.8,"ClementiRoad,Singapore,Singapore",暂无,2020-01-25 21:58:20.192333
327,3,327,4.7,"新加坡,新加坡",暂无,2020-01-25 21:58:30.172078
328,3,328,4.7,"253AlexandraRoad#01-04,Singapore159936,Singapore",周日-周六:上午9:00-下午7:00;,2020-01-25 21:58:39.777612
329,3,329,4.3,"26KandaharStreet|Level2,Singapore198888,Singapore",周二-周五:下午12:00-下午5:00;周六:上午11:00-下午3:00;,2020-01-25 21:58:47.626122
330,4,330,4.3,"DempseyRoad|Block9,#01-10DempseyHill,Singapore247697,Singapore",暂无,2020-01-25 21:58:57.558907
331,3,331,4.7,"Blk26#01-04,DempseyRoad,Singapore249686,Singapore",周日-周六:上午10:00-下午8:00;,2020-01-25 21:59:08.565376
332,16,332,4.7,"600NorthBridgeRoadParkviewSquare,Singapore188778,Singapore",,2020-01-25 21:59:17.854162
333,3,333,4,"AlongOldUpperThomsonRoad,Singapore,Singapore",暂无,2020-01-25 21:59:31.088681
334,7,334,4.4,"2StadiumWalkKallangIndoorStadium|NationalStadium,Singapore397691,Singapore",暂无,2020-01-25 21:59:39.848969
335,3,335,4.3,"3TemasekBoulevardFloor1SuntecCityMall|SuntecCityMall,Singapore038983,Singapore",周日-周六:上午10:00-下午8:00;,2020-01-25 21:59:48.303894
336,3,336,4.3,"新加坡,新加坡","周日 - 周六上午8:00 - 下午11:00days: 周日 - 周六, times: 上午8:00 - 下午11:00,",2020-01-25 21:59:57.764366
337,4,337,4,"10TanglinRoad|#01-01/02-01,Singapore247908,Singapore",周日-周六:上午11:00-下午8:00;,2020-01-25 22:00:08.579734
338,2,338,5,"109MountFaberRoadFaberPeak|FaberPeak,Singapore099203,Singapore","周日 - 周六上午9:00 - 下午10:00days: 周日 - 周六, times: 上午9:00 - 下午10:00,",2020-01-25 22:00:18.818277
339,2,339,5,"73LoewenRoad|Units01-15&01-16,Singapore248843,Singapore",周二-周日:上午10:00-下午5:00;,2020-01-25 22:00:28.636225
340,3,340,5,"JunctionofToaPayohLor2andToaPayohLor6,Singapore,Singapore",,2020-01-25 22:00:38.969948
341,3,341,4.3,"新加坡,新加坡",暂无,2020-01-25 22:00:49.506112
342,3,342,4.3,"3LimChuKangLane4,Singapore718859,Singapore",周三-周一:上午9:00-下午4:00;,2020-01-25 22:00:58.835660
343,2,343,5,"Singapore,Singapore",暂无,2020-01-25 22:01:11.806911
344,2,344,4.5,"Blk43MalanRoadGillmanBarracks,Singapore109443,Singapore",周二-周四:下午12:00-下午7:00;周五:下午12:00-下午9:00;周六-周日:下午12:00-下午7:00;,2020-01-25 22:01:21.130240
345,2,345,4.5,"Blk43MalanRoadGillmanBarracks,Singapore109443,Singapore",周二-周四:下午12:00-下午7:00;周五:下午12:00-下午9:00;周六-周日:下午12:00-下午7:00;,2020-01-25 22:01:29.343636
346,2,346,4.5,"64SpottiswoodeParkRoad,Singapore088652,Singapore",周日-周六:上午10:30-下午7:00;,2020-01-25 22:01:41.102710
347,13,347,4.1,"LorongHalwa,Singapore,Singapore",,2020-01-25 22:01:50.131255
348,3,348,4,"3TemasekBoulevardSuntecCityMall|SuntecCityMall,Singapore038983,Singapore",周日-周四:上午10:00-下午8:00;周五-周六:上午10:00-下午10:00;,2020-01-25 22:02:06.199849
349,10,349,4.7,"新加坡,新加坡",,2020-01-25 22:02:15.214518
350,2,350,4.5,"90GoodmanRoadGoodmanArtsCentre|GoodManArtCenterBlockO,#01-57,Singapore439053,Singapore","周一 - 周二上午10:00 - 下午4:00days: 周一 - 周二, times: 上午10:00 - 下午4:00,days: 周三 - 周日, times: 上午10:00 - 下午8:00,",2020-01-25 22:02:23.333690
351,2,351,4.5,"67SungeiTengahRoadFarmartCentre,Singapore699008,Singapore",暂无,2020-01-25 22:02:32.626639
352,1,352,5,"3ERiverValleyRoadClarkeQuay,Singapore179019,Singapore",周日-周四:下午2:00-上午1:00;周五-周六:下午2:00-上午3:00;,2020-01-25 22:02:42.218403
353,1,353,5,"新加坡,新加坡","周日 - 周六上午8:00 - 下午11:00days: 周日 - 周六, times: 上午8:00 - 下午11:00,",2020-01-25 22:02:49.891019
354,1,354,5,"#01-01,FarEastSquare远东广场,45PekinStreet,048775(RafflesPlace/BoatQuay)",Mon-Sun: 09:30-21:00(Closed on Alternate Sundays),2020-01-25 22:02:59.511832
355,1,355,5,"510KampongBahruRoad,Singapore099446,Singapore",暂无,2020-01-25 22:03:10.817914
356,11,356,4.5,"30RafflesAvenue#01-05SingaporeFlyer,Singapore039803,Singapore",,2020-01-25 22:03:20.406682
357,1,357,5,"|SerangoonIsland,Singapore,Singapore",暂无,2020-01-25 22:03:35.440639
358,12,358,4.3,"73KeongSaikRoad,Singapore089167,Singapore",,2020-01-25 22:03:44.549252
359,1,359,5,"翰莎路陆交局总部|第一座,Singapore219428,Singapore",周一-周五:上午9:30-下午5:00;,2020-01-25 22:03:56.315665
360,1,360,5,"Palawanbeach|Bridgetoanislandwith2towers,SentosaIsland,Singapore",暂无,2020-01-25 22:04:04.868630
361,1,361,5,"EastCoastParkServiceRoad|EastCoastCarParksC2andC3,Singapore,Singapore",暂无,2020-01-25 22:04:15.017761
362,0,362,,"AirportBlvd|ChangiAirport,Terminal3,DepartureTransitLounge,Level2&3,Singapore,Singapore",暂无,2020-01-25 22:04:24.817447
363,2,363,4,"14ABahSoonPahRoad,Singapore769970,Singapore",暂无,2020-01-25 22:04:34.658590
364,1,364,5,"069886,新加坡厦门街66(安详山)",8：00-17：00,2020-01-25 22:04:44.639356
365,14,365,4.2,"26BukitBatokEastAvenue2HillviewRegency,Singapore659920,Singapore",,2020-01-25 22:04:54.159036
366,3,366,4.3,"32NetheravonRoadChangiSailingClub,Singapore508508,Singapore",,2020-01-25 22:05:08.791963
367,4,367,4.3,"Terminal1,ChangiAirport80AirportBoulevard,#031-004BViewingMallEast,Level3,ChangiAirportT1,Singapore",,2020-01-25 22:05:18.086221
368,1,368,5,"18MarinaGardensDrive,OCBCSkywayandSupertreeSingapore018953","Daily openTime:05:00,closeTime:02:00
public_holiday openTime:05:00,closeTime:02:00",2020-01-25 22:05:27.709427
369,11,369,4.4,"139CeylonRd|EurasianCommunityHouse,Singapore429744,Singapore",,2020-01-25 22:05:36.041291
370,7,370,4.9,"ChangiBusinessParkCrescent,Singapore,Singapore",,2020-01-25 22:05:50.568098
371,10,371,4.5,"480,ToaPayohLorong6,Singapore310480,Singapore",,2020-01-25 22:05:59.624150
372,7,372,4.6,80mandairoad,,2020-01-25 22:06:08.965542
373,4,373,5,"69JooChiatTerrace,Singapore427231,Singapore",周一-周日7:00-22:00,2020-01-25 22:06:19.481220
374,2,374,4.5,"20JurongWestStreet93JurongWestSports&RecreationCtr,Jurong648965,Singapore",,2020-01-25 22:06:29.351721
375,7,375,4.9,"新加坡,新加坡",,2020-01-25 22:06:39.662427
376,21,376,4.5,"24/26WaterlooSt,Singapore187950,Singapore",,2020-01-25 22:06:49.644877
377,2,377,3.5,"NeeSoonRoad,UpperThomsonRoad,Singapore,Singapore",暂无,2020-01-25 22:07:13.071211
378,10,378,4.4,"402CommonwealthDrive,Singapore149599,Singapore",,2020-01-25 22:07:22.791375
379,17,379,4.6,"15TankRd,Singapore238065,Singapore",,2020-01-25 22:07:32.741595
380,12,380,4.2,"42BencoolenStreet,Singapore189626,Singapore",,2020-01-25 22:07:48.484765
381,11,381,4.5,"2JurongWestSt76,Singapore648370,Singapore",,2020-01-25 22:08:02.334039
382,6,382,4.8,"8SentosaGatewayResortsWorldSentosa|ResortsWorldSentosa,Singapore098269,Singapore",,2020-01-25 22:08:19.547158
383,1,383,4,"54WaterlooStreet,Singapore187953,Singapore",周一-周五:上午9:00-下午6:30;,2020-01-25 22:08:30.660035
384,1,384,4,"新加坡,新加坡",周日-周六:上午12:00-下午11:59;,2020-01-25 22:08:41.148926
385,2,385,4,樟宜机场，T1/T2/T3过境区域,,2020-01-25 22:08:52.248075
386,1,386,3,"130EastCoastRoad,Singapore428815,Singapore",暂无,2020-01-25 22:09:01.882885
387,1,387,5,"50NanyangAvenue,BlkNS3-03-01",,2020-01-25 22:09:12.924076
388,7,388,4.6,"6StadiumBoulevard#01KallangNetballCentre02|RightnexttotheSingaporeSportsMuseumandSportsHubVisitorCentre,Singapore397797,Singapore",,2020-01-25 22:09:23.490821
389,1,389,5,"81NanyangDr,Singapore637458",,2020-01-25 22:09:32.892203
390,9,390,4.3,"351UpperBukitTimahRoad,Singapore588192,Singapore",,2020-01-25 22:09:42.631855
391,12,391,4,"1ChineseGardenRoad,Singapore619795,Singapore",,2020-01-25 22:09:53.181180
392,7,392,4.6,"72-13MohammadSultanRoad,Singapore239007,Singapore",,2020-01-25 22:10:07.657761
393,2,393,2.5,"1VistaExchangeGreenTheStarVista|#04-01,Singapore138617,Singapore",暂无,2020-01-25 22:10:19.081269
394,8,394,4.4,"15MagazineRd,Singapore059568,Singapore",,2020-01-25 22:10:28.100298
